A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Elizabeth,Miss Bingley,i deserve neither such praise nor such censure i am not a great reader and i have pleasure in many things,i am astonished that my father should have left so small a collection of books what a delightful library you have at pemberley mr darcy,1,2,1,1,1,3,1,1,3,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,3,3,1,1,1,2,1,1,0,0,0,0,21,25,169,171,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,major,F,intermediate
Mr. Bingley,Mr. Darcy,in nursing your sister i am sure you have pleasure and i hope it will soon be increased by seeing her quite well and i wish my collection were larger for your benefit and my own credit but i am an idle fellow and though i have not many i have more than i ever look into,it ought to be good it has been the work of many generations,1,1,1,1,5,4,1,1,7,0,1,0,4,0,1,0,2,2,1,1,1,0,1,0,14,2,1,1,4,1,1,1,0,0,0,0,57,13,170,172,Elizabeth; Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,M,major
Mr. Darcy,Mr. Bingley,i cannot comprehend the neglect of a family library in such days as these,i wish it may,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,2,1,1,3,0,1,0,0,0,0,0,15,4,174,176,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,M,intermediate
Mr. Bingley,Mr. Darcy,upon my word caroline i should think it more possible to get pemberley by purchase than by imitation,i think she will she is now about miss elizabeth bennet s height or rather taller,0,0,0,0,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,0,0,0,3,3,1,1,3,0,1,0,0,0,0,0,18,16,180,182,Elizabeth; Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,M,major
Mr. Darcy,Mr. Bingley,i think she will she is now about miss elizabeth bennet s height or rather taller,it is amazing to me how young ladies can have patience to be so very accomplished as they all are,0,0,0,0,2,4,1,1,1,2,1,1,3,2,1,1,2,1,1,1,0,0,0,0,3,3,1,1,0,1,0,1,0,0,0,0,16,20,182,184,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,M,intermediate
Miss Bingley,Mr. Darcy,all young ladies accomplished my dear charles what do you mean,your list of the common extent of accomplishments has too much truth the word is applied to many a woman who deserves it no otherwise than by netting a purse or covering a skreen but i am very far from agreeing with you in your estimation of ladies in general i cannot boast of knowing more than half a dozen in the whole range of my acquaintance that are really accomplished,0,7,0,1,1,4,1,1,0,2,0,1,0,6,0,1,0,2,0,1,0,2,0,1,2,7,1,1,0,14,0,1,0,0,0,0,11,72,185,187,Elizabeth; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,M,major
Mr. Bingley,Miss Bingley,yes all of them i think they all paint tables cover skreens and net purses i scarcely know any one who cannot do all this and i am sure i never heard a young lady spoken of for the first time without being informed that she was very accomplished,nor i i am sure,2,0,1,0,4,1,1,1,3,1,1,1,3,0,1,0,2,0,1,0,2,0,1,0,7,2,1,1,4,0,1,0,0,0,0,0,50,5,186,188,Elizabeth; Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,F,intermediate
Mr. Darcy,Elizabeth,your list of the common extent of accomplishments has too much truth the word is applied to many a woman who deserves it no otherwise than by netting a purse or covering a skreen but i am very far from agreeing with you in your estimation of ladies in general i cannot boast of knowing more than half a dozen in the whole range of my acquaintance that are really accomplished,then you must comprehend a great deal in your idea of an accomplished woman,7,2,1,1,4,1,1,1,2,0,1,0,6,1,1,1,2,0,1,0,2,0,1,0,7,2,1,1,14,2,1,1,0,0,0,0,72,14,187,189,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,F,major
Miss Bingley,Mr. Darcy,nor i i am sure,yes i do comprehend a great deal in it,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,1,0,1,0,1,0,0,0,0,5,9,188,190,Elizabeth; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,M,major
Elizabeth,Miss Bingley,then you must comprehend a great deal in your idea of an accomplished woman,oh certainly no one can be really esteemed accomplished who does not greatly surpass what is usually met with a woman must have a thorough knowledge of music singing drawing dancing and the modern languages to deserve the word and besides all this she must possess a certain something in her air and manner of walking the tone of her voice her address and expressions or the word will be but half deserved,2,7,1,1,1,8,1,1,0,7,0,1,1,4,1,1,0,6,0,1,0,1,0,1,2,4,1,1,2,5,1,1,0,1,0,1,14,73,189,191,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,major,F,intermediate
Miss Bingley,Elizabeth,oh certainly no one can be really esteemed accomplished who does not greatly surpass what is usually met with a woman must have a thorough knowledge of music singing drawing dancing and the modern languages to deserve the word and besides all this she must possess a certain something in her air and manner of walking the tone of her voice her address and expressions or the word will be but half deserved,i am no longer surprised at your knowing only six accomplished women i rather wonder now at your knowing any,7,0,1,0,8,1,1,1,7,0,1,0,4,5,1,1,6,0,1,0,1,1,1,1,4,4,1,1,5,2,1,1,1,0,1,0,73,20,191,193,Elizabeth; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,F,major
Mr. Darcy,Miss Bingley,are you so severe upon your own sex as to doubt the possibility of all this,eliza bennet is one of those young ladies who seek to recommend themselves to the other sex by undervaluing their own and with many men i dare say it succeeds but in my opinion it is a paltry device a very mean art,1,3,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,3,1,1,0,0,0,0,2,6,1,1,1,5,1,1,0,0,0,0,16,43,194,196,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,F,intermediate
Elizabeth,Mr. Darcy,i never saw such a woman i never saw such capacity and taste and application and elegance as you describe united,undoubtedly there is meanness in all the arts which ladies sometimes condescend to employ for captivation whatever bears affinity to cunning is despicable,1,1,1,1,0,1,0,1,4,0,1,0,2,2,1,1,0,0,0,0,2,0,1,0,3,0,1,0,0,3,0,1,0,0,0,0,21,23,195,197,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,major,M,major
Mr. Darcy,Mr. Bingley,undoubtedly there is meanness in all the arts which ladies sometimes condescend to employ for captivation whatever bears affinity to cunning is despicable,removed it must not be thought of my sister i am sure will not hear of her removal,1,0,1,0,1,4,1,1,0,0,0,0,2,0,1,0,0,2,0,1,0,2,0,1,0,4,0,1,3,2,1,1,0,0,0,0,23,18,197,199,Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,M,intermediate
Mrs. Bennet,Miss Bingley,indeed i have sir she is a great deal too ill to be moved mr jones says we must not think of moving her we must trespass a little longer on your kindness,you may depend upon it madam that miss bennet shall receive every possible attention while she remains with us,2,0,1,0,4,2,1,1,0,2,0,1,3,0,1,0,2,3,1,1,1,0,1,0,6,4,1,1,2,1,1,1,0,0,0,0,33,19,198,200,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Bingley; Mr. Darcy,F,major,F,intermediate
Mr. Bingley,Mrs. Bennet,removed it must not be thought of my sister i am sure will not hear of her removal,i am sure if it was not for such good friends i do not know what would become of her for she is very ill indeed and suffers a vast deal though with the greatest patience in the world which is always the way with her for she has without exception the sweetest temper i ever met with i often tell my other girls they are nothing to her you have a sweet room here mr bingley and a charming prospect over that gravel walk i do not know a place in the country that is equal to netherfield you will not think of quitting it in a hurry i hope though you have but a short lease,0,11,0,1,4,10,1,1,0,5,0,1,0,7,0,1,2,10,1,1,2,4,1,1,4,18,1,1,2,15,1,1,0,1,0,1,18,118,199,201,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Darcy; Mrs. Bennet,M,intermediate,F,major
Miss Bingley,Mr. Bingley,you may depend upon it madam that miss bennet shall receive every possible attention while she remains with us,whatever i do is done in a hurry and therefore if i should resolve to quit netherfield i should probably be off in five minutes at present however i consider myself as quite fixed here,0,1,0,1,2,5,1,1,2,2,1,1,0,7,0,1,3,0,1,0,0,0,0,0,4,5,1,1,1,3,1,1,0,0,0,0,19,35,200,202,Elizabeth; Kitty; Lydia; Mr. Bingley; Mr. Darcy; Mrs. Bennet,F,intermediate,M,intermediate
Mrs. Bennet,Elizabeth,i am sure if it was not for such good friends i do not know what would become of her for she is very ill indeed and suffers a vast deal though with the greatest patience in the world which is always the way with her for she has without exception the sweetest temper i ever met with i often tell my other girls they are nothing to her you have a sweet room here mr bingley and a charming prospect over that gravel walk i do not know a place in the country that is equal to netherfield you will not think of quitting it in a hurry i hope though you have but a short lease,that is exactly what i should have supposed of you,11,0,1,0,10,3,1,1,5,0,1,0,7,1,1,1,10,1,1,1,4,0,1,0,18,2,1,1,15,1,1,1,1,0,1,0,118,10,201,203,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Bingley; Mr. Darcy,F,major,F,major
Mr. Bingley,Mrs. Bennet,i wish i might take this for a compliment but to be so easily seen through i am afraid is pitiful,lizzy remember where you are and do not run on in the wild manner that you are suffered to do at home,1,1,1,1,4,3,1,1,1,3,1,1,2,0,1,0,1,0,1,0,0,1,0,1,3,2,1,1,2,3,1,1,0,0,0,0,21,22,206,208,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Darcy; Mrs. Bennet,M,intermediate,F,major
Elizabeth,Mr. Bingley,that is as it happens it does not necessarily follow that a deep intricate character is more or less estimable than such a one as yours,i did not know before that you were a studier of character it must be an amusing study,2,2,1,1,3,4,1,1,3,1,1,1,3,0,1,0,3,1,1,1,1,1,1,1,2,3,1,1,2,2,1,1,0,0,0,0,26,18,207,209,Kitty; Lydia; Miss Bingley; Mr. Bingley; Mr. Darcy; Mrs. Bennet,F,major,M,intermediate
Mrs. Bennet,Elizabeth,lizzy remember where you are and do not run on in the wild manner that you are suffered to do at home,yes but intricate characters are the most amusing they have at least that advantage,1,1,1,1,3,1,1,1,3,1,1,1,0,2,0,1,0,1,0,1,1,0,1,0,2,1,1,1,3,0,1,0,0,0,0,0,22,14,208,210,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Bingley; Mr. Darcy,F,major,F,major
Mr. Bingley,Mr. Darcy,i did not know before that you were a studier of character it must be an amusing study,the country can in general supply but few subjects for such a study in a country neighbourhood you move in a very confined and unvarying society,2,4,1,1,4,1,1,1,1,2,1,1,0,1,0,1,1,0,1,0,1,0,1,0,3,1,1,1,2,4,1,1,0,0,0,0,18,26,209,211,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Darcy; Mrs. Bennet,M,intermediate,M,major
Mr. Darcy,Mrs. Bennet,the country can in general supply but few subjects for such a study in a country neighbourhood you move in a very confined and unvarying society,yes indeed i assure you there is quite as much of that going on in the country as in town i cannot see that london has any great advantage over the country for my part except the shops and public places the country is a vast deal pleasanter is not it mr bingley aye that is because you have the right disposition but that gentleman seemed to think the country was nothing at all,4,7,1,1,1,5,1,1,2,5,1,1,1,5,1,1,0,5,0,1,0,2,0,1,1,6,1,1,4,7,1,1,0,1,0,1,26,75,211,213,Elizabeth; Kitty; Lydia; Miss Bingley; Mrs. Bennet,M,major,F,major
Elizabeth,Mr. Bingley,indeed mama you are mistaken you quite mistook mr darcy he only meant that there were not such a variety of people to be met with in the country as in town which you must acknowledge to be true,did charlotte dine with you,2,0,1,0,4,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,4,1,1,1,5,1,1,1,0,0,0,0,39,5,214,216,Kitty; Lydia; Miss Bingley; Mr. Bingley; Mr. Darcy; Mrs. Bennet,F,major,M,intermediate
Mr. Bingley,Elizabeth,she seems a very pleasant young woman,and so ended his affection there has been many a one i fancy overcome in the same way i wonder who first discovered the efficacy of poetry in driving away love,1,3,1,1,0,2,0,1,0,1,0,1,1,3,1,1,1,1,1,1,0,0,0,0,1,3,1,1,0,3,0,1,0,0,0,0,7,31,218,220,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Darcy; Mrs. Bennet,M,intermediate,F,major
Mrs. Bennet,Mr. Darcy,oh dear yes but you must own she is very plain lady lucas herself has often said so and envied me jane s beauty i do not like to boast of my own child but to be sure jane one does not often see any body better looking it is what every body says i do not trust my own partiality when she was only fifteen there was a gentleman at my brother gardiner s in town so much in love with her that my sister in law was sure he would make her an offer before we came away but however he did not perhaps he thought her too young however he wrote some verses on her and very pretty they were,i have been used to consider poetry as the food of love,2,1,1,1,13,2,1,1,8,0,1,0,15,0,1,0,12,0,1,0,4,0,1,0,23,1,1,1,7,2,1,1,0,0,0,0,123,12,219,221,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Bingley; Mr. Darcy,F,major,M,major
Mr. Darcy,Mr. Bingley,i have been used to consider poetry as the food of love,i am perfectly ready i assure you to keep my engagement and when your sister is recovered you shall if you please name the very day of the ball but you would not wish to be dancing while she is ill,1,2,1,1,2,6,1,1,0,5,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,9,1,1,2,1,1,1,0,0,0,0,12,41,221,223,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Bingley; Mrs. Bennet,M,major,M,intermediate
Elizabeth,Lydia,of a fine stout healthy love it may every thing nourishes what is strong already but if it be only a slight thin sort of inclination i am convinced that one good sonnet will starve it entirely away,oh yes it would be much better to wait till jane was well and by that time most likely captain carter would be at meryton again and when you have given your ball i shall insist on their giving one also i shall tell colonel forster it will be quite a shame if he does not,2,1,1,1,4,10,1,1,3,5,1,1,4,4,1,1,3,4,1,1,0,1,0,1,4,8,1,1,2,3,1,1,0,0,0,0,38,56,222,224,Kitty; Lydia; Miss Bingley; Mr. Bingley; Mr. Darcy; Mrs. Bennet,F,major,F,intermediate
Mr. Bingley,Miss Bingley,i am perfectly ready i assure you to keep my engagement and when your sister is recovered you shall if you please name the very day of the ball but you would not wish to be dancing while she is ill,how delighted miss darcy will be to receive such a letter you write uncommonly fast,2,1,1,1,6,2,1,1,5,1,1,1,1,2,1,1,1,0,1,0,1,0,1,0,9,1,1,1,1,0,1,0,0,0,0,0,41,15,223,225,Elizabeth; Kitty; Lydia; Miss Bingley; Mr. Darcy; Mrs. Bennet,M,intermediate,F,intermediate
Lydia,Mr. Darcy,oh yes it would be much better to wait till jane was well and by that time most likely captain carter would be at meryton again and when you have given your ball i shall insist on their giving one also i shall tell colonel forster it will be quite a shame if he does not,you are mistaken i write rather slowly,1,0,1,0,10,1,1,1,5,0,1,0,4,2,1,1,4,0,1,0,1,0,1,0,8,2,1,1,3,0,1,0,0,0,0,0,56,7,224,226,Elizabeth; Kitty; Miss Bingley; Mr. Bingley; Mr. Darcy; Mrs. Bennet,F,intermediate,M,major
Mr. Darcy,Mr. Bingley,they are generally long but whether always charming it is not for me to determine,that will not do for a compliment to darcy caroline because he does not write with ease he studies too much for words of four syllables do not you darcy,0,1,0,1,2,3,1,1,3,1,1,1,2,2,1,1,1,3,1,1,1,3,1,1,3,3,1,1,0,4,0,1,0,0,0,0,15,30,236,238,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,M,intermediate
Miss Bingley,Mr. Darcy,it is a rule with me that a person who can write a long letter with ease cannot write ill,my style of writing is very different from yours,3,0,1,0,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,2,1,1,1,2,2,1,1,0,0,0,0,21,9,237,239,Elizabeth; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,M,major
Mr. Bingley,Miss Bingley,that will not do for a compliment to darcy caroline because he does not write with ease he studies too much for words of four syllables do not you darcy,oh charles writes in the most careless way imaginable he leaves out half his words and blots the rest,1,2,1,1,3,0,1,0,1,1,1,1,2,1,1,1,3,2,1,1,3,0,1,0,3,2,1,1,4,2,1,1,0,0,0,0,30,19,238,240,Elizabeth; Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,F,intermediate
Mr. Darcy,Mr. Bingley,my style of writing is very different from yours,my ideas flow so rapidly that i have not time to express them by which means my letters sometimes convey no ideas at all to my correspondents,0,0,0,0,1,1,1,1,0,1,0,1,1,5,1,1,0,0,0,0,0,1,0,1,1,5,1,1,2,2,1,1,0,0,0,0,9,27,239,241,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,M,intermediate
Miss Bingley,Elizabeth,oh charles writes in the most careless way imaginable he leaves out half his words and blots the rest,your humility mr bingley must disarm reproof,2,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,2,1,1,1,2,0,1,0,0,0,0,0,19,7,240,242,Elizabeth; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,F,major
Mr. Bingley,Mr. Darcy,my ideas flow so rapidly that i have not time to express them by which means my letters sometimes convey no ideas at all to my correspondents,nothing is more deceitful than the appearance of humility it is often only carelessness of opinion and sometimes an indirect boast,0,2,0,1,1,2,1,1,1,1,1,1,5,4,1,1,0,2,0,1,1,0,1,0,5,1,1,1,2,3,1,1,0,1,0,1,27,21,241,243,Elizabeth; Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,M,major
Elizabeth,Mr. Bingley,your humility mr bingley must disarm reproof,and which of the two do you call my little recent piece of modesty,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,1,0,0,0,0,7,14,242,244,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,major,M,intermediate
Mr. Bingley,Elizabeth,nay this is too much to remember at night all the foolish things that were said in the morning and yet upon my honour i believed what i said of myself to be true and i believe it at this moment at least therefore i did not assume the character of needless precipitance merely to shew off before the ladies,you have only proved by this that mr bingley did not do justice to his own disposition you have shewn him off now much more than he did himself,4,0,1,0,4,3,1,1,3,1,1,1,5,3,1,1,4,6,1,1,1,1,1,1,7,6,1,1,7,3,1,1,0,0,0,0,60,29,246,248,Elizabeth; Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,F,major
Mr. Darcy,Mr. Bingley,i dare say you believed it but i am by no means convinced that you would be gone with such celerity your conduct would be quite as dependant on chance as that of any man i know and if as you were mounting your horse a friend were to say bingley you had better stay till next week you would probably do it you would probably not go and at another word might stay a month,i am exceedingly gratified by your converting what my friend says into a compliment on the sweetness of my temper but i am afraid you are giving it a turn which that gentleman did by no means intend for he would certainly think the better of me if under such a circumstance i were to give a flat denial and ride off as fast as i could,2,6,1,1,11,7,1,1,7,5,1,1,5,4,1,1,3,3,1,1,1,0,1,0,13,11,1,1,6,8,1,1,0,0,0,0,76,67,247,249,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,M,intermediate
Elizabeth,Mr. Darcy,would mr darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it,you expect me to account for opinions which you chuse to call mine but which i have never acknowledged allowing the case however to stand according to your representation you must remember miss bennet that the friend who is supposed to desire his return to the house and the delay of his plan has merely desired it asked it without offering one argument in favour of its propriety,1,4,1,1,1,4,1,1,1,3,1,1,1,3,1,1,1,5,1,1,0,1,0,1,3,12,1,1,5,7,1,1,0,0,0,0,21,68,250,252,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,major,M,major
Mr. Bingley,Elizabeth,upon my word i cannot exactly explain the matter darcy must speak for himself,to yield readily easily to the persuasion of a friend is no merit with you,1,2,1,1,2,1,1,1,1,0,1,0,1,2,1,1,1,0,1,0,1,0,1,0,3,1,1,1,1,3,1,1,0,0,0,0,15,15,251,253,Elizabeth; Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,F,major
Elizabeth,Mr. Bingley,you appear to me mr darcy to allow nothing for the influence of friendship and affection a regard for the requester would often make one readily yield to a request without waiting for arguments to reason one into it i am not particularly speaking of such a case as you have supposed about mr bingley we may as well wait perhaps till the circumstance occurs before we discuss the discretion of his behaviour thereupon but in general and ordinary cases between friend and friend where one of them is desired by the other to change a resolution of no very great moment should you think ill of that person for complying with the desire without waiting to be argued into it,by all means let us hear all the particulars not forgetting their comparative height and size for that will have more weight in the argument miss bennet than you may be aware of i assure you that if darcy were not such a great tall fellow in comparison with myself i should not pay him half so much deference i declare i do not know a more aweful object than darcy on particular occasions and in particular places at his own house especially and of a sunday evening when he has nothing to do,10,5,1,1,7,6,1,1,8,8,1,1,8,3,1,1,5,5,1,1,1,4,1,1,11,12,1,1,21,10,1,1,1,1,1,1,121,94,255,257,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,major,M,intermediate
Mr. Darcy,Elizabeth,i see your design bingley you dislike an argument and want to silence this,what you ask is no sacrifice on my side and mr darcy had much better finish his letter,1,0,1,0,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,3,3,1,1,0,1,0,1,0,0,0,0,14,18,258,260,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,F,major
Mr. Bingley,Mr. Darcy,perhaps i do arguments are too much like disputes if you and miss bennet will defer yours till i am out of the room i shall be very thankful and then you may say whatever you like of me,do not you feel a great inclination miss bennet to seize such an opportunity of dancing a reel,1,3,1,1,6,1,1,1,4,0,1,0,4,0,1,0,0,0,0,0,0,1,0,1,8,1,1,1,4,1,1,1,0,0,0,0,39,18,259,261,Elizabeth; Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,M,major
Miss Bingley,Mr. Darcy,i did not know that you intended to walk,this walk is not wide enough for our party we had better go into the avenue,0,1,0,1,1,2,1,1,1,1,1,1,0,2,0,1,0,1,0,1,1,1,1,1,2,2,1,1,0,1,0,1,0,0,0,0,9,16,268,270,Elizabeth; Mr. Darcy; Mrs. Hurst,F,intermediate,M,major
Mrs. Hurst,Elizabeth,you used us abominably ill in running away without telling us that you were coming out,no no stay where you are you are charmingly group d and appear to uncommon advantage the picturesque would be spoilt by admitting a fourth good bye,0,2,0,1,1,4,1,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,4,2,1,1,3,1,1,1,0,0,0,0,16,27,269,271,Elizabeth; Miss Bingley; Mr. Darcy,F,minor,F,major
Elizabeth,Miss Bingley,no no stay where you are you are charmingly group d and appear to uncommon advantage the picturesque would be spoilt by admitting a fourth good bye,how pleasant it is to spend an evening in this way i declare after all there is no enjoyment like reading how much sooner one tires of any thing than of a book when i have a house of my own i shall be miserable if i have not an excellent library by the bye charles are you really serious in meditating a dance at netherfield i would advise you before you determine on it to consult the wishes of the present party i am much mistaken if there are not some among us to whom a ball would be rather a punishment than a pleasure,2,11,1,1,4,8,1,1,2,6,1,1,1,6,1,1,0,3,0,1,0,2,0,1,2,13,1,1,1,14,1,1,0,0,0,0,27,106,271,273,Miss Bingley; Mr. Darcy; Mrs. Hurst,F,major,F,intermediate
Mr. Hurst,Mr. Bingley,very glad,if you mean darcy he may go to bed if he chuses before it begins but as for the ball it is quite a settled thing and as soon as nicholls has made white soup enough i shall send round my cards,0,2,0,1,0,4,0,1,0,6,0,1,1,4,1,1,0,4,0,1,0,0,0,0,0,7,0,1,0,3,0,1,0,0,0,0,2,42,272,274,Elizabeth; Jane; Miss Bingley; Mr. Bingley; Mr. Darcy; Mrs. Hurst,M,minor,M,intermediate
Mr. Bingley,Elizabeth,much more rational my dear caroline i dare say but it would not be near so much like a ball,not at all but depend upon it he means to be severe on us and our surest way of disappointing him will be to ask nothing about it,1,0,1,0,2,3,1,1,1,3,1,1,4,2,1,1,1,5,1,1,1,1,1,1,3,6,1,1,2,3,1,1,0,1,0,1,20,28,276,278,Elizabeth; Jane; Miss Bingley; Mr. Darcy; Mrs. Hurst,M,intermediate,F,major
Miss Bingley,Mr. Darcy,miss eliza bennet let me persuade you to follow my example and take a turn about the room i assure you it is very refreshing after sitting so long in one attitude,i have not the smallest objection to explaining them you either chuse this method of passing the evening because you are in each other s confidence and have secret affairs to discuss or because you are conscious that your figures appear to the greatest advantage in walking if the first i should be completely in your way and if the second i can admire you much better as i sit by the fire,2,6,1,1,1,5,1,1,1,10,1,1,3,2,1,1,1,1,1,1,0,1,0,1,6,11,1,1,3,7,1,1,0,0,0,0,32,73,277,279,Elizabeth; Jane; Mr. Bingley; Mr. Darcy; Mrs. Hurst,F,intermediate,M,major
Elizabeth,Miss Bingley,not at all but depend upon it he means to be severe on us and our surest way of disappointing him will be to ask nothing about it,oh shocking i never heard any thing so abominable how shall we punish him for such a speech,0,1,0,1,3,1,1,1,3,1,1,1,2,2,1,1,5,1,1,1,1,1,1,1,6,3,1,1,3,1,1,1,1,0,1,0,28,18,278,280,Miss Bingley,F,major,F,intermediate
Mr. Darcy,Elizabeth,i have not the smallest objection to explaining them you either chuse this method of passing the evening because you are in each other s confidence and have secret affairs to discuss or because you are conscious that your figures appear to the greatest advantage in walking if the first i should be completely in your way and if the second i can admire you much better as i sit by the fire,nothing so easy if you have but the inclination we can all plague and punish one another teaze him laugh at him intimate as you are you must know how it is to be done,6,1,1,1,5,5,1,1,10,5,1,1,2,2,1,1,1,4,1,1,1,0,1,0,11,7,1,1,7,1,1,1,0,1,0,1,73,35,279,281,Elizabeth; Jane; Miss Bingley; Mr. Bingley; Mrs. Hurst,M,major,F,major
Miss Bingley,Mr. Darcy,but upon my honour i do not i do assure you that my intimacy has not yet taught me that teaze calmness of temper and presence of mind no no i feel he may defy us there and as to laughter we will not expose ourselves if you please by attempting to laugh without a subject mr darcy may hug himself,miss bingley has given me credit for more than can be the wisest and the best of men nay the wisest and best of their actions may be rendered ridiculous by a person whose first object in life is a joke,1,5,1,1,6,6,1,1,7,3,1,1,2,0,1,0,3,0,1,0,3,0,1,0,13,2,1,1,4,5,1,1,0,0,0,0,61,41,282,284,Elizabeth; Jane; Mr. Bingley; Mr. Darcy; Mrs. Hurst,F,intermediate,M,major
Elizabeth,Miss Bingley,such as vanity and pride,your examination of mr darcy is over i presume and pray what is the result,0,1,0,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,1,0,0,0,0,5,15,287,289,Jane; Miss Bingley; Mr. Bingley; Mr. Darcy; Mrs. Hurst,F,major,F,intermediate
Mr. Darcy,Elizabeth,yes vanity is a weakness indeed but pride where there is a real superiority of mind pride will be always under good regulation,i am perfectly convinced by it that mr darcy has no defect he owns it himself without disguise,2,0,1,0,3,1,1,1,2,1,1,1,2,1,1,1,0,4,0,1,0,0,0,0,0,5,0,1,2,2,1,1,0,0,0,0,23,18,288,290,Elizabeth; Jane; Miss Bingley; Mr. Bingley; Mrs. Hurst,M,major,F,major
