quoteID,quoteText,quoteBy,quoteTo
Q46,excuse me asking but are you the younger mr wilcox or the elder,Aunt Juley,"['Charles Wilcox', 'The Ticket Boy']"
Q47,the younger can i do anything for you,Charles Wilcox,"['Aunt Juley', 'The Ticket Boy']"
Q48,oh well,Aunt Juley,"['Charles Wilcox', 'The Ticket Boy']"
Q49,really are you i,Aunt Juley,"['Charles Wilcox', 'The Ticket Boy']"
Q50,i am miss schlegel s aunt i ought to introduce myself oughtn t i my name is mrs munt,Aunt Juley,['Charles Wilcox']
Q51,oh rather miss schlegel is stopping with us did you want to see her,Charles Wilcox,['Aunt Juley']
Q52,possibly,Aunt Juley,['Charles Wilcox']
Q53,i ll call you a cab no wait a mo,Charles Wilcox,['Aunt Juley']
Q54,our motor s here i ll run you up in it,Charles Wilcox,['Aunt Juley']
Q55,that is very kind,Aunt Juley,['Charles Wilcox']
Q56,not at all if you ll just wait till they bring out a parcel from the office this way,Charles Wilcox,['Aunt Juley']
Q57,my niece is not with you by any chance,Aunt Juley,['Charles Wilcox']
Q58,no i came over with my father he has gone on north in your train you ll see miss schlegel at lunch you re coming up to lunch i hope,Charles Wilcox,['Aunt Juley']
Q59,i should like to come up,Aunt Juley,['Charles Wilcox']
Q60,in front or behind which do you prefer it may be windy in front,Charles Wilcox,['Aunt Juley']
Q61,in front if i may then we can talk,Aunt Juley,['Charles Wilcox']
Q62,but excuse me one moment i can t think what they re doing with that parcel hi hi you there are you going to keep me waiting all day parcel for wilcox howards end just look sharp,Charles Wilcox,['Aunt Juley']
Q63,this station s abominably organised if i had my way the whole lot of em should get the sack may i help you in,Charles Wilcox,['Aunt Juley']
Q64,this is very good of you,Aunt Juley,['Charles Wilcox']
Q65,very good indeed,Aunt Juley,['Charles Wilcox']
Q66,it is just what i should have wished,Aunt Juley,['Charles Wilcox']
Q67,very good of you to say so i was just tooling my father over to catch the down train,Charles Wilcox,['Aunt Juley']
Q68,you see we heard from helen this morning,Aunt Juley,['Charles Wilcox']
Q69,the mater will be very glad to see you,Charles Wilcox,['Aunt Juley']
Q70,hi i say parcel parcel for howards end bring it out hi,Charles Wilcox,"['Aunt Juley', 'The Bearded Porter']"
Q71,sign must i why the should i sign after all this bother not even got a pencil on you remember next time i report you to the station master my time s of value though yours mayn t be here,Charles Wilcox,"['Aunt Juley', 'The Bearded Porter']"
Q72,extremely sorry mrs munt,Charles Wilcox,['Aunt Juley']
Q73,not at all mr wilcox,Aunt Juley,['Charles Wilcox']
Q74,and do you object to going through the village it is rather a longer spin but i have one or two commissions,Charles Wilcox,['Aunt Juley']
Q75,i should love going through the village naturally i am very anxious to talk things over with you,Aunt Juley,['Charles Wilcox']
Q76,you can well imagine that the news was a great shock to us,Aunt Juley,['Charles Wilcox']
Q77,what news,Charles Wilcox,['Aunt Juley']
Q78,mr wilcox margaret has told me everything everything i have seen helen s letter,Aunt Juley,['Charles Wilcox']
Q79,i beg your pardon i didn t catch,Charles Wilcox,['Aunt Juley']
Q80,about helen helen of course helen is a very exceptional person i am sure you will let me say this feeling towards her as you do indeed all the schlegels are exceptional i come in no spirit of interference but it was a great shock,Aunt Juley,['Charles Wilcox']
Q81,i wonder when they ll learn wisdom and tar the roads,Charles Wilcox,['Aunt Juley']
Q82,margaret could not come herself on account of poor tibby so i am here to represent her and to have a good talk,Aunt Juley,['Charles Wilcox']
Q83,i m sorry to be so dense but i still haven t quite understood,Charles Wilcox,['Aunt Juley']
Q84,helen mr wilcox my niece and you,Aunt Juley,['Charles Wilcox']
Q85,miss schlegel and myself,Charles Wilcox,['Aunt Juley']
Q86,i trust there has been no misunderstanding her letter certainly read that way,Aunt Juley,['Charles Wilcox']
Q87,what way,Charles Wilcox,['Aunt Juley']
Q88,that you and she,Aunt Juley,['Charles Wilcox']
Q89,i think i catch your meaning what an extraordinary mistake,Charles Wilcox,['Aunt Juley']
Q90,then you didn t the least,Aunt Juley,['Charles Wilcox']
Q91,scarcely as i am already engaged to another lady oh good god don t tell me it s some silliness of paul s,Charles Wilcox,['Aunt Juley']
Q92,but you are paul,Aunt Juley,['Charles Wilcox']
Q93,i m not,Charles Wilcox,['Aunt Juley']
Q94,then why did you say so at the station,Aunt Juley,['Charles Wilcox']
Q95,i said nothing of the sort,Charles Wilcox,['Aunt Juley']
Q96,i beg your pardon i did not my name is charles,Charles Wilcox,['Aunt Juley']
Q97,do you mean to tell me that paul,Charles Wilcox,['Aunt Juley']
Q98,do you mean to tell me that paul and your niece,Charles Wilcox,['Aunt Juley']
Q99,yes they care for one another very much indeed i dare say they will tell you about it by and by we heard this morning,Aunt Juley,['Charles Wilcox']
Q100,the idiot the idiot the little fool,Charles Wilcox,['Aunt Juley']
Q101,if that is your attitude mr wilcox i prefer to walk,Aunt Juley,['Charles Wilcox']
Q102,i beg you will do no such thing i take you up this moment to the house let me tell you the thing s impossible and must be stopped,Charles Wilcox,['Aunt Juley']
Q103,i quite agree sir the thing is impossible and i will come up and stop it my niece is a very exceptional person and i am not inclined to sit still while she throws herself away on those who will not appreciate her,Aunt Juley,['Charles Wilcox']
Q104,considering she has only known your brother since wednesday and only met your father and mother at a stray hotel,Aunt Juley,['Charles Wilcox']
Q105,could you possibly lower your voice the shopman will overhear,Charles Wilcox,['Aunt Juley']
Q106,i warn you paul hasn t a penny it s useless,Charles Wilcox,['Aunt Juley']
Q107,no need to warn us mr wilcox i assure you the warning is all the other way my niece has been very foolish and i shall give her a good scolding and take her back to london with me,Aunt Juley,['Charles Wilcox']
Q108,he has to make his way out in nigeria he couldn t think of marrying for years and when he does it must be a woman who can stand the climate and is in other ways why hasn t he told us of course he s ashamed he knows he s been a fool and so he has a downright fool,Charles Wilcox,['Aunt Juley']
Q109,whereas miss schlegel has lost no time in publishing the news,Charles Wilcox,['Aunt Juley']
Q110,if i were a man mr wilcox for that last remark i d box your ears you re not fit to clean my niece s boots to sit in the same room with her and you dare you actually dare i decline to argue with such a person,Aunt Juley,['Charles Wilcox']
Q111,all i know is she s spread the thing and he hasn t and my father s away and i,Charles Wilcox,['Aunt Juley']
Q112,and all that i know is,Aunt Juley,['Charles Wilcox']
Q113,might i finish my sentence please,Charles Wilcox,['Aunt Juley']
Q114,no,Aunt Juley,['Charles Wilcox']
Q115,aunt juley i have just had a telegram from margaret i i meant to stop your coming it isn t it s over,Helen,"['Aunt Juley', 'Charles Wilcox']"
Q116,aunt juley dear don t don t let them know i ve been so silly it wasn t anything do bear up for my sake,Helen,"['Aunt Juley', 'Charles Wilcox']"
Q117,paul,Charles Wilcox,"['Aunt Juley', 'Paul', 'Helen']"
Q118,don t let them know they are never to know,Helen,"['Aunt Juley', 'Charles Wilcox']"
Q119,oh my darling helen,Aunt Juley,"['Charles Wilcox', 'Helen']"
Q120,paul paul,Charles Wilcox,"['Aunt Juley', 'Paul', 'Helen']"
Q121,paul is there any truth in this,Charles Wilcox,"['Aunt Juley', 'Paul', 'Helen']"
Q122,i didn t i don t,Paul,"['Aunt Juley', 'Charles Wilcox', 'Helen']"
Q123,yes or no man plain question plain answer did or didn t miss schlegel,Charles Wilcox,"['Aunt Juley', 'Paul', 'Helen']"
Q124,charles dear charles dear charles one doesn t ask plain questions there aren t such things,Mrs. Wilcox,"['Aunt Juley', 'Paul', 'Charles Wilcox', 'Helen']"
Q125,miss schlegel would you take your aunt up to your room or to my room whichever you think best paul do find evie and tell her lunch for six but i m not sure whether we shall all be downstairs for it,Mrs. Wilcox,"['Aunt Juley', 'Paul', 'Charles Wilcox', 'Helen']"
Q126,mother are you aware that paul has been playing the fool again,Charles Wilcox,['Mrs. Wilcox']
Q127,it is all right dear they have broken off the engagement,Mrs. Wilcox,['Charles Wilcox']
Q128,engagement,Charles Wilcox,['Mrs. Wilcox']
Q129,they do not love any longer if you prefer it put that way,Mrs. Wilcox,['Charles Wilcox']
Q130,thank goodness poor margaret is saved this it had to be gone through by some one the one time i really did help emily s girls was over the wilcox business,Aunt Juley,[]
Q131,why be so polite to servants they don t understand it,Charles Wilcox,['Helen']
Q132,i am swathed in cant and it is good for me to be stripped of it,Helen,[]
Q133,this girl would let you kiss her you might not have such a chance again,Paul,[]
Q134,i love you,Paul,['Helen']
Q135,i understand at least i understand as much as ever is understood of these things tell me now what happened on the monday morning,Margaret,['Helen']
Q136,it was over at once,Helen,['Margaret']
Q137,how helen,Margaret,['Helen']
Q138,i was still happy while i dressed but as i came downstairs i got nervous and when i went into the dining room i knew it was no good there was evie i can t explain managing the tea urn and mr wilcox reading the times,Helen,['Margaret']
Q139,was paul there,Margaret,['Helen']
Q140,yes and charles was talking to him about stocks and shares and he looked frightened,Helen,['Margaret']
Q141,somehow when that kind of man looks frightened it is too awful it is all right for us to be frightened or for men of another sort father for instance but for men like that when i saw all the others so placid and paul mad with terror in case i said the wrong thing i felt for a moment that the whole wilcox family was a fraud just a wall of newspapers and motor cars and golf clubs and that if it fell i should find nothing behind it but panic and emptiness,Helen,['Margaret']
Q142,i don t think that the wilcoxes struck me as being genuine people particularly the wife,Margaret,['Helen']
Q143,no i don t really think that but paul was so broad shouldered all kinds of extraordinary things made it worse and i knew that it would never do never i said to him after breakfast when the others were practising strokes,Helen,['Margaret']
Q144,and he looked better at once though frightfully ashamed he began a speech about having no money to marry on but it hurt him to make it and i stopped him then he said,Helen,['Margaret']
Q145,and i said,Helen,['Margaret']
Q146,and then we parted at least until i remembered that i had written straight off to tell you the night before and that frightened him again i asked him to send a telegram for me for he knew you would be coming or something and he tried to get hold of the motor but charles and mr wilcox wanted it to go to the station and charles offered to send the telegram for me and then i had to say that the telegram was of no consequence for paul said charles might read it and though i wrote it out several times he always said people would suspect something he took it himself at last pretending that he must walk down to get cartridges and what with one thing and the other it was not handed in at the post office until too late it was the most terrible morning paul disliked me more and more and evie talked cricket averages till i nearly screamed i cannot think how i stood her all the other days at last charles and his father started for the station and then came your telegram warning me that aunt juley was coming by that train and paul oh rather horrible said that i had muddled it but mrs wilcox knew,Helen,['Margaret']
Q147,knew what,Margaret,['Helen']
Q148,everything though we neither of us told her a word and she had known all along i think,Helen,['Margaret']
Q149,oh she must have overheard you,Margaret,['Helen']
Q150,i suppose so but it seemed wonderful when charles and aunt juley drove up calling each other names mrs wilcox stepped in from the garden and made everything less terrible ugh but it has been a disgusting business to think that,Helen,['Margaret']
Q151,to think that because you and a young man meet for a moment there must be all these telegrams and anger,Margaret,['Helen']
Q152,i ve often thought about it helen it s one of the most interesting things in the world the truth is that there is a great outer life that you and i have never touched a life in which telegrams and anger count personal relations that we think supreme are not supreme there there love means marriage settlements death death duties so far i m clear but here my difficulty this outer life though obviously horrid often seems the real one there s grit in it it does breed character do personal relations lead to sloppiness in the end,Margaret,['Helen']
Q153,oh meg that s what i felt only not so clearly when the wilcoxes were so competent and seemed to have their hands on all the ropes,Helen,['Margaret']
Q154,don t you feel it now,Margaret,['Helen']
Q155,i remember paul at breakfast i shall never forget him he had nothing to fall back upon i know that personal relations are the real life for ever and ever,Helen,['Margaret']
Q156,amen,Margaret,['Helen']
Q157,do you imply that we germans are stupid uncle ernst,A Haughty And Magnificent Nephew,"['Uncle Ernst', 'Margaret']"
Q158,to my mind you use the intellect but you no longer care about it that i call stupidity,Uncle Ernst,"['A Haughty And Magnificent Nephew', 'Margaret']"
Q159,you only care about the things that you can use and therefore arrange them in the following order money supremely useful intellect rather useful imagination of no use at all no your pan germanism is no more imaginative than is our imperialism over here it is the vice of a vulgar mind to be thrilled by bigness to think that a thousand square miles are a thousand times more wonderful than one square mile and that a million square miles are almost the same as heaven that is not imagination no it kills it when their poets over here try to celebrate bigness they are dead at once and naturally your poets too are dying your philosophers your musicians to whom europe has listened for two hundred years gone gone with the little courts that nurtured them gone with esterhazy and weimar what what s that your universities oh yes you have learned men who collect more facts than do the learned men of england they collect facts and facts and empires of facts but which of them will rekindle the light within,Uncle Ernst,"['A Haughty And Magnificent Nephew', 'Margaret']"
Q160,papa why will they not discuss this most clear question,Margaret,"['Uncle Ernst', 'Aunt Juley']"
Q161,to me one of two things is very clear either god does not know his own mind about england and germany or else these do not know the mind of god,Margaret,"['Uncle Ernst', 'Aunt Juley']"
Q162,whom is margaret talking to,Aunt Juley,['Helen']
Q163,would it be some young man or other whom she takes an interest in,Aunt Juley,['Helen']
Q164,i expect so,Helen,['Aunt Juley']
Q165,you girls are so wonderful in always having oh dear one mustn t talk,Aunt Juley,['Helen']
Q166,how awful to marry a man like those cupids,Helen,[]
Q167,now comes the wonderful movement first of all the goblins and then a trio of elephants dancing,Helen,"['Aunt Juley', 'Tibby']"
Q168,on the what dear,Aunt Juley,"['Tibby', 'Helen']"
Q169,on the drum aunt juley,Tibby,"['Aunt Juley', 'Helen']"
Q170,no look out for the part where you think you have done with the goblins and they come back,Helen,"['Aunt Juley', 'Tibby']"
Q171,margaret is helen all right,Aunt Juley,"['Tibby', 'Margaret', 'Leonard', 'Fraulein Mosebach']"
Q172,oh yes,Margaret,"['Aunt Juley', 'Tibby', 'Leonard', 'Fraulein Mosebach']"
Q173,she is always going away in the middle of a programme,Tibby,"['Aunt Juley', 'Margaret', 'Leonard', 'Fraulein Mosebach']"
Q174,the music has evidently moved her deeply,Fraulein Mosebach,"['Aunt Juley', 'Tibby', 'Margaret', 'Leonard']"
Q175,excuse me but that lady has quite inadvertently taken my umbrella,Leonard,"['Aunt Juley', 'Tibby', 'Margaret', 'Fraulein Mosebach']"
Q176,oh good gracious me i am so sorry tibby run after helen,Margaret,"['Tibby', 'Leonard', 'Fraulein Mosebach']"
Q177,i shall miss the four serious songs if i do,Tibby,"['Aunt Juley', 'Margaret', 'Leonard', 'Fraulein Mosebach']"
Q178,tibby love you must go,Margaret,"['Aunt Juley', 'Tibby', 'Leonard', 'Fraulein Mosebach']"
Q179,it isn t of any consequence,Leonard,"['Aunt Juley', 'Tibby', 'Margaret', 'Fraulein Mosebach']"
Q180,but of course it is tibby tibby,Margaret,"['Aunt Juley', 'Tibby', 'Leonard', 'Fraulein Mosebach', 'Herr Liesecke']"
Q181,my sister is so careless,Margaret,['Leonard']
Q182,not at all,Leonard,['Margaret']
Q183,if you would give me your address,Margaret,['Leonard']
Q184,oh not at all not at all,Leonard,['Margaret']
Q185,that is where we live if you preferred you could call for the umbrella after the concert but i didn t like to trouble you when it has all been our fault,Margaret,['Leonard']
Q186,it s a fine programme this afternoon is it not,Leonard,['Margaret']
Q187,the beethoven s fine i don t like the brahms though nor the mendelssohn that came first and ugh i don t like this elgar that s coming,Margaret,['Leonard']
Q188,what what the pomp and circumstance will not be fine,Herr Liesecke,"['Aunt Juley', 'Tibby', 'Margaret', 'Leonard', 'Fraulein Mosebach']"
Q189,oh margaret you tiresome girl,Aunt Juley,"['Tibby', 'Margaret', 'Leonard', 'Fraulein Mosebach', 'Herr Liesecke']"
Q190,here have i been persuading herr liesecke to stop for pomp and circumstance and you are undoing all my work i am so anxious for him to hear what we are doing in music oh you musn t run down our english composers margaret,Aunt Juley,"['Tibby', 'Margaret', 'Leonard', 'Fraulein Mosebach', 'Herr Liesecke']"
Q191,for my part i have heard the composition at stettin on two occasions it is dramatic a little,Fraulein Mosebach,"['Aunt Juley', 'Tibby', 'Margaret', 'Leonard', 'Herr Liesecke']"
Q192,frieda you despise english music you know you do and english art and english literature except shakespeare and he s a german very well frieda you may go,Aunt Juley,"['Tibby', 'Margaret', 'Leonard', 'Fraulein Mosebach', 'Herr Liesecke']"
Q193,we have this call to pay in finsbury circus it is true,Herr Liesecke,"['Aunt Juley', 'Tibby', 'Margaret', 'Leonard', 'Fraulein Mosebach']"
Q194,margaret,Aunt Juley,"['Tibby', 'Margaret', 'Leonard']"
Q195,margaret margaret fraulein mosebach has left her beautiful little bag behind her on the seat,Aunt Juley,"['Tibby', 'Margaret', 'Leonard']"
Q196,oh what a bother what a family we are fr frieda,Margaret,"['Aunt Juley', 'Tibby', 'Leonard']"
Q197,but it s the number they want in finsbury circus,Margaret,"['Aunt Juley', 'Tibby', 'Leonard']"
Q198,might i couldn t i,Leonard,"['Aunt Juley', 'Tibby', 'Margaret']"
Q199,oh i would be so grateful,Margaret,"['Aunt Juley', 'Tibby', 'Leonard']"
Q200,we live quite near i am going there now could you walk round with me and we ll find your umbrella,Margaret,['Leonard']
Q201,thank you,Leonard,['Margaret']
Q202,how tired one gets after music,Margaret,['Leonard']
Q203,do you find the atmosphere of queen s hall oppressive,Leonard,['Margaret']
Q204,yes horribly,Margaret,['Leonard']
Q205,but surely the atmosphere of covent garden is even more oppressive,Leonard,['Margaret']
Q206,do you go there much,Margaret,['Leonard']
Q207,when my work permits i attend the gallery for the royal opera,Leonard,['Margaret']
Q208,this year i have been three times to faust tosca and,Leonard,['Margaret']
Q209,i do in a way remember the passage tibby but when every instrument is so beautiful it is difficult to pick out one thing rather than another i am sure that you and helen take me to the very nicest concerts not a dull note from beginning to end i only wish that our german friends had stayed till it finished,Aunt Juley,"['Tibby', 'Margaret', 'Leonard']"
Q210,but surely you haven t forgotten the drum steadily beating on the low c aunt juley no one could it s unmistakable,Tibby,"['Aunt Juley', 'Margaret', 'Leonard']"
Q211,a specially loud part of course i do not go in for being musical i only care for music a very different thing but still i will say this for myself i do know when i like a thing and when i don t some people are the same about pictures they can go into a picture gallery miss conder can and say straight off what they feel all round the wall i never could do that but music is so different from pictures to my mind when it comes to music i am as safe as houses and i assure you tibby i am by no means pleased by everything there was a thing something about a faun in french which helen went into ecstasies over but i thought it most tinkling and superficial and said so and i held to my opinion too,Aunt Juley,"['Tibby', 'Margaret', 'Leonard']"
Q212,do you agree do you think music is so different from pictures,Margaret,['Leonard']
Q213,i i should have thought so kind of,Leonard,['Margaret']
Q214,so should i now my sister declares they re just the same we have great arguments over it she says i m dense i say she s sloppy now doesn t it seem absurd to you what is the good of the arts if they re interchangeable what is the good of the ear if it tells you the same as the eye helen s one aim is to translate tunes into the language of painting and pictures into the language of music it s very ingenious and she says several pretty things in the process but what s gained i d like to know oh it s all rubbish radically false if monet s really debussy and debussy s really monet neither gentleman is worth his salt that s my opinion now this very symphony that we ve just been having she won t let it alone she labels it with meanings from start to finish turns it into literature i wonder if the day will ever return when music will be treated as music yet i don t know there s my brother behind us he treats music as music and oh my goodness he makes me angrier than any one simply furious with him i daren t even argue but of course the real villain is wagner he has done more than any man in the nineteenth century towards the muddling of the arts i do feel that music is in a very serious state just now though extraordinarily interesting every now and then in history there do come these terrible geniuses like wagner who stir up all the wells of thought at once for a moment it s splendid such a splash as never was but afterwards such a lot of mud and the wells as it were they communicate with each other too easily now and not one of them will run quite clear that s what wagner s done,Margaret,['Leonard']
Q215,i suppose my umbrella will be all right i don t really mind about it i will think about music instead i suppose my umbrella will be all right,Leonard,[]
Q216,shall i try to do without a programme,Leonard,[]
Q217,don t you think so don t you feel the same,Margaret,['Leonard']
Q218,oh do interrupt me,Margaret,['Leonard']
Q219,i do hope that you ll come in and have some tea we should be so glad i have dragged you so far out of your way,Margaret,['Leonard']
Q220,helen let us in,Margaret,"['Aunt Juley', 'Tibby', 'Leonard', 'Helen']"
Q221,all right,Helen,"['Aunt Juley', 'Tibby', 'Margaret']"
Q222,you ve been taking this gentleman s umbrella,Margaret,"['Aunt Juley', 'Tibby', 'Leonard', 'Helen']"
Q223,taken a what oh what s that do come in how do you do,Helen,"['Aunt Juley', 'Tibby', 'Margaret', 'Leonard']"
Q224,helen you must not be so ramshackly you took this gentleman s umbrella away from queen s hall and he has had the trouble of coming round for it,Margaret,"['Aunt Juley', 'Tibby', 'Leonard', 'Helen']"
Q225,oh i am so sorry i do nothing but steal umbrellas i am so very sorry do come in and choose one is yours a hooky or a nobbly mine s a nobbly at least i think it is,Helen,"['Aunt Juley', 'Tibby', 'Margaret', 'Leonard']"
Q226,don t you talk meg you stole an old gentleman s silk top hat yes she did aunt juley it is a positive fact she thought it was a muff oh heavens i ve knocked the in and out card down where s frieda tibby why don t you ever no i can t remember what i was going to say that wasn t it but do tell the maids to hurry tea up what about this umbrella,Helen,"['Aunt Juley', 'Margaret', 'Leonard']"
Q227,no it s all gone along the seams it s an appalling umbrella it must be mine,Helen,"['Aunt Juley', 'Margaret', 'Leonard']"
Q228,but if you will stop now helen how stupid you ve been,Margaret,"['Aunt Juley', 'Helen']"
Q229,whatever have i done,Helen,"['Aunt Juley', 'Margaret']"
Q230,don t you see that you ve frightened him away i meant him to stop to tea you oughtn t to talk about stealing or holes in an umbrella i saw his nice eyes getting so miserable no it s not a bit of good now,Margaret,"['Aunt Juley', 'Helen']"
Q231,oh do stop,Helen,"['Aunt Juley', 'Margaret', 'Leonard']"
Q232,i dare say it is all for the best we know nothing about the young man margaret and your drawing room is full of very tempting little things,Aunt Juley,"['Margaret', 'Helen']"
Q233,aunt juley how can you you make me more and more ashamed i d rather he had been a thief and taken all the apostle spoons than that i well i must shut the front door i suppose one more failure for helen,Helen,"['Aunt Juley', 'Margaret']"
Q234,yes i think the apostle spoons could have gone as rent you remember rent it was one of father s words rent to the ideal to his own faith in human nature you remember how he would trust strangers and if they fooled him he would say it s better to be fooled than to be suspicious that the confidence trick is the work of man but the want of confidence trick is the work of the devil,Margaret,"['Aunt Juley', 'Helen']"
Q235,i remember something of the sort now,Aunt Juley,"['Margaret', 'Helen']"
Q236,it was lucky that your father married a wife with money,Aunt Juley,[]
Q237,why he might have stolen the little ricketts picture as well,Aunt Juley,"['Margaret', 'Helen']"
Q238,better that he had,Helen,"['Aunt Juley', 'Margaret']"
Q239,no i agree with aunt juley i d rather mistrust people than lose my little ricketts there are limits,Margaret,"['Aunt Juley', 'Helen']"
Q240,all right auntie tibby,Helen,"['Aunt Juley', 'Tibby', 'Margaret']"
Q241,in a way i wish we had a real boy in the house the kind of boy who cares for men it would make entertaining so much easier,Margaret,"['Aunt Juley', 'Helen']"
Q242,so do i tibby only cares for cultured females singing brahms,Helen,"['Aunt Juley', 'Margaret']"
Q243,why didn t you make that young man welcome tibby you must do the host a little you know you ought to have taken his hat and coaxed him into stopping instead of letting him be swamped by screaming women,Helen,"['Aunt Juley', 'Tibby', 'Margaret']"
Q244,oh it s no good looking superior i mean what i say,Tibby,"['Aunt Juley', 'Margaret', 'Helen']"
Q245,leave tibby alone,Margaret,"['Aunt Juley', 'Tibby', 'Helen']"
Q246,here s the house a regular hen coop,Helen,"['Aunt Juley', 'Tibby', 'Margaret']"
