A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Margaret,Aunt Juley,30,317,yes i have changed my mind i do wish that you would go you will remember aunt juley not to be drawn into discussing the engagement give my letter to helen and say whatever you feel yourself but do keep clear of the relatives we have scarcely got their names straight yet and besides that sort of thing is so uncivilised and wrong,oh margaret most dangerous,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,32,329,oh i used an affected word i only meant would you please talk the thing over only with helen,helen was looking up at the wilcoxes flat,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,34,3,because,but margaret dear i mean we mustn t be unpractical now that we ve come to facts it is too sudden surely,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,131,13,papa why will they not discuss this most clear question to me one of two things is very clear either god does not know his own mind about england and germany or else these do not know the mind of god,but go with some plan margaret if i may interfere don t be taken by surprise what do you think of the wilcoxes are they our sort are they likely people could they appreciate helen who is to my mind a very special sort of person do they care about literature and art that is most important when you come to think of it literature and art most important how old would the son be she says younger son would he be in a position to marry is he likely to make helen happy did you gather,Aunt Juley; Uncle Ernst,F,major,F,major
Margaret,Aunt Juley,195,313,yes i think the apostle spoons could have gone as rent you remember rent it was one of father s words rent to the ideal to his own faith in human nature you remember how he would trust strangers and if they fooled him he would say it s better to be fooled than to be suspicious that the confidence trick is the work of man but the want of confidence trick is the work of the devil,why,Aunt Juley; Helen,F,major,F,major
Margaret,Aunt Juley,282,335,oh but helen isn t a girl with no interests she has plenty of other things and other people to think about she made a false start with the wilcoxes and she ll be as willing as we are to have nothing more to do with them,for riches,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,284,307,of course she must bow but look here let s do the flowers i was going to say the will to be interested in him has died and what else matters i look on that disastrous episode over which you were so kind as the killing of a nerve in helen it s dead and she ll never be troubled with it again the only things that matter are the things that interest one bowing even calling and leaving cards even a dinner party we can do all those things to the wilcoxes if they find it agreeable but the other thing the one important thing never again don t you see i also have the honour to inform you that the wilcoxes are bored with us i didn t tell you at the time it might have made you angry and you had enough to worry you but i wrote a letter to mrs w and apologised for the trouble that helen had given them she didn t answer it,she minds i knew she d mind and i m sure a girl ought to such an experience such awful coarse grained people i know more about them than you do which you forget and if charles had taken you that motor drive well you d have reached the house a perfect wreck oh margaret you don t know what you are in for they re all bottled up against the drawing room window there s mrs wilcox i ve seen her there s paul there s evie who is a minx there s charles i saw him to start with and who would an elderly man with a moustache and a copper coloured face be,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,286,1055,i wonder or was it sensible,but you won t do anything rash margaret,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,288,31,in either case one can class it as reassuring,so uncivilised,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,290,309,oh certainly fiendishly careful,i knew it and there s mr wilcox,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,299,1824,i don t feel grave that s all i can say you re going quite on the wrong tack,but she is not really interesting if only you had helen,Aunt Juley; Fraulein Mosebach; Helen,F,major,F,major
Margaret,Aunt Juley,306,15,oh hush frieda ll hear you and she can be so tiresome,then in that case,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,308,283,mr wilcox possibly,for a clever girl dear how very oddly you do talk helen ll have to have something more to do with them now that they re all opposite she may meet that paul in the street she cannot very well not bow,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,310,1826,it s a shame to call his face copper colour he has a remarkably good complexion for a man of his age helen did not take the news quite as i expected but the wilcox nerve is dead in her really so there s no need for plans,no but he has to do his chinese some real companion is what you need really helen is odd,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,312,7,no it s as well not to be prepared,i still feel quite uneasy about this business margaret,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,314,289,because because i d sooner risk it,but you will be careful won t you,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,316,1339,i hope to risk things all my life,but going away without taking the weymouth trip or even the lulworth without going once more up nine barrows down,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,318,9,but after all there s never any great risk as long as you have money,the germans are too thorough and this is all very well sometimes but at other times it does not do,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,320,33,money pads the edges of things god help those who have none,only with helen,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,322,1820,new for me sensible people have acknowledged it for years you and i and the wilcoxes stand upon money as upon islands it is so firm beneath our feet that we forget its very existence it s only when we see some one near us tottering that we realise all that an independent income means last night when we were talking up here round the fire i began to think that the very soul of the world is economic and that the lowest abyss is not the absence of love but the absence of coin,how very odd of helen mr wilcox,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,324,29,so do i but helen and i we ought to remember when we are tempted to criticise others that we are standing on these islands and that most of the others are down below the surface of the sea the poor cannot always reach those whom they want to love and they can hardly ever escape from those whom they love no longer we rich can imagine the tragedy last june if helen and paul wilcox had been poor people and couldn t invoke railways and motor cars to part them,exactly so but won t you let me just run down to howards house and save you all the discomfort i will really not interfere but i do so thoroughly understand the kind of thing you schlegels want that one quiet look round will be enough for me,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,326,1828,call it what you like i call it going through life with one s hand spread open on the table i m tired of these rich people who pretend to be poor and think it shows a nice mind to ignore the piles of money that keep their feet above the waves i stand each year upon six hundred pounds and helen upon the same and tibby will stand upon eight and as fast as our pounds crumble away into the sea they are renewed from the sea yes from the sea and all our thoughts are the thoughts of six hundred pounders and all our speeches and because we don t want to steal umbrellas ourselves we forget that below the sea people do want to steal them and do steal them sometimes and that what s a joke up here is down there reality,not content with going abroad why does she want to go back there at once,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,328,300,what is it,no she does not feel grave i can bear witness to that she disagrees,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,330,333,why shouldn t she,do tell me this at all events are you for the rich or for the poor,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,332,337,i had worked round to myself as usual,so am i and so i am afraid are most of my acquaintances at swanage but i am surprised that you agree with us,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,334,19,too difficult ask me another am i for poverty or for riches for riches hurrah for riches,then in that case my dear why go down i consider you odd girls and very wonderful girls and in many ways far older than your years but you won t be offended frankly i feel you are not up to this business it requires an older person dear i have nothing to call me back to swanage i am all at your disposal let me go down to this house whose name i forget instead of you,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,336,319,yes for riches money for ever,oh shame what a shocking speech,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,338,321,thank you so much aunt juley while i have talked theories you have done the flowers,but this is something quite new,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,340,287,well would you be very kind would you come round with me to the registry office there s a housemaid who won t say yes but doesn t say no,no margaret most rude,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,1054,339,shan t i go up to town to day take the house if it s the least possible and then come down by the afternoon train to morrow and start enjoying myself i shall be no fun to myself or to others until this business is off my mind,not at all dear i wish you would let me help you in more important things,Aunt Juley; Helen; Tibby,F,major,F,major
Margaret,Aunt Juley,1064,196,i was thinking of father how could he settle to leave germany as he did when he had fought for it as a young man and all his feelings and friends were prussian how could he break loose with patriotism and begin aiming at something else it would have killed me when he was nearly forty he could change countries and ideals and we at our age can t change houses it s humiliating,i remember something of the sort now,Aunt Juley; Helen; Tibby,F,major,F,major
Margaret,Aunt Juley,1338,35,not want but there is so much to be settled and i do want to see the charles s,then we should be together dear,Aunt Juley; Henry,F,major,F,major
Margaret,Aunt Juley,1819,331,helen won t be able to stop aunt juley she has telegraphed that she can only get away just to see you she must go back to germany as soon as you are well,i beg your pardon i interrupted you what was it you were saying about reality,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,1821,323,yes dear,i call that rather cynical,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,1823,311,i have been for a little walk with miss conder,it s as well to be prepared,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,1825,5,i have tibby aunt juley,but margaret dear,Aunt Juley,F,major,F,major
Margaret,Aunt Juley,1827,1065,helen is odd very,your father may have been able to change countries and that may or may not be a good thing but he could change houses no better than you can in fact much worse never shall i forget what poor emily suffered in the move from manchester,Aunt Juley,F,major,F,major
Aunt Juley,Margaret,1,330,in that case it is far too sudden,why shouldn t she,Margaret,F,major,F,major
Aunt Juley,Margaret,3,308,but margaret dear i mean we mustn t be unpractical now that we ve come to facts it is too sudden surely,mr wilcox possibly,Margaret,F,major,F,major
Aunt Juley,Margaret,5,334,but margaret dear,too difficult ask me another am i for poverty or for riches for riches hurrah for riches,Margaret,F,major,F,major
Aunt Juley,Margaret,7,288,i still feel quite uneasy about this business margaret,in either case one can class it as reassuring,Margaret,F,major,F,major
Aunt Juley,Margaret,9,28,the germans are too thorough and this is all very well sometimes but at other times it does not do,can you break an engagement off slowly what s an engagement made of do you suppose i think it s made of some hard stuff that may snap but can t break it is different to the other ties of life they stretch or bend they admit of degree they re different,Margaret,F,major,F,major
Aunt Juley,Margaret,11,1052,of course i regard you schlegels as english english to the backbone and that reminds me helen s letter,i needn t but hadn t i better it s really getting rather serious we let chance after chance slip and the end of it is we shall be bundled out bag and baggage into the street we don t know what we want that s the mischief with us,Margaret,F,major,F,major
Aunt Juley,Margaret,13,1829,but go with some plan margaret if i may interfere don t be taken by surprise what do you think of the wilcoxes are they our sort are they likely people could they appreciate helen who is to my mind a very special sort of person do they care about literature and art that is most important when you come to think of it literature and art most important how old would the son be she says younger son would he be in a position to marry is he likely to make helen happy did you gather,no doubt she will change her mind when she sees us she has not the least balance,Margaret,F,major,F,major
Aunt Juley,Margaret,15,24,then in that case,or if she had wanted to marry the man who calls for carter paterson i should have said the same though in the case of carter paterson i should want it to be a very long engagement indeed i must say,Margaret,F,major,F,major
Aunt Juley,Margaret,17,1821,on the contrary,yes dear,Margaret,F,major,F,major
Aunt Juley,Margaret,19,1819,then in that case my dear why go down i consider you odd girls and very wonderful girls and in many ways far older than your years but you won t be offended frankly i feel you are not up to this business it requires an older person dear i have nothing to call me back to swanage i am all at your disposal let me go down to this house whose name i forget instead of you,helen won t be able to stop aunt juley she has telegraphed that she can only get away just to see you she must go back to germany as soon as you are well,Margaret,F,major,F,major
Aunt Juley,Margaret,21,2,i do understand i go down in no spirit of interference but to make inquiries inquiries are necessary now i am going to be rude you would say the wrong thing to a certainty you would in your anxiety for helen s happiness you would offend the whole of these wilcoxes by asking one of your impetuous questions not that one minds offending them,who knows aunt juley who knows,Margaret,F,major,F,major
Aunt Juley,Margaret,23,12,dear margaret do come into the library and shut the door your good maids are dusting the banisters,oh yes aunt juley i am thinking all right about helen s letter i know i must go down and see her i am thinking about her all right i am meaning to go down,Margaret,F,major,F,major
Aunt Juley,Margaret,25,22,i should think so and indeed i can scarcely follow you now just imagine if you said anything of that sort to the wilcoxes i understand it but most good people would think you mad imagine how disconcerting for helen what is wanted is a person who will go slowly slowly in this business and see how things are and where they are likely to lead to,i shall ask no questions i have it in helen s writing that she and a man are in love there is no question to ask as long as she keeps to that all the rest isn t worth a straw a long engagement if you like but inquiries questions plans lines of action no aunt juley no if helen had written the same to me about a shop assistant or a penniless clerk,Margaret,F,major,F,major
Aunt Juley,Margaret,27,284,i think probably it must but slowly,of course she must bow but look here let s do the flowers i was going to say the will to be interested in him has died and what else matters i look on that disastrous episode over which you were so kind as the killing of a nerve in helen it s dead and she ll never be troubled with it again the only things that matter are the things that interest one bowing even calling and leaving cards even a dinner party we can do all those things to the wilcoxes if they find it agreeable but the other thing the one important thing never again don t you see i also have the honour to inform you that the wilcoxes are bored with us i didn t tell you at the time it might have made you angry and you had enough to worry you but i wrote a letter to mrs w and apologised for the trouble that helen had given them she didn t answer it,Margaret,F,major,F,major
Aunt Juley,Margaret,29,18,exactly so but won t you let me just run down to howards house and save you all the discomfort i will really not interfere but i do so thoroughly understand the kind of thing you schlegels want that one quiet look round will be enough for me,i hate plans i hate lines of action helen isn t a baby,Margaret,F,major,F,major
Aunt Juley,Margaret,31,26,so uncivilised,but you implied just now that the engagement must be broken off,Margaret,F,major,F,major
Aunt Juley,Margaret,33,163,only with helen,oh what a bother what a family we are fr frieda but it s the number they want in finsbury circus,Margaret,F,major,F,major
Aunt Juley,Margaret,140,1825,margaret is helen all right,i have tibby aunt juley,Fraulein Mosebach; Leonard; Margaret; Tibby,F,major,F,major
Aunt Juley,Margaret,162,4,margaret margaret margaret fraulein mosebach has left her beautiful little bag behind her on the seat,who knows,Leonard; Margaret; Tibby,F,major,F,major
Aunt Juley,Margaret,176,14,a specially loud part of course i do not go in for being musical i only care for music a very different thing but still i will say this for myself i do know when i like a thing and when i don t some people are the same about pictures they can go into a picture gallery miss conder can and say straight off what they feel all round the wall i never could do that but music is so different from pictures to my mind when it comes to music i am as safe as houses and i assure you tibby i am by no means pleased by everything there was a thing something about a faun in french which helen went into ecstasies over but i thought it most tinkling and superficial and said so and i held to my opinion too,i gathered nothing,Leonard; Margaret; Tibby,F,major,F,major
Aunt Juley,Margaret,208,310,oh my dear how can you say such dreadful things the number of men you get here has always astonished me if there is any danger it s the other way round,it s a shame to call his face copper colour he has a remarkably good complexion for a man of his age helen did not take the news quite as i expected but the wilcox nerve is dead in her really so there s no need for plans,Helen; Margaret; Tibby,F,major,F,major
Aunt Juley,Margaret,283,326,for a clever girl dear how very oddly you do talk helen ll have to have something more to do with them now that they re all opposite she may meet that paul in the street she cannot very well not bow,call it what you like i call it going through life with one s hand spread open on the table i m tired of these rich people who pretend to be poor and think it shows a nice mind to ignore the piles of money that keep their feet above the waves i stand each year upon six hundred pounds and helen upon the same and tibby will stand upon eight and as fast as our pounds crumble away into the sea they are renewed from the sea yes from the sea and all our thoughts are the thoughts of six hundred pounders and all our speeches and because we don t want to steal umbrellas ourselves we forget that below the sea people do want to steal them and do steal them sometimes and that what s a joke up here is down there reality,Margaret,F,major,F,major
Aunt Juley,Margaret,285,1338,how very rude,not want but there is so much to be settled and i do want to see the charles s,Margaret,F,major,F,major
Aunt Juley,Margaret,287,314,no margaret most rude,because because i d sooner risk it,Margaret,F,major,F,major
Aunt Juley,Margaret,289,1823,but you will be careful won t you,i have been for a little walk with miss conder,Margaret,F,major,F,major
Aunt Juley,Margaret,305,290,helen cannot deceive me she does mind,oh certainly fiendishly careful,Margaret,F,major,F,major
Aunt Juley,Margaret,307,32,she minds i knew she d mind and i m sure a girl ought to such an experience such awful coarse grained people i know more about them than you do which you forget and if charles had taken you that motor drive well you d have reached the house a perfect wreck oh margaret you don t know what you are in for they re all bottled up against the drawing room window there s mrs wilcox i ve seen her there s paul there s evie who is a minx there s charles i saw him to start with and who would an elderly man with a moustache and a copper coloured face be,oh i used an affected word i only meant would you please talk the thing over only with helen,Margaret,F,major,F,major
Aunt Juley,Margaret,309,316,i knew it and there s mr wilcox,i hope to risk things all my life,Margaret,F,major,F,major
Aunt Juley,Margaret,311,318,it s as well to be prepared,but after all there s never any great risk as long as you have money,Margaret,F,major,F,major
Aunt Juley,Margaret,313,16,why,in that case i can make no plans don t you see,Margaret,F,major,F,major
Aunt Juley,Margaret,315,209,but imagine the evenings turn the electric light on here or there and it s almost the same room one evening they may forget to draw their blinds down and you ll see them and the next you yours and they ll see you impossible to sit out on the balconies impossible to water the plants or even speak imagine going out of the front door and they come out opposite at the same moment and yet you tell me that plans are unnecessary and you d rather risk it,yes but it s the wrong sort of men helen means,Margaret,F,major,F,major
Aunt Juley,Margaret,317,1827,oh margaret most dangerous,helen is odd very,Margaret,F,major,F,major
Aunt Juley,Margaret,319,8,oh shame what a shocking speech,the train crossed by a bridge of boats and at first sight it looked quite fine but oh in five minutes we had seen the whole thing the cathedral had been ruined absolutely ruined by restoration not an inch left of the original structure we wasted a whole day and came across the wilcoxes as we were eating our sandwiches in the public gardens they too poor things had been taken in they were actually stopping at speyer and they rather liked helen s insisting that they must fly with us to heidelberg as a matter of fact they did come on next day we all took some drives together they knew us well enough to ask helen to come and see them at least i was asked too but tibby s illness prevented me so last monday she went alone that s all you know as much as i do now it s a young man out of the unknown she was to have come back saturday but put off till monday perhaps on account of i don t know,Margaret,F,major,F,major
Aunt Juley,Margaret,321,10,but this is something quite new,exactly germans are too thorough,Margaret,F,major,F,major
Aunt Juley,Margaret,323,34,i call that rather cynical,because,Margaret,F,major,F,major
Aunt Juley,Margaret,325,336,that s more like socialism,yes for riches money for ever,Margaret,F,major,F,major
Aunt Juley,Margaret,327,328,there they go there goes fraulein mosebach really for a german she does dress charmingly oh,what is it,Margaret,F,major,F,major
Aunt Juley,Margaret,329,30,helen was looking up at the wilcoxes flat,yes i have changed my mind i do wish that you would go you will remember aunt juley not to be drawn into discussing the engagement give my letter to helen and say whatever you feel yourself but do keep clear of the relatives we have scarcely got their names straight yet and besides that sort of thing is so uncivilised and wrong,Margaret,F,major,F,major
Aunt Juley,Margaret,331,1340,i beg your pardon i interrupted you what was it you were saying about reality,i m afraid so,Margaret,F,major,F,major
Aunt Juley,Margaret,333,306,do tell me this at all events are you for the rich or for the poor,oh hush frieda ll hear you and she can be so tiresome,Margaret,F,major,F,major
Aunt Juley,Margaret,335,338,for riches,thank you so much aunt juley while i have talked theories you have done the flowers,Margaret,F,major,F,major
Aunt Juley,Margaret,337,342,so am i and so i am afraid are most of my acquaintances at swanage but i am surprised that you agree with us,helen you must tell me whether this thing worries you,Margaret,F,major,F,major
Aunt Juley,Margaret,339,20,not at all dear i wish you would let me help you in more important things,aunt juley i must must go to howards end myself you don t exactly understand though i can never thank you properly for offering,Margaret,F,major,F,major
Aunt Juley,Margaret,341,320,staring most rudely,money pads the edges of things god help those who have none,Margaret,F,major,F,major
Aunt Juley,Margaret,1051,322,you needn t go though,new for me sensible people have acknowledged it for years you and i and the wilcoxes stand upon money as upon islands it is so firm beneath our feet that we forget its very existence it s only when we see some one near us tottering that we realise all that an independent income means last night when we were talking up here round the fire i began to think that the very soul of the world is economic and that the lowest abyss is not the absence of love but the absence of coin,Helen; Margaret; Tibby,F,major,F,major
Aunt Juley,Margaret,1055,286,but you won t do anything rash margaret,i wonder or was it sensible,Helen; Margaret; Tibby,F,major,F,major
Aunt Juley,Margaret,1337,340,margaret magsy it isn t true surely what mr wilcox says that you want to go away early next week,well would you be very kind would you come round with me to the registry office there s a housemaid who won t say yes but doesn t say no,Henry; Margaret,F,major,F,major
Aunt Juley,Margaret,1339,177,but going away without taking the weymouth trip or even the lulworth without going once more up nine barrows down,do you agree do you think music is so different from pictures,Henry; Margaret,F,major,F,major
Aunt Juley,Margaret,1818,141,to really take my tiresome chest in hand important margaret dear take the lulworth when helen comes,oh yes,Margaret,F,major,F,major
Aunt Juley,Margaret,1820,332,how very odd of helen mr wilcox,i had worked round to myself as usual,Margaret,F,major,F,major
Aunt Juley,Margaret,1822,324,can he spare you margaret important i should like you to have some companion to take walks with do try miss conder,so do i but helen and i we ought to remember when we are tempted to criticise others that we are standing on these islands and that most of the others are down below the surface of the sea the poor cannot always reach those whom they want to love and they can hardly ever escape from those whom they love no longer we rich can imagine the tragedy last june if helen and paul wilcox had been poor people and couldn t invoke railways and motor cars to part them,Margaret,F,major,F,major
Aunt Juley,Margaret,1824,312,but she is not really interesting if only you had helen,no it s as well not to be prepared,Margaret,F,major,F,major
Aunt Juley,Margaret,1826,6,no but he has to do his chinese some real companion is what you need really helen is odd,i ll go for her other letters no i won t i ll finish my breakfast in fact i haven t them we met the wilcoxes on an awful expedition that we made from heidelberg to speyer helen and i had got it into our heads that there was a grand old cathedral at speyer the archbishop of speyer was one of the seven electors you know speyer maintz and koln those three sees once commanded the rhine valley and got it the name of priest street,Margaret,F,major,F,major
Aunt Juley,Margaret,1828,1056,not content with going abroad why does she want to go back there at once,there s nothing rash to do,Margaret,F,major,F,major
Aunt Juley,The Ticket Boy,37,38,i want a house its name is howards lodge do you know where it is,mr wilcox she s wanting howards end,The Ticket Boy,F,major,M,minor
The Ticket Boy,Aunt Juley,38,39,mr wilcox she s wanting howards end,excuse me asking but are you the younger mr wilcox or the elder,Aunt Juley; Charles Wilcox,M,minor,F,major
Aunt Juley,Charles Wilcox,39,89,excuse me asking but are you the younger mr wilcox or the elder,he has to make his way out in nigeria he couldn t think of marrying for years and when he does it must be a woman who can stand the climate and is in other ways why hasn t he told us of course he s ashamed he knows he s been a fool and so he has a downright fool whereas miss schlegel has lost no time in publishing the news,Charles Wilcox; The Ticket Boy,F,major,M,major
Aunt Juley,Charles Wilcox,42,51,i am miss schlegel s aunt i ought to introduce myself oughtn t i my name is mrs munt,in front or behind which do you prefer it may be windy in front,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,44,55,possibly,very good of you to say so i was just tooling my father over to catch the down train,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,46,57,that is very kind,the mater will be very glad to see you,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,48,91,my niece is not with you by any chance,all i know is she s spread the thing and he hasn t and my father s away and i,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,50,65,i should like to come up,i beg your pardon i didn t catch,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,52,85,in front if i may then we can talk,i beg you will do no such thing i take you up this moment to the house let me tell you the thing s impossible and must be stopped,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,54,83,this is very good of you very good indeed it is just what i should have wished,the idiot the idiot the little fool,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,56,67,you see we heard from helen this morning,i wonder when they ll learn wisdom and tar the roads,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,60,99,not at all mr wilcox,paul paul paul is there any truth in this,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,62,49,i should love going through the village naturally i am very anxious to talk things over with you you can well imagine that the news was a great shock to us,no i came over with my father he has gone on north in your train you ll see miss schlegel at lunch you re coming up to lunch i hope,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,64,47,mr wilcox margaret has told me everything everything i have seen helen s letter,not at all if you ll just wait till they bring out a parcel from the office this way,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,66,75,about helen helen of course helen is a very exceptional person i am sure you will let me say this feeling towards her as you do indeed all the schlegels are exceptional i come in no spirit of interference but it was a great shock,i think i catch your meaning what an extraordinary mistake,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,68,71,margaret could not come herself on account of poor tibby so i am here to represent her and to have a good talk,miss schlegel and myself,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,70,79,helen mr wilcox my niece and you,i m not,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,72,61,i trust there has been no misunderstanding her letter certainly read that way,and do you object to going through the village it is rather a longer spin but i have one or two commissions,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,74,73,that you and she,what way,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,76,87,then you didn t the least,could you possibly lower your voice the shopman will overhear i warn you paul hasn t a penny it s useless,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,78,40,but you are paul,the younger can i do anything for you,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,80,43,then why did you say so at the station,oh rather miss schlegel is stopping with us did you want to see her,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,82,63,yes they care for one another very much indeed i dare say they will tell you about it by and by we heard this morning,what news,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,84,81,if that is your attitude mr wilcox i prefer to walk,i said nothing of the sort i beg your pardon i did not my name is charles do you mean to tell me that paul do you mean to tell me that paul and your niece,Charles Wilcox,F,major,M,major
Aunt Juley,Charles Wilcox,86,77,i quite agree sir the thing is impossible and i will come up and stop it my niece is a very exceptional person and i am not inclined to sit still while she throws herself away on those who will not appreciate her considering she has only known your brother since wednesday and only met your father and mother at a stray hotel,scarcely as i am already engaged to another lady oh good god don t tell me it s some silliness of paul s,Charles Wilcox,F,major,M,major
