merge_id,speaker,addressees,text_merged,first_turn_index,last_turn_index,source_quoteIDs
28,Margaret,['Aunt Juley'],can you break an engagement off slowly what s an engagement made of do you suppose i think it s made of some hard stuff that may snap but can t break it is different to the other ties of life they stretch or bend they admit of degree they re different,32,33,"Q32,Q33"
29,Aunt Juley,['Margaret'],exactly so but won t you let me just run down to howards house and save you all the discomfort i will really not interfere but i do so thoroughly understand the kind of thing you schlegels want that one quiet look round will be enough for me,34,34,Q34
30,Margaret,['Aunt Juley'],yes i have changed my mind i do wish that you would go you will remember aunt juley not to be drawn into discussing the engagement give my letter to helen and say whatever you feel yourself but do keep clear of the relatives we have scarcely got their names straight yet and besides that sort of thing is so uncivilised and wrong,35,36,"Q35,Q36"
31,Aunt Juley,['Margaret'],so uncivilised,37,37,Q37
32,Margaret,['Aunt Juley'],oh i used an affected word i only meant would you please talk the thing over only with helen,38,38,Q38
33,Aunt Juley,['Margaret'],only with helen,39,39,Q39
34,Margaret,['Aunt Juley'],because,40,40,Q40
35,Aunt Juley,['Margaret'],then we should be together dear,41,41,Q41
36,Aunt Juley,[],i did manage that at all events when the smash comes poor margaret will have a nest egg to fall back upon,42,42,Q42
37,Aunt Juley,['The Ticket Boy'],i want a house its name is howards lodge do you know where it is,43,43,Q43
38,The Ticket Boy,"['Aunt Juley', 'Charles Wilcox']",mr wilcox she s wanting howards end,44,45,"Q44,Q45"
39,Aunt Juley,"['Charles Wilcox', 'The Ticket Boy']",excuse me asking but are you the younger mr wilcox or the elder,46,46,Q46
40,Charles Wilcox,"['Aunt Juley', 'The Ticket Boy']",the younger can i do anything for you,47,47,Q47
41,Aunt Juley,"['Charles Wilcox', 'The Ticket Boy']",oh well really are you i,48,49,"Q48,Q49"
42,Aunt Juley,['Charles Wilcox'],i am miss schlegel s aunt i ought to introduce myself oughtn t i my name is mrs munt,50,50,Q50
43,Charles Wilcox,['Aunt Juley'],oh rather miss schlegel is stopping with us did you want to see her,51,51,Q51
44,Aunt Juley,['Charles Wilcox'],possibly,52,52,Q52
45,Charles Wilcox,['Aunt Juley'],i ll call you a cab no wait a mo our motor s here i ll run you up in it,53,54,"Q53,Q54"
46,Aunt Juley,['Charles Wilcox'],that is very kind,55,55,Q55
47,Charles Wilcox,['Aunt Juley'],not at all if you ll just wait till they bring out a parcel from the office this way,56,56,Q56
48,Aunt Juley,['Charles Wilcox'],my niece is not with you by any chance,57,57,Q57
49,Charles Wilcox,['Aunt Juley'],no i came over with my father he has gone on north in your train you ll see miss schlegel at lunch you re coming up to lunch i hope,58,58,Q58
50,Aunt Juley,['Charles Wilcox'],i should like to come up,59,59,Q59
51,Charles Wilcox,['Aunt Juley'],in front or behind which do you prefer it may be windy in front,60,60,Q60
52,Aunt Juley,['Charles Wilcox'],in front if i may then we can talk,61,61,Q61
53,Charles Wilcox,['Aunt Juley'],but excuse me one moment i can t think what they re doing with that parcel hi hi you there are you going to keep me waiting all day parcel for wilcox howards end just look sharp this station s abominably organised if i had my way the whole lot of em should get the sack may i help you in,62,63,"Q62,Q63"
54,Aunt Juley,['Charles Wilcox'],this is very good of you very good indeed it is just what i should have wished,64,66,"Q64,Q65,Q66"
55,Charles Wilcox,['Aunt Juley'],very good of you to say so i was just tooling my father over to catch the down train,67,67,Q67
56,Aunt Juley,['Charles Wilcox'],you see we heard from helen this morning,68,68,Q68
57,Charles Wilcox,['Aunt Juley'],the mater will be very glad to see you,69,69,Q69
58,Charles Wilcox,"['Aunt Juley', 'The Bearded Porter']",hi i say parcel parcel for howards end bring it out hi sign must i why the should i sign after all this bother not even got a pencil on you remember next time i report you to the station master my time s of value though yours mayn t be here,70,71,"Q70,Q71"
59,Charles Wilcox,['Aunt Juley'],extremely sorry mrs munt,72,72,Q72
60,Aunt Juley,['Charles Wilcox'],not at all mr wilcox,73,73,Q73
61,Charles Wilcox,['Aunt Juley'],and do you object to going through the village it is rather a longer spin but i have one or two commissions,74,74,Q74
62,Aunt Juley,['Charles Wilcox'],i should love going through the village naturally i am very anxious to talk things over with you you can well imagine that the news was a great shock to us,75,76,"Q75,Q76"
63,Charles Wilcox,['Aunt Juley'],what news,77,77,Q77
64,Aunt Juley,['Charles Wilcox'],mr wilcox margaret has told me everything everything i have seen helen s letter,78,78,Q78
65,Charles Wilcox,['Aunt Juley'],i beg your pardon i didn t catch,79,79,Q79
66,Aunt Juley,['Charles Wilcox'],about helen helen of course helen is a very exceptional person i am sure you will let me say this feeling towards her as you do indeed all the schlegels are exceptional i come in no spirit of interference but it was a great shock,80,80,Q80
67,Charles Wilcox,['Aunt Juley'],i wonder when they ll learn wisdom and tar the roads,81,81,Q81
68,Aunt Juley,['Charles Wilcox'],margaret could not come herself on account of poor tibby so i am here to represent her and to have a good talk,82,82,Q82
69,Charles Wilcox,['Aunt Juley'],i m sorry to be so dense but i still haven t quite understood,83,83,Q83
70,Aunt Juley,['Charles Wilcox'],helen mr wilcox my niece and you,84,84,Q84
71,Charles Wilcox,['Aunt Juley'],miss schlegel and myself,85,85,Q85
72,Aunt Juley,['Charles Wilcox'],i trust there has been no misunderstanding her letter certainly read that way,86,86,Q86
73,Charles Wilcox,['Aunt Juley'],what way,87,87,Q87
74,Aunt Juley,['Charles Wilcox'],that you and she,88,88,Q88
75,Charles Wilcox,['Aunt Juley'],i think i catch your meaning what an extraordinary mistake,89,89,Q89
76,Aunt Juley,['Charles Wilcox'],then you didn t the least,90,90,Q90
77,Charles Wilcox,['Aunt Juley'],scarcely as i am already engaged to another lady oh good god don t tell me it s some silliness of paul s,91,91,Q91
78,Aunt Juley,['Charles Wilcox'],but you are paul,92,92,Q92
79,Charles Wilcox,['Aunt Juley'],i m not,93,93,Q93
80,Aunt Juley,['Charles Wilcox'],then why did you say so at the station,94,94,Q94
81,Charles Wilcox,['Aunt Juley'],i said nothing of the sort i beg your pardon i did not my name is charles do you mean to tell me that paul do you mean to tell me that paul and your niece,95,98,"Q95,Q96,Q97,Q98"
82,Aunt Juley,['Charles Wilcox'],yes they care for one another very much indeed i dare say they will tell you about it by and by we heard this morning,99,99,Q99
83,Charles Wilcox,['Aunt Juley'],the idiot the idiot the little fool,100,100,Q100
84,Aunt Juley,['Charles Wilcox'],if that is your attitude mr wilcox i prefer to walk,101,101,Q101
85,Charles Wilcox,['Aunt Juley'],i beg you will do no such thing i take you up this moment to the house let me tell you the thing s impossible and must be stopped,102,102,Q102
86,Aunt Juley,['Charles Wilcox'],i quite agree sir the thing is impossible and i will come up and stop it my niece is a very exceptional person and i am not inclined to sit still while she throws herself away on those who will not appreciate her considering she has only known your brother since wednesday and only met your father and mother at a stray hotel,103,104,"Q103,Q104"
87,Charles Wilcox,['Aunt Juley'],could you possibly lower your voice the shopman will overhear i warn you paul hasn t a penny it s useless,105,106,"Q105,Q106"
88,Aunt Juley,['Charles Wilcox'],no need to warn us mr wilcox i assure you the warning is all the other way my niece has been very foolish and i shall give her a good scolding and take her back to london with me,107,107,Q107
89,Charles Wilcox,['Aunt Juley'],he has to make his way out in nigeria he couldn t think of marrying for years and when he does it must be a woman who can stand the climate and is in other ways why hasn t he told us of course he s ashamed he knows he s been a fool and so he has a downright fool whereas miss schlegel has lost no time in publishing the news,108,109,"Q108,Q109"
90,Aunt Juley,['Charles Wilcox'],if i were a man mr wilcox for that last remark i d box your ears you re not fit to clean my niece s boots to sit in the same room with her and you dare you actually dare i decline to argue with such a person,110,110,Q110
91,Charles Wilcox,['Aunt Juley'],all i know is she s spread the thing and he hasn t and my father s away and i,111,111,Q111
92,Aunt Juley,['Charles Wilcox'],and all that i know is,112,112,Q112
93,Charles Wilcox,['Aunt Juley'],might i finish my sentence please,113,113,Q113
94,Aunt Juley,['Charles Wilcox'],no,114,114,Q114
95,Helen,"['Aunt Juley', 'Charles Wilcox']",aunt juley i have just had a telegram from margaret i i meant to stop your coming it isn t it s over aunt juley dear don t don t let them know i ve been so silly it wasn t anything do bear up for my sake,115,116,"Q115,Q116"
96,Charles Wilcox,"['Aunt Juley', 'Helen', 'Paul']",paul,117,117,Q117
97,Helen,"['Aunt Juley', 'Charles Wilcox']",don t let them know they are never to know,118,118,Q118
98,Aunt Juley,"['Charles Wilcox', 'Helen']",oh my darling helen,119,119,Q119
99,Charles Wilcox,"['Aunt Juley', 'Helen', 'Paul']",paul paul paul is there any truth in this,120,121,"Q120,Q121"
100,Paul,"['Aunt Juley', 'Charles Wilcox', 'Helen']",i didn t i don t,122,122,Q122
101,Charles Wilcox,"['Aunt Juley', 'Helen', 'Paul']",yes or no man plain question plain answer did or didn t miss schlegel,123,123,Q123
102,Mrs. Wilcox,"['Aunt Juley', 'Charles Wilcox', 'Helen', 'Paul']",charles dear charles dear charles one doesn t ask plain questions there aren t such things miss schlegel would you take your aunt up to your room or to my room whichever you think best paul do find evie and tell her lunch for six but i m not sure whether we shall all be downstairs for it,124,125,"Q124,Q125"
103,Charles Wilcox,['Mrs. Wilcox'],mother are you aware that paul has been playing the fool again,126,126,Q126
104,Mrs. Wilcox,['Charles Wilcox'],it is all right dear they have broken off the engagement,127,127,Q127
105,Charles Wilcox,['Mrs. Wilcox'],engagement,128,128,Q128
106,Mrs. Wilcox,['Charles Wilcox'],they do not love any longer if you prefer it put that way,129,129,Q129
107,Aunt Juley,[],thank goodness poor margaret is saved this it had to be gone through by some one the one time i really did help emily s girls was over the wilcox business,130,130,Q130
108,Charles Wilcox,['Helen'],why be so polite to servants they don t understand it,131,131,Q131
109,Helen,[],i am swathed in cant and it is good for me to be stripped of it,132,132,Q132
110,Paul,[],this girl would let you kiss her you might not have such a chance again,133,133,Q133
111,Paul,['Helen'],i love you,134,134,Q134
112,Margaret,['Helen'],i understand at least i understand as much as ever is understood of these things tell me now what happened on the monday morning,135,135,Q135
113,Helen,['Margaret'],it was over at once,136,136,Q136
114,Margaret,['Helen'],how helen,137,137,Q137
115,Helen,['Margaret'],i was still happy while i dressed but as i came downstairs i got nervous and when i went into the dining room i knew it was no good there was evie i can t explain managing the tea urn and mr wilcox reading the times,138,138,Q138
116,Margaret,['Helen'],was paul there,139,139,Q139
117,Helen,['Margaret'],yes and charles was talking to him about stocks and shares and he looked frightened somehow when that kind of man looks frightened it is too awful it is all right for us to be frightened or for men of another sort father for instance but for men like that when i saw all the others so placid and paul mad with terror in case i said the wrong thing i felt for a moment that the whole wilcox family was a fraud just a wall of newspapers and motor cars and golf clubs and that if it fell i should find nothing behind it but panic and emptiness,140,141,"Q140,Q141"
118,Margaret,['Helen'],i don t think that the wilcoxes struck me as being genuine people particularly the wife,142,142,Q142
119,Helen,['Margaret'],no i don t really think that but paul was so broad shouldered all kinds of extraordinary things made it worse and i knew that it would never do never i said to him after breakfast when the others were practising strokes and he looked better at once though frightfully ashamed he began a speech about having no money to marry on but it hurt him to make it and i stopped him then he said and i said and then we parted at least until i remembered that i had written straight off to tell you the night before and that frightened him again i asked him to send a telegram for me for he knew you would be coming or something and he tried to get hold of the motor but charles and mr wilcox wanted it to go to the station and charles offered to send the telegram for me and then i had to say that the telegram was of no consequence for paul said charles might read it and though i wrote it out several times he always said people would suspect something he took it himself at last pretending that he must walk down to get cartridges and what with one thing and the other it was not handed in at the post office until too late it was the most terrible morning paul disliked me more and more and evie talked cricket averages till i nearly screamed i cannot think how i stood her all the other days at last charles and his father started for the station and then came your telegram warning me that aunt juley was coming by that train and paul oh rather horrible said that i had muddled it but mrs wilcox knew,143,146,"Q143,Q144,Q145,Q146"
120,Margaret,['Helen'],knew what,147,147,Q147
121,Helen,['Margaret'],everything though we neither of us told her a word and she had known all along i think,148,148,Q148
122,Margaret,['Helen'],oh she must have overheard you,149,149,Q149
123,Helen,['Margaret'],i suppose so but it seemed wonderful when charles and aunt juley drove up calling each other names mrs wilcox stepped in from the garden and made everything less terrible ugh but it has been a disgusting business to think that,150,150,Q150
124,Margaret,['Helen'],to think that because you and a young man meet for a moment there must be all these telegrams and anger i ve often thought about it helen it s one of the most interesting things in the world the truth is that there is a great outer life that you and i have never touched a life in which telegrams and anger count personal relations that we think supreme are not supreme there there love means marriage settlements death death duties so far i m clear but here my difficulty this outer life though obviously horrid often seems the real one there s grit in it it does breed character do personal relations lead to sloppiness in the end,151,152,"Q151,Q152"
125,Helen,['Margaret'],oh meg that s what i felt only not so clearly when the wilcoxes were so competent and seemed to have their hands on all the ropes,153,153,Q153
126,Margaret,['Helen'],don t you feel it now,154,154,Q154
127,Helen,['Margaret'],i remember paul at breakfast i shall never forget him he had nothing to fall back upon i know that personal relations are the real life for ever and ever,155,155,Q155
128,Margaret,['Helen'],amen,156,156,Q156
129,A Haughty And Magnificent Nephew,"['Margaret', 'Uncle Ernst']",do you imply that we germans are stupid uncle ernst,157,157,Q157
130,Uncle Ernst,"['A Haughty And Magnificent Nephew', 'Margaret']",to my mind you use the intellect but you no longer care about it that i call stupidity you only care about the things that you can use and therefore arrange them in the following order money supremely useful intellect rather useful imagination of no use at all no your pan germanism is no more imaginative than is our imperialism over here it is the vice of a vulgar mind to be thrilled by bigness to think that a thousand square miles are a thousand times more wonderful than one square mile and that a million square miles are almost the same as heaven that is not imagination no it kills it when their poets over here try to celebrate bigness they are dead at once and naturally your poets too are dying your philosophers your musicians to whom europe has listened for two hundred years gone gone with the little courts that nurtured them gone with esterhazy and weimar what what s that your universities oh yes you have learned men who collect more facts than do the learned men of england they collect facts and facts and empires of facts but which of them will rekindle the light within,158,159,"Q158,Q159"
131,Margaret,"['Aunt Juley', 'Uncle Ernst']",papa why will they not discuss this most clear question to me one of two things is very clear either god does not know his own mind about england and germany or else these do not know the mind of god,160,161,"Q160,Q161"
132,Aunt Juley,['Helen'],whom is margaret talking to would it be some young man or other whom she takes an interest in,162,163,"Q162,Q163"
133,Helen,['Aunt Juley'],i expect so,164,164,Q164
134,Aunt Juley,['Helen'],you girls are so wonderful in always having oh dear one mustn t talk,165,165,Q165
135,Helen,[],how awful to marry a man like those cupids,166,166,Q166
136,Helen,"['Aunt Juley', 'Tibby']",now comes the wonderful movement first of all the goblins and then a trio of elephants dancing,167,167,Q167
137,Aunt Juley,"['Helen', 'Tibby']",on the what dear,168,168,Q168
138,Tibby,"['Aunt Juley', 'Helen']",on the drum aunt juley,169,169,Q169
139,Helen,"['Aunt Juley', 'Tibby']",no look out for the part where you think you have done with the goblins and they come back,170,170,Q170
140,Aunt Juley,"['Fraulein Mosebach', 'Leonard', 'Margaret', 'Tibby']",margaret is helen all right,171,171,Q171
141,Margaret,"['Aunt Juley', 'Fraulein Mosebach', 'Leonard', 'Tibby']",oh yes,172,172,Q172
142,Tibby,"['Aunt Juley', 'Fraulein Mosebach', 'Leonard', 'Margaret']",she is always going away in the middle of a programme,173,173,Q173
143,Fraulein Mosebach,"['Aunt Juley', 'Leonard', 'Margaret', 'Tibby']",the music has evidently moved her deeply,174,174,Q174
144,Leonard,"['Aunt Juley', 'Fraulein Mosebach', 'Margaret', 'Tibby']",excuse me but that lady has quite inadvertently taken my umbrella,175,175,Q175
145,Margaret,"['Fraulein Mosebach', 'Leonard', 'Tibby']",oh good gracious me i am so sorry tibby run after helen,176,176,Q176
146,Tibby,"['Aunt Juley', 'Fraulein Mosebach', 'Leonard', 'Margaret']",i shall miss the four serious songs if i do,177,177,Q177
147,Margaret,"['Aunt Juley', 'Fraulein Mosebach', 'Leonard', 'Tibby']",tibby love you must go,178,178,Q178
148,Leonard,"['Aunt Juley', 'Fraulein Mosebach', 'Margaret', 'Tibby']",it isn t of any consequence,179,179,Q179
149,Margaret,"['Aunt Juley', 'Fraulein Mosebach', 'Herr Liesecke', 'Leonard', 'Tibby']",but of course it is tibby tibby,180,180,Q180
150,Margaret,['Leonard'],my sister is so careless,181,181,Q181
151,Leonard,['Margaret'],not at all,182,182,Q182
152,Margaret,['Leonard'],if you would give me your address,183,183,Q183
153,Leonard,['Margaret'],oh not at all not at all,184,184,Q184
154,Margaret,['Leonard'],that is where we live if you preferred you could call for the umbrella after the concert but i didn t like to trouble you when it has all been our fault,185,185,Q185
155,Leonard,['Margaret'],it s a fine programme this afternoon is it not,186,186,Q186
156,Margaret,['Leonard'],the beethoven s fine i don t like the brahms though nor the mendelssohn that came first and ugh i don t like this elgar that s coming,187,187,Q187
157,Herr Liesecke,"['Aunt Juley', 'Fraulein Mosebach', 'Leonard', 'Margaret', 'Tibby']",what what the pomp and circumstance will not be fine,188,188,Q188
158,Aunt Juley,"['Fraulein Mosebach', 'Herr Liesecke', 'Leonard', 'Margaret', 'Tibby']",oh margaret you tiresome girl here have i been persuading herr liesecke to stop for pomp and circumstance and you are undoing all my work i am so anxious for him to hear what we are doing in music oh you musn t run down our english composers margaret,189,190,"Q189,Q190"
159,Fraulein Mosebach,"['Aunt Juley', 'Herr Liesecke', 'Leonard', 'Margaret', 'Tibby']",for my part i have heard the composition at stettin on two occasions it is dramatic a little,191,191,Q191
160,Aunt Juley,"['Fraulein Mosebach', 'Herr Liesecke', 'Leonard', 'Margaret', 'Tibby']",frieda you despise english music you know you do and english art and english literature except shakespeare and he s a german very well frieda you may go,192,192,Q192
161,Herr Liesecke,"['Aunt Juley', 'Fraulein Mosebach', 'Leonard', 'Margaret', 'Tibby']",we have this call to pay in finsbury circus it is true,193,193,Q193
162,Aunt Juley,"['Leonard', 'Margaret', 'Tibby']",margaret margaret margaret fraulein mosebach has left her beautiful little bag behind her on the seat,194,195,"Q194,Q195"
163,Margaret,"['Aunt Juley', 'Leonard', 'Tibby']",oh what a bother what a family we are fr frieda but it s the number they want in finsbury circus,196,197,"Q196,Q197"
164,Leonard,"['Aunt Juley', 'Margaret', 'Tibby']",might i couldn t i,198,198,Q198
165,Margaret,"['Aunt Juley', 'Leonard', 'Tibby']",oh i would be so grateful,199,199,Q199
166,Margaret,['Leonard'],we live quite near i am going there now could you walk round with me and we ll find your umbrella,200,200,Q200
167,Leonard,['Margaret'],thank you,201,201,Q201
168,Margaret,['Leonard'],how tired one gets after music,202,202,Q202
169,Leonard,['Margaret'],do you find the atmosphere of queen s hall oppressive,203,203,Q203
170,Margaret,['Leonard'],yes horribly,204,204,Q204
171,Leonard,['Margaret'],but surely the atmosphere of covent garden is even more oppressive,205,205,Q205
172,Margaret,['Leonard'],do you go there much,206,206,Q206
173,Leonard,['Margaret'],when my work permits i attend the gallery for the royal opera this year i have been three times to faust tosca and,207,208,"Q207,Q208"
174,Aunt Juley,"['Leonard', 'Margaret', 'Tibby']",i do in a way remember the passage tibby but when every instrument is so beautiful it is difficult to pick out one thing rather than another i am sure that you and helen take me to the very nicest concerts not a dull note from beginning to end i only wish that our german friends had stayed till it finished,209,209,Q209
175,Tibby,"['Aunt Juley', 'Leonard', 'Margaret']",but surely you haven t forgotten the drum steadily beating on the low c aunt juley no one could it s unmistakable,210,210,Q210
176,Aunt Juley,"['Leonard', 'Margaret', 'Tibby']",a specially loud part of course i do not go in for being musical i only care for music a very different thing but still i will say this for myself i do know when i like a thing and when i don t some people are the same about pictures they can go into a picture gallery miss conder can and say straight off what they feel all round the wall i never could do that but music is so different from pictures to my mind when it comes to music i am as safe as houses and i assure you tibby i am by no means pleased by everything there was a thing something about a faun in french which helen went into ecstasies over but i thought it most tinkling and superficial and said so and i held to my opinion too,211,211,Q211
177,Margaret,['Leonard'],do you agree do you think music is so different from pictures,212,212,Q212
178,Leonard,['Margaret'],i i should have thought so kind of,213,213,Q213
179,Margaret,['Leonard'],so should i now my sister declares they re just the same we have great arguments over it she says i m dense i say she s sloppy now doesn t it seem absurd to you what is the good of the arts if they re interchangeable what is the good of the ear if it tells you the same as the eye helen s one aim is to translate tunes into the language of painting and pictures into the language of music it s very ingenious and she says several pretty things in the process but what s gained i d like to know oh it s all rubbish radically false if monet s really debussy and debussy s really monet neither gentleman is worth his salt that s my opinion now this very symphony that we ve just been having she won t let it alone she labels it with meanings from start to finish turns it into literature i wonder if the day will ever return when music will be treated as music yet i don t know there s my brother behind us he treats music as music and oh my goodness he makes me angrier than any one simply furious with him i daren t even argue but of course the real villain is wagner he has done more than any man in the nineteenth century towards the muddling of the arts i do feel that music is in a very serious state just now though extraordinarily interesting every now and then in history there do come these terrible geniuses like wagner who stir up all the wells of thought at once for a moment it s splendid such a splash as never was but afterwards such a lot of mud and the wells as it were they communicate with each other too easily now and not one of them will run quite clear that s what wagner s done,214,214,Q214
180,Leonard,[],i suppose my umbrella will be all right i don t really mind about it i will think about music instead i suppose my umbrella will be all right shall i try to do without a programme,215,216,"Q215,Q216"
181,Margaret,['Leonard'],don t you think so don t you feel the same oh do interrupt me i do hope that you ll come in and have some tea we should be so glad i have dragged you so far out of your way,217,219,"Q217,Q218,Q219"
182,Margaret,"['Aunt Juley', 'Helen', 'Leonard', 'Tibby']",helen let us in,220,220,Q220
183,Helen,"['Aunt Juley', 'Margaret', 'Tibby']",all right,221,221,Q221
184,Margaret,"['Aunt Juley', 'Helen', 'Leonard', 'Tibby']",you ve been taking this gentleman s umbrella,222,222,Q222
185,Helen,"['Aunt Juley', 'Leonard', 'Margaret', 'Tibby']",taken a what oh what s that do come in how do you do,223,223,Q223
186,Margaret,"['Aunt Juley', 'Helen', 'Leonard', 'Tibby']",helen you must not be so ramshackly you took this gentleman s umbrella away from queen s hall and he has had the trouble of coming round for it,224,224,Q224
187,Helen,"['Aunt Juley', 'Leonard', 'Margaret', 'Tibby']",oh i am so sorry i do nothing but steal umbrellas i am so very sorry do come in and choose one is yours a hooky or a nobbly mine s a nobbly at least i think it is,225,225,Q225
188,Helen,"['Aunt Juley', 'Leonard', 'Margaret']",don t you talk meg you stole an old gentleman s silk top hat yes she did aunt juley it is a positive fact she thought it was a muff oh heavens i ve knocked the in and out card down where s frieda tibby why don t you ever no i can t remember what i was going to say that wasn t it but do tell the maids to hurry tea up what about this umbrella no it s all gone along the seams it s an appalling umbrella it must be mine,226,227,"Q226,Q227"
189,Margaret,"['Aunt Juley', 'Helen']",but if you will stop now helen how stupid you ve been,228,228,Q228
190,Helen,"['Aunt Juley', 'Margaret']",whatever have i done,229,229,Q229
191,Margaret,"['Aunt Juley', 'Helen']",don t you see that you ve frightened him away i meant him to stop to tea you oughtn t to talk about stealing or holes in an umbrella i saw his nice eyes getting so miserable no it s not a bit of good now,230,230,Q230
192,Helen,"['Aunt Juley', 'Leonard', 'Margaret']",oh do stop,231,231,Q231
193,Aunt Juley,"['Helen', 'Margaret']",i dare say it is all for the best we know nothing about the young man margaret and your drawing room is full of very tempting little things,232,232,Q232
194,Helen,"['Aunt Juley', 'Margaret']",aunt juley how can you you make me more and more ashamed i d rather he had been a thief and taken all the apostle spoons than that i well i must shut the front door i suppose one more failure for helen,233,233,Q233
195,Margaret,"['Aunt Juley', 'Helen']",yes i think the apostle spoons could have gone as rent you remember rent it was one of father s words rent to the ideal to his own faith in human nature you remember how he would trust strangers and if they fooled him he would say it s better to be fooled than to be suspicious that the confidence trick is the work of man but the want of confidence trick is the work of the devil,234,234,Q234
196,Aunt Juley,"['Helen', 'Margaret']",i remember something of the sort now,235,235,Q235
197,Aunt Juley,[],it was lucky that your father married a wife with money,236,236,Q236
198,Aunt Juley,"['Helen', 'Margaret']",why he might have stolen the little ricketts picture as well,237,237,Q237
199,Helen,"['Aunt Juley', 'Margaret']",better that he had,238,238,Q238
200,Margaret,"['Aunt Juley', 'Helen']",no i agree with aunt juley i d rather mistrust people than lose my little ricketts there are limits,239,239,Q239
201,Helen,"['Aunt Juley', 'Margaret', 'Tibby']",all right auntie tibby,240,240,Q240
