A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Miss Lavish,Lucy,85,87,if it is mrs grundy who is troubling you i do assure you that you can neglect the good person being english miss honeychurch will be perfectly safe italians understand a dear friend of mine contessa baroncelli has two daughters and when she cannot send a maid to school with them she lets them go in sailor hats instead every one takes them for english you see especially if their hair is strained tightly behind i will take you by a dear dirty back way miss honeychurch and if you bring me luck we shall have an adventure tut tut miss lucy i hope we shall soon emancipate you from baedeker he does but touch the surface of things as to the true italy he does not even dream of it the true italy is only to be found by patient observation,is it a very nice smell,Lucy; Miss Bartlett,F,intermediate,,
Mr. Emerson,Lucy,106,108,you are a clever woman you have done more than all the relics in the world i am not of your creed but i do believe in those who make their fellow creatures happy there is no scheme of the universe,i m not sure she understands english,George Emerson; Italian Lady; Lucy,M,intermediate,,
Italian Lady,Mr. Emerson,107,109,niente,that woman understands everything but what are you doing here are you doing the church are you through with the church,George Emerson; Lucy; Mr. Emerson,F,minor,M,intermediate
Lucy,George Emerson,110,112,no i came here with miss lavish who was to explain everything and just by the door it is too bad she simply ran away and after waiting quite a time i had to come in by myself,yes why shouldn t you come by yourself,George Emerson; Mr. Emerson,,,M,intermediate
Mr. Emerson,Lucy,111,113,why shouldn t you,but miss lavish has even taken away baedeker,George Emerson; Lucy,M,intermediate,,
George Emerson,Mr. Emerson,112,114,yes why shouldn t you come by yourself,baedeker i m glad it s that you minded it s worth minding the loss of a baedeker that s worth minding,Lucy; Mr. Emerson,M,intermediate,M,intermediate
Lucy,George Emerson,113,115,but miss lavish has even taken away baedeker,if you ve no baedeker you d better join us,George Emerson; Mr. Emerson,,,M,intermediate
Mr. Emerson,Lucy,114,116,baedeker i m glad it s that you minded it s worth minding the loss of a baedeker that s worth minding,thank you very much but i could not think of that i hope you do not suppose that i came to join on to you i really came to help with the child and to thank you for so kindly giving us your rooms last night i hope that you have not been put to any great inconvenience,George Emerson; Lucy,M,intermediate,,
George Emerson,Mr. Emerson,115,117,if you ve no baedeker you d better join us,my dear i think that you are repeating what you have heard older people say you are pretending to be touchy but you are not really stop being so tiresome and tell me instead what part of the church you want to see to take you to it will be a real pleasure,Lucy; Mr. Emerson,M,intermediate,M,intermediate
Mr. Emerson,George Emerson,117,119,my dear i think that you are repeating what you have heard older people say you are pretending to be touchy but you are not really stop being so tiresome and tell me instead what part of the church you want to see to take you to it will be a real pleasure,remember the facts about this church of santa croce how it was built by faith in the full fervour of medievalism before any taint of the renaissance had appeared observe how giotto in these frescoes now unhappily ruined by restoration is untroubled by the snares of anatomy and perspective could anything be more majestic more pathetic beautiful true how little we feel avails knowledge and technical cleverness against a man who truly feels,George Emerson; Lucy,M,intermediate,M,intermediate
Lucy,Mr. Emerson,118,120,i am not touchy i hope it is the giottos that i want to see if you will kindly tell me which they are,no remember nothing of the sort built by faith indeed that simply means the workmen weren t paid properly and as for the frescoes i see no truth in them look at that fat man in blue he must weigh as much as i do and he is shooting into the sky like an air balloon now did this happen or didn t it yes or no,George Emerson; Mr. Emerson,,,M,intermediate
George Emerson,Mr. Emerson,123,125,some of the people can only see the empty grave not the saint whoever he is going up it did happen like that if it happened at all,stop there s plenty of room for us all stop,Lucy; Mr. Emerson,M,intermediate,M,intermediate
Rev. Cuthbert Eager,Mr. Emerson,124,126,pardon me the chapel is somewhat small for two parties we will incommode you no longer,george i do believe that clergyman is the brixton curate,George Emerson; Lucy; Mr. Emerson,M,intermediate,M,intermediate
Mr. Emerson,George Emerson,125,127,stop there s plenty of room for us all stop,perhaps he is i don t remember,George Emerson; Lucy; Miss Catherine Alan; Rev. Cuthbert Eager,M,intermediate,M,intermediate
Mr. Emerson,George Emerson,128,130,then i had better speak to him and remind him who i am it s that mr eager why did he go did we talk too loud how vexatious i shall go and say we are sorry hadn t i better then perhaps he will come back,my father has that effect on nearly everyone he will try to be kind,George Emerson; Lucy,M,intermediate,M,intermediate
George Emerson,Lucy,129,131,he will not come back,i hope we all try,Lucy; Mr. Emerson,M,intermediate,,
Lucy,George Emerson,133,135,how silly of them i think that a kind action done tactfully,were you snubbed,George Emerson,,,M,intermediate
Mr. Emerson,Lucy,150,152,george and i both know this but why does it distress him we know that we come from the winds and that we shall return to them that all life is perhaps a knot a tangle a blemish in the eternal smoothness but why should this make us unhappy let us rather love one another and work and rejoice i don t believe in this world sorrow then make my boy think like us make him realize that by the side of the everlasting why there is a yes a transitory yes if you like but a yes,oh but your son wants employment has he no particular hobby why i myself have worries but i can generally forget them at the piano and collecting stamps did no end of good for my brother perhaps italy bores him you ought to try the alps or the lakes,Lucy,M,intermediate,,
George Emerson,Mr. Emerson,155,157,in the nave,poor girl poor girl,Lucy; Mr. Emerson,M,intermediate,M,intermediate
The Vicar,Mr. Beebe,162,164,she will be delighted she and miss bartlett are full of the praises of your sermon,if miss honeychurch ever takes to live as she plays it will be very exciting both for us and for her,Mr. Beebe,M,minor,M,major
Miss Catherine Alan,Mr. Beebe,179,181,oh dear miss honeychurch you will catch a chill and mr beebe here besides who would suppose this is italy there is my sister actually nursing the hot water can no comforts or proper provisions i could hear your beautiful playing miss honeychurch though i was in my room with the door shut doors shut indeed most necessary no one has the least idea of privacy in this country and one person catches it from another,i quite agree with you miss alan the italians are a most unpleasant people they pry everywhere they see everything and they know what we want before we know it ourselves we are at their mercy they read our thoughts they foretell our desires from the cab driver down to to giotto they turn us inside out and i resent it yet in their heart of hearts they are how superficial they have no conception of the intellectual life how right is signora bertolini who exclaimed to me the other day that belongs to lavish a good fellow lavish but i wish she d start a pipe,Lucy; Mr. Beebe,F,minor,M,major
Mr. Beebe,Lucy,181,183,i quite agree with you miss alan the italians are a most unpleasant people they pry everywhere they see everything and they know what we want before we know it ourselves we are at their mercy they read our thoughts they foretell our desires from the cab driver down to to giotto they turn us inside out and i resent it yet in their heart of hearts they are how superficial they have no conception of the intellectual life how right is signora bertolini who exclaimed to me the other day that belongs to lavish a good fellow lavish but i wish she d start a pipe,what was that,Lucy; Miss Catherine Alan,M,major,,
Lucy,Miss Catherine Alan,183,185,what was that,stomach he warned miss pole of her stomach acidity he called it and he may have meant to be kind i must say i forgot myself and laughed it was so sudden as teresa truly said it was no laughing matter but the point is that miss lavish was positively attracted by his mentioning s and said she liked plain speaking and meeting different grades of thought she thought they were commercial travellers was the word she used and all through dinner she tried to prove that england our great and beloved country rests on nothing but commerce teresa was very much annoyed and left the table before the cheese saying as she did so and pointed to that beautiful picture of lord tennyson then miss lavish said just imagine tut the early victorians my sister had gone and i felt bound to speak i said it was horrible speaking i reminded her how the queen had been to ireland when she did not want to go and i must say she was dumbfounded and made no reply but unluckily mr emerson overheard this part and called in his deep voice the woman i tell things so badly but you see what a tangle we were in by this time all on account of s having been mentioned in the first place but that was not all after dinner miss lavish actually came up and said needless to say i refused such an unsuitable invitation and she had the impertinence to tell me that it would broaden my ideas and said that she had four brothers all university men except one who was in the army who always made a point of talking to commercial travellers,Miss Catherine Alan; Mr. Beebe,,,F,minor
Miss Catherine Alan,Mr. Beebe,184,186,it was a novel and i am afraid from what i can gather not a very nice novel it is so sad when people who have abilities misuse them and i must say they nearly always do anyhow she left it almost finished in the grotto of the calvary at the capuccini hotel at amalfi while she went for a little ink she said but you know what italians are and meanwhile the grotto fell roaring on to the beach and the saddest thing of all is that she cannot remember what she has written the poor thing was very ill after it and so got tempted into cigarettes it is a great secret but i am glad to say that she is writing another novel she told teresa and miss pole the other day that she had got up all the local colour this novel is to be about modern italy the other was historical but that she could not start till she had an idea first she tried perugia for an inspiration then she came here this must on no account get round and so cheerful through it all i cannot help thinking that there is something to admire in everyone even if you do not approve of them all the same she is a little too i hardly like to say unwomanly but she behaved most strangely when the emersons arrived i don t know miss honeychurch if you have noticed that miss pole the lady who has so much yellow hair takes lemonade that old mr emerson who puts things very strangely,let me finish the story miss lavish tried miss pole myself everyone and finally said she went at the end of five minutes she returned unobtrusively with a green baize board and began playing patience,Lucy; Mr. Beebe,F,minor,M,major
Miss Catherine Alan,Lucy,185,187,stomach he warned miss pole of her stomach acidity he called it and he may have meant to be kind i must say i forgot myself and laughed it was so sudden as teresa truly said it was no laughing matter but the point is that miss lavish was positively attracted by his mentioning s and said she liked plain speaking and meeting different grades of thought she thought they were commercial travellers was the word she used and all through dinner she tried to prove that england our great and beloved country rests on nothing but commerce teresa was very much annoyed and left the table before the cheese saying as she did so and pointed to that beautiful picture of lord tennyson then miss lavish said just imagine tut the early victorians my sister had gone and i felt bound to speak i said it was horrible speaking i reminded her how the queen had been to ireland when she did not want to go and i must say she was dumbfounded and made no reply but unluckily mr emerson overheard this part and called in his deep voice the woman i tell things so badly but you see what a tangle we were in by this time all on account of s having been mentioned in the first place but that was not all after dinner miss lavish actually came up and said needless to say i refused such an unsuitable invitation and she had the impertinence to tell me that it would broaden my ideas and said that she had four brothers all university men except one who was in the army who always made a point of talking to commercial travellers,whatever happened,Lucy,F,minor,,
Lucy,Miss Catherine Alan,189,191,mr beebe old mr emerson is he nice or not nice i do so want to know no but it is so difficult sometimes he is so silly and then i do not mind him miss alan what do you think is he nice,violets oh dear who told you about the violets how do things get round a pension is a bad place for gossips no i cannot forget how they behaved at mr eager s lecture at santa croce oh poor miss honeychurch it really was too bad no i have quite changed i do not like the emersons they are not nice but aren t they always waylaying you to go out with them dear,Miss Catherine Alan; Mr. Beebe,,,F,minor
Mr. Beebe,Lucy,190,192,i consider that you are bound to class him as nice miss alan after that business of the violets,only once charlotte didn t like it and said something quite politely of course,Lucy; Miss Catherine Alan,M,major,,
Miss Catherine Alan,Mr. Beebe,193,195,most right of her they don t understand our ways they must find their level too late to go out all the galleries are shut,i wish we could unluckily i have letters if you do want to go out alone won t you be better on your feet,Lucy; Mr. Beebe,F,minor,M,major
Lucy,Miss Catherine Alan,194,196,i think i shall go out i want to go round the town in the circular tram on the platform by the driver,italians dear you know,Miss Catherine Alan; Mr. Beebe,,,F,minor
Mr. Beebe,Lucy,195,197,i wish we could unluckily i have letters if you do want to go out alone won t you be better on your feet,perhaps i shall meet someone who reads me through and through,Lucy; Miss Catherine Alan,M,major,,
Miss Catherine Alan,Mr. Beebe,196,198,italians dear you know,she oughtn t really to go at all and she knows it i put it down to too much beethoven,Lucy; Mr. Beebe,F,minor,M,major
George Emerson,Lucy,215,217,the man is dead the man is probably dead sit down till you are rested and don t move till i come back,and the murderer tried to kiss him you say how very odd italians are and gave himself up to the police mr beebe was saying that italians know everything but i think they are rather childish when my cousin and i were at the pitti yesterday what was that what did you throw in,Lucy,M,intermediate,,
George Emerson,Lucy,236,238,i shall want to live i say,no charlotte it s very kind of mr beebe but i am certainly coming with you i had much rather,Lucy,M,intermediate,,
Lucy,Miss Bartlett,238,240,no charlotte it s very kind of mr beebe but i am certainly coming with you i had much rather,oh let me congratulate you after your despair of yesterday what a fortunate thing,Miss Bartlett,,,F,major
Miss Bartlett,Lucy,240,242,oh let me congratulate you after your despair of yesterday what a fortunate thing,i m sorry if you could manage without it i think i would rather not,Lucy; Miss Lavish,F,major,,
Lucy,Miss Bartlett,242,244,i m sorry if you could manage without it i think i would rather not,what is the heroine s name,Miss Bartlett; Miss Lavish,,,F,major
Miss Lavish,Miss Bartlett,249,251,i confess that in italy my sympathies are not with my own countrymen it is the neglected italians who attract me and whose lives i am going to paint so far as i can for i repeat and i insist and i have always held most strongly that a tragedy such as yesterday s is not the less tragic because it happened in humble life,she is emancipated but only in the very best sense of the word none but the superficial would be shocked at her we had a long talk yesterday she believes in justice and truth and human interest she told me also that she has a high opinion of the destiny of woman mr eager why how nice what a pleasant surprise,Lucy; Miss Bartlett,F,intermediate,F,major
Miss Bartlett,Lucy,257,259,do not blame her please mr eager the fault is mine i left her unchaperoned,practically,Lucy; Rev. Cuthbert Eager,F,major,,
Rev. Cuthbert Eager,Miss Bartlett,258,260,so you were here alone miss honeychurch,one of our pension acquaintances kindly brought her home,Lucy; Miss Bartlett,M,intermediate,F,major
Lucy,Rev. Cuthbert Eager,259,261,practically,for her also it must have been a terrible experience i trust that neither of you was at all that it was not in your immediate proximity,Miss Bartlett; Rev. Cuthbert Eager,,,M,intermediate
Miss Bartlett,Lucy,260,262,one of our pension acquaintances kindly brought her home,he died by the fountain i believe,Lucy; Rev. Cuthbert Eager,F,major,,
Lucy,Miss Bartlett,264,266,were over at the loggia,willingly would i purchase,Miss Bartlett; Rev. Cuthbert Eager,,,F,major
Miss Bartlett,Lucy,272,274,oh so he has a wife,what,Lucy; Rev. Cuthbert Eager,F,major,,
Rev. Cuthbert Eager,Miss Bartlett,275,277,exposure,lucy dear,Lucy; Miss Bartlett,M,intermediate,F,major
Lucy,Rev. Cuthbert Eager,276,278,do you mean that he is an irreligious man we know that already,i should be astonished if you knew all the boy an innocent child at the time i will exclude god knows what his education and his inherited qualities may have made him,Miss Bartlett; Rev. Cuthbert Eager,,,M,intermediate
Miss Bartlett,Lucy,279,281,perhaps it is something that we had better not hear,you have said very little,Lucy; Rev. Cuthbert Eager,F,major,,
Rev. Cuthbert Eager,Miss Bartlett,286,288,oh i thought they had been libelling me to you but i suppose it is only their personal charms that makes you defend them,how could you think she was defending them,Lucy; Miss Bartlett,M,intermediate,F,major
Miss Bartlett,Rev. Cuthbert Eager,288,290,how could you think she was defending them,i must be going,Lucy; Rev. Cuthbert Eager,F,major,M,intermediate
Mr. Beebe,Lucy,289,291,she will find it difficult for that man has murdered his wife in the sight of god,drive oh is our drive to come off,Lucy; Miss Bartlett,M,major,,
Rev. Cuthbert Eager,Lucy,290,292,i must be going,bother the drive it is just the drive we had arranged with mr beebe without any fuss at all why should he invite us in that absurd manner we might as well invite him we are each paying for ourselves,Lucy; Miss Bartlett,M,intermediate,,
Miss Bartlett,Lucy,309,311,oh you droll person pray what would become of your drive in the hills,oh dear me no oh no,Lucy,F,major,,
Rev. Cuthbert Eager,Miss Lavish,310,312,so miss honeychurch you are travelling as a student of art,perhaps as a student of human nature like myself,Lucy; Miss Lavish,M,intermediate,F,intermediate
Miss Lavish,Rev. Cuthbert Eager,312,314,perhaps as a student of human nature like myself,oh indeed are you indeed if you will not think me rude we residents sometimes pity you poor tourists not a little handed about like a parcel of goods from venice to florence from florence to rome living herded together in pensions or hotels quite unconscious of anything that is outside baedeker their one anxiety to get done or through and go on somewhere else the result is they mix up towns rivers palaces in one inextricable whirl you know the american girl in punch who says and the father replies there s travelling for you ha ha ha,Lucy; Rev. Cuthbert Eager,F,intermediate,M,intermediate
Lucy,Miss Lavish,313,315,oh no i am here as a tourist,i quite agree the narrowness and superficiality of the anglo saxon tourist is nothing less than a menace,Miss Lavish; Rev. Cuthbert Eager,,,F,intermediate
Miss Lavish,Rev. Cuthbert Eager,317,319,it does indeed tell me where do they place the scene of that wonderful seventh day,piano piano,Lucy; Rev. Cuthbert Eager,F,intermediate,M,intermediate
Rev. Cuthbert Eager,Miss Lavish,319,321,piano piano,most certainly i would let them be but i dare say i shall receive scant support i have always flown in the face of the conventions all my life this is what i call an adventure,Lucy; Miss Lavish; Persephone; The Driver,M,intermediate,F,intermediate
The Driver,Rev. Cuthbert Eager,320,322,va bene signore va bene va bene she is my sister,we must not submit i knew he was trying it on he is treating us as if we were a party of cook s tourists,Lucy; Miss Lavish; Persephone; Rev. Cuthbert Eager,M,minor,M,intermediate
The Driver,Rev. Cuthbert Eager,325,327,signorina,victory at last,Lucy; Miss Lavish; Mr. Emerson; Persephone; Rev. Cuthbert Eager,M,minor,M,intermediate
Persephone,Mr. Emerson,326,328,signorina,it is not victory it is defeat you have parted two people who were happy we have tried to buy what cannot be bought with money he has bargained to drive us and he is doing it we have no rights over his soul,Lucy; Miss Lavish; Mr. Emerson; Rev. Cuthbert Eager; The Driver,F,minor,M,intermediate
Rev. Cuthbert Eager,Miss Lavish,327,329,victory at last,he was not driving us well he jolted us,Lucy; Miss Lavish; Mr. Emerson,M,intermediate,F,intermediate
Miss Lavish,Rev. Cuthbert Eager,331,333,most certainly i have do you refer to lorenzo il magnifico or to lorenzo duke of urbino or to lorenzo surnamed lorenzino on account of his diminutive stature,would render a correct meaning,Lucy; Mr. Emerson; Rev. Cuthbert Eager,F,intermediate,M,intermediate
Mr. Emerson,Miss Lavish,334,336,the point is we have warred with it look fifty miles of spring and we ve come up to admire them do you suppose there s any difference between spring in nature and spring in man but there we go praising the one and condemning the other as improper ashamed that the same laws work eternally through both,the railway oh but i shall die of course it was the railway he is the image of a porter on on the south eastern,Lucy; Miss Lavish; Rev. Cuthbert Eager,M,intermediate,F,intermediate
George Emerson,Miss Bartlett,335,337,the railway,eleanor be quiet hush they ll hear the emersons,Miss Bartlett,M,intermediate,F,major
Miss Bartlett,Miss Lavish,339,341,eleanor,miss honeychurch listening pouf wouf you naughty girl go away,Miss Lavish,F,major,F,intermediate
Lucy,Miss Bartlett,340,342,i m sure it s all right the emersons won t hear and they wouldn t mind if they did,oh lucy you ought to be with mr eager i m sure,Miss Bartlett; Miss Lavish,,,F,major
Miss Lavish,Lucy,341,343,miss honeychurch listening pouf wouf you naughty girl go away,i can t find them now and i don t want to either,Lucy; Miss Bartlett,F,intermediate,,
Miss Bartlett,Miss Lavish,344,346,mr eager will be offended it is your party,no i agree it s like a school feast the boys have got separated from the girls miss lucy you are to go we wish to converse on high topics unsuited for your ear,Lucy; Miss Lavish,F,major,F,intermediate
Lucy,Miss Bartlett,345,347,please i d rather stop here with you,how tired one gets oh i do wish freddy and your mother could be here,Miss Bartlett; Miss Lavish,,,F,major
Miss Lavish,Lucy,348,350,then sit you down observe my foresight,dove dove buoni uomini,Lucy; Miss Bartlett,F,intermediate,,
Miss Bartlett,Lucy,349,351,lucy without a moment s doubt lucy the ground will do for me really i have not had rheumatism for years if i do feel it coming on i shall stand imagine your mother s feelings if i let you sit in the wet in your white linen here we are all settled delightfully even if my dress is thinner it will not show so much being brown sit down dear you are too unselfish you don t assert yourself enough now don t be alarmed this isn t a cold it s the tiniest cough and i have had it three days it s nothing to do with sitting here at all,uno piu piccolo has the cigar been given to you by mr beebe the smaller of the two good men,Lucy; Miss Lavish,F,major,,
Lucy,The Driver,350,352,dove dove buoni uomini,would she like to see them,The Driver,,,M,minor
Mr. Beebe,Rev. Cuthbert Eager,357,359,all the way he will be hours,courage miss honeychurch courage and faith if i might say so there is something almost blasphemous in this horror of the elements are we seriously to suppose that all these clouds all this immense electrical display is simply called into existence to extinguish you or me,Lucy; Miss Bartlett; Miss Lavish; Mr. Emerson; Rev. Cuthbert Eager; The Driver,M,major,M,intermediate
The Driver,Lucy,358,360,apparently i told him it was unwise,no of course,Lucy; Miss Bartlett; Miss Lavish; Mr. Beebe; Mr. Emerson; Rev. Cuthbert Eager,M,minor,,
Mr. Beebe,Miss Bartlett,362,364,mr eager we want your assistance will you interpret for us,go mr eager don t ask our driver our driver is no help go and support poor mr beebe he is nearly demented,Lucy; Miss Bartlett; Miss Lavish; Mr. Emerson; Rev. Cuthbert Eager,M,major,F,major
Miss Bartlett,Rev. Cuthbert Eager,364,366,go mr eager don t ask our driver our driver is no help go and support poor mr beebe he is nearly demented,typical behaviour in the presence of reality that kind of person invariably breaks down,Lucy; Rev. Cuthbert Eager,F,major,M,intermediate
Mr. Emerson,Lucy,365,367,he may be killed he may be killed,what does he know charlotte how much does mr eager know,Lucy; Miss Bartlett; Miss Lavish; Mr. Beebe; Rev. Cuthbert Eager,M,intermediate,,
Rev. Cuthbert Eager,Miss Bartlett,366,368,typical behaviour in the presence of reality that kind of person invariably breaks down,nothing dearest he knows nothing but he knows everything dearest had we better shall i it is dreadful to be entangled with low class people he saw it all,Lucy; Miss Bartlett,M,intermediate,F,major
Lucy,Miss Bartlett,367,369,what does he know charlotte how much does mr eager know,silenzio,Miss Bartlett,,,F,major
Miss Bartlett,Lucy,369,371,silenzio,charlotte dear charlotte kiss me kiss me again only you can understand me you warned me to be careful and i i thought i was developing,Lucy; The Driver,F,major,,
The Driver,Miss Bartlett,370,372,va bene,do not cry dearest take your time,Lucy; Miss Bartlett,M,minor,F,major
Mrs. Honeychurch,Freddy,480,482,we mothers,steady on,Cecil; Freddy,F,major,M,intermediate
Cecil,Mrs. Honeychurch,481,483,i say lucy,not a kiss for me,Freddy; Lucy; Mrs. Honeychurch,,,F,major
Freddy,Cecil,482,484,steady on,would you take them into the garden and tell mrs honeychurch all about it and i d stop here and tell my mother,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,
Mrs. Honeychurch,Freddy,483,485,not a kiss for me,we go with lucy,Cecil; Freddy; Lucy,F,major,M,intermediate
Freddy,Cecil,485,487,we go with lucy,he is only a boy i represent all that he despises why should he want me for a brother in law,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,
Cecil,Mr. Beebe,528,530,grazie tante,indeed i have mrs honeychurch i m going to do what i am always supposed to do but generally i m too shy i want to invoke every kind of blessing on them grave and gay great and small i want them all their lives to be supremely good and supremely happy as husband and wife as father and mother and now i want my tea,Mr. Beebe,,,M,major
Mr. Beebe,Freddy,530,532,indeed i have mrs honeychurch i m going to do what i am always supposed to do but generally i m too shy i want to invoke every kind of blessing on them grave and gay great and small i want them all their lives to be supremely good and supremely happy as husband and wife as father and mother and now i want my tea,fiasco,Cecil; Freddy; Lucy; Mrs. Honeychurch,M,major,M,intermediate
Mrs. Honeychurch,Cecil,531,533,you only asked for it just in time how dare you be serious at windy corner,do you go to much of this sort of thing,Cecil; Freddy; Lucy; Mr. Beebe,F,major,,
Cecil,Mrs. Honeychurch,535,537,is it typical of country society,plenty of society,Lucy; Mrs. Honeychurch,,,F,major
Lucy,Cecil,536,538,i suppose so mother would it be,to me it seemed perfectly appalling disastrous portentous,Cecil; Mrs. Honeychurch,,,,
Mrs. Honeychurch,Lucy,537,539,plenty of society,i am so sorry that you were stranded,Cecil; Lucy,F,major,,
Cecil,Lucy,552,554,we were speaking of motives,we weren t talking of real fences,Lucy; Mrs. Honeychurch,,,,
Lucy,Cecil,554,556,we weren t talking of real fences,a parson fenceless would mean a parson defenceless,Cecil; Mrs. Honeychurch,,,,
Mrs. Honeychurch,Lucy,555,557,oh i see dear poetry i tell you who has no as you call them and that s mr beebe,don t you like mr beebe,Cecil; Lucy,F,major,,
Cecil,Mrs. Honeychurch,564,566,why,hush dear poor old man what was his name,Lucy; Mrs. Honeychurch,,,F,major
Lucy,Cecil,567,569,harris,isn t mr eager a parson of the cultured type,Cecil; Mrs. Honeychurch,,,,
