merge_id,speaker,addressees,text_merged,first_turn_index,last_turn_index,source_quoteIDs
22,Lucy,"['George Emerson', 'Miss Bartlett', 'Mr. Beebe', 'Mr. Emerson']",oh oh why it s mr beebe oh how perfectly lovely oh charlotte we must stop now however bad the rooms are oh,25,25,Q25
23,Miss Bartlett,"['George Emerson', 'Lucy', 'Mr. Beebe', 'Mr. Emerson']",how do you do mr beebe i expect that you have forgotten us miss bartlett and miss honeychurch who were at tunbridge wells when you helped the vicar of st peter s that very cold easter,26,26,Q26
24,Lucy,"['George Emerson', 'Miss Bartlett', 'Mr. Beebe']",i am so glad to see you just fancy how small the world is summer street too makes it so specially funny,27,27,Q27
25,Miss Bartlett,"['George Emerson', 'Lucy', 'Mr. Beebe', 'Mr. Emerson']",miss honeychurch lives in the parish of summer street and she happened to tell me in the course of conversation that you have just accepted the living,28,28,Q28
26,Lucy,"['George Emerson', 'Miss Bartlett', 'Mr. Beebe', 'Mr. Emerson']",yes i heard from mother so last week she didn t know that i knew you at tunbridge wells but i wrote back at once and i said mr beebe is,29,29,Q29
27,Mr. Beebe,"['George Emerson', 'Lucy', 'Miss Bartlett', 'Mr. Emerson']",quite right i move into the rectory at summer street next june i am lucky to be appointed to such a charming neighbourhood,30,30,Q30
28,Lucy,"['George Emerson', 'Miss Bartlett', 'Mr. Beebe', 'Mr. Emerson']",oh how glad i am the name of our house is windy corner there is mother and me generally and my brother though it s not often we get him to ch the church is rather far off i mean,31,32,"Q31,Q32"
29,Miss Bartlett,"['George Emerson', 'Lucy', 'Mr. Beebe', 'Mr. Emerson']",lucy dearest let mr beebe eat his dinner,33,33,Q33
30,Mr. Beebe,"['George Emerson', 'Lucy', 'Miss Bartlett', 'Mr. Emerson']",i am eating it thank you and enjoying it,34,34,Q34
31,Mr. Beebe,"['George Emerson', 'Lucy', 'Miss Bartlett', 'Miss Lavish', 'Mr. Emerson']",don t neglect the country round the first fine afternoon drive up to fiesole and round by settignano or something of that sort,35,35,Q35
32,Miss Lavish,"['George Emerson', 'Lucy', 'Miss Bartlett', 'Mr. Beebe', 'Mr. Emerson']",no mr beebe you are wrong the first fine afternoon your ladies must go to prato,36,36,Q36
33,Miss Bartlett,['Lucy'],that lady looks so clever we are in luck,37,37,Q37
34,Miss Lavish,"['George Emerson', 'Lucy', 'Miss Bartlett', 'Mr. Beebe', 'Mr. Emerson']",prato they must go to prato that place is too sweetly squalid for words i love it i revel in shaking off the trammels of respectability as you know,38,38,Q38
35,Miss Bartlett,"['Lucy', 'Mr. Beebe']",we are most grateful to you the first evening means so much when you arrived we were in for a peculiarly mauvais quart d heure do you by any chance know the name of an old man who sat opposite us at dinner,39,40,"Q39,Q40"
36,Mr. Beebe,"['Lucy', 'Miss Bartlett']",emerson,41,41,Q41
37,Miss Bartlett,"['Lucy', 'Mr. Beebe']",is he a friend of yours,42,42,Q42
38,Mr. Beebe,"['Lucy', 'Miss Bartlett']",we are friendly as one is in pensions,43,43,Q43
39,Miss Bartlett,"['Lucy', 'Mr. Beebe']",then i will say no more i am as it were the chaperon of my young cousin lucy and it would be a serious thing if i put her under an obligation to people of whom we know nothing his manner was somewhat unfortunate i hope i acted for the best,44,45,"Q44,Q45"
40,Mr. Beebe,"['Lucy', 'Miss Bartlett']",you acted very naturally all the same i don t think much harm would have come of accepting,46,47,"Q46,Q47"
41,Miss Bartlett,"['Lucy', 'Mr. Beebe']",no harm of course but we could not be under an obligation,48,48,Q48
42,Mr. Beebe,"['Lucy', 'Miss Bartlett']",he is rather a peculiar man i think he would not take advantage of your acceptance nor expect you to show gratitude he has the merit if it is one of saying exactly what he means he has rooms he does not value and he thinks you would value them he no more thought of putting you under an obligation than he thought of being polite it is so difficult at least i find it difficult to understand people who speak the truth,49,49,Q49
43,Lucy,"['Miss Bartlett', 'Mr. Beebe']",i was hoping that he was nice i do so always hope that people will be nice,50,50,Q50
44,Mr. Beebe,"['Lucy', 'Miss Bartlett']",i think he is nice and tiresome i differ from him on almost every point of any importance and so i expect i may say i hope you will differ but his is a type one disagrees with rather than deplores when he first came here he not unnaturally put people s backs up he has no tact and no manners i don t mean by that that he has bad manners and he will not keep his opinions to himself we nearly complained about him to our depressing signora but i am glad to say we thought better of it,51,51,Q51
45,Miss Bartlett,"['Lucy', 'Mr. Beebe']",am i to conclude that he is a socialist and presumably he has brought up his son to be a socialist too,52,53,"Q52,Q53"
46,Mr. Beebe,"['Lucy', 'Miss Bartlett']",i hardly know george for he hasn t learnt to talk yet he seems a nice creature and i think he has brains of course he has all his father s mannerisms and it is quite possible that he too may be a socialist,54,54,Q54
47,Miss Bartlett,"['Lucy', 'Mr. Beebe']",oh you relieve me so you think i ought to have accepted their offer you feel i have been narrow minded and suspicious,55,55,Q55
48,Mr. Beebe,"['Lucy', 'Miss Bartlett']",not at all i never suggested that,56,56,Q56
49,Miss Bartlett,"['Lucy', 'Mr. Beebe']",but ought i not to apologize at all events for my apparent rudeness,57,57,Q57
50,Miss Bartlett,['Lucy'],was i a bore why didn t you talk lucy he prefers young people i m sure i do hope i haven t monopolized him i hoped you would have him all the evening as well as all dinner time,58,58,Q58
51,Lucy,['Miss Bartlett'],he is nice just what i remember he seems to see good in everyone no one would take him for a clergyman,59,59,Q59
52,Miss Bartlett,['Lucy'],my dear lucia,60,60,Q60
53,Lucy,['Miss Bartlett'],well you know what i mean and you know how clergymen generally laugh mr beebe laughs just like an ordinary man,61,61,Q61
54,Miss Bartlett,['Lucy'],funny girl how you do remind me of your mother i wonder if she will approve of mr beebe,62,62,Q62
55,Lucy,['Miss Bartlett'],i m sure she will and so will freddy,63,63,Q63
56,Miss Bartlett,['Lucy'],i think everyone at windy corner will approve it is the fashionable world i am used to tunbridge wells where we are all hopelessly behind the times,64,64,Q64
57,Lucy,['Miss Bartlett'],yes,65,65,Q65
58,Miss Bartlett,['Lucy'],i am afraid you are finding me a very depressing companion,66,66,Q66
59,Lucy,['Lucy'],i must have been selfish or unkind i must be more careful it is so dreadful for charlotte being poor,67,67,Q67
60,The Little Old Lady,"['Lucy', 'Miss Bartlett']",but here you are as safe as in england signora bertolini is so english,68,68,Q68
61,Lucy,"['Miss Bartlett', 'The Little Old Lady']",yet our rooms smell we dread going to bed,69,69,Q69
62,The Little Old Lady,"['Lucy', 'Miss Bartlett']",ah then you look into the court if only mr emerson was more tactful we were so sorry for you at dinner,70,71,"Q70,Q71"
63,Lucy,"['Miss Bartlett', 'The Little Old Lady']",i think he was meaning to be kind,72,72,Q72
64,Miss Bartlett,"['Lucy', 'The Little Old Lady']",undoubtedly he was,73,73,Q73
65,Lucy,"['Miss Bartlett', 'The Little Old Lady']",mr beebe has just been scolding me for my suspicious nature of course i was holding back on my cousin s account about old mr emerson i hardly know no he is not tactful yet have you ever noticed that there are people who do things which are most indelicate and yet at the same time beautiful,74,75,"Q74,Q75"
66,Miss Bartlett,"['Lucy', 'The Little Old Lady']",beautiful are not beauty and delicacy the same,76,76,Q76
67,Lucy,"['Miss Bartlett', 'The Little Old Lady']",so one would have thought but things are so difficult i sometimes think,77,77,Q77
68,Mr. Beebe,"['Lucy', 'Miss Bartlett', 'The Little Old Lady']",miss bartlett it s all right about the rooms i m so glad mr emerson was talking about it in the smoking room and knowing what i did i encouraged him to make the offer again he has let me come and ask you he would be so pleased,78,78,Q78
69,Lucy,"['Miss Bartlett', 'Mr. Beebe', 'The Little Old Lady']",oh charlotte we must have the rooms now the old man is just as nice and kind as he can be,79,79,Q79
70,Mr. Beebe,"['Lucy', 'Miss Bartlett', 'The Little Old Lady']",i fear that i have been officious i must apologize for my interference,80,80,Q80
71,Miss Bartlett,"['Lucy', 'Mr. Beebe', 'The Little Old Lady']",my own wishes dearest lucy are unimportant in comparison with yours it would be hard indeed if i stopped you doing as you liked at florence when i am only here through your kindness if you wish me to turn these gentlemen out of their rooms i will do it would you then mr beebe kindly tell mr emerson that i accept his kind offer and then conduct him to me in order that i may thank him personally,81,81,Q81
72,Miss Bartlett,"['Lucy', 'The Little Old Lady']",remember lucy i alone am implicated in this i do not wish the acceptance to come from you grant me that at all events,82,82,Q82
73,Mr. Beebe,"['George Emerson', 'Lucy', 'Miss Bartlett', 'The Little Old Lady']",mr emerson is engaged but here is his son instead,83,83,Q83
74,George Emerson,"['Lucy', 'Miss Bartlett', 'Mr. Beebe', 'The Little Old Lady']",my father is in his bath so you cannot thank him personally but any message given by you to me will be given by me to him as soon as he comes out,84,84,Q84
75,Miss Bartlett,"['Lucy', 'Mr. Beebe', 'The Little Old Lady']",poor young man,85,85,Q85
76,Lucy,"['Miss Bartlett', 'Mr. Beebe', 'The Little Old Lady']",how angry he is with his father about the rooms it is all he can do to keep polite,86,86,Q86
77,Mr. Beebe,"['Lucy', 'Miss Bartlett', 'The Little Old Lady']",in half an hour or so your rooms will be ready,87,87,Q87
78,Miss Bartlett,['Lucy'],i think one might venture now no lucy do not stir i will superintend the move,88,88,Q88
79,Lucy,['Miss Bartlett'],how you do do everything,89,89,Q89
80,Miss Bartlett,['Lucy'],naturally dear it is my affair,90,90,Q90
81,Lucy,['Miss Bartlett'],but i would like to help you,91,91,Q91
82,Miss Bartlett,['Lucy'],no dear i want to explain why it is that i have taken the largest room naturally of course i should have given it to you but i happen to know that it belongs to the young man and i was sure your mother would not like it if you are to accept a favour it is more suitable you should be under an obligation to his father than to him i am a woman of the world in my small way and i know where things lead to however mr beebe is a guarantee of a sort that they will not presume on this,92,94,"Q92,Q93,Q94"
83,Lucy,['Miss Bartlett'],mother wouldn t mind i m sure,95,95,Q95
84,Miss Bartlett,['Miss Bartlett'],what does it mean,96,96,Q96
85,Miss Lavish,"['Lucy', 'Miss Bartlett']",if it is mrs grundy who is troubling you i do assure you that you can neglect the good person being english miss honeychurch will be perfectly safe italians understand a dear friend of mine contessa baroncelli has two daughters and when she cannot send a maid to school with them she lets them go in sailor hats instead every one takes them for english you see especially if their hair is strained tightly behind i will take you by a dear dirty back way miss honeychurch and if you bring me luck we shall have an adventure tut tut miss lucy i hope we shall soon emancipate you from baedeker he does but touch the surface of things as to the true italy he does not even dream of it the true italy is only to be found by patient observation,97,99,"Q97,Q98,Q99"
86,Miss Lavish,['Lucy'],a smell a true florentine smell every city let me teach you has its own smell,100,100,Q100
87,Lucy,['Miss Lavish'],is it a very nice smell,101,101,Q101
88,Miss Lavish,['Lucy'],one doesn t come to italy for niceness one comes for life buon giorno buon giorno look at that adorable wine cart how the driver stares at us dear simple soul buon giorno take the word of an old woman miss lucy you will never repent of a little civility to your inferiors that is the true democracy though i am a real radical as well there now you re shocked,102,105,"Q102,Q103,Q104,Q105"
89,Lucy,['Miss Lavish'],indeed i m not we are radicals too out and out my father always voted for mr gladstone until he was so dreadful about ireland,106,106,Q106
90,Miss Lavish,['Lucy'],i see i see and now you have gone over to the enemy,107,107,Q107
91,Lucy,['Miss Lavish'],oh please if my father was alive i am sure he would vote radical again now that ireland is all right and as it is the glass over our front door was broken last election and freddy is sure it was the tories but mother says nonsense a tramp,108,108,Q108
92,Miss Lavish,['Lucy'],shameful a manufacturing district i suppose,109,109,Q109
93,Lucy,['Miss Lavish'],no in the surrey hills about five miles from dorking looking over the weald,110,110,Q110
94,Miss Lavish,['Lucy'],what a delightful part i know it so well it is full of the very nicest people do you know sir harry otway a radical if ever there was,111,111,Q111
95,Lucy,['Miss Lavish'],very well indeed,112,112,Q112
96,Miss Lavish,['Lucy'],and old mrs butterworth the philanthropist,113,113,Q113
97,Lucy,['Miss Lavish'],why she rents a field of us how funny,114,114,Q114
98,Miss Lavish,['Lucy'],oh you have property in surrey,115,115,Q115
99,Lucy,['Miss Lavish'],hardly any only thirty acres just the garden all downhill and some fields,116,116,Q116
100,Miss Lavish,['Lucy'],bless us bless us and save us we ve lost the way lost lost my dear miss lucy during our political diatribes we have taken a wrong turning how those horrid conservatives would jeer at us what are we to do two lone females in an unknown town now this is what i call an adventure oh but that is the word of a craven and no you are not not not to look at your baedeker give it to me i shan t let you carry it we will simply drift stop a minute let those two people go on or i shall have to speak to them i do detest conventional intercourse nasty they are going into the church too oh the britisher abroad,117,120,"Q117,Q118,Q119,Q120"
101,Lucy,['Miss Lavish'],we sat opposite them at dinner last night they have given us their rooms they were so very kind,121,121,Q121
102,Miss Lavish,['Lucy'],look at their figures they walk through my italy like a pair of cows it s very naughty of me but i would like to set an examination paper at dover and turn back every tourist who couldn t pass it,122,122,Q122
103,Lucy,['Miss Lavish'],what would you ask us,123,123,Q123
104,Miss Lavish,['Lucy'],there goes my local colour box i must have a word with him,124,124,Q124
105,Mr. Emerson,"['George Emerson', 'Lucy']",hateful bishop hard in life hard in death go out into the sunshine little boy and kiss your hand to the sun for that is where you ought to be intolerable bishop look at him here s a mess a baby hurt cold and frightened but what else can you expect from a church,125,126,"Q125,Q126"
106,Mr. Emerson,"['George Emerson', 'Italian Lady', 'Lucy']",you are a clever woman you have done more than all the relics in the world i am not of your creed but i do believe in those who make their fellow creatures happy there is no scheme of the universe,127,127,Q127
107,Italian Lady,"['George Emerson', 'Lucy', 'Mr. Emerson']",niente,128,128,Q128
108,Lucy,"['George Emerson', 'Mr. Emerson']",i m not sure she understands english,129,129,Q129
109,Mr. Emerson,"['George Emerson', 'Lucy']",that woman understands everything but what are you doing here are you doing the church are you through with the church,130,130,Q130
110,Lucy,"['George Emerson', 'Mr. Emerson']",no i came here with miss lavish who was to explain everything and just by the door it is too bad she simply ran away and after waiting quite a time i had to come in by myself,131,131,Q131
111,Mr. Emerson,"['George Emerson', 'Lucy']",why shouldn t you,132,132,Q132
112,George Emerson,"['Lucy', 'Mr. Emerson']",yes why shouldn t you come by yourself,133,133,Q133
113,Lucy,"['George Emerson', 'Mr. Emerson']",but miss lavish has even taken away baedeker,134,134,Q134
114,Mr. Emerson,"['George Emerson', 'Lucy']",baedeker i m glad it s that you minded it s worth minding the loss of a baedeker that s worth minding,135,135,Q135
115,George Emerson,"['Lucy', 'Mr. Emerson']",if you ve no baedeker you d better join us,136,136,Q136
116,Lucy,"['George Emerson', 'Mr. Emerson']",thank you very much but i could not think of that i hope you do not suppose that i came to join on to you i really came to help with the child and to thank you for so kindly giving us your rooms last night i hope that you have not been put to any great inconvenience,137,137,Q137
117,Mr. Emerson,"['George Emerson', 'Lucy']",my dear i think that you are repeating what you have heard older people say you are pretending to be touchy but you are not really stop being so tiresome and tell me instead what part of the church you want to see to take you to it will be a real pleasure,138,138,Q138
118,Lucy,"['George Emerson', 'Mr. Emerson']",i am not touchy i hope it is the giottos that i want to see if you will kindly tell me which they are,139,139,Q139
119,George Emerson,"['Lucy', 'Mr. Emerson']",remember the facts about this church of santa croce how it was built by faith in the full fervour of medievalism before any taint of the renaissance had appeared observe how giotto in these frescoes now unhappily ruined by restoration is untroubled by the snares of anatomy and perspective could anything be more majestic more pathetic beautiful true how little we feel avails knowledge and technical cleverness against a man who truly feels,140,140,Q140
120,Mr. Emerson,"['George Emerson', 'Lucy']",no remember nothing of the sort built by faith indeed that simply means the workmen weren t paid properly and as for the frescoes i see no truth in them look at that fat man in blue he must weigh as much as i do and he is shooting into the sky like an air balloon now did this happen or didn t it yes or no,141,142,"Q141,Q142"
121,George Emerson,"['Lucy', 'Mr. Emerson']",it happened like this if it happened at all i would rather go up to heaven by myself than be pushed by cherubs and if i got there i should like my friends to lean out of it just as they do here,143,143,Q143
122,Mr. Emerson,"['George Emerson', 'Lucy']",you will never go up you and i dear boy will lie at peace in the earth that bore us and our names will disappear as surely as our work survives,144,144,Q144
123,George Emerson,"['Lucy', 'Mr. Emerson']",some of the people can only see the empty grave not the saint whoever he is going up it did happen like that if it happened at all,145,145,Q145
124,Rev. Cuthbert Eager,"['George Emerson', 'Lucy', 'Mr. Emerson']",pardon me the chapel is somewhat small for two parties we will incommode you no longer,146,146,Q146
125,Mr. Emerson,"['George Emerson', 'Lucy', 'Miss Catherine Alan', 'Rev. Cuthbert Eager']",stop there s plenty of room for us all stop,147,147,Q147
126,Mr. Emerson,"['George Emerson', 'Lucy']",george i do believe that clergyman is the brixton curate,148,148,Q148
127,George Emerson,"['Lucy', 'Mr. Emerson']",perhaps he is i don t remember,149,149,Q149
128,Mr. Emerson,"['George Emerson', 'Lucy']",then i had better speak to him and remind him who i am it s that mr eager why did he go did we talk too loud how vexatious i shall go and say we are sorry hadn t i better then perhaps he will come back,150,150,Q150
129,George Emerson,"['Lucy', 'Mr. Emerson']",he will not come back,151,151,Q151
130,George Emerson,['Lucy'],my father has that effect on nearly everyone he will try to be kind,152,152,Q152
131,Lucy,['George Emerson'],i hope we all try,153,153,Q153
132,George Emerson,['Lucy'],because we think it improves our characters but he is kind to people because he loves them and they find him out and are offended or frightened,154,154,Q154
133,Lucy,['George Emerson'],how silly of them i think that a kind action done tactfully,155,155,Q155
134,George Emerson,['Lucy'],tact,156,156,Q156
135,George Emerson,"['Lucy', 'Mr. Emerson']",were you snubbed,157,157,Q157
136,Mr. Emerson,"['George Emerson', 'Lucy']",but we have spoilt the pleasure of i don t know how many people they won t come back,158,158,Q158
137,Rev. Cuthbert Eager,['Miss Catherine Alan'],full of innate sympathy quickness to perceive good in others vision of the brotherhood of man,159,159,Q159
138,Mr. Emerson,"['George Emerson', 'Lucy']",don t let us spoil yours have you looked at those saints,160,160,Q160
139,Lucy,"['George Emerson', 'Mr. Emerson']",yes they are lovely do you know which is the tombstone that is praised in ruskin,161,161,Q161
140,Mr. Emerson,['Lucy'],why will he look at that fresco i saw nothing in it,162,162,Q162
141,Lucy,['Mr. Emerson'],i like giotto it is so wonderful what they say about his tactile values though i like things like the della robbia babies better,163,163,Q163
142,Mr. Emerson,['Lucy'],so you ought a baby is worth a dozen saints and my baby s worth the whole of paradise and as far as i can see he lives in hell in hell he s unhappy,164,165,"Q164,Q165"
143,Lucy,['Mr. Emerson'],oh dear,166,166,Q166
144,Mr. Emerson,['Lucy'],how can he be unhappy when he is strong and alive what more is one to give him and think how he has been brought up free from all the superstition and ignorance that lead men to hate one another in the name of god with such an education as that i thought he was bound to grow up happy what are we to do with him he comes out for his holiday to italy and behaves like that like the little child who ought to have been playing and who hurt himself upon the tombstone eh what did you say now don t be stupid over this i don t require you to fall in love with my boy but i do think you might try and understand him you are nearer his age and if you let yourself go i am sure you are sensible you might help me he has known so few women and you have the time you stop here several weeks i suppose but let yourself go you are inclined to get muddled if i may judge from last night let yourself go pull out from the depths those thoughts that you do not understand and spread them out in the sunlight and know the meaning of them by understanding george you may learn to understand yourself it will be good for both of you i only know what it is that s wrong with him not why it is,167,170,"Q167,Q168,Q169,Q170"
145,Lucy,['Mr. Emerson'],and what is it,171,171,Q171
146,Mr. Emerson,['Lucy'],the old trouble things won t fit,172,172,Q172
147,Lucy,['Mr. Emerson'],what things,173,173,Q173
148,Mr. Emerson,['Lucy'],the things of the universe it is quite true they don t,174,174,Q174
149,Lucy,['Mr. Emerson'],oh mr emerson whatever do you mean,175,175,Q175
150,Mr. Emerson,['Lucy'],george and i both know this but why does it distress him we know that we come from the winds and that we shall return to them that all life is perhaps a knot a tangle a blemish in the eternal smoothness but why should this make us unhappy let us rather love one another and work and rejoice i don t believe in this world sorrow then make my boy think like us make him realize that by the side of the everlasting why there is a yes a transitory yes if you like but a yes,176,177,"Q176,Q177"
151,Lucy,['Mr. Emerson'],i m very sorry you ll think me unfeeling but but,178,178,Q178
152,Lucy,[],oh but your son wants employment has he no particular hobby why i myself have worries but i can generally forget them at the piano and collecting stamps did no end of good for my brother perhaps italy bores him you ought to try the alps or the lakes,179,179,Q179
153,George Emerson,"['Lucy', 'Mr. Emerson']",miss bartlett,180,180,Q180
154,Lucy,"['George Emerson', 'Mr. Emerson']",oh good gracious me where where,181,181,Q181
155,George Emerson,"['Lucy', 'Mr. Emerson']",in the nave,182,182,Q182
156,Lucy,"['George Emerson', 'Mr. Emerson']",i see those gossiping little miss alans must have,183,183,Q183
157,Mr. Emerson,"['George Emerson', 'Lucy']",poor girl poor girl,184,184,Q184
158,Lucy,"['George Emerson', 'Mr. Emerson']",poor girl i fail to understand the point of that remark i think myself a very fortunate girl i assure you i m thoroughly happy and having a splendid time pray don t waste time mourning over me there s enough sorrow in the world isn t there without trying to invent it good bye thank you both so much for all your kindness ah yes there does come my cousin a delightful morning santa croce is a wonderful church,185,185,Q185
159,Mr. Beebe,['The Vicar'],who is she,186,186,Q186
160,The Vicar,['Mr. Beebe'],cousin of one of my parishioners i do not consider her choice of a piece happy beethoven is so usually simple and direct in his appeal that it is sheer perversity to choose a thing like that which if anything disturbs,187,187,Q187
161,Mr. Beebe,['The Vicar'],introduce me,188,188,Q188
162,The Vicar,['Mr. Beebe'],she will be delighted she and miss bartlett are full of the praises of your sermon,189,189,Q189
163,Mr. Beebe,['The Vicar'],my sermon why ever did she listen to it,190,190,Q190
164,Mr. Beebe,[],if miss honeychurch ever takes to live as she plays it will be very exciting both for us and for her,191,191,Q191
165,Lucy,['Mr. Beebe'],oh what a funny thing some one said just the same to mother and she said she trusted i should never live a duet,192,192,Q192
166,Mr. Beebe,['Lucy'],doesn t mrs honeychurch like music,193,193,Q193
167,Lucy,['Mr. Beebe'],she doesn t mind it but she doesn t like one to get excited over anything she thinks i am silly about it she thinks i can t make out once you know i said that i liked my own playing better than any one s she has never got over it of course i didn t mean that i played well i only meant,194,194,Q194
168,Mr. Beebe,['Lucy'],of course,195,195,Q195
169,Lucy,['Mr. Beebe'],music,196,196,Q196
170,Mr. Beebe,['Lucy'],what about music,197,197,Q197
171,Lucy,['Mr. Beebe'],poor charlotte will be sopped,198,198,Q198
172,Mr. Beebe,['Lucy'],miss lavish has led your cousin astray she hopes to find the true italy in the wet i believe,199,199,Q199
173,Lucy,['Mr. Beebe'],miss lavish is so original is it true that miss lavish is writing a book,200,201,"Q200,Q201"
174,Mr. Beebe,['Lucy'],they do say so,202,202,Q202
175,Lucy,['Mr. Beebe'],what is it about,203,203,Q203
176,Mr. Beebe,['Lucy'],it will be a novel dealing with modern italy let me refer you for an account to miss catharine alan who uses words herself more admirably than any one i know,204,204,Q204
177,Lucy,['Mr. Beebe'],i wish miss lavish would tell me herself we started such friends but i don t think she ought to have run away with baedeker that morning in santa croce charlotte was most annoyed at finding me practically alone and so i couldn t help being a little annoyed with miss lavish,205,205,Q205
178,Mr. Beebe,['Lucy'],the two ladies at all events have made it up,206,206,Q206
179,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",oh dear miss honeychurch you will catch a chill and mr beebe here besides who would suppose this is italy there is my sister actually nursing the hot water can no comforts or proper provisions i could hear your beautiful playing miss honeychurch though i was in my room with the door shut doors shut indeed most necessary no one has the least idea of privacy in this country and one person catches it from another,207,208,"Q207,Q208"
180,The Chambermaid,['Mr. Beebe'],fa niente sono vecchia,209,209,Q209
181,Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",i quite agree with you miss alan the italians are a most unpleasant people they pry everywhere they see everything and they know what we want before we know it ourselves we are at their mercy they read our thoughts they foretell our desires from the cab driver down to to giotto they turn us inside out and i resent it yet in their heart of hearts they are how superficial they have no conception of the intellectual life how right is signora bertolini who exclaimed to me the other day that belongs to lavish a good fellow lavish but i wish she d start a pipe,210,211,"Q210,Q211"
182,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",oh mr beebe indeed though it is dreadful for her to smoke it is not quite as dreadful as you suppose she took to it practically in despair after her life s work was carried away in a landslip surely that makes it more excusable,212,212,Q212
183,Lucy,"['Miss Catherine Alan', 'Mr. Beebe']",what was that,213,213,Q213
184,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",it was a novel and i am afraid from what i can gather not a very nice novel it is so sad when people who have abilities misuse them and i must say they nearly always do anyhow she left it almost finished in the grotto of the calvary at the capuccini hotel at amalfi while she went for a little ink she said but you know what italians are and meanwhile the grotto fell roaring on to the beach and the saddest thing of all is that she cannot remember what she has written the poor thing was very ill after it and so got tempted into cigarettes it is a great secret but i am glad to say that she is writing another novel she told teresa and miss pole the other day that she had got up all the local colour this novel is to be about modern italy the other was historical but that she could not start till she had an idea first she tried perugia for an inspiration then she came here this must on no account get round and so cheerful through it all i cannot help thinking that there is something to admire in everyone even if you do not approve of them all the same she is a little too i hardly like to say unwomanly but she behaved most strangely when the emersons arrived i don t know miss honeychurch if you have noticed that miss pole the lady who has so much yellow hair takes lemonade that old mr emerson who puts things very strangely,214,216,"Q214,Q215,Q216"
