quoteID,quoteText,quoteBy,quoteTo
Q29,yes i heard from mother so last week she didn t know that i knew you at tunbridge wells but i wrote back at once and i said mr beebe is,Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']"
Q30,quite right i move into the rectory at summer street next june i am lucky to be appointed to such a charming neighbourhood,Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett']"
Q31,oh how glad i am the name of our house is windy corner,Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']"
Q32,there is mother and me generally and my brother though it s not often we get him to ch the church is rather far off i mean,Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']"
Q33,lucy dearest let mr beebe eat his dinner,Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Mr. Beebe']"
Q34,i am eating it thank you and enjoying it,Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett']"
Q35,don t neglect the country round the first fine afternoon drive up to fiesole and round by settignano or something of that sort,Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Lavish', 'Miss Bartlett']"
Q36,no mr beebe you are wrong the first fine afternoon your ladies must go to prato,Miss Lavish,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']"
Q37,that lady looks so clever we are in luck,Miss Bartlett,['Lucy']
Q38,prato they must go to prato that place is too sweetly squalid for words i love it i revel in shaking off the trammels of respectability as you know,Miss Lavish,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']"
Q39,we are most grateful to you the first evening means so much when you arrived we were in for a peculiarly mauvais quart d heure,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q40,do you by any chance know the name of an old man who sat opposite us at dinner,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q41,emerson,Mr. Beebe,"['Miss Bartlett', 'Lucy']"
Q42,is he a friend of yours,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q43,we are friendly as one is in pensions,Mr. Beebe,"['Miss Bartlett', 'Lucy']"
Q44,then i will say no more,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q45,i am as it were the chaperon of my young cousin lucy and it would be a serious thing if i put her under an obligation to people of whom we know nothing his manner was somewhat unfortunate i hope i acted for the best,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q46,you acted very naturally,Mr. Beebe,"['Miss Bartlett', 'Lucy']"
Q47,all the same i don t think much harm would have come of accepting,Mr. Beebe,"['Miss Bartlett', 'Lucy']"
Q48,no harm of course but we could not be under an obligation,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q49,he is rather a peculiar man i think he would not take advantage of your acceptance nor expect you to show gratitude he has the merit if it is one of saying exactly what he means he has rooms he does not value and he thinks you would value them he no more thought of putting you under an obligation than he thought of being polite it is so difficult at least i find it difficult to understand people who speak the truth,Mr. Beebe,"['Miss Bartlett', 'Lucy']"
Q50,i was hoping that he was nice i do so always hope that people will be nice,Lucy,"['Miss Bartlett', 'Mr. Beebe']"
Q51,i think he is nice and tiresome i differ from him on almost every point of any importance and so i expect i may say i hope you will differ but his is a type one disagrees with rather than deplores when he first came here he not unnaturally put people s backs up he has no tact and no manners i don t mean by that that he has bad manners and he will not keep his opinions to himself we nearly complained about him to our depressing signora but i am glad to say we thought better of it,Mr. Beebe,"['Miss Bartlett', 'Lucy']"
Q52,am i to conclude that he is a socialist,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q53,and presumably he has brought up his son to be a socialist too,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q54,i hardly know george for he hasn t learnt to talk yet he seems a nice creature and i think he has brains of course he has all his father s mannerisms and it is quite possible that he too may be a socialist,Mr. Beebe,"['Miss Bartlett', 'Lucy']"
Q55,oh you relieve me so you think i ought to have accepted their offer you feel i have been narrow minded and suspicious,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q56,not at all i never suggested that,Mr. Beebe,"['Miss Bartlett', 'Lucy']"
Q57,but ought i not to apologize at all events for my apparent rudeness,Miss Bartlett,"['Lucy', 'Mr. Beebe']"
Q58,was i a bore why didn t you talk lucy he prefers young people i m sure i do hope i haven t monopolized him i hoped you would have him all the evening as well as all dinner time,Miss Bartlett,['Lucy']
Q59,he is nice just what i remember he seems to see good in everyone no one would take him for a clergyman,Lucy,['Miss Bartlett']
Q60,my dear lucia,Miss Bartlett,['Lucy']
Q61,well you know what i mean and you know how clergymen generally laugh mr beebe laughs just like an ordinary man,Lucy,['Miss Bartlett']
Q62,funny girl how you do remind me of your mother i wonder if she will approve of mr beebe,Miss Bartlett,['Lucy']
Q63,i m sure she will and so will freddy,Lucy,['Miss Bartlett']
Q64,i think everyone at windy corner will approve it is the fashionable world i am used to tunbridge wells where we are all hopelessly behind the times,Miss Bartlett,['Lucy']
Q65,yes,Lucy,['Miss Bartlett']
Q66,i am afraid you are finding me a very depressing companion,Miss Bartlett,['Lucy']
Q67,i must have been selfish or unkind i must be more careful it is so dreadful for charlotte being poor,Lucy,['Lucy']
Q68,but here you are as safe as in england signora bertolini is so english,The Little Old Lady,"['Miss Bartlett', 'Lucy']"
Q69,yet our rooms smell we dread going to bed,Lucy,"['Miss Bartlett', 'The Little Old Lady']"
Q70,ah then you look into the court,The Little Old Lady,"['Miss Bartlett', 'Lucy']"
Q71,if only mr emerson was more tactful we were so sorry for you at dinner,The Little Old Lady,"['Miss Bartlett', 'Lucy']"
Q72,i think he was meaning to be kind,Lucy,"['Miss Bartlett', 'The Little Old Lady']"
Q73,undoubtedly he was,Miss Bartlett,"['Lucy', 'The Little Old Lady']"
Q74,mr beebe has just been scolding me for my suspicious nature of course i was holding back on my cousin s account,Lucy,"['Miss Bartlett', 'The Little Old Lady']"
Q75,about old mr emerson i hardly know no he is not tactful yet have you ever noticed that there are people who do things which are most indelicate and yet at the same time beautiful,Lucy,"['Miss Bartlett', 'The Little Old Lady']"
Q76,beautiful are not beauty and delicacy the same,Miss Bartlett,"['Lucy', 'The Little Old Lady']"
Q77,so one would have thought but things are so difficult i sometimes think,Lucy,"['Miss Bartlett', 'The Little Old Lady']"
Q78,miss bartlett it s all right about the rooms i m so glad mr emerson was talking about it in the smoking room and knowing what i did i encouraged him to make the offer again he has let me come and ask you he would be so pleased,Mr. Beebe,"['Lucy', 'The Little Old Lady', 'Miss Bartlett']"
Q79,oh charlotte we must have the rooms now the old man is just as nice and kind as he can be,Lucy,"['Miss Bartlett', 'Mr. Beebe', 'The Little Old Lady']"
Q80,i fear that i have been officious i must apologize for my interference,Mr. Beebe,"['Lucy', 'The Little Old Lady', 'Miss Bartlett']"
Q81,my own wishes dearest lucy are unimportant in comparison with yours it would be hard indeed if i stopped you doing as you liked at florence when i am only here through your kindness if you wish me to turn these gentlemen out of their rooms i will do it would you then mr beebe kindly tell mr emerson that i accept his kind offer and then conduct him to me in order that i may thank him personally,Miss Bartlett,"['Lucy', 'Mr. Beebe', 'The Little Old Lady']"
Q82,remember lucy i alone am implicated in this i do not wish the acceptance to come from you grant me that at all events,Miss Bartlett,"['Lucy', 'The Little Old Lady']"
Q83,mr emerson is engaged but here is his son instead,Mr. Beebe,"['Lucy', 'George Emerson', 'The Little Old Lady', 'Miss Bartlett']"
Q84,my father is in his bath so you cannot thank him personally but any message given by you to me will be given by me to him as soon as he comes out,George Emerson,"['Lucy', 'The Little Old Lady', 'Miss Bartlett', 'Mr. Beebe']"
Q85,poor young man,Miss Bartlett,"['Lucy', 'Mr. Beebe', 'The Little Old Lady']"
Q86,how angry he is with his father about the rooms it is all he can do to keep polite,Lucy,"['Miss Bartlett', 'Mr. Beebe', 'The Little Old Lady']"
Q87,in half an hour or so your rooms will be ready,Mr. Beebe,"['Lucy', 'The Little Old Lady', 'Miss Bartlett']"
Q88,i think one might venture now no lucy do not stir i will superintend the move,Miss Bartlett,['Lucy']
Q89,how you do do everything,Lucy,['Miss Bartlett']
Q90,naturally dear it is my affair,Miss Bartlett,['Lucy']
Q91,but i would like to help you,Lucy,['Miss Bartlett']
Q92,no dear,Miss Bartlett,['Lucy']
Q93,i want to explain why it is that i have taken the largest room naturally of course i should have given it to you but i happen to know that it belongs to the young man and i was sure your mother would not like it,Miss Bartlett,['Lucy']
Q94,if you are to accept a favour it is more suitable you should be under an obligation to his father than to him i am a woman of the world in my small way and i know where things lead to however mr beebe is a guarantee of a sort that they will not presume on this,Miss Bartlett,['Lucy']
Q95,mother wouldn t mind i m sure,Lucy,['Miss Bartlett']
Q96,what does it mean,Miss Bartlett,['Miss Bartlett']
Q97,if it is mrs grundy who is troubling you i do assure you that you can neglect the good person being english miss honeychurch will be perfectly safe italians understand a dear friend of mine contessa baroncelli has two daughters and when she cannot send a maid to school with them she lets them go in sailor hats instead every one takes them for english you see especially if their hair is strained tightly behind,Miss Lavish,"['Miss Bartlett', 'Lucy']"
Q98,i will take you by a dear dirty back way miss honeychurch and if you bring me luck we shall have an adventure,Miss Lavish,"['Miss Bartlett', 'Lucy']"
Q99,tut tut miss lucy i hope we shall soon emancipate you from baedeker he does but touch the surface of things as to the true italy he does not even dream of it the true italy is only to be found by patient observation,Miss Lavish,"['Miss Bartlett', 'Lucy']"
Q100,a smell a true florentine smell every city let me teach you has its own smell,Miss Lavish,['Lucy']
Q101,is it a very nice smell,Lucy,['Miss Lavish']
Q102,one doesn t come to italy for niceness,Miss Lavish,['Lucy']
Q103,one comes for life buon giorno buon giorno,Miss Lavish,['Lucy']
Q104,look at that adorable wine cart how the driver stares at us dear simple soul,Miss Lavish,['Lucy']
Q105,buon giorno take the word of an old woman miss lucy you will never repent of a little civility to your inferiors that is the true democracy though i am a real radical as well there now you re shocked,Miss Lavish,['Lucy']
Q106,indeed i m not we are radicals too out and out my father always voted for mr gladstone until he was so dreadful about ireland,Lucy,['Miss Lavish']
Q107,i see i see and now you have gone over to the enemy,Miss Lavish,['Lucy']
Q108,oh please if my father was alive i am sure he would vote radical again now that ireland is all right and as it is the glass over our front door was broken last election and freddy is sure it was the tories but mother says nonsense a tramp,Lucy,['Miss Lavish']
Q109,shameful a manufacturing district i suppose,Miss Lavish,['Lucy']
Q110,no in the surrey hills about five miles from dorking looking over the weald,Lucy,['Miss Lavish']
Q111,what a delightful part i know it so well it is full of the very nicest people do you know sir harry otway a radical if ever there was,Miss Lavish,['Lucy']
Q112,very well indeed,Lucy,['Miss Lavish']
Q113,and old mrs butterworth the philanthropist,Miss Lavish,['Lucy']
Q114,why she rents a field of us how funny,Lucy,['Miss Lavish']
Q115,oh you have property in surrey,Miss Lavish,['Lucy']
Q116,hardly any only thirty acres just the garden all downhill and some fields,Lucy,['Miss Lavish']
Q117,bless us bless us and save us we ve lost the way,Miss Lavish,['Lucy']
Q118,lost lost my dear miss lucy during our political diatribes we have taken a wrong turning how those horrid conservatives would jeer at us what are we to do two lone females in an unknown town now this is what i call an adventure,Miss Lavish,['Lucy']
Q119,oh but that is the word of a craven and no you are not not not to look at your baedeker give it to me i shan t let you carry it we will simply drift,Miss Lavish,['Lucy']
Q120,stop a minute let those two people go on or i shall have to speak to them i do detest conventional intercourse nasty they are going into the church too oh the britisher abroad,Miss Lavish,['Lucy']
Q121,we sat opposite them at dinner last night they have given us their rooms they were so very kind,Lucy,['Miss Lavish']
Q122,look at their figures they walk through my italy like a pair of cows it s very naughty of me but i would like to set an examination paper at dover and turn back every tourist who couldn t pass it,Miss Lavish,['Lucy']
Q123,what would you ask us,Lucy,['Miss Lavish']
Q124,there goes my local colour box i must have a word with him,Miss Lavish,['Lucy']
Q125,hateful bishop hard in life hard in death go out into the sunshine little boy and kiss your hand to the sun for that is where you ought to be intolerable bishop,Mr. Emerson,"['Lucy', 'George Emerson']"
Q126,look at him here s a mess a baby hurt cold and frightened but what else can you expect from a church,Mr. Emerson,"['Lucy', 'George Emerson']"
Q127,you are a clever woman you have done more than all the relics in the world i am not of your creed but i do believe in those who make their fellow creatures happy there is no scheme of the universe,Mr. Emerson,"['Lucy', 'George Emerson', 'Italian Lady']"
Q128,niente,Italian Lady,"['Lucy', 'George Emerson', 'Mr. Emerson']"
Q129,i m not sure she understands english,Lucy,"['Mr. Emerson', 'George Emerson']"
Q130,that woman understands everything but what are you doing here are you doing the church are you through with the church,Mr. Emerson,"['Lucy', 'George Emerson']"
Q131,no i came here with miss lavish who was to explain everything and just by the door it is too bad she simply ran away and after waiting quite a time i had to come in by myself,Lucy,"['Mr. Emerson', 'George Emerson']"
Q132,why shouldn t you,Mr. Emerson,"['Lucy', 'George Emerson']"
Q133,yes why shouldn t you come by yourself,George Emerson,"['Mr. Emerson', 'Lucy']"
Q134,but miss lavish has even taken away baedeker,Lucy,"['Mr. Emerson', 'George Emerson']"
Q135,baedeker i m glad it s that you minded it s worth minding the loss of a baedeker that s worth minding,Mr. Emerson,"['Lucy', 'George Emerson']"
Q136,if you ve no baedeker you d better join us,George Emerson,"['Mr. Emerson', 'Lucy']"
Q137,thank you very much but i could not think of that i hope you do not suppose that i came to join on to you i really came to help with the child and to thank you for so kindly giving us your rooms last night i hope that you have not been put to any great inconvenience,Lucy,"['Mr. Emerson', 'George Emerson']"
Q138,my dear i think that you are repeating what you have heard older people say you are pretending to be touchy but you are not really stop being so tiresome and tell me instead what part of the church you want to see to take you to it will be a real pleasure,Mr. Emerson,"['Lucy', 'George Emerson']"
Q139,i am not touchy i hope it is the giottos that i want to see if you will kindly tell me which they are,Lucy,"['Mr. Emerson', 'George Emerson']"
Q140,remember the facts about this church of santa croce how it was built by faith in the full fervour of medievalism before any taint of the renaissance had appeared observe how giotto in these frescoes now unhappily ruined by restoration is untroubled by the snares of anatomy and perspective could anything be more majestic more pathetic beautiful true how little we feel avails knowledge and technical cleverness against a man who truly feels,George Emerson,"['Mr. Emerson', 'Lucy']"
Q141,no remember nothing of the sort built by faith indeed that simply means the workmen weren t paid properly and as for the frescoes i see no truth in them look at that fat man in blue he must weigh as much as i do and he is shooting into the sky like an air balloon,Mr. Emerson,"['Lucy', 'George Emerson']"
Q142,now did this happen or didn t it yes or no,Mr. Emerson,"['Lucy', 'George Emerson']"
Q143,it happened like this if it happened at all i would rather go up to heaven by myself than be pushed by cherubs and if i got there i should like my friends to lean out of it just as they do here,George Emerson,"['Mr. Emerson', 'Lucy']"
Q144,you will never go up you and i dear boy will lie at peace in the earth that bore us and our names will disappear as surely as our work survives,Mr. Emerson,"['Lucy', 'George Emerson']"
Q145,some of the people can only see the empty grave not the saint whoever he is going up it did happen like that if it happened at all,George Emerson,"['Mr. Emerson', 'Lucy']"
Q146,pardon me the chapel is somewhat small for two parties we will incommode you no longer,Rev. Cuthbert Eager,"['Lucy', 'George Emerson', 'Mr. Emerson']"
Q147,stop there s plenty of room for us all stop,Mr. Emerson,"['Lucy', 'George Emerson', 'Rev. Cuthbert Eager', 'Miss Catherine Alan']"
Q148,george i do believe that clergyman is the brixton curate,Mr. Emerson,"['Lucy', 'George Emerson']"
Q149,perhaps he is i don t remember,George Emerson,"['Mr. Emerson', 'Lucy']"
Q150,then i had better speak to him and remind him who i am it s that mr eager why did he go did we talk too loud how vexatious i shall go and say we are sorry hadn t i better then perhaps he will come back,Mr. Emerson,"['Lucy', 'George Emerson']"
Q151,he will not come back,George Emerson,"['Mr. Emerson', 'Lucy']"
Q152,my father has that effect on nearly everyone he will try to be kind,George Emerson,['Lucy']
Q153,i hope we all try,Lucy,['George Emerson']
Q154,because we think it improves our characters but he is kind to people because he loves them and they find him out and are offended or frightened,George Emerson,['Lucy']
Q155,how silly of them i think that a kind action done tactfully,Lucy,['George Emerson']
Q156,tact,George Emerson,['Lucy']
Q157,were you snubbed,George Emerson,"['Mr. Emerson', 'Lucy']"
Q158,but we have spoilt the pleasure of i don t know how many people they won t come back,Mr. Emerson,"['Lucy', 'George Emerson']"
Q159,full of innate sympathy quickness to perceive good in others vision of the brotherhood of man,Rev. Cuthbert Eager,['Miss Catherine Alan']
Q160,don t let us spoil yours have you looked at those saints,Mr. Emerson,"['Lucy', 'George Emerson']"
Q161,yes they are lovely do you know which is the tombstone that is praised in ruskin,Lucy,"['Mr. Emerson', 'George Emerson']"
Q162,why will he look at that fresco i saw nothing in it,Mr. Emerson,['Lucy']
Q163,i like giotto it is so wonderful what they say about his tactile values though i like things like the della robbia babies better,Lucy,['Mr. Emerson']
Q164,so you ought a baby is worth a dozen saints and my baby s worth the whole of paradise and as far as i can see he lives in hell,Mr. Emerson,['Lucy']
Q165,in hell he s unhappy,Mr. Emerson,['Lucy']
Q166,oh dear,Lucy,['Mr. Emerson']
Q167,how can he be unhappy when he is strong and alive what more is one to give him and think how he has been brought up free from all the superstition and ignorance that lead men to hate one another in the name of god with such an education as that i thought he was bound to grow up happy,Mr. Emerson,['Lucy']
Q168,what are we to do with him he comes out for his holiday to italy and behaves like that like the little child who ought to have been playing and who hurt himself upon the tombstone eh what did you say,Mr. Emerson,['Lucy']
Q169,now don t be stupid over this i don t require you to fall in love with my boy but i do think you might try and understand him you are nearer his age and if you let yourself go i am sure you are sensible you might help me he has known so few women and you have the time you stop here several weeks i suppose but let yourself go you are inclined to get muddled if i may judge from last night let yourself go pull out from the depths those thoughts that you do not understand and spread them out in the sunlight and know the meaning of them by understanding george you may learn to understand yourself it will be good for both of you,Mr. Emerson,['Lucy']
Q170,i only know what it is that s wrong with him not why it is,Mr. Emerson,['Lucy']
Q171,and what is it,Lucy,['Mr. Emerson']
Q172,the old trouble things won t fit,Mr. Emerson,['Lucy']
Q173,what things,Lucy,['Mr. Emerson']
Q174,the things of the universe it is quite true they don t,Mr. Emerson,['Lucy']
Q175,oh mr emerson whatever do you mean,Lucy,['Mr. Emerson']
Q176,george and i both know this but why does it distress him we know that we come from the winds and that we shall return to them that all life is perhaps a knot a tangle a blemish in the eternal smoothness but why should this make us unhappy let us rather love one another and work and rejoice i don t believe in this world sorrow,Mr. Emerson,['Lucy']
Q177,then make my boy think like us make him realize that by the side of the everlasting why there is a yes a transitory yes if you like but a yes,Mr. Emerson,['Lucy']
Q178,i m very sorry you ll think me unfeeling but but,Lucy,['Mr. Emerson']
Q179,oh but your son wants employment has he no particular hobby why i myself have worries but i can generally forget them at the piano and collecting stamps did no end of good for my brother perhaps italy bores him you ought to try the alps or the lakes,Lucy,[]
Q180,miss bartlett,George Emerson,"['Mr. Emerson', 'Lucy']"
Q181,oh good gracious me where where,Lucy,"['Mr. Emerson', 'George Emerson']"
Q182,in the nave,George Emerson,"['Mr. Emerson', 'Lucy']"
Q183,i see those gossiping little miss alans must have,Lucy,"['Mr. Emerson', 'George Emerson']"
Q184,poor girl poor girl,Mr. Emerson,"['Lucy', 'George Emerson']"
Q185,poor girl i fail to understand the point of that remark i think myself a very fortunate girl i assure you i m thoroughly happy and having a splendid time pray don t waste time mourning over me there s enough sorrow in the world isn t there without trying to invent it good bye thank you both so much for all your kindness ah yes there does come my cousin a delightful morning santa croce is a wonderful church,Lucy,"['Mr. Emerson', 'George Emerson']"
Q186,who is she,Mr. Beebe,['The Vicar']
Q187,cousin of one of my parishioners i do not consider her choice of a piece happy beethoven is so usually simple and direct in his appeal that it is sheer perversity to choose a thing like that which if anything disturbs,The Vicar,['Mr. Beebe']
Q188,introduce me,Mr. Beebe,['The Vicar']
Q189,she will be delighted she and miss bartlett are full of the praises of your sermon,The Vicar,['Mr. Beebe']
Q190,my sermon why ever did she listen to it,Mr. Beebe,['The Vicar']
Q191,if miss honeychurch ever takes to live as she plays it will be very exciting both for us and for her,Mr. Beebe,[]
Q192,oh what a funny thing some one said just the same to mother and she said she trusted i should never live a duet,Lucy,['Mr. Beebe']
Q193,doesn t mrs honeychurch like music,Mr. Beebe,['Lucy']
Q194,she doesn t mind it but she doesn t like one to get excited over anything she thinks i am silly about it she thinks i can t make out once you know i said that i liked my own playing better than any one s she has never got over it of course i didn t mean that i played well i only meant,Lucy,['Mr. Beebe']
Q195,of course,Mr. Beebe,['Lucy']
Q196,music,Lucy,['Mr. Beebe']
Q197,what about music,Mr. Beebe,['Lucy']
Q198,poor charlotte will be sopped,Lucy,['Mr. Beebe']
Q199,miss lavish has led your cousin astray she hopes to find the true italy in the wet i believe,Mr. Beebe,['Lucy']
Q200,miss lavish is so original,Lucy,['Mr. Beebe']
Q201,is it true that miss lavish is writing a book,Lucy,['Mr. Beebe']
Q202,they do say so,Mr. Beebe,['Lucy']
Q203,what is it about,Lucy,['Mr. Beebe']
Q204,it will be a novel dealing with modern italy let me refer you for an account to miss catharine alan who uses words herself more admirably than any one i know,Mr. Beebe,['Lucy']
Q205,i wish miss lavish would tell me herself we started such friends but i don t think she ought to have run away with baedeker that morning in santa croce charlotte was most annoyed at finding me practically alone and so i couldn t help being a little annoyed with miss lavish,Lucy,['Mr. Beebe']
Q206,the two ladies at all events have made it up,Mr. Beebe,['Lucy']
Q207,oh dear miss honeychurch you will catch a chill and mr beebe here besides who would suppose this is italy there is my sister actually nursing the hot water can no comforts or proper provisions,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']"
Q208,i could hear your beautiful playing miss honeychurch though i was in my room with the door shut doors shut indeed most necessary no one has the least idea of privacy in this country and one person catches it from another,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']"
Q209,fa niente sono vecchia,The Chambermaid,['Mr. Beebe']
Q210,i quite agree with you miss alan the italians are a most unpleasant people they pry everywhere they see everything and they know what we want before we know it ourselves we are at their mercy they read our thoughts they foretell our desires from the cab driver down to to giotto they turn us inside out and i resent it yet in their heart of hearts they are how superficial they have no conception of the intellectual life how right is signora bertolini who exclaimed to me the other day,Mr. Beebe,"['Lucy', 'Miss Catherine Alan']"
Q211,that belongs to lavish a good fellow lavish but i wish she d start a pipe,Mr. Beebe,"['Lucy', 'Miss Catherine Alan']"
Q212,oh mr beebe indeed though it is dreadful for her to smoke it is not quite as dreadful as you suppose she took to it practically in despair after her life s work was carried away in a landslip surely that makes it more excusable,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']"
Q213,what was that,Lucy,"['Mr. Beebe', 'Miss Catherine Alan']"
Q214,it was a novel and i am afraid from what i can gather not a very nice novel it is so sad when people who have abilities misuse them and i must say they nearly always do anyhow she left it almost finished in the grotto of the calvary at the capuccini hotel at amalfi while she went for a little ink she said but you know what italians are and meanwhile the grotto fell roaring on to the beach and the saddest thing of all is that she cannot remember what she has written the poor thing was very ill after it and so got tempted into cigarettes it is a great secret but i am glad to say that she is writing another novel she told teresa and miss pole the other day that she had got up all the local colour this novel is to be about modern italy the other was historical but that she could not start till she had an idea first she tried perugia for an inspiration then she came here this must on no account get round and so cheerful through it all i cannot help thinking that there is something to admire in everyone even if you do not approve of them,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']"
Q215,all the same she is a little too i hardly like to say unwomanly but she behaved most strangely when the emersons arrived,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']"
Q216,i don t know miss honeychurch if you have noticed that miss pole the lady who has so much yellow hair takes lemonade that old mr emerson who puts things very strangely,Miss Catherine Alan,"['Lucy', 'Mr. Beebe']"
Q217,stomach he warned miss pole of her stomach acidity he called it and he may have meant to be kind i must say i forgot myself and laughed it was so sudden as teresa truly said it was no laughing matter but the point is that miss lavish was positively attracted by his mentioning s and said she liked plain speaking and meeting different grades of thought she thought they were commercial travellers was the word she used and all through dinner she tried to prove that england our great and beloved country rests on nothing but commerce teresa was very much annoyed and left the table before the cheese saying as she did so and pointed to that beautiful picture of lord tennyson then miss lavish said just imagine tut the early victorians my sister had gone and i felt bound to speak i said it was horrible speaking i reminded her how the queen had been to ireland when she did not want to go and i must say she was dumbfounded and made no reply but unluckily mr emerson overheard this part and called in his deep voice the woman i tell things so badly but you see what a tangle we were in by this time all on account of s having been mentioned in the first place but that was not all after dinner miss lavish actually came up and said needless to say i refused such an unsuitable invitation and she had the impertinence to tell me that it would broaden my ideas and said that she had four brothers all university men except one who was in the army who always made a point of talking to commercial travellers,Miss Catherine Alan,['Lucy']
Q218,let me finish the story,Mr. Beebe,"['Lucy', 'Miss Catherine Alan']"
Q219,miss lavish tried miss pole myself everyone and finally said,Mr. Beebe,"['Lucy', 'Miss Catherine Alan']"
Q220,she went at the end of five minutes she returned unobtrusively with a green baize board and began playing patience,Mr. Beebe,"['Lucy', 'Miss Catherine Alan']"
Q221,whatever happened,Lucy,"['Mr. Beebe', 'Miss Catherine Alan']"
