quoteID,quoteText,quoteBy,quoteTo
Q14,Impossible No French soldier would fire at a child,Marqis De Griers,"['The General', 'Mr. Astley', 'Alexis Ivanovitch']"
Q15,Nevertheless the incident was as I say A very respected ex captain told me the story and I myself could see the scar left on his cheek,Alexis Ivanovitch,"['The General', 'Marqis De Griers', 'Mr. Astley']"
Q16,Come what may I must have money And get it somehow I will otherwise I shall be ruined,Polina Alexandrovna,['Alexis Ivanovitch']
Q17,Nothing except that two pieces of news have reached us from St Petersburg In the first place my grandmother is very ill and unlikely to last another couple of days We had this from Timothy Petrovitch himself and he is a reliable person Every moment we are expecting to receive news of the end,Polina Alexandrovna,['Alexis Ivanovitch']
Q18,All of you are on the tiptoe of expectation,Alexis Ivanovitch,['Polina Alexandrovna']
Q19,Of course all of us and every minute of the day For a year and a half now we have been looking for this,Polina Alexandrovna,['Alexis Ivanovitch']
Q20,Looking for it,Alexis Ivanovitch,['Polina Alexandrovna']
Q21,Yes looking for it I am not her blood relation you know I am merely the General s step daughter Yet I am certain that the old lady has remembered me in her will,Polina Alexandrovna,['Alexis Ivanovitch']
Q22,Yes I believe that you will come in for a good deal,Alexis Ivanovitch,['Polina Alexandrovna']
Q23,Yes for she is fond of me But how come you to think so,Polina Alexandrovna,['Alexis Ivanovitch']
Q24,That Marquis of yours is he also familiar with your family secrets,Alexis Ivanovitch,['Polina Alexandrovna']
Q25,And why are you yourself so interested in them,Polina Alexandrovna,['Alexis Ivanovitch']
Q26,Never mind If I am not mistaken the General has succeeded in borrowing money of the Marquis,Alexis Ivanovitch,['Polina Alexandrovna']
Q27,It may be so,Polina Alexandrovna,['Alexis Ivanovitch']
Q28,Is it likely that the Marquis would have lent the money if he had not known something or other about your grandmother Did you notice too that three times during luncheon when speaking of her he called her La Baboulenka,Alexis Ivanovitch,['Polina Alexandrovna']
Q29,What loving friendly behaviour to be sure,Alexis Ivanovitch,['Polina Alexandrovna']
Q30,Yes that is true As soon as ever he learnt that I was likely to inherit something from her he began to pay me his addresses I thought you ought to know that,Polina Alexandrovna,['Alexis Ivanovitch']
Q31,Then he has only just begun his courting Why I thought he had been doing so a long while,Alexis Ivanovitch,['Polina Alexandrovna']
Q32,You know he has not But where on earth did you pick up this Englishman,Polina Alexandrovna,['Alexis Ivanovitch']
Q33,I knew you would ask about him,Alexis Ivanovitch,['Polina Alexandrovna']
Q34,He is very shy and susceptible Also he is in love with you,Alexis Ivanovitch,['Polina Alexandrovna']
Q35,Yes he is in love with me,Polina Alexandrovna,['Alexis Ivanovitch']
Q36,And he is ten times richer than the Frenchman In fact what does the Frenchman possess To me it seems at least doubtful that he possesses anything at all,Alexis Ivanovitch,['Polina Alexandrovna']
Q37,Oh no there is no doubt about it He does possess some ch teau or other Last night the General told me that for certain Now are you satisfied,Polina Alexandrovna,['Alexis Ivanovitch']
Q38,Nevertheless in your place I should marry the Englishman,Alexis Ivanovitch,['Polina Alexandrovna']
Q39,And why,Polina Alexandrovna,['Alexis Ivanovitch']
Q40,Because though the Frenchman is the handsomer of the two he is also the baser whereas the Englishman is not only a man of honour but ten times the wealthier of the pair,Alexis Ivanovitch,['Polina Alexandrovna']
Q41,Yes But then the Frenchman is a marquis and the cleverer of the two,Polina Alexandrovna,['Alexis Ivanovitch']
Q42,Is that so,Alexis Ivanovitch,['Polina Alexandrovna']
Q43,Yes absolutely,Polina Alexandrovna,['Alexis Ivanovitch']
Q44,It amuses me to see you grow angry However inasmuch as I allow you to indulge in these questions and conjectures you ought to pay me something for the privilege,Polina Alexandrovna,['Alexis Ivanovitch']
Q45,I consider that I have a perfect right to put these questions to you for the reason that I am ready to pay for them and also care little what becomes of me,Alexis Ivanovitch,['Polina Alexandrovna']
Q46,Last time you told me when on the Shlangenberg that at a word from me you would be ready to jump down a thousand feet into the abyss Some day I may remind you of that saying in order to see if you will be as good as your word Yes you may depend upon it that I shall do so I hate you because I have allowed you to go to such lengths and I also hate you and still more because you are so necessary to me For the time being I want you so I must keep you,Polina Alexandrovna,['Alexis Ivanovitch']
Q47,May I ask you who is this Mlle Blanche,Alexis Ivanovitch,['Polina Alexandrovna']
Q48,You know who she is just Mlle Blanche Nothing further has transpired Probably she will soon be Madame General that is to say if the rumours that Grandmamma is nearing her end should prove true Mlle Blanche with her mother and her cousin the Marquis know very well that as things now stand we are ruined,Polina Alexandrovna,['Alexis Ivanovitch']
Q49,And is the General at last in love,Alexis Ivanovitch,['Polina Alexandrovna']
Q50,That has nothing to do with it Listen to me Take these 700 florins and go and play roulette with them Win as much for me as you can for I am badly in need of money,Polina Alexandrovna,['Alexis Ivanovitch']
Q51,Do I or do I not love her,Alexis Ivanovitch,['Alexis Ivanovitch']
Q52,And even if you were to win much I should be compromised Of course I have no right to order your actions but you yourself will agree that,The General,['Alexis Ivanovitch']
Q53,Why not,Polina Alexandrovna,['Alexis Ivanovitch']
Q54,Because I wish to play for myself That is my sole reason,Alexis Ivanovitch,['Polina Alexandrovna']
Q55,Then are you so certain that your roulette playing will get us out of our difficulties,Polina Alexandrovna,['Alexis Ivanovitch']
Q56,Yes,Alexis Ivanovitch,['Polina Alexandrovna']
Q57,Possibly my certainty about winning may seem to you ridiculous yet pray leave me in peace,Alexis Ivanovitch,['Polina Alexandrovna']
Q58,I am not unwilling so to do but in all probability I should lose,Alexis Ivanovitch,['Polina Alexandrovna']
Q59,Well absurd though it be I place great hopes on your playing of roulette wherefore you ought to play as my partner and on equal shares wherefore of course you will do as I wish,Polina Alexandrovna,['Alexis Ivanovitch']
Q60,That Mlle Blanche Well I have seen a good many women like her,Mr. Astley,['Alexis Ivanovitch']
Q61,It is so,Mr. Astley,['Alexis Ivanovitch']
Q62,Does Mlle Polina like flowers,Mr. Astley,['Alexis Ivanovitch']
Q63,I really cannot say,Alexis Ivanovitch,['Mr. Astley']
Q64,What You cannot say,Mr. Astley,['Alexis Ivanovitch']
Q65,No I have never noticed whether she does so or not,Alexis Ivanovitch,['Mr. Astley']
Q66,Hm Then I have an idea in my mind,Mr. Astley,['Alexis Ivanovitch']
Q67,At all events she in her turn has promised to give me an explanation to night and to reveal to me something or another,Alexis Ivanovitch,['Alexis Ivanovitch']
Q68,a man ought to go more carefully,Marqis De Griers,"['The General', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q69,though a great many Russians go in for gambling they are no good at the game,Marqis De Griers,"['The General', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q70,I think that roulette was devised specially for Russians,Alexis Ivanovitch,"['The General', 'Marqis De Griers', 'Polina Alexandrovna']"
Q71,Upon what do you base your opinion,Marqis De Griers,"['The General', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q72,Upon the fact that to the virtues and merits of the civilised Westerner there has become historically added though this is not his chief point a capacity for acquiring capital whereas not only is the Russian incapable of acquiring capital but also he exhausts it wantonly and of sheer folly None the less we Russians often need money wherefore we are glad of and greatly devoted to a method of acquisition like roulette whereby in a couple of hours one may grow rich without doing any work This method I repeat has a great attraction for us but since we play in wanton fashion and without taking any trouble we almost invariably lose,Alexis Ivanovitch,"['The General', 'Marqis De Griers', 'Polina Alexandrovna']"
Q73,To a certain extent that is true,Marqis De Griers,"['The General', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q74,Oh no it is not true,The General,"['Marqis De Griers', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q75,And you you ought to be ashamed of yourself for traducing your own country,The General,"['Marqis De Griers', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q76,I beg pardon Yet it would be difficult to say which is the worst of the two Russian ineptitude or the German method of growing rich through honest toil,Alexis Ivanovitch,"['The General', 'Marqis De Griers', 'Polina Alexandrovna']"
Q77,What an extraordinary idea,The General,"['Marqis De Griers', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q78,And what a Russian idea,Marqis De Griers,"['The General', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q79,I would rather live a wandering life in tents than bow the knee to a German idol,Alexis Ivanovitch,"['The General', 'Marqis De Griers', 'Polina Alexandrovna']"
Q80,To what idol,The General,"['Marqis De Griers', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q81,To the German method of heaping up riches I have not been here very long but I can tell you that what I have seen and verified makes my Tartar blood boil Good Lord I wish for no virtues of that kind Yesterday I went for a walk of about ten versts and everywhere I found that things were even as we read of them in good German picture books that every house has its Vater who is horribly beneficent and extraordinarily honourable So honourable is he that it is dreadful to have anything to do with him and I cannot bear people of that sort Each such Vater has his family and in the evenings they read improving books aloud Over their roof trees there murmur elms and chestnuts the sun has sunk to his rest a stork is roosting on the gable and all is beautifully poetic and touching Do not be angry General Let me tell you something that is even more touching than that I can remember how of an evening my own father now dead used to sit under the lime trees in his little garden and to read books aloud to myself and my mother Yes I know how things ought to be done Yet every German family is bound to slavery and to submission to its Vater They work like oxen and amass wealth like Jews Suppose the Vater has put by a certain number of g lden which he hands over to his eldest son in order that the said son may acquire a trade or a small plot of land Well one result is to deprive the daughter of a dowry and so leave her among the unwedded For the same reason the parents will have to sell the younger son into bondage or the ranks of the army in order that he may earn more towards the family capital Yes such things ARE done for I have been making inquiries on the subject It is all done out of sheer rectitude out of a rectitude which is magnified to the point of the younger son believing that he has been rightly sold and that it is simply idyllic for the victim to rejoice when he is made over into pledge What more have I to tell Well this that matters bear just as hardly upon the eldest son Perhaps he has his Gretchen to whom his heart is bound but he cannot marry her for the reason that he has not yet amassed sufficient g lden So the pair wait on in a mood of sincere and virtuous expectation and smilingly deposit themselves in pawn the while Gretchen s cheeks grow sunken and she begins to wither until at last after some twenty years their substance has multiplied and sufficient g lden have been honourably and virtuously accumulated Then the Vater blesses his forty year old heir and the thirty five year old Gretchen with the sunken bosom and the scarlet nose after which he bursts into tears reads the pair a lesson on morality and dies In turn the eldest son becomes a virtuous Vater and the old story begins again In fifty or sixty years time the grandson of the original Vater will have amassed a considerable sum and that sum he will hand over to his son and the latter to his son and so on for several generations until at length there will issue a Baron Rothschild or a Hoppe and Company or the devil knows what Is it not a beautiful spectacle the spectacle of a century or two of inherited labour patience intellect rectitude character perseverance and calculation with a stork sitting on the roof above it all What is more they think there can never be anything better than this wherefore from their point of view they begin to judge the rest of the world and to censure all who are at fault that is to say who are not exactly like themselves Yes there you have it in a nutshell For my own part I would rather grow fat after the Russian manner or squander my whole substance at roulette I have no wish to be Hoppe and Company at the end of five generations I want the money for myself for in no way do I look upon my personality as necessary to or meet to be given over to capital I may be wrong but there you have it Those are my views,Alexis Ivanovitch,"['The General', 'Marqis De Griers', 'Polina Alexandrovna']"
Q82,How far you may be right in what you have said I do not know but I do know that you are becoming an insufferable far eur whenever you are given the least chance,The General,"['Marqis De Griers', 'Polina Alexandrovna', 'Alexis Ivanovitch']"
Q83,Because he is a brute,Polina Alexandrovna,['Alexis Ivanovitch']
Q84,Have you noticed too that today he is by no means on good terms with the General,Alexis Ivanovitch,['Polina Alexandrovna']
Q85,Yes and I suppose you want to know why You are aware are you not that the General is mortgaged to the Marquis with all his property Consequently if the General s mother does not die the Frenchman will become the absolute possessor of everything which he now holds only in pledge,Polina Alexandrovna,['Alexis Ivanovitch']
Q86,Then it is really the case that everything is mortgaged I have heard rumours to that effect but was unaware how far they might be true,Alexis Ivanovitch,['Polina Alexandrovna']
Q87,Yes they are true What then,Polina Alexandrovna,['Alexis Ivanovitch']
Q88,Why it will be a case of Farewell Mlle Blanche for in such an event she would never become Madame General Do you know I believe the old man is so much in love with her that he will shoot himself if she should throw him over At his age it is a dangerous thing to fall in love,Alexis Ivanovitch,['Polina Alexandrovna']
Q89,Yes something I believe will happen to him,Polina Alexandrovna,['Alexis Ivanovitch']
Q90,And what a fine thing it all is Could anything be more abominable than the way in which she has agreed to marry for money alone Not one of the decencies has been observed the whole affair has taken place without the least ceremony And as for the grandmother what could be more comical yet more dastardly than the sending of telegram after telegram to know if she is dead What do you think of it Polina Alexandrovna,Alexis Ivanovitch,['Polina Alexandrovna']
Q91,Yes it is very horrible Consequently I am the more surprised that you should be so cheerful What are you so pleased about About the fact that you have gone and lost my money,Polina Alexandrovna,['Alexis Ivanovitch']
Q92,What The money that you gave me to lose I told you I should never win for other people least of all for you I obeyed you simply because you ordered me to but you must not blame me for the result I warned you that no good would ever come of it You seem much depressed at having lost your money Why do you need it so greatly,Alexis Ivanovitch,['Polina Alexandrovna']
Q93,Why do you ask me these questions,Polina Alexandrovna,['Alexis Ivanovitch']
Q94,Because you promised to explain matters to me Listen I am certain that as soon as ever I begin to play for myself and I still have 120 g lden left I shall win You can then take of me what you require,Alexis Ivanovitch,['Polina Alexandrovna']
Q95,You must not be angry with me for making such a proposal I am so conscious of being only a nonentity in your eyes that you need not mind accepting money from me A gift from me could not possibly offend you Moreover it was I who lost your g lden,Alexis Ivanovitch,['Polina Alexandrovna']
Q96,My affairs cannot possibly interest you Still if you do wish to know I am in debt I borrowed some money and must pay it back again I have a curious senseless idea that I am bound to win at the gaming tables Why I think so I cannot tell but I do think so and with some assurance Perhaps it is because of that assurance that I now find myself without any other resource,Polina Alexandrovna,['Alexis Ivanovitch']
Q97,Or perhaps it is because it is so necessary for you to win It is like a drowning man catching at a straw You yourself will agree that unless he were drowning he would not mistake a straw for the trunk of a tree,Alexis Ivanovitch,['Polina Alexandrovna']
Q98,What Do not you also hope something from it Did you not tell me again and again two weeks ago that you were certain of winning at roulette if you played here And did you not ask me not to consider you a fool for doing so Were you joking You cannot have been for I remember that you spoke with a gravity which forbade the idea of your jesting,Polina Alexandrovna,['Alexis Ivanovitch']
Q99,True I always felt certain that I should win Indeed what you say makes me ask myself Why have my absurd senseless losses of today raised a doubt in my mind Yet I am still positive that so soon as ever I begin to play for myself I shall infallibly win,Alexis Ivanovitch,['Polina Alexandrovna']
Q100,And why are you so certain,Polina Alexandrovna,['Alexis Ivanovitch']
Q101,To tell the truth I do not know I only know that I must win that it is the one resource I have left Yes why do I feel so assured on the point,Alexis Ivanovitch,['Polina Alexandrovna']
Q102,Perhaps because one cannot help winning if one is fanatically certain of doing so,Polina Alexandrovna,['Alexis Ivanovitch']
Q103,Yet I dare wager that you do not think me capable of serious feeling in the matter,Alexis Ivanovitch,['Polina Alexandrovna']
Q104,I do not care whether you are so or not Well since you ask me I do doubt your ability to take anything seriously You are capable of worrying but not deeply You are too ill regulated and unsettled a person for that But why do you want money Not a single one of the reasons which you have given can be looked upon as serious,Polina Alexandrovna,['Alexis Ivanovitch']
Q105,By the way you say you want to pay off a debt It must be a large one Is it to the Frenchman,Alexis Ivanovitch,['Polina Alexandrovna']
Q106,What do you mean by asking all these questions You are very clever today Surely you are not drunk,Polina Alexandrovna,['Alexis Ivanovitch']
Q107,You know that you and I stand on no ceremony and that sometimes I put to you very plain questions I repeat that I am your slave and slaves cannot be shamed or offended,Alexis Ivanovitch,['Polina Alexandrovna']
Q108,You talk like a child It is always possible to comport oneself with dignity If one has a quarrel it ought to elevate rather than to degrade one,Polina Alexandrovna,['Alexis Ivanovitch']
Q109,A maxim straight from the copybook Suppose I cannot comport myself with dignity By that I mean that though I am a man of self respect I am unable to carry off a situation properly Do you know the reason It is because we Russians are too richly and multifariously gifted to be able at once to find the proper mode of expression It is all a question of mode Most of us are so bounteously endowed with intellect as to require also a spice of genius to choose the right form of behaviour And genius is lacking in us for the reason that so little genius at all exists It belongs only to the French though a few other Europeans have elaborated their forms so well as to be able to figure with extreme dignity and yet be wholly undignified persons That is why with us the mode is so all important The Frenchman may receive an insult a real a venomous insult yet he will not so much as frown But a tweaking of the nose he cannot bear for the reason that such an act is an infringement of the accepted of the time hallowed order of decorum That is why our good ladies are so fond of Frenchmen the Frenchman s manners they say are perfect But in my opinion there is no such thing as a Frenchman s manners The Frenchman is only a bird the coq gaulois At the same time as I am not a woman I do not properly understand the question Cocks may be excellent birds If I am wrong you must stop me You ought to stop and correct me more often when I am speaking to you for I am too apt to say everything that is in my head,Alexis Ivanovitch,['Polina Alexandrovna']
Q110,You see I have lost my manners I agree that I have none nor yet any dignity I will tell you why I set no store upon such things Everything in me has undergone a cheek You know the reason I have not a single human thought in my head For a long while I have been ignorant of what is going on in the world here or in Russia I have been to Dresden yet am completely in the dark as to what Dresden is like You know the cause of my obsession I have no hope now and am a mere cipher in your eyes wherefore I tell you outright that wherever I go I see only you all the rest is a matter of indifference,Alexis Ivanovitch,['Polina Alexandrovna']
Q111,Why or how I have come to love you I do not know It may be that you are not altogether fair to look upon Do you know I am ignorant even as to what your face is like In all probability too your heart is not comely and it is possible that your mind is wholly ignoble,Alexis Ivanovitch,['Polina Alexandrovna']
Q112,And because you do not believe in my nobility of soul you think to purchase me with money,Polina Alexandrovna,['Alexis Ivanovitch']
Q113,When have I thought to do so,Alexis Ivanovitch,['Polina Alexandrovna']
Q114,You are losing the thread of the argument If you do not wish to purchase me at all events you wish to purchase my respect,Polina Alexandrovna,['Alexis Ivanovitch']
Q115,Not at all I have told you that I find it difficult to explain myself You are hard upon me Do not be angry at my chattering You know why you ought not to be angry with me that I am simply an imbecile However I do not mind if you are angry Sitting in my room I need but to think of you to imagine to myself the rustle of your dress and at once I fall almost to biting my hands Why should you be angry with me Because I call myself your slave Revel I pray you in my slavery revel in it Do you know that sometimes I could kill you not because I do not love you or am jealous of you but because I feel as though I could simply devour you You are laughing,Alexis Ivanovitch,['Polina Alexandrovna']
Q116,No I am not But I order you nevertheless to be silent,Polina Alexandrovna,['Alexis Ivanovitch']
Q117,What rubbish,Polina Alexandrovna,['Alexis Ivanovitch']
Q118,I do not care Also do you know that it is not safe for us to take walks together Often I have a feeling that I should like to strike you to disfigure you to strangle you Are you certain that it will never come to that You are driving me to frenzy Am I afraid of a scandal or of your anger Why should I fear your anger I love without hope and know that hereafter I shall love you a thousand times more If ever I should kill you I should have to kill myself too But I shall put off doing so as long as possible for I wish to continue enjoying the unbearable pain which your coldness gives me Do you know a very strange thing It is that with every day my love for you increases though that would seem to be almost an impossibility Why should I not become a fatalist Remember how on the third day that we ascended the Shlangenberg I was moved to whisper in your ear Had you said it I should have leapt Do you not believe me,Alexis Ivanovitch,['Polina Alexandrovna']
Q119,What stupid rubbish,Polina Alexandrovna,['Alexis Ivanovitch']
Q120,I care not whether it be wise or stupid I only know that in your presence I must speak speak speak Therefore I am speaking I lose all conceit when I am with you and everything ceases to matter,Alexis Ivanovitch,['Polina Alexandrovna']
Q121,Why should I have wanted you to leap from the Shlangenberg That would have been of no use to me,Polina Alexandrovna,['Alexis Ivanovitch']
Q122,Splendid I know well that you must have used the words of no use in order to crush me I can see through you Of no use did you say Why to give pleasure is always of use and as for barbarous unlimited power even if it be only over a fly why it is a kind of luxury Man is a despot by nature and loves to torture You in particular love to do so,Alexis Ivanovitch,['Polina Alexandrovna']
Q123,Oh no Why so I believe you,Polina Alexandrovna,['Alexis Ivanovitch']
Q124,Surely you are not a coward,Polina Alexandrovna,['Alexis Ivanovitch']
Q125,I do not know Perhaps I am but I do not know I have long given up thinking about such things,Alexis Ivanovitch,['Polina Alexandrovna']
Q126,If I said to you Kill that man would you kill him,Polina Alexandrovna,['Alexis Ivanovitch']
Q127,Whom,Alexis Ivanovitch,['Polina Alexandrovna']
Q128,Whomsoever I wish,Polina Alexandrovna,['Alexis Ivanovitch']
Q129,The Frenchman,Alexis Ivanovitch,['Polina Alexandrovna']
Q130,Do not ask me questions return me answers I repeat whomsoever I wish I desire to see if you were speaking seriously just now,Polina Alexandrovna,['Alexis Ivanovitch']
Q131,Do you rather tell me what is going on here Why do you seem half afraid of me I can see for myself what is wrong You are the step daughter of a ruined and insensate man who is smitten with love for this devil of a Blanche And there is this Frenchman too with his mysterious influence over you Yet you actually ask me such a question If you do not tell me how things stand I shall have to put in my oar and do something Are you ashamed to be frank with me Are you shy of me,Alexis Ivanovitch,['Polina Alexandrovna']
Q132,I am not going to talk to you on that subject I have asked you a question and am waiting for an answer,Polina Alexandrovna,['Alexis Ivanovitch']
Q133,Well then I will kill whomsoever you wish But are you really going to bid me do such deeds,Alexis Ivanovitch,['Polina Alexandrovna']
Q134,Why should you think that I am going to let you off I shall bid you do it or else renounce me Could you ever do the latter No you know that you couldn t You would first kill whom I had bidden you and then kill me for having dared to send you away,Polina Alexandrovna,['Alexis Ivanovitch']
Q135,Do you see that fat Baroness It is the Baroness Burmergelm She arrived three days ago Just look at her husband that tall wizened Prussian there with the stick in his hand Do you remember how he stared at us the other day Well go to the Baroness take off your hat to her and say something in French,Polina Alexandrovna,['Alexis Ivanovitch']
Q136,Why,Alexis Ivanovitch,['Polina Alexandrovna']
Q137,Because you have sworn that you would leap from the Shlangenberg for my sake and that you would kill any one whom I might bid you kill Well instead of such murders and tragedies I wish only for a good laugh Go without answering me and let me see the Baron give you a sound thrashing with his stick,Polina Alexandrovna,['Alexis Ivanovitch']
Q138,Then you throw me out a challenge you think that I will not do it,Alexis Ivanovitch,['Polina Alexandrovna']
Q139,Yes I do challenge you Go for such is my will,Polina Alexandrovna,['Alexis Ivanovitch']
Q140,Then I will go however mad be your fancy Only look here shall you not be doing the General a great disservice as well as through him a great disservice to yourself It is not about myself I am worrying it is about you and the General Why for a mere fancy should I go and insult a woman,Alexis Ivanovitch,['Polina Alexandrovna']
Q141,Ah Then I can see that you are only a trifler Your eyes are swimming with blood but only because you have drunk a little too much at luncheon Do I not know that what I have asked you to do is foolish and wrong and that the General will be angry about it But I want to have a good laugh all the same I want that and nothing else Why should you insult a woman indeed Well you will be given a sound thrashing for so doing,Polina Alexandrovna,['Alexis Ivanovitch']
Q142,Madame la Baronne j ai l honneur d tre votre esclave,Alexis Ivanovitch,"['Baroness Burmergelm', 'The Baron']"
Q143,Hein,The Baron,"['Baroness Burmergelm', 'Alexis Ivanovitch']"
Q144,Hein,The Baron,"['Baroness Burmergelm', 'Alexis Ivanovitch']"
Q145,Ja wohl,Alexis Ivanovitch,"['Baroness Burmergelm', 'The Baron']"
Q146,Sind Sie rasend,The Baron,"['Baroness Burmergelm', 'Alexis Ivanovitch']"
Q147,Ja wo o ohl,Alexis Ivanovitch,"['Baroness Burmergelm', 'The Baron']"
Q148,I have perpetrated the the piece of idiocy,Alexis Ivanovitch,['Polina Alexandrovna']
Q149,Have you Then you can take the consequences,Polina Alexandrovna,['Alexis Ivanovitch']
Q150,My good sir may I ask you what this is that you have gone and done,The General,"['Marqis De Griers', 'Alexis Ivanovitch']"
Q151,I should be glad if we could come straight to the point Probably you are referring to my encounter of today with a German,Alexis Ivanovitch,"['The General', 'Marqis De Griers']"
Q152,With a German Why the German was the Baron Burmergelm a most important personage I hear that you have been rude both to him and to the Baroness,The General,"['Marqis De Griers', 'Alexis Ivanovitch']"
Q153,No I have not,Alexis Ivanovitch,"['The General', 'Marqis De Griers']"
Q154,But I understand that you simply terrified them my good sir,The General,"['Marqis De Griers', 'Alexis Ivanovitch']"
Q155,Not in the least You must know that when I was in Berlin I frequently used to hear the Berliners repeat and repellently prolong a certain phrase namely and happening to meet this couple in the carriage drive I found for some reason or another that this phrase suddenly recurred to my memory and exercised a rousing effect upon my spirits Moreover on the three previous occasions that I have met the Baroness she has walked towards me as though I were a worm which could easily be crushed with the foot Not unnaturally I too possess a measure of self respect wherefore on this occasion I took off my hat and said politely yes I assure you it was said politely Then the Baron turned round and said whereupon I felt moved to ejaculate in answer Twice I shouted it at him the first time in an ordinary tone and the second time with the greatest prolonging of the words of which I was capable That is all,Alexis Ivanovitch,"['The General', 'Marqis De Griers']"
Q156,You are only making fun of me,The General,"['Marqis De Griers', 'Alexis Ivanovitch']"
