merge_id,speaker,addressees,text_merged,first_turn_index,last_turn_index,source_quoteIDs
69,Alexis Ivanovitch,"['Marqis De Griers', 'Polina Alexandrovna', 'The General']",to the german method of heaping up riches i have not been here very long but i can tell you that what i have seen and verified makes my tartar blood boil good lord i wish for no virtues of that kind yesterday i went for a walk of about ten versts and everywhere i found that things were even as we read of them in good german picture books that every house has its vater who is horribly beneficent and extraordinarily honourable so honourable is he that it is dreadful to have anything to do with him and i cannot bear people of that sort each such vater has his family and in the evenings they read improving books aloud over their roof trees there murmur elms and chestnuts the sun has sunk to his rest a stork is roosting on the gable and all is beautifully poetic and touching do not be angry general let me tell you something that is even more touching than that i can remember how of an evening my own father now dead used to sit under the lime trees in his little garden and to read books aloud to myself and my mother yes i know how things ought to be done yet every german family is bound to slavery and to submission to its vater they work like oxen and amass wealth like jews suppose the vater has put by a certain number of g lden which he hands over to his eldest son in order that the said son may acquire a trade or a small plot of land well one result is to deprive the daughter of a dowry and so leave her among the unwedded for the same reason the parents will have to sell the younger son into bondage or the ranks of the army in order that he may earn more towards the family capital yes such things are done for i have been making inquiries on the subject it is all done out of sheer rectitude out of a rectitude which is magnified to the point of the younger son believing that he has been rightly sold and that it is simply idyllic for the victim to rejoice when he is made over into pledge what more have i to tell well this that matters bear just as hardly upon the eldest son perhaps he has his gretchen to whom his heart is bound but he cannot marry her for the reason that he has not yet amassed sufficient g lden so the pair wait on in a mood of sincere and virtuous expectation and smilingly deposit themselves in pawn the while gretchen s cheeks grow sunken and she begins to wither until at last after some twenty years their substance has multiplied and sufficient g lden have been honourably and virtuously accumulated then the vater blesses his forty year old heir and the thirty five year old gretchen with the sunken bosom and the scarlet nose after which he bursts into tears reads the pair a lesson on morality and dies in turn the eldest son becomes a virtuous vater and the old story begins again in fifty or sixty years time the grandson of the original vater will have amassed a considerable sum and that sum he will hand over to his son and the latter to his son and so on for several generations until at length there will issue a baron rothschild or a hoppe and company or the devil knows what is it not a beautiful spectacle the spectacle of a century or two of inherited labour patience intellect rectitude character perseverance and calculation with a stork sitting on the roof above it all what is more they think there can never be anything better than this wherefore from their point of view they begin to judge the rest of the world and to censure all who are at fault that is to say who are not exactly like themselves yes there you have it in a nutshell for my own part i would rather grow fat after the russian manner or squander my whole substance at roulette i have no wish to be hoppe and company at the end of five generations i want the money for myself for in no way do i look upon my personality as necessary to or meet to be given over to capital i may be wrong but there you have it those are my views,81,81,Q81
70,The General,"['Alexis Ivanovitch', 'Marqis De Griers', 'Polina Alexandrovna']",how far you may be right in what you have said i do not know but i do know that you are becoming an insufferable far eur whenever you are given the least chance,82,82,Q82
71,Polina Alexandrovna,['Alexis Ivanovitch'],because he is a brute,83,83,Q83
72,Alexis Ivanovitch,['Polina Alexandrovna'],have you noticed too that today he is by no means on good terms with the general,84,84,Q84
73,Polina Alexandrovna,['Alexis Ivanovitch'],yes and i suppose you want to know why you are aware are you not that the general is mortgaged to the marquis with all his property consequently if the general s mother does not die the frenchman will become the absolute possessor of everything which he now holds only in pledge,85,85,Q85
74,Alexis Ivanovitch,['Polina Alexandrovna'],then it is really the case that everything is mortgaged i have heard rumours to that effect but was unaware how far they might be true,86,86,Q86
75,Polina Alexandrovna,['Alexis Ivanovitch'],yes they are true what then,87,87,Q87
76,Alexis Ivanovitch,['Polina Alexandrovna'],why it will be a case of farewell mlle blanche for in such an event she would never become madame general do you know i believe the old man is so much in love with her that he will shoot himself if she should throw him over at his age it is a dangerous thing to fall in love,88,88,Q88
77,Polina Alexandrovna,['Alexis Ivanovitch'],yes something i believe will happen to him,89,89,Q89
78,Alexis Ivanovitch,['Polina Alexandrovna'],and what a fine thing it all is could anything be more abominable than the way in which she has agreed to marry for money alone not one of the decencies has been observed the whole affair has taken place without the least ceremony and as for the grandmother what could be more comical yet more dastardly than the sending of telegram after telegram to know if she is dead what do you think of it polina alexandrovna,90,90,Q90
79,Polina Alexandrovna,['Alexis Ivanovitch'],yes it is very horrible consequently i am the more surprised that you should be so cheerful what are you so pleased about about the fact that you have gone and lost my money,91,91,Q91
80,Alexis Ivanovitch,['Polina Alexandrovna'],what the money that you gave me to lose i told you i should never win for other people least of all for you i obeyed you simply because you ordered me to but you must not blame me for the result i warned you that no good would ever come of it you seem much depressed at having lost your money why do you need it so greatly,92,92,Q92
81,Polina Alexandrovna,['Alexis Ivanovitch'],why do you ask me these questions,93,93,Q93
82,Alexis Ivanovitch,['Polina Alexandrovna'],because you promised to explain matters to me listen i am certain that as soon as ever i begin to play for myself and i still have 120 g lden left i shall win you can then take of me what you require you must not be angry with me for making such a proposal i am so conscious of being only a nonentity in your eyes that you need not mind accepting money from me a gift from me could not possibly offend you moreover it was i who lost your g lden,94,95,"Q94,Q95"
83,Polina Alexandrovna,['Alexis Ivanovitch'],my affairs cannot possibly interest you still if you do wish to know i am in debt i borrowed some money and must pay it back again i have a curious senseless idea that i am bound to win at the gaming tables why i think so i cannot tell but i do think so and with some assurance perhaps it is because of that assurance that i now find myself without any other resource,96,96,Q96
84,Alexis Ivanovitch,['Polina Alexandrovna'],or perhaps it is because it is so necessary for you to win it is like a drowning man catching at a straw you yourself will agree that unless he were drowning he would not mistake a straw for the trunk of a tree,97,97,Q97
85,Polina Alexandrovna,['Alexis Ivanovitch'],what do not you also hope something from it did you not tell me again and again two weeks ago that you were certain of winning at roulette if you played here and did you not ask me not to consider you a fool for doing so were you joking you cannot have been for i remember that you spoke with a gravity which forbade the idea of your jesting,98,98,Q98
86,Alexis Ivanovitch,['Polina Alexandrovna'],true i always felt certain that i should win indeed what you say makes me ask myself why have my absurd senseless losses of today raised a doubt in my mind yet i am still positive that so soon as ever i begin to play for myself i shall infallibly win,99,99,Q99
87,Polina Alexandrovna,['Alexis Ivanovitch'],and why are you so certain,100,100,Q100
88,Alexis Ivanovitch,['Polina Alexandrovna'],to tell the truth i do not know i only know that i must win that it is the one resource i have left yes why do i feel so assured on the point,101,101,Q101
89,Polina Alexandrovna,['Alexis Ivanovitch'],perhaps because one cannot help winning if one is fanatically certain of doing so,102,102,Q102
90,Alexis Ivanovitch,['Polina Alexandrovna'],yet i dare wager that you do not think me capable of serious feeling in the matter,103,103,Q103
91,Polina Alexandrovna,['Alexis Ivanovitch'],i do not care whether you are so or not well since you ask me i do doubt your ability to take anything seriously you are capable of worrying but not deeply you are too ill regulated and unsettled a person for that but why do you want money not a single one of the reasons which you have given can be looked upon as serious,104,104,Q104
92,Alexis Ivanovitch,['Polina Alexandrovna'],by the way you say you want to pay off a debt it must be a large one is it to the frenchman,105,105,Q105
93,Polina Alexandrovna,['Alexis Ivanovitch'],what do you mean by asking all these questions you are very clever today surely you are not drunk,106,106,Q106
94,Alexis Ivanovitch,['Polina Alexandrovna'],you know that you and i stand on no ceremony and that sometimes i put to you very plain questions i repeat that i am your slave and slaves cannot be shamed or offended,107,107,Q107
95,Polina Alexandrovna,['Alexis Ivanovitch'],you talk like a child it is always possible to comport oneself with dignity if one has a quarrel it ought to elevate rather than to degrade one,108,108,Q108
96,Alexis Ivanovitch,['Polina Alexandrovna'],a maxim straight from the copybook suppose i cannot comport myself with dignity by that i mean that though i am a man of self respect i am unable to carry off a situation properly do you know the reason it is because we russians are too richly and multifariously gifted to be able at once to find the proper mode of expression it is all a question of mode most of us are so bounteously endowed with intellect as to require also a spice of genius to choose the right form of behaviour and genius is lacking in us for the reason that so little genius at all exists it belongs only to the french though a few other europeans have elaborated their forms so well as to be able to figure with extreme dignity and yet be wholly undignified persons that is why with us the mode is so all important the frenchman may receive an insult a real a venomous insult yet he will not so much as frown but a tweaking of the nose he cannot bear for the reason that such an act is an infringement of the accepted of the time hallowed order of decorum that is why our good ladies are so fond of frenchmen the frenchman s manners they say are perfect but in my opinion there is no such thing as a frenchman s manners the frenchman is only a bird the coq gaulois at the same time as i am not a woman i do not properly understand the question cocks may be excellent birds if i am wrong you must stop me you ought to stop and correct me more often when i am speaking to you for i am too apt to say everything that is in my head you see i have lost my manners i agree that i have none nor yet any dignity i will tell you why i set no store upon such things everything in me has undergone a cheek you know the reason i have not a single human thought in my head for a long while i have been ignorant of what is going on in the world here or in russia i have been to dresden yet am completely in the dark as to what dresden is like you know the cause of my obsession i have no hope now and am a mere cipher in your eyes wherefore i tell you outright that wherever i go i see only you all the rest is a matter of indifference why or how i have come to love you i do not know it may be that you are not altogether fair to look upon do you know i am ignorant even as to what your face is like in all probability too your heart is not comely and it is possible that your mind is wholly ignoble,109,111,"Q109,Q110,Q111"
97,Polina Alexandrovna,['Alexis Ivanovitch'],and because you do not believe in my nobility of soul you think to purchase me with money,112,112,Q112
98,Alexis Ivanovitch,['Polina Alexandrovna'],when have i thought to do so,113,113,Q113
99,Polina Alexandrovna,['Alexis Ivanovitch'],you are losing the thread of the argument if you do not wish to purchase me at all events you wish to purchase my respect,114,114,Q114
100,Alexis Ivanovitch,['Polina Alexandrovna'],not at all i have told you that i find it difficult to explain myself you are hard upon me do not be angry at my chattering you know why you ought not to be angry with me that i am simply an imbecile however i do not mind if you are angry sitting in my room i need but to think of you to imagine to myself the rustle of your dress and at once i fall almost to biting my hands why should you be angry with me because i call myself your slave revel i pray you in my slavery revel in it do you know that sometimes i could kill you not because i do not love you or am jealous of you but because i feel as though i could simply devour you you are laughing,115,115,Q115
101,Polina Alexandrovna,['Alexis Ivanovitch'],no i am not but i order you nevertheless to be silent what rubbish,116,117,"Q116,Q117"
102,Alexis Ivanovitch,['Polina Alexandrovna'],i do not care also do you know that it is not safe for us to take walks together often i have a feeling that i should like to strike you to disfigure you to strangle you are you certain that it will never come to that you are driving me to frenzy am i afraid of a scandal or of your anger why should i fear your anger i love without hope and know that hereafter i shall love you a thousand times more if ever i should kill you i should have to kill myself too but i shall put off doing so as long as possible for i wish to continue enjoying the unbearable pain which your coldness gives me do you know a very strange thing it is that with every day my love for you increases though that would seem to be almost an impossibility why should i not become a fatalist remember how on the third day that we ascended the shlangenberg i was moved to whisper in your ear had you said it i should have leapt do you not believe me,118,118,Q118
103,Polina Alexandrovna,['Alexis Ivanovitch'],what stupid rubbish,119,119,Q119
104,Alexis Ivanovitch,['Polina Alexandrovna'],i care not whether it be wise or stupid i only know that in your presence i must speak speak speak therefore i am speaking i lose all conceit when i am with you and everything ceases to matter,120,120,Q120
105,Polina Alexandrovna,['Alexis Ivanovitch'],why should i have wanted you to leap from the shlangenberg that would have been of no use to me,121,121,Q121
106,Alexis Ivanovitch,['Polina Alexandrovna'],splendid i know well that you must have used the words of no use in order to crush me i can see through you of no use did you say why to give pleasure is always of use and as for barbarous unlimited power even if it be only over a fly why it is a kind of luxury man is a despot by nature and loves to torture you in particular love to do so,122,122,Q122
107,Polina Alexandrovna,['Alexis Ivanovitch'],oh no why so i believe you surely you are not a coward,123,124,"Q123,Q124"
108,Alexis Ivanovitch,['Polina Alexandrovna'],i do not know perhaps i am but i do not know i have long given up thinking about such things,125,125,Q125
109,Polina Alexandrovna,['Alexis Ivanovitch'],if i said to you kill that man would you kill him,126,126,Q126
110,Alexis Ivanovitch,['Polina Alexandrovna'],whom,127,127,Q127
111,Polina Alexandrovna,['Alexis Ivanovitch'],whomsoever i wish,128,128,Q128
112,Alexis Ivanovitch,['Polina Alexandrovna'],the frenchman,129,129,Q129
113,Polina Alexandrovna,['Alexis Ivanovitch'],do not ask me questions return me answers i repeat whomsoever i wish i desire to see if you were speaking seriously just now,130,130,Q130
114,Alexis Ivanovitch,['Polina Alexandrovna'],do you rather tell me what is going on here why do you seem half afraid of me i can see for myself what is wrong you are the step daughter of a ruined and insensate man who is smitten with love for this devil of a blanche and there is this frenchman too with his mysterious influence over you yet you actually ask me such a question if you do not tell me how things stand i shall have to put in my oar and do something are you ashamed to be frank with me are you shy of me,131,131,Q131
115,Polina Alexandrovna,['Alexis Ivanovitch'],i am not going to talk to you on that subject i have asked you a question and am waiting for an answer,132,132,Q132
116,Alexis Ivanovitch,['Polina Alexandrovna'],well then i will kill whomsoever you wish but are you really going to bid me do such deeds,133,133,Q133
117,Polina Alexandrovna,['Alexis Ivanovitch'],why should you think that i am going to let you off i shall bid you do it or else renounce me could you ever do the latter no you know that you couldn t you would first kill whom i had bidden you and then kill me for having dared to send you away do you see that fat baroness it is the baroness burmergelm she arrived three days ago just look at her husband that tall wizened prussian there with the stick in his hand do you remember how he stared at us the other day well go to the baroness take off your hat to her and say something in french,134,135,"Q134,Q135"
118,Alexis Ivanovitch,['Polina Alexandrovna'],why,136,136,Q136
119,Polina Alexandrovna,['Alexis Ivanovitch'],because you have sworn that you would leap from the shlangenberg for my sake and that you would kill any one whom i might bid you kill well instead of such murders and tragedies i wish only for a good laugh go without answering me and let me see the baron give you a sound thrashing with his stick,137,137,Q137
120,Alexis Ivanovitch,['Polina Alexandrovna'],then you throw me out a challenge you think that i will not do it,138,138,Q138
121,Polina Alexandrovna,['Alexis Ivanovitch'],yes i do challenge you go for such is my will,139,139,Q139
122,Alexis Ivanovitch,['Polina Alexandrovna'],then i will go however mad be your fancy only look here shall you not be doing the general a great disservice as well as through him a great disservice to yourself it is not about myself i am worrying it is about you and the general why for a mere fancy should i go and insult a woman,140,140,Q140
123,Polina Alexandrovna,['Alexis Ivanovitch'],ah then i can see that you are only a trifler your eyes are swimming with blood but only because you have drunk a little too much at luncheon do i not know that what i have asked you to do is foolish and wrong and that the general will be angry about it but i want to have a good laugh all the same i want that and nothing else why should you insult a woman indeed well you will be given a sound thrashing for so doing,141,141,Q141
124,Alexis Ivanovitch,"['Baroness Burmergelm', 'The Baron']",madame la baronne j ai l honneur d tre votre esclave,142,142,Q142
125,The Baron,"['Alexis Ivanovitch', 'Baroness Burmergelm']",hein hein,143,144,"Q143,Q144"
126,Alexis Ivanovitch,"['Baroness Burmergelm', 'The Baron']",ja wohl,145,145,Q145
127,The Baron,"['Alexis Ivanovitch', 'Baroness Burmergelm']",sind sie rasend,146,146,Q146
128,Alexis Ivanovitch,"['Baroness Burmergelm', 'The Baron']",ja wo o ohl,147,147,Q147
129,Alexis Ivanovitch,['Polina Alexandrovna'],i have perpetrated the the piece of idiocy,148,148,Q148
130,Polina Alexandrovna,['Alexis Ivanovitch'],have you then you can take the consequences,149,149,Q149
131,The General,"['Alexis Ivanovitch', 'Marqis De Griers']",my good sir may i ask you what this is that you have gone and done,150,150,Q150
132,Alexis Ivanovitch,"['Marqis De Griers', 'The General']",i should be glad if we could come straight to the point probably you are referring to my encounter of today with a german,151,151,Q151
133,The General,"['Alexis Ivanovitch', 'Marqis De Griers']",with a german why the german was the baron burmergelm a most important personage i hear that you have been rude both to him and to the baroness,152,152,Q152
134,Alexis Ivanovitch,"['Marqis De Griers', 'The General']",no i have not,153,153,Q153
135,The General,"['Alexis Ivanovitch', 'Marqis De Griers']",but i understand that you simply terrified them my good sir,154,154,Q154
136,Alexis Ivanovitch,"['Marqis De Griers', 'The General']",not in the least you must know that when i was in berlin i frequently used to hear the berliners repeat and repellently prolong a certain phrase namely and happening to meet this couple in the carriage drive i found for some reason or another that this phrase suddenly recurred to my memory and exercised a rousing effect upon my spirits moreover on the three previous occasions that i have met the baroness she has walked towards me as though i were a worm which could easily be crushed with the foot not unnaturally i too possess a measure of self respect wherefore on this occasion i took off my hat and said politely yes i assure you it was said politely then the baron turned round and said whereupon i felt moved to ejaculate in answer twice i shouted it at him the first time in an ordinary tone and the second time with the greatest prolonging of the words of which i was capable that is all,155,155,Q155
137,The General,"['Alexis Ivanovitch', 'Marqis De Griers']",you are only making fun of me,156,156,Q156
