A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Hamidullah,Dr. Aziz,41,42,on the one hand he always does this on the other it may be a serious case and you cannot know had you not better clean your teeth after pan,if my teeth are to be cleaned i don t go at all i am an indian it is an indian habit to take pan the civil surgeon must put up with it mohammed latif my bike please,Dr. Aziz; Mohammed Latif,M,intermediate,M,major
Dr. Aziz,Hamidullah,42,43,if my teeth are to be cleaned i don t go at all i am an indian it is an indian habit to take pan the civil surgeon must put up with it mohammed latif my bike please,aziz aziz imprudent boy,Hamidullah; Mohammed Latif,M,major,M,intermediate
Hamidullah,Dr. Aziz,43,44,aziz aziz imprudent boy,but the sahib has left me some message,Dr. Aziz; Mohammed Latif,M,intermediate,M,major
Mrs. Callendar,Mrs. Lesley,46,47,mrs lesley it is a tonga,ours take the gifts the gods provide anyhow,Dr. Aziz; Mrs. Lesley; The Servant,F,minor,F,minor
_unknowable,Dr. Aziz,48,49,o tonga wallah club club why doesn t the fool go,go i will pay you to morrow you are most welcome ladies,Dr. Aziz; Mrs. Callendar; Mrs. Lesley; The Servant,F,intermediate,M,major
Dr. Aziz,The Servant,50,51,saying nothing then i will write him a letter tell him i have called that is sufficient here is my card call me a tonga,huzoor all are at the club,The Servant,M,major,M,minor
The Servant,Dr. Aziz,51,52,huzoor all are at the club,then telephone for one down to the railway station enough enough i prefer to walk,Dr. Aziz,M,minor,M,major
Dr. Aziz,Mrs. Moore,53,54,madam madam madam,oh oh,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,54,55,oh oh,madam this is a mosque you have no right here at all you should have taken off your shoes this is a holy place for moslems,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,55,56,madam this is a mosque you have no right here at all you should have taken off your shoes this is a holy place for moslems,i have taken them off,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,56,57,i have taken them off,you have,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,57,58,you have,i left them at the entrance,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,58,59,i left them at the entrance,then i ask your pardon i am truly sorry for speaking,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,59,60,then i ask your pardon i am truly sorry for speaking,yes i was right was i not if i remove my shoes i am allowed,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,60,61,yes i was right was i not if i remove my shoes i am allowed,of course but so few ladies take the trouble especially if thinking no one is there to see,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,61,62,of course but so few ladies take the trouble especially if thinking no one is there to see,that makes no difference god is here,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,64,65,please let me go,oh can i do you some service now or at any time,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,65,66,oh can i do you some service now or at any time,no thank you really none good night,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,66,67,no thank you really none good night,may i know your name,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,67,68,may i know your name,mrs moore,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,68,69,mrs moore,mrs mrs moore i am afraid i startled you i shall tell my community our friends about you that god is here very good very fine indeed i think you are newly arrived in india,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,69,70,mrs mrs moore i am afraid i startled you i shall tell my community our friends about you that god is here very good very fine indeed i think you are newly arrived in india,yes how did you know,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,70,71,yes how did you know,by the way you address me no but can i call you a carriage,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,71,72,by the way you address me no but can i call you a carriage,i have only come from the club they are doing a play that i have seen in london and it was so hot,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,72,73,i have only come from the club they are doing a play that i have seen in london and it was so hot,what was the name of the play,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,73,74,what was the name of the play,cousin kate,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,74,75,cousin kate,i think you ought not to walk at night alone mrs moore there are bad characters about and leopards may come across from the marabar hills snakes also for example a six spot beetle you pick it up it bites you die,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,75,76,i think you ought not to walk at night alone mrs moore there are bad characters about and leopards may come across from the marabar hills snakes also for example a six spot beetle you pick it up it bites you die,but you walk about yourself,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,76,77,but you walk about yourself,oh i am used to it,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,77,78,oh i am used to it,used to snakes,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,78,79,used to snakes,i m a doctor snakes don t dare bite me please may i ask you a question now why do you come to india at this time of year just as the cold weather is ending,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,79,80,i m a doctor snakes don t dare bite me please may i ask you a question now why do you come to india at this time of year just as the cold weather is ending,i intended to start earlier but there was an unavoidable delay,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,80,81,i intended to start earlier but there was an unavoidable delay,it will soon be so unhealthy for you and why ever do you come to chandrapore,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,81,82,it will soon be so unhealthy for you and why ever do you come to chandrapore,to visit my son he is the city magistrate here,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,82,83,to visit my son he is the city magistrate here,oh no excuse me that is quite impossible our city magistrate s name is mr heaslop i know him intimately,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,83,84,oh no excuse me that is quite impossible our city magistrate s name is mr heaslop i know him intimately,he s my son all the same,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,84,85,he s my son all the same,but mrs moore how can he be,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,85,86,but mrs moore how can he be,i was married twice,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,86,87,i was married twice,yes now i see and your first husband died,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,87,88,yes now i see and your first husband died,he did and so did my second husband,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,88,89,he did and so did my second husband,then we are in the same box then is the city magistrate the entire of your family now,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,89,90,then we are in the same box then is the city magistrate the entire of your family now,no there are the younger ones ralph and stella in england,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,90,91,no there are the younger ones ralph and stella in england,and the gentleman here is he ralph and stella s half brother,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,91,92,and the gentleman here is he ralph and stella s half brother,quite right,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,92,93,quite right,mrs moore this is all extremely strange because like yourself i have also two sons and a daughter is not this the same box with a vengeance,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,93,94,mrs moore this is all extremely strange because like yourself i have also two sons and a daughter is not this the same box with a vengeance,what are their names not also ronny ralph and stella surely,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,94,95,what are their names not also ronny ralph and stella surely,no indeed how funny it sounds their names are quite different and will surprise you listen please i am about to tell you my children s names the first is called ahmed the second is called karim the third she is the eldest jamila three children are enough do not you agree with me,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,95,96,no indeed how funny it sounds their names are quite different and will surprise you listen please i am about to tell you my children s names the first is called ahmed the second is called karim the third she is the eldest jamila three children are enough do not you agree with me,i do,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,96,97,i do,would you care to see over the minto hospital one morning i have nothing else to offer at chandrapore,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,97,98,would you care to see over the minto hospital one morning i have nothing else to offer at chandrapore,thank you i have seen it already or i should have liked to come with you very much,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,98,99,thank you i have seen it already or i should have liked to come with you very much,i suppose the civil surgeon took you,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,99,100,i suppose the civil surgeon took you,yes and mrs callendar,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,100,101,yes and mrs callendar,ah a very charming lady,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,101,102,ah a very charming lady,possibly when one knows her better,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,102,103,possibly when one knows her better,what what you didn t like her,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,103,104,what what you didn t like her,she was certainly intending to be kind but i did not find her exactly charming,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,104,105,she was certainly intending to be kind but i did not find her exactly charming,she has just taken my tonga without my permission do you call that being charming and major callendar interrupts me night after night from where i am dining with my friends and i go at once breaking up a most pleasant entertainment and he is not there and not even a message is this charming pray but what does it matter i can do nothing and he knows it i am just a subordinate my time is of no value the verandah is good enough for an indian yes yes let him stand and mrs callendar takes my carriage and cuts me dead you understand me you know what others feel oh if others resembled you,Dr. Aziz,F,major,M,major
Dr. Aziz,Mrs. Moore,105,106,she has just taken my tonga without my permission do you call that being charming and major callendar interrupts me night after night from where i am dining with my friends and i go at once breaking up a most pleasant entertainment and he is not there and not even a message is this charming pray but what does it matter i can do nothing and he knows it i am just a subordinate my time is of no value the verandah is good enough for an indian yes yes let him stand and mrs callendar takes my carriage and cuts me dead you understand me you know what others feel oh if others resembled you,i don t think i understand people very well i only know whether i like or dislike them,Mrs. Moore,M,major,F,major
Mrs. Moore,Dr. Aziz,106,107,i don t think i understand people very well i only know whether i like or dislike them,then you are an oriental indians are not allowed into the chandrapore club even as guests,Dr. Aziz,F,major,M,major
Adela Quested,Mrs. Moore,108,109,i want to see the real india,i want to see it too and i only wish we could apparently the turtons will arrange something for next tuesday,Mrs. Moore,F,major,F,major
Mrs. Moore,Adela Quested,109,110,i want to see it too and i only wish we could apparently the turtons will arrange something for next tuesday,it ll end in an elephant ride it always does look at this evening cousin kate imagine cousin kate but where have you been off to did you succeed in catching the moon in the ganges,Adela Quested,F,major,F,major
Adela Quested,Mrs. Moore,110,111,it ll end in an elephant ride it always does look at this evening cousin kate imagine cousin kate but where have you been off to did you succeed in catching the moon in the ganges,i went to the mosque but i did not catch the moon,Mrs. Moore,F,major,F,major
Mrs. Moore,Adela Quested,111,112,i went to the mosque but i did not catch the moon,the angle would have altered she rises later,Adela Quested,F,major,F,major
Adela Quested,Mrs. Moore,112,113,the angle would have altered she rises later,later and later let me think we don t see the other side of the moon out here no,Mrs. Moore,F,major,F,major
_unknowable,Adela Quested,114,115,come india s not as bad as all that other side of the earth if you like but we stick to the same old moon,we aren t even seeing the other side of the world that s our complaint,Adela Quested; Mrs. Moore,F,intermediate,F,major
Ronny Heaslop,Cyril Fielding,119,120,fielding how s one to see the real india,try seeing indians,Adela Quested; Cyril Fielding; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton,M,major,M,major
_unknowable,Ronny Heaslop,121,122,who was that,our schoolmaster government college,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,intermediate,M,major
Ronny Heaslop,Mrs. Lesley,122,123,our schoolmaster government college,as if one could avoid seeing them,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton,M,major,F,minor
Mrs. Lesley,Adela Quested,123,124,as if one could avoid seeing them,i ve avoided excepting my own servant i ve scarcely spoken to an indian since landing,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,F,major
Adela Quested,Mrs. Lesley,124,125,i ve avoided excepting my own servant i ve scarcely spoken to an indian since landing,oh lucky you,Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,major,F,minor
Mrs. Lesley,Adela Quested,125,126,oh lucky you,but i want to see them,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,F,major
The Lady Who Had Been A Nurse,Adela Quested,128,129,let me explain natives don t respect one any the more after meeting one you see,that occurs after so many meetings,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,F,major
Adela Quested,The Lady Who Had Been A Nurse,129,130,that occurs after so many meetings,what i mean is i was a nurse before my marriage and came across them a great deal so i know i really do know the truth about indians a most unsuitable position for any englishwoman i was a nurse in a native state one s only hope was to hold sternly aloof,Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,major,F,minor
The Lady Who Had Been A Nurse,Adela Quested,130,131,what i mean is i was a nurse before my marriage and came across them a great deal so i know i really do know the truth about indians a most unsuitable position for any englishwoman i was a nurse in a native state one s only hope was to hold sternly aloof,even from one s patients,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,F,major
Adela Quested,Mrs. Callendar,131,132,even from one s patients,why the kindest thing one can do to a native is to let him die,Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,major,F,minor
Mrs. Callendar,Mrs. Moore,132,133,why the kindest thing one can do to a native is to let him die,how if he went to heaven,Adela Quested; Mr. Turton; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,minor,F,major
Mrs. Moore,Mrs. Callendar,133,134,how if he went to heaven,he can go where he likes as long as he doesn t come near me they give me the creeps,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,major,F,minor
Mrs. Callendar,The Lady Who Had Been A Nurse,134,135,he can go where he likes as long as he doesn t come near me they give me the creeps,as a matter of fact i have thought what you were saying about heaven and that is why i am against missionaries i am all for chaplains but all against missionaries let me explain,Adela Quested; Mr. Turton; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,minor,F,minor
The Lady Who Had Been A Nurse,Mr. Turton,135,136,as a matter of fact i have thought what you were saying about heaven and that is why i am against missionaries i am all for chaplains but all against missionaries let me explain,do you really want to meet the aryan brother miss quested that can be easily fixed up i didn t realize he d amuse you you can practically see any type you like take your choice i know the government people and the landowners heaslop here can get hold of the barrister crew while if you want to specialize on education we can come down on fielding,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,M,intermediate
Mr. Turton,Adela Quested,136,137,do you really want to meet the aryan brother miss quested that can be easily fixed up i didn t realize he d amuse you you can practically see any type you like take your choice i know the government people and the landowners heaslop here can get hold of the barrister crew while if you want to specialize on education we can come down on fielding,i m tired of seeing picturesque figures pass before me as a frieze it was wonderful when we landed but that superficial glamour soon goes i only want those indians whom you come across socially as your friends,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,M,intermediate,F,major
Adela Quested,Mr. Turton,137,138,i m tired of seeing picturesque figures pass before me as a frieze it was wonderful when we landed but that superficial glamour soon goes i only want those indians whom you come across socially as your friends,well we don t come across them socially they re full of all the virtues but we don t and it s now eleven thirty and too late to go into the reasons,Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,major,M,intermediate
Mr. Turton,Mrs. Turton,138,139,well we don t come across them socially they re full of all the virtues but we don t and it s now eleven thirty and too late to go into the reasons,miss quested what a name,Adela Quested; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,M,intermediate,F,intermediate
Mrs. Turton,Mr. Turton,139,140,miss quested what a name,india does wonders for the judgment especially during the hot weather it has even done wonders for fielding,Mr. Turton,F,intermediate,M,intermediate
Ronny Heaslop,Adela Quested,141,142,it s decent of the burra sahib do you know he s never given a bridge party before coming on top of the dinner too i wish i could have arranged something myself but when you know the natives better you ll realize it s easier for the burra sahib than for me they know him they know he can t be fooled i m still fresh comparatively no one can even begin to think of knowing this country until he has been in it twenty years hullo the mater here s your cloak well for an example of the mistakes one makes soon after i came out i asked one of the pleaders to have a smoke with me only a cigarette mind i found afterwards that he had sent touts all over the bazaar to announce the fact told all the litigants ever since then i ve dropped on him in court as hard as i could it s taught me a lesson and i hope him,isn t the lesson that you should invite all the pleaders to have a smoke with you,Adela Quested,M,major,F,major
Adela Quested,Ronny Heaslop,142,143,isn t the lesson that you should invite all the pleaders to have a smoke with you,perhaps but time s limited and the flesh weak i prefer my smoke at the club amongst my own sort i m afraid,Mrs. Moore; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Adela Quested,143,144,perhaps but time s limited and the flesh weak i prefer my smoke at the club amongst my own sort i m afraid,why not ask the pleaders to the club,Adela Quested; Mrs. Moore,M,major,F,major
Adela Quested,Ronny Heaslop,144,145,why not ask the pleaders to the club,not allowed,Mrs. Moore; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Mrs. Moore,145,146,not allowed,oh yes that s where i got to that s where i ve been,Adela Quested; Mrs. Moore,M,major,F,major
Mrs. Moore,Ronny Heaslop,146,147,oh yes that s where i got to that s where i ve been,been there when,Adela Quested; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Mrs. Moore,147,148,been there when,between the acts,Adela Quested; Mrs. Moore,M,major,F,major
Mrs. Moore,Ronny Heaslop,148,149,between the acts,but mother you can t do that sort of thing,Adela Quested; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Mrs. Moore,149,150,but mother you can t do that sort of thing,can t mother,Adela Quested; Mrs. Moore,M,major,F,major
Mrs. Moore,Ronny Heaslop,150,151,can t mother,no really not in this country it s not done there s the danger from snakes for one thing they are apt to lie out in the evening,Adela Quested; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Mrs. Moore,151,152,no really not in this country it s not done there s the danger from snakes for one thing they are apt to lie out in the evening,ah yes so the young man there said,Adela Quested; Mrs. Moore,M,major,F,major
