quoteID,quoteText,quoteBy,quoteTo
Q44,on the one hand he always does this on the other it may be a serious case and you cannot know had you not better clean your teeth after pan,Hamidullah,"['Dr. Aziz', 'Mohammed Latif']"
Q45,if my teeth are to be cleaned i don t go at all i am an indian it is an indian habit to take pan the civil surgeon must put up with it mohammed latif my bike please,Dr. Aziz,"['Hamidullah', 'Mohammed Latif']"
Q46,aziz aziz imprudent boy,Hamidullah,"['Dr. Aziz', 'Mohammed Latif']"
Q47,but the sahib has left me some message,Dr. Aziz,['The Servant']
Q48,no,The Servant,['Dr. Aziz']
Q49,mrs lesley it is a tonga,Mrs. Callendar,"['Dr. Aziz', 'The Servant', 'Mrs. Lesley']"
Q50,ours,Mrs. Lesley,"['Dr. Aziz', 'Mrs. Callendar', 'The Servant']"
Q51,take the gifts the gods provide anyhow,Mrs. Lesley,"['Dr. Aziz', 'Mrs. Callendar', 'The Servant']"
Q52,o tonga wallah club club why doesn t the fool go,_unknowable,"['Dr. Aziz', 'Mrs. Callendar', 'The Servant', 'Mrs. Lesley']"
Q53,go i will pay you to morrow you are most welcome ladies,Dr. Aziz,"['Mrs. Callendar', 'The Servant', 'Mrs. Lesley']"
Q54,saying nothing,Dr. Aziz,['The Servant']
Q55,then i will write him a letter,Dr. Aziz,['The Servant']
Q56,tell him i have called that is sufficient,Dr. Aziz,['The Servant']
Q57,here is my card call me a tonga,Dr. Aziz,['The Servant']
Q58,huzoor all are at the club,The Servant,['Dr. Aziz']
Q59,then telephone for one down to the railway station,Dr. Aziz,['The Servant']
Q60,enough enough i prefer to walk,Dr. Aziz,['The Servant']
Q61,madam madam madam,Dr. Aziz,['Mrs. Moore']
Q62,oh oh,Mrs. Moore,['Dr. Aziz']
Q63,madam this is a mosque you have no right here at all you should have taken off your shoes this is a holy place for moslems,Dr. Aziz,['Mrs. Moore']
Q64,i have taken them off,Mrs. Moore,['Dr. Aziz']
Q65,you have,Dr. Aziz,['Mrs. Moore']
Q66,i left them at the entrance,Mrs. Moore,['Dr. Aziz']
Q67,then i ask your pardon,Dr. Aziz,['Mrs. Moore']
Q68,i am truly sorry for speaking,Dr. Aziz,['Mrs. Moore']
Q69,yes i was right was i not if i remove my shoes i am allowed,Mrs. Moore,['Dr. Aziz']
Q70,of course but so few ladies take the trouble especially if thinking no one is there to see,Dr. Aziz,['Mrs. Moore']
Q71,that makes no difference god is here,Mrs. Moore,['Dr. Aziz']
Q72,madam,Dr. Aziz,['Mrs. Moore']
Q73,please let me go,Mrs. Moore,['Dr. Aziz']
Q74,oh can i do you some service now or at any time,Dr. Aziz,['Mrs. Moore']
Q75,no thank you really none good night,Mrs. Moore,['Dr. Aziz']
Q76,may i know your name,Dr. Aziz,['Mrs. Moore']
Q77,mrs moore,Mrs. Moore,['Dr. Aziz']
Q78,mrs,Dr. Aziz,['Mrs. Moore']
Q79,mrs moore i am afraid i startled you i shall tell my community our friends about you that god is here very good very fine indeed i think you are newly arrived in india,Dr. Aziz,['Mrs. Moore']
Q80,yes how did you know,Mrs. Moore,['Dr. Aziz']
Q81,by the way you address me no but can i call you a carriage,Dr. Aziz,['Mrs. Moore']
Q82,i have only come from the club they are doing a play that i have seen in london and it was so hot,Mrs. Moore,['Dr. Aziz']
Q83,what was the name of the play,Dr. Aziz,['Mrs. Moore']
Q84,cousin kate,Mrs. Moore,['Dr. Aziz']
Q85,i think you ought not to walk at night alone mrs moore there are bad characters about and leopards may come across from the marabar hills snakes also,Dr. Aziz,['Mrs. Moore']
Q86,for example a six spot beetle you pick it up it bites you die,Dr. Aziz,['Mrs. Moore']
Q87,but you walk about yourself,Mrs. Moore,['Dr. Aziz']
Q88,oh i am used to it,Dr. Aziz,['Mrs. Moore']
Q89,used to snakes,Mrs. Moore,['Dr. Aziz']
Q90,i m a doctor snakes don t dare bite me please may i ask you a question now why do you come to india at this time of year just as the cold weather is ending,Dr. Aziz,['Mrs. Moore']
Q91,i intended to start earlier but there was an unavoidable delay,Mrs. Moore,['Dr. Aziz']
Q92,it will soon be so unhealthy for you and why ever do you come to chandrapore,Dr. Aziz,['Mrs. Moore']
Q93,to visit my son he is the city magistrate here,Mrs. Moore,['Dr. Aziz']
Q94,oh no excuse me that is quite impossible our city magistrate s name is mr heaslop i know him intimately,Dr. Aziz,['Mrs. Moore']
Q95,he s my son all the same,Mrs. Moore,['Dr. Aziz']
Q96,but mrs moore how can he be,Dr. Aziz,['Mrs. Moore']
Q97,i was married twice,Mrs. Moore,['Dr. Aziz']
Q98,yes now i see and your first husband died,Dr. Aziz,['Mrs. Moore']
Q99,he did and so did my second husband,Mrs. Moore,['Dr. Aziz']
Q100,then we are in the same box then is the city magistrate the entire of your family now,Dr. Aziz,['Mrs. Moore']
Q101,no there are the younger ones ralph and stella in england,Mrs. Moore,['Dr. Aziz']
Q102,and the gentleman here is he ralph and stella s half brother,Dr. Aziz,['Mrs. Moore']
Q103,quite right,Mrs. Moore,['Dr. Aziz']
Q104,mrs moore this is all extremely strange because like yourself i have also two sons and a daughter is not this the same box with a vengeance,Dr. Aziz,['Mrs. Moore']
Q105,what are their names not also ronny ralph and stella surely,Mrs. Moore,['Dr. Aziz']
Q106,no indeed how funny it sounds their names are quite different and will surprise you listen please i am about to tell you my children s names the first is called ahmed the second is called karim the third she is the eldest jamila three children are enough do not you agree with me,Dr. Aziz,['Mrs. Moore']
Q107,i do,Mrs. Moore,['Dr. Aziz']
Q108,would you care to see over the minto hospital one morning i have nothing else to offer at chandrapore,Dr. Aziz,['Mrs. Moore']
Q109,thank you i have seen it already or i should have liked to come with you very much,Mrs. Moore,['Dr. Aziz']
Q110,i suppose the civil surgeon took you,Dr. Aziz,['Mrs. Moore']
Q111,yes and mrs callendar,Mrs. Moore,['Dr. Aziz']
Q112,ah a very charming lady,Dr. Aziz,['Mrs. Moore']
Q113,possibly when one knows her better,Mrs. Moore,['Dr. Aziz']
Q114,what what you didn t like her,Dr. Aziz,['Mrs. Moore']
Q115,she was certainly intending to be kind but i did not find her exactly charming,Mrs. Moore,['Dr. Aziz']
Q116,she has just taken my tonga without my permission do you call that being charming and major callendar interrupts me night after night from where i am dining with my friends and i go at once breaking up a most pleasant entertainment and he is not there and not even a message is this charming pray but what does it matter i can do nothing and he knows it i am just a subordinate my time is of no value the verandah is good enough for an indian yes yes let him stand and mrs callendar takes my carriage and cuts me dead,Dr. Aziz,['Mrs. Moore']
Q117,you understand me you know what others feel oh if others resembled you,Dr. Aziz,['Mrs. Moore']
Q118,i don t think i understand people very well i only know whether i like or dislike them,Mrs. Moore,['Dr. Aziz']
Q119,then you are an oriental,Dr. Aziz,['Mrs. Moore']
Q120,indians are not allowed into the chandrapore club even as guests,Dr. Aziz,['Mrs. Moore']
Q121,i want to see the real india,Adela Quested,['Mrs. Moore']
Q122,i want to see it too and i only wish we could apparently the turtons will arrange something for next tuesday,Mrs. Moore,['Adela Quested']
Q123,it ll end in an elephant ride it always does look at this evening cousin kate imagine cousin kate but where have you been off to did you succeed in catching the moon in the ganges,Adela Quested,['Mrs. Moore']
Q124,i went to the mosque but i did not catch the moon,Mrs. Moore,['Adela Quested']
Q125,the angle would have altered she rises later,Adela Quested,['Mrs. Moore']
Q126,later and later let me think we don t see the other side of the moon out here no,Mrs. Moore,['Adela Quested']
Q127,come india s not as bad as all that other side of the earth if you like but we stick to the same old moon,_unknowable,"['Adela Quested', 'Mrs. Moore']"
Q128,we aren t even seeing the other side of the world that s our complaint,Adela Quested,['Mrs. Moore']
Q129,have a drink,Mr. Turton,"['Adela Quested', 'Mrs. Moore']"
Q130,mrs moore miss quested have a drink have two drinks,Mr. Turton,"['Adela Quested', 'Mrs. Moore']"
Q131,the long and the short of it is heaslop s a sahib he s the type we want he s one of us,Mr. Turton,"['Adela Quested', 'Mrs. Moore']"
Q132,hear hear,_unknowable,"['Adela Quested', 'Mr. Turton', 'Mrs. Moore']"
Q133,adela have a drink mother a drink,Ronny Heaslop,"['Mrs. Callendar', 'Adela Quested', 'Mrs. Lesley', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Moore']"
Q134,fielding how s one to see the real india,Ronny Heaslop,"['Cyril Fielding', 'Mrs. Turton', 'Mr. Turton', 'Adela Quested', 'Mrs. Lesley', 'Mrs. Callendar', 'Mrs. Moore']"
Q135,try seeing indians,Cyril Fielding,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'Mrs. Moore']"
Q136,who was that,_unknowable,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'Mrs. Moore']"
Q137,our schoolmaster government college,Ronny Heaslop,"['Mrs. Callendar', 'Adela Quested', 'Mrs. Lesley', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Moore']"
Q138,as if one could avoid seeing them,Mrs. Lesley,"['Mrs. Callendar', 'Adela Quested', 'Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Moore']"
Q139,i ve avoided excepting my own servant i ve scarcely spoken to an indian since landing,Adela Quested,"['Mrs. Callendar', 'Ronny Heaslop', 'Mrs. Lesley', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Moore']"
Q140,oh lucky you,Mrs. Lesley,"['Mrs. Callendar', 'Adela Quested', 'Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Moore']"
Q141,but i want to see them,Adela Quested,"['Mrs. Callendar', 'Ronny Heaslop', 'Mrs. Lesley', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Moore']"
Q142,wanting to see indians how new that sounds,_unknowable,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'Mrs. Moore']"
Q143,natives why fancy,_unknowable,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'Mrs. Moore']"
Q144,let me explain natives don t respect one any the more after meeting one you see,The Lady Who Had Been A Nurse,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'Mrs. Moore']"
Q145,that occurs after so many meetings,Adela Quested,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Mrs. Callendar', 'The Lady Who Had Been A Nurse', 'Mrs. Moore']"
Q146,what i mean is i was a nurse before my marriage and came across them a great deal so i know i really do know the truth about indians a most unsuitable position for any englishwoman i was a nurse in a native state one s only hope was to hold sternly aloof,The Lady Who Had Been A Nurse,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'Mrs. Moore']"
Q147,even from one s patients,Adela Quested,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Mrs. Callendar', 'The Lady Who Had Been A Nurse', 'Mrs. Moore']"
Q148,why the kindest thing one can do to a native is to let him die,Mrs. Callendar,"['Ronny Heaslop', 'Adela Quested', 'Mrs. Lesley', 'Mrs. Turton', 'Mr. Turton', 'The Lady Who Had Been A Nurse', 'Mrs. Moore']"
Q149,how if he went to heaven,Mrs. Moore,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'The Lady Who Had Been A Nurse']"
Q150,he can go where he likes as long as he doesn t come near me they give me the creeps,Mrs. Callendar,"['Ronny Heaslop', 'Adela Quested', 'Mrs. Lesley', 'Mrs. Turton', 'Mr. Turton', 'The Lady Who Had Been A Nurse', 'Mrs. Moore']"
Q151,as a matter of fact i have thought what you were saying about heaven and that is why i am against missionaries i am all for chaplains but all against missionaries let me explain,The Lady Who Had Been A Nurse,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'Mrs. Moore']"
Q152,do you really want to meet the aryan brother miss quested that can be easily fixed up i didn t realize he d amuse you you can practically see any type you like take your choice i know the government people and the landowners heaslop here can get hold of the barrister crew while if you want to specialize on education we can come down on fielding,Mr. Turton,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Adela Quested', 'Mrs. Callendar', 'The Lady Who Had Been A Nurse', 'Mrs. Moore']"
Q153,i m tired of seeing picturesque figures pass before me as a frieze it was wonderful when we landed but that superficial glamour soon goes,Adela Quested,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Mrs. Callendar', 'The Lady Who Had Been A Nurse', 'Mrs. Moore']"
Q154,i only want those indians whom you come across socially as your friends,Adela Quested,"['Ronny Heaslop', 'Mrs. Turton', 'Mr. Turton', 'Mrs. Lesley', 'Mrs. Callendar', 'The Lady Who Had Been A Nurse', 'Mrs. Moore']"
Q155,well we don t come across them socially they re full of all the virtues but we don t and it s now eleven thirty and too late to go into the reasons,Mr. Turton,"['Ronny Heaslop', 'Mrs. Turton', 'Adela Quested', 'Mrs. Lesley', 'Mrs. Callendar', 'The Lady Who Had Been A Nurse', 'Mrs. Moore']"
Q156,miss quested what a name,Mrs. Turton,['Mr. Turton']
Q157,india does wonders for the judgment especially during the hot weather it has even done wonders for fielding,Mr. Turton,['Mrs. Turton']
Q158,it s decent of the burra sahib,Ronny Heaslop,['Adela Quested']
Q159,do you know he s never given a bridge party before coming on top of the dinner too i wish i could have arranged something myself but when you know the natives better you ll realize it s easier for the burra sahib than for me they know him they know he can t be fooled i m still fresh comparatively no one can even begin to think of knowing this country until he has been in it twenty years hullo the mater here s your cloak well for an example of the mistakes one makes soon after i came out i asked one of the pleaders to have a smoke with me only a cigarette mind i found afterwards that he had sent touts all over the bazaar to announce the fact told all the litigants ever since then i ve dropped on him in court as hard as i could it s taught me a lesson and i hope him,Ronny Heaslop,['Adela Quested']
Q160,isn t the lesson that you should invite all the pleaders to have a smoke with you,Adela Quested,"['Ronny Heaslop', 'Mrs. Moore']"
Q161,perhaps but time s limited and the flesh weak i prefer my smoke at the club amongst my own sort i m afraid,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q162,why not ask the pleaders to the club,Adela Quested,"['Ronny Heaslop', 'Mrs. Moore']"
Q163,not allowed,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q164,oh yes that s where i got to that s where i ve been,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q165,been there when,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q166,between the acts,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q167,but mother you can t do that sort of thing,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q168,can t mother,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q169,no really not in this country it s not done there s the danger from snakes for one thing they are apt to lie out in the evening,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q170,ah yes so the young man there said,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q171,this sounds very romantic you meet a young man in a mosque and then never let me know,Adela Quested,"['Ronny Heaslop', 'Mrs. Moore']"
Q172,i was going to tell you adela but something changed the conversation and i forgot my memory grows deplorable,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q173,was he nice,Adela Quested,"['Ronny Heaslop', 'Mrs. Moore']"
Q174,very nice,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q175,who was he,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q176,a doctor i don t know his name,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q177,a doctor i know of no young doctor in chandrapore how odd what was he like,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q178,rather small with a little moustache and quick eyes he called out to me when i was in the dark part of the mosque about my shoes that was how we began talking he was afraid i had them on but i remembered luckily he told me about his children and then we walked back to the club he knows you well,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q179,i wish you had pointed him out to me i can t make out who he is,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q180,he didn t come into the club he said he wasn t allowed to,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q181,oh good gracious not a mohammedan why ever didn t you tell me you d been talking to a native i was going all wrong,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q182,a mohammedan how perfectly magnificent ronny isn t that like your mother while we talk about seeing the real india she goes and sees it and then forgets she s seen it,Adela Quested,"['Ronny Heaslop', 'Mrs. Moore']"
Q183,he called to you in the mosque did he how impudently what was he doing there himself at that time of night no it s not their prayer time,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q184,so he called to you over your shoes then it was impudence it s an old trick i wish you had had them on,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q185,i think it was impudence but i don t know about a trick his nerves were all on edge i could tell from his voice as soon as i answered he altered,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q186,you oughtn t to have answered,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q187,now look here wouldn t you expect a mohammedan to answer if you asked him to take off his hat in church,Adela Quested,"['Ronny Heaslop', 'Mrs. Moore']"
Q188,it s different it s different you don t understand,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q189,i know i don t and i want to what is the difference please,Adela Quested,"['Ronny Heaslop', 'Mrs. Moore']"
Q190,there s your ganges,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q191,it s not much of a dead body that gets down to chandrapore,Ronny Heaslop,"['Adela Quested', 'Mrs. Moore']"
Q192,crocodiles down in it too how terrible,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q193,what a terrible river what a wonderful river,Mrs. Moore,"['Ronny Heaslop', 'Adela Quested']"
Q194,aziz what a charming name,Mrs. Moore,['Ronny Heaslop']
Q195,so you and he had a talk did you gather he was well disposed,Ronny Heaslop,['Mrs. Moore']
Q196,yes quite after the first moment,Mrs. Moore,['Ronny Heaslop']
Q197,i meant generally did he seem to tolerate us the brutal conqueror the sundried bureaucrat that sort of thing,Ronny Heaslop,['Mrs. Moore']
Q198,oh yes i think so except the callendars he doesn t care for the callendars at all,Mrs. Moore,['Ronny Heaslop']
Q199,oh so he told you that did he the major will be interested i wonder what was the aim of the remark,Ronny Heaslop,['Mrs. Moore']
Q200,ronny ronny you re never going to pass it on to major callendar,Mrs. Moore,['Ronny Heaslop']
Q201,yes rather i must in fact,Ronny Heaslop,['Mrs. Moore']
Q202,but my dear boy,Mrs. Moore,['Ronny Heaslop']
Q203,if the major heard i was disliked by any native subordinate of mine i should expect him to pass it on to me,Ronny Heaslop,['Mrs. Moore']
Q204,but my dear boy a private conversation,Mrs. Moore,['Ronny Heaslop']
Q205,nothing s private in india aziz knew that when he spoke out so don t you worry he had some motive in what he said my personal belief is that the remark wasn t true,Ronny Heaslop,['Mrs. Moore']
Q206,how not true,Mrs. Moore,['Ronny Heaslop']
Q207,he abused the major in order to impress you,Ronny Heaslop,['Mrs. Moore']
Q208,i don t know what you mean dear,Mrs. Moore,['Ronny Heaslop']
Q209,it s the educated native s latest dodge they used to cringe but the younger generation believe in a show of manly independence they think it will pay better with the itinerant m p but whether the native swaggers or cringes there s always something behind every remark he makes always something and if nothing else he s trying to increase his izzat in plain anglo saxon to score of course there are exceptions,Ronny Heaslop,['Mrs. Moore']
Q210,you never used to judge people like this at home,Mrs. Moore,['Ronny Heaslop']
Q211,india isn t home,Ronny Heaslop,['Mrs. Moore']
Q212,i can t deny that what you say sounds very sensible but you really must not hand on to major callendar anything i have told you about doctor aziz,Mrs. Moore,['Ronny Heaslop']
Q213,in return please don t talk about aziz to adela,Ronny Heaslop,['Mrs. Moore']
Q214,not talk about him why,Mrs. Moore,['Ronny Heaslop']
Q215,there you go again mother i really can t explain every thing i don t want adela to be worried that s the fact she ll begin wondering whether we treat the natives properly and all that sort of nonsense,Ronny Heaslop,['Mrs. Moore']
Q216,but she came out to be worried that s exactly why she s here she discussed it all on the boat we had a long talk when we went on shore at aden she knows you in play as she put it but not in work and she felt she must come and look round before she decided and before you decided she is very very fair minded,Mrs. Moore,['Ronny Heaslop']
Q217,i know,Ronny Heaslop,['Mrs. Moore']
Q218,pretty dear,Mrs. Moore,[]
Q219,it is owing to orders from the l g turton would never do this unless compelled those high officials are different they sympathize the viceroy sympathizes they would have us treated properly but they come too seldom and live too far away meanwhile,Mahmoud Ali,"['Ram Chand', 'The Nawab Badahur']"
Q220,it is easy to sympathize at a distance i value more the kind word that is spoken close to my ear mr turton has spoken it from whatever cause he speaks we hear i do not see why we need discuss it further,The Nawab Badahur,"['Mahmoud Ali', 'Ram Chand']"
Q221,we have not all your sweet nature nawab bahadur nor your learning,Mahmoud Ali,"['Ram Chand', 'The Nawab Badahur']"
Q222,the lieutenant governor may be my very good friend but i give him no trouble,The Nawab Badahur,"['Mahmoud Ali', 'Ram Chand']"
Q223,and all is over but i can be a thorn in mr turton s flesh and if he asks me i accept the invitation i shall come in from dilkusha specially though i have to postpone other business,The Nawab Badahur,"['Mahmoud Ali', 'Ram Chand']"
Q224,you will make yourself chip,Ram Chand,"['Mahmoud Ali', 'The Nawab Badahur']"
Q225,mr ram chand,Mahmoud Ali,"['Ram Chand', 'The Nawab Badahur']"
Q226,mr mahmoud ali,Ram Chand,"['Mahmoud Ali', 'The Nawab Badahur']"
Q227,mr ram chand the nawab bahadur can decide what is cheap without our valuation i think,Mahmoud Ali,"['Ram Chand', 'The Nawab Badahur']"
Q228,i do not expect i shall make myself cheap i do not see why we should make ourselves cheap i do not see why we should the invitation is worded very graciously,The Nawab Badahur,"['Mahmoud Ali', 'Ram Chand']"
