A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Mrs Clay,Sir Walter Elliot,they would look around them no doubt and bless their good fortune but i quite agree with my father in thinking a sailor might be a very desirable tenant i have known a good deal of the profession and besides their liberality they are so neat and careful in all their ways these valuable pictures of yours sir walter if you chose to leave them would be perfectly safe everything in and about the house would be taken such excellent care of the gardens and shrubberies would be kept in almost as high order as they are now you need not be afraid miss elliot of your own sweet flower gardens being neglected,and who is admiral croft,6,0,1,0,15,1,1,1,9,1,1,1,8,0,1,0,2,0,1,0,2,0,1,0,15,0,1,0,12,0,1,0,1,0,1,0,113,5,8,18,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,M,intermediate
Mrs Clay,Sir Walter Elliot,nay sir walter this is being severe indeed have a little mercy on the poor men we are not all born to be handsome the sea is no beautifier certainly sailors do grow old betimes i have observed it they soon lose the look of youth but then is not it the same with many other professions perhaps most other soldiers in active service are not at all better off and even in the quieter professions there is a toil and a labour of the mind if not of the body which seldom leaves a man s looks to the natural effect of time the lawyer plods quite care worn the physician is up at all hours and travelling in all weather and even the clergyman and even the clergyman you know is obliged to go into infected rooms and expose his health and looks to all the injury of a poisonous atmosphere in fact as i have long been convinced though every profession is necessary and honourable in its turn it is only the lot of those who are not obliged to follow any who can live in a regular way in the country choosing their own hours following their own pursuits and living on their own property without the torment of trying for more it is only their lot i say to hold the blessings of health and a good appearance to the utmost i know no other set of men but what lose something of their personableness when they cease to be quite young,as to all that supposing i were induced to let my house i have by no means made up my mind as to the privileges to be annexed to it i am not particularly disposed to favour a tenant the park would be open to him of course and few navy officers or men of any other description can have had such a range but what restrictions i might impose on the use of the pleasure grounds is another thing i am not fond of the idea of my shrubberies being always approachable and i should recommend miss elliot to be on her guard with respect to her flower garden i am very little disposed to grant a tenant of kellynch hall any extraordinary favour i assure you be he sailor or soldier,25,8,1,1,20,14,1,1,16,6,1,1,20,4,1,1,9,6,1,1,5,2,1,1,19,17,1,1,26,17,1,1,1,0,1,0,257,133,17,9,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,M,intermediate
Mr Shepherd,Anne Elliot,in all these cases there are established usages which make everything plain and easy between landlord and tenant your interest sir walter is in pretty safe hands depend upon me for taking care that no tenant has more than his just rights i venture to hint that sir walter elliot cannot be half so jealous for his own as john shepherd will be for him,the navy i think who have done so much for us have at least an equal claim with any other set of men for all the comforts and all the privileges which any home can give sailors work hard enough for their comforts we must all allow,0,4,0,1,5,3,1,1,6,1,1,1,3,5,1,1,5,0,1,0,1,0,1,0,6,4,1,1,7,5,1,1,1,0,1,0,66,47,10,11,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,F,major
Mr Shepherd,Anne Elliot,very true very true what miss anne says is very true,oh certainly,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,12,13,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,F,major
Mr Shepherd,Anne Elliot,bless me how very odd i shall forget my own name soon i suppose a name that i am so very well acquainted with knew the gentleman so well by sight seen him a hundred times came to consult me once i remember about a trespass of one of his neighbours farmer s man breaking into his orchard wall torn down apples stolen caught in the fact and afterwards contrary to my judgement submitted to an amicable compromise very odd indeed,you mean mr wentworth i suppose,6,0,1,0,2,0,1,0,4,0,1,0,10,0,1,0,4,0,1,0,0,0,0,0,11,2,1,1,9,0,1,0,0,0,0,0,81,6,23,24,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,F,major
Anne Elliot,Mr Shepherd,the navy i think who have done so much for us have at least an equal claim with any other set of men for all the comforts and all the privileges which any home can give sailors work hard enough for their comforts we must all allow,wentworth was the very name mr wentworth was the very man he had the curacy of monkford you know sir walter some time back for two or three years came there about the year 5 i take it you remember him i am sure,4,4,1,1,3,3,1,1,1,1,1,1,5,4,1,1,0,3,0,1,0,0,0,0,4,7,1,1,5,2,1,1,0,0,0,0,47,44,11,25,Mr Shepherd; Mrs Clay; Sir Walter Elliot,F,major,M,minor
Anne Elliot,Mr Shepherd,you mean mr wentworth i suppose,very true very true what miss anne says is very true,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,11,24,12,Mr Shepherd; Mrs Clay; Sir Walter Elliot,F,major,M,minor
Anne Elliot,Sir Walter Elliot,oh certainly,the profession has its utility but i should be sorry to see any friend of mine belonging to it,0,1,0,1,0,2,0,1,0,1,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,4,0,1,0,2,0,1,0,0,0,0,2,19,13,14,Mr Shepherd; Mrs Clay; Sir Walter Elliot,F,major,M,intermediate
Anne Elliot,Sir Walter Elliot,he is a rear admiral of the white he was in the trafalgar action and has been in the east indies since he was stationed there i believe several years,then i take it for granted that his face is about as orange as the cuffs and capes of my livery,4,1,1,1,5,1,1,1,2,3,1,1,1,3,1,1,3,2,1,1,0,0,0,0,4,4,1,1,3,2,1,1,0,0,0,0,30,21,19,20,Mr Shepherd; Mrs Clay; Sir Walter Elliot,F,major,M,intermediate
Anne Elliot,Sir Walter Elliot,oh no that must have been quite accidental in general she has been in very good health and very good looks since michaelmas,merely gowland,0,0,0,0,5,0,1,0,2,0,1,0,3,1,1,1,2,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,23,2,204,210,Elizabeth; Mrs Clay; Sir Walter Elliot,F,major,M,intermediate
Anne Elliot,Sir Walter Elliot,no nothing,i suspect that admiral croft will be best known in bath as the renter of kellynch hall elizabeth may we venture to present him and his wife in laura place,0,1,0,1,0,3,0,1,0,3,0,1,0,1,0,1,1,2,1,1,0,0,0,0,0,4,0,1,0,3,0,1,1,0,1,0,2,30,209,239,Sir Walter Elliot,F,major,M,intermediate
Anne Elliot,Sir Walter Elliot,no nothing at all,certainly you cannot do better than to continue as you are you cannot be better than well or i should recommend gowland the constant use of gowland during the spring months mrs clay has been using it at my recommendation and you see what it has done for her you see how it has carried away her freckles,0,2,0,1,0,9,0,1,0,5,0,1,2,4,1,1,1,5,1,1,0,2,0,1,0,12,0,1,0,5,0,1,1,0,1,0,4,60,211,212,Sir Walter Elliot,F,major,M,intermediate
Anne Elliot,Sir Walter Elliot,she sees nothing to blame in it on the contrary she approves it and has generally taken me when i have called on mrs smith,if i thought it would not tempt her to go out in sharp winds and grow coarse i would send her a new hat and pelisse,1,1,1,1,2,2,1,1,2,3,1,1,1,1,1,1,5,3,1,1,0,1,0,1,6,5,1,1,3,2,1,1,1,0,1,0,25,26,228,205,Elizabeth; Mrs Clay; Sir Walter Elliot,F,major,M,intermediate
Anne Elliot,Sir Walter Elliot,they come on the admiral s account he is thought to be gouty,westgate buildings must have been rather surprised by the appearance of a carriage drawn up near its pavement sir henry russell s widow indeed has no honours to distinguish her arms but still it is a handsome equipage and no doubt is well known to convey a miss elliot a widow mrs smith lodging in westgate buildings a poor widow barely able to live between thirty and forty a mere mrs smith an every day mrs smith of all people and all names in the world to be the chosen friend of miss anne elliot and to be preferred by her to her own family connections among the nobility of england and ireland mrs smith such a name,1,12,1,1,2,7,1,1,0,6,0,1,0,5,0,1,1,5,1,1,0,0,0,0,2,5,1,1,1,13,1,1,0,0,0,0,13,118,235,229,Elizabeth; Mrs Clay; Sir Walter Elliot,F,major,M,intermediate
Anne Elliot,Sir Walter Elliot,i do not know but i can hardly suppose that at admiral croft s time of life and in his profession he should not have many acquaintance in such a place as this,gout and decrepitude poor old gentleman,1,0,1,0,3,0,1,0,3,1,1,1,1,0,1,0,3,0,1,0,2,0,1,0,4,0,1,0,5,0,1,0,0,0,0,0,33,6,238,236,Elizabeth; Mrs Clay; Sir Walter Elliot,F,major,M,intermediate
Sir Walter Elliot,Anne Elliot,and who is admiral croft,a few months more and he perhaps may be walking here,0,1,0,1,1,2,1,1,1,1,1,1,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,11,18,27,Anne Elliot; Mr Shepherd; Mrs Clay,M,intermediate,F,major
Sir Walter Elliot,Anne Elliot,wentworth oh ay mr wentworth the curate of monkford you misled me by the term gentleman i thought you were speaking of some man of property mr wentworth was nobody i remember quite unconnected nothing to do with the strafford family one wonders how the names of many of our nobility become so common,no nothing at all,4,0,1,0,2,0,1,0,1,0,1,0,2,2,1,1,2,1,1,1,0,0,0,0,6,0,1,0,7,0,1,0,2,1,1,1,54,4,26,211,Anne Elliot; Mr Shepherd; Mrs Clay,M,intermediate,F,major
Sir Walter Elliot,Anne Elliot,how is mary looking the last time i saw her she had a red nose but i hope that may not happen every day,elizabeth,2,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,3,0,1,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,24,1,203,213,Anne Elliot; Elizabeth; Mrs Clay,M,intermediate,F,major
Sir Walter Elliot,Anne Elliot,merely gowland,he is a rear admiral of the white he was in the trafalgar action and has been in the east indies since he was stationed there i believe several years,0,4,0,1,0,5,0,1,0,2,0,1,1,1,1,1,0,3,0,1,0,0,0,0,0,4,0,1,0,3,0,1,0,0,0,0,2,30,210,19,Anne Elliot,M,intermediate,F,major
Sir Walter Elliot,Anne Elliot,certainly you cannot do better than to continue as you are you cannot be better than well or i should recommend gowland the constant use of gowland during the spring months mrs clay has been using it at my recommendation and you see what it has done for her you see how it has carried away her freckles,oh no that must have been quite accidental in general she has been in very good health and very good looks since michaelmas,2,0,1,0,9,5,1,1,5,2,1,1,4,3,1,1,5,2,1,1,2,0,1,0,12,1,1,1,5,2,1,1,0,0,0,0,60,23,212,204,Anne Elliot,M,intermediate,F,major
Sir Walter Elliot,Anne Elliot,westgate buildings and who is miss anne elliot to be visiting in westgate buildings a mrs smith a widow mrs smith and who was her husband one of five thousand mr smiths whose names are to be met with everywhere and what is her attraction that she is old and sickly upon my word miss anne elliot you have the most extraordinary taste everything that revolts other people low company paltry rooms foul air disgusting associations are inviting to you but surely you may put off this old lady till to morrow she is not so near her end i presume but that she may hope to see another day what is her age forty,no sir she is not one and thirty but i do not think i can put off my engagement because it is the only evening for some time which will at once suit her and myself she goes into the warm bath to morrow and for the rest of the week you know we are engaged,3,4,1,1,12,6,1,1,10,5,1,1,4,1,1,1,10,4,1,1,1,2,1,1,12,10,1,1,7,7,1,1,1,0,1,0,115,56,225,226,Anne Elliot; Elizabeth; Mrs Clay,M,intermediate,F,major
Sir Walter Elliot,Anne Elliot,no i just know his name a bowing acquaintance wentworth captain wentworth of the navy his sister married my tenant in somersetshire the croft who rents kellynch,is not this song worth staying for,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2,1,1,1,0,1,0,1,4,0,1,0,2,1,1,1,0,0,0,0,27,7,282,283,Anne Elliot; Lady Dalrymple; William Walter Elliot,M,intermediate,F,major
Mr Shepherd,Mrs Clay,and a very well spoken genteel shrewd lady she seemed to be asked more questions about the house and terms and taxes than the admiral himself and seemed more conversant with business and moreover sir walter i found she was not quite unconnected in this country any more than her husband that is to say she is sister to a gentleman who did live amongst us once she told me so herself sister to the gentleman who lived a few years back at monkford bless me what was his name at this moment i cannot recollect his name though i have heard it so lately penelope my dear can you help me to the name of the gentleman who lived at monkford mrs croft s brother,i have no conception whom you can mean shepherd i remember no gentleman resident at monkford since the time of old governor trent,8,1,1,1,9,1,1,1,7,1,1,1,8,0,1,0,13,0,1,0,2,0,1,0,19,3,1,1,13,2,1,1,0,0,0,0,127,23,21,22,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,F,minor
Mrs Clay,Mr Shepherd,i have no conception whom you can mean shepherd i remember no gentleman resident at monkford since the time of old governor trent,bless me how very odd i shall forget my own name soon i suppose a name that i am so very well acquainted with knew the gentleman so well by sight seen him a hundred times came to consult me once i remember about a trespass of one of his neighbours farmer s man breaking into his orchard wall torn down apples stolen caught in the fact and afterwards contrary to my judgement submitted to an amicable compromise very odd indeed,1,6,1,1,1,2,1,1,1,4,1,1,0,10,0,1,0,4,0,1,0,0,0,0,3,11,1,1,2,9,1,1,0,0,0,0,23,81,22,23,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,M,minor
Mary,Elizabeth,i cannot possibly do without anne,then i am sure anne had better stay for nobody will want her in bath,0,0,0,0,1,3,1,1,0,0,0,0,1,2,1,1,0,2,0,1,1,0,1,0,1,2,1,1,1,2,1,1,0,1,0,1,7,15,29,30,Elizabeth,,,F,minor
Elizabeth,Anne Elliot,mrs clay never forgets who she is and as i am rather better acquainted with her sentiments than you can be i can assure you that upon the subject of marriage they are particularly nice and that she reprobates all inequality of condition and rank more strongly than most people and as to my father i really should not have thought that he who has kept himself single so long for our sakes need be suspected now if mrs clay were a very beautiful woman i grant you it might be wrong to have her so much with me not that anything in the world i am sure would induce my father to make a degrading match but he might be rendered unhappy but poor mrs clay who with all her merits can never have been reckoned tolerably pretty i really think poor mrs clay may be staying here in perfect safety one would imagine you had never heard my father speak of her personal misfortunes though i know you must fifty times that tooth of her s and those freckles freckles do not disgust me so very much as they do him i have known a face not materially disfigured by a few but he abominates them you must have heard him notice mrs clay s freckles,i do not know but i can hardly suppose that at admiral croft s time of life and in his profession he should not have many acquaintance in such a place as this,6,1,1,1,30,3,1,1,19,3,1,1,22,1,1,1,17,3,1,1,7,2,1,1,38,4,1,1,13,5,1,1,1,0,1,0,218,33,31,238,Anne Elliot,F,minor,F,major
Elizabeth,Anne Elliot,but what does lady russell think of this acquaintance,there is hardly any personal defect which an agreeable manner might not gradually reconcile one to,0,1,0,1,1,1,1,1,1,0,1,0,0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9,16,227,32,Anne Elliot; Mrs Clay; Sir Walter Elliot,F,minor,F,major
Elizabeth,Anne Elliot,how is mary and pray what brings the crofts to bath,she sees nothing to blame in it on the contrary she approves it and has generally taken me when i have called on mrs smith,1,1,1,1,1,2,1,1,2,2,1,1,0,1,0,1,0,5,0,1,0,0,0,0,0,6,0,1,0,3,0,1,0,1,0,1,11,25,234,228,Anne Elliot; Mrs Clay; Sir Walter Elliot,F,minor,F,major
Elizabeth,Anne Elliot,have they any acquaintance here,they come on the admiral s account he is thought to be gouty,0,1,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,5,13,237,235,Anne Elliot; Mrs Clay; Sir Walter Elliot,F,minor,F,major
Anne Elliot,Elizabeth,there is hardly any personal defect which an agreeable manner might not gradually reconcile one to,but what does lady russell think of this acquaintance,1,0,1,0,1,1,1,1,0,1,0,1,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,16,9,32,227,Elizabeth,F,major,F,minor
Anne Elliot,Elizabeth,no sir she is not one and thirty but i do not think i can put off my engagement because it is the only evening for some time which will at once suit her and myself she goes into the warm bath to morrow and for the rest of the week you know we are engaged,i think very differently an agreeable manner may set off handsome features but can never alter plain ones however at any rate as i have a great deal more at stake on this point than anybody else can have i think it rather unnecessary in you to be advising me,4,2,1,1,6,4,1,1,5,3,1,1,1,7,1,1,4,3,1,1,2,1,1,1,10,6,1,1,7,5,1,1,0,1,0,1,56,50,226,33,Elizabeth; Mrs Clay; Sir Walter Elliot,F,major,F,minor
Mary,Anne Elliot,so you are come at last i began to think i should never see you i am so ill i can hardly speak i have not seen a creature the whole morning,a great many things i assure you more than i can recollect in a moment but i can tell you some i have been making a duplicate of the catalogue of my father s books and pictures i have been several times in the garden with mackenzie trying to understand and make him understand which of elizabeth s plants are for lady russell i have had all my own little concerns to arrange books and music to divide and all my trunks to repack from not having understood in time what was intended as to the waggons and one thing i have had to do mary of a more trying nature going to almost every house in the parish as a sort of take leave i was told that they wished it but all these things took up a great deal of time,2,10,1,1,5,12,1,1,0,9,0,1,5,3,1,1,0,3,0,1,2,1,1,1,7,16,1,1,1,18,1,1,0,0,0,0,32,143,34,45,Anne Elliot,,,F,major
Mary,Anne Elliot,yes i made the best of it i always do but i was very far from well at the time and i do not think i ever was so ill in my life as i have been all this morning very unfit to be left alone i am sure suppose i were to be seized of a sudden in some dreadful way and not able to ring the bell so lady russell would not get out i do not think she has been in this house three times this summer oh charles is out shooting i have not seen him since seven o clock he would go though i told him how ill i was he said he should not stay out long but he has never come back and now it is almost one i assure you i have not seen a soul this whole long morning,i am sorry to find you unwell you sent me such a good account of yourself on thursday,4,1,1,1,21,1,1,1,10,0,1,0,14,0,1,0,13,0,1,0,8,0,1,0,25,5,1,1,8,2,1,1,0,0,0,0,148,18,36,35,Anne Elliot,,,F,major
