uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00041_A,00041,A,no no,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
p00042_A,00042,A,oh no indeed walking up that hill again would do her more harm than any sitting down could do her good,1,85.71,71.43,14.29,9.52,0,0,0,9.52,0,4.76,0,14.29,19.05,9.52,4.76,4.76,4.76
p00043_A,00043,A,it is very unpleasant having such connexions but i assure you i have never been in the house above twice in my life,1,86.96,78.26,21.74,17.39,13.04,0,4.35,0,0,4.35,4.35,13.04,17.39,13.04,4.35,4.35,4.35
p00044_A,00044,A,pray can you tell us the name of the gentleman who is just gone away,1,86.67,66.67,20,20,0,6.67,6.67,0,0,0,13.33,13.33,13.33,6.67,0,0,0
p00045_A,00045,A,no ma am he did not mention no particular family but he said his master was a very rich gentleman and would be a baronight some day,1,77.78,62.96,11.11,11.11,0,0,0,11.11,0,0,7.41,0,18.52,3.7,7.41,11.11,7.41
p00046_A,00046,A,of course you will mention our seeing mr elliot the next time you write to bath i think my father certainly ought to hear of it do mention all about him,1,74.19,58.06,22.58,19.35,6.45,3.23,6.45,3.23,0,3.23,3.23,16.13,9.68,6.45,0,0,3.23
p00047_A,00047,A,i am determined i will,1,80,80,40,40,40,0,0,0,0,0,0,0,40,0,0,0,0
p00048_A,00048,A,she is dead she is dead,1,100,66.67,33.33,33.33,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0
p00049_A,00049,A,true true a surgeon this instant,1,66.67,33.33,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0
p00050_A,00050,A,anne anne what is to be done next what in heaven s name is to be done next,1,72.22,61.11,11.11,0,0,0,0,0,0,11.11,0,16.67,33.33,0,0,0,0
p00051_A,00051,A,had not she better be carried to the inn yes i am sure carry her gently to the inn,1,84.21,57.89,15.79,15.79,5.26,0,0,10.53,0,0,10.53,10.53,15.79,0,0,5.26,0
p00052_A,00052,A,i have been considering what we had best do she must not appear at first she could not stand it i have been thinking whether you had not better remain in the carriage with her while i go in and break it to mr and mrs musgrove do you think this is a good plan,1,83.64,70.91,23.64,16.36,5.45,1.82,3.64,5.45,0,7.27,3.64,9.09,20,0,7.27,5.45,1.82
p00053_A,00053,A,no i do not know that he ever does in a general way but however it is a very clear thing that he admires you exceedingly his head is full of some books that he is reading upon your recommendation and he wants to talk to you about them he has found out something or other in one of them which he thinks oh i cannot pretend to remember it but it was something very fine i overheard him telling henrietta all about it and then miss elliot was spoken of in the highest terms now mary i declare it was so i heard it myself and you were in the other room elegance sweetness beauty oh there was no end of miss elliot s charms,1,83.33,69.05,26.19,15.87,4.76,0,3.17,6.35,1.59,10.32,3.17,11.9,9.52,7.94,7.14,3.17,3.17
p00054_A,00054,A,and i am sure it was a very little to his credit if he did miss harville only died last june such a heart is very little worth having is it lady russell i am sure you will agree with me,1,80.49,63.41,19.51,14.63,7.32,0,2.44,4.88,0,4.88,4.88,4.88,19.51,7.32,4.88,0,7.32
p00055_A,00055,A,and that you are very likely to do very soon i can tell you ma am though he had not nerves for coming away with us and setting off again afterwards to pay a formal visit here he will make his way over to kellynch one day by himself you may depend on it i told him the distance and the road and i told him of the church s being so very well worth seeing for as he has a taste for those sort of things i thought that would be a good excuse and he listened with all his understanding and soul and i am sure from his manner that you will have him calling here soon so i give you notice lady russell,1,83.33,70.63,23.02,18.25,4.76,0.79,3.97,8.73,0,4.76,4.76,13.49,11.11,10.32,8.73,0.79,2.38
p00056_A,00056,A,well as your joint acquaintance then i shall be very happy to see captain benwick,1,73.33,60,13.33,13.33,6.67,0,6.67,0,0,0,0,13.33,13.33,13.33,13.33,0,0
p00057_A,00057,A,you will not find anything very agreeable in him i assure you ma am he is one of the dullest young men that ever lived he has walked with me sometimes from one end of the sands to the other without saying a word he is not at all a well bred young man i am sure you will not like him,1,85.48,70.97,20.97,17.74,4.84,0,4.84,8.06,0,3.23,8.06,14.52,11.29,6.45,0,4.84,4.84
p00058_A,00058,A,there we differ mary i think lady russell would like him i think she would be so much pleased with his mind that she would very soon see no deficiency in his manner,1,78.79,63.64,27.27,24.24,6.06,3.03,0,15.15,0,3.03,0,6.06,12.12,12.12,3.03,3.03,6.06
p00059_A,00059,A,so do i anne i am sure lady russell would like him he is just lady russell s sort give him a book and he will read all day long,1,70,53.33,20,20,6.67,0,0,13.33,0,0,3.33,0,16.67,6.67,6.67,0,10
p00060_A,00060,A,you will not like him i will answer for it,1,90,90,40,30,10,0,10,10,0,10,0,20,20,0,0,10,0
p00061_A,00061,A,he is a man whom i have no wish to see his declining to be on cordial terms with the head of his family has left a very strong impression in his disfavour with me,1,74.29,65.71,20,20,5.71,0,0,11.43,0,0,8.57,20,11.43,2.86,0,2.86,0
p00062_A,00062,A,if i thought it would not tempt her to go out in sharp winds and grow coarse i would send her a new hat and pelisse,1,80.77,57.69,19.23,15.38,7.69,0,0,7.69,0,3.85,3.85,11.54,7.69,0,11.54,3.85,0
p00063_A,00063,A,the notions of a young man of one or two and twenty as to what is necessary in manners to make him quite the thing are more absurd i believe than those of any other set of beings in the world the folly of the means they often employ is only to be equalled by the folly of what they have in view,1,84.13,73.02,12.7,6.35,1.59,0,0,1.59,3.17,6.35,11.11,23.81,7.94,4.76,6.35,0,7.94
p00064_A,00064,A,elizabeth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00065_A,00065,A,elizabeth very well time will explain,1,66.67,50,0,0,0,0,0,0,0,0,0,0,16.67,33.33,0,0,0
p00066_A,00066,A,it was an acquaintance worth having,1,66.67,66.67,16.67,0,0,0,0,0,0,16.67,16.67,0,33.33,0,0,0,0
p00067_A,00067,A,i love your indignation it is very natural but here you are in bath and the object is to be established here with all the credit and dignity which ought to belong to sir walter elliot you talk of being proud i am called proud i know and i shall not wish to believe myself otherwise for our pride if investigated would have the same object i have no doubt though the kind may seem a little different in one point i am sure my dear cousin in one point i am sure we must feel alike we must feel that every addition to your father s society among his equals or superiors may be of use in diverting his thoughts from those who are beneath him,1,81.1,64.57,18.9,15.75,7.09,2.36,3.15,2.36,0,3.15,3.94,12.6,14.96,3.94,6.3,1.57,6.3
p00068_A,00068,A,yes sometimes it may though i fear its lessons are not often in the elevated style you describe here and there human nature may be great in times of trial but generally speaking it is its weakness and not its strength that appears in a sick chamber it is selfishness and impatience rather than generosity and fortitude that one hears of there is so little real friendship in the world and unfortunately there are so many who forget to think seriously till it is almost too late i do not suppose the situation my friend mrs rooke is in at present will furnish much either to interest or edify me she is only nursing mrs wallis of marlborough buildings a mere pretty silly expensive fashionable woman i believe and of course will have nothing to report but of lace and finery i mean to make my profit of mrs wallis however she has plenty of money and i intend she shall buy all the high priced things i have in hand now,1,73.84,61.05,13.95,8.14,5.23,0,0.58,1.74,0,5.81,3.49,11.63,10.47,9.88,10.47,2.33,4.07
p00069_A,00069,A,westgate buildings and who is miss anne elliot to be visiting in westgate buildings a mrs smith a widow mrs smith and who was her husband one of five thousand mr smiths whose names are to be met with everywhere and what is her attraction that she is old and sickly upon my word miss anne elliot you have the most extraordinary taste everything that revolts other people low company paltry rooms foul air disgusting associations are inviting to you but surely you may put off this old lady till to morrow she is not so near her end i presume but that she may hope to see another day what is her age forty,1,70.43,57.39,20,13.04,1.74,0,2.61,6.09,0,6.96,2.61,10.43,11.3,2.61,6.96,0.87,6.09
p00070_A,00070,A,but what does lady russell think of this acquaintance,1,66.67,55.56,22.22,0,0,0,0,0,0,22.22,0,11.11,11.11,0,11.11,0,0
p00071_A,00071,A,westgate buildings must have been rather surprised by the appearance of a carriage drawn up near its pavement sir henry russell s widow indeed has no honours to distinguish her arms but still it is a handsome equipage and no doubt is well known to convey a miss elliot a widow mrs smith lodging in westgate buildings a poor widow barely able to live between thirty and forty a mere mrs smith an every day mrs smith of all people and all names in the world to be the chosen friend of miss anne elliot and to be preferred by her to her own family connections among the nobility of england and ireland mrs smith such a name,1,55.08,50,4.24,2.54,0,0,0,2.54,0,1.69,10.17,15.25,5.93,3.39,5.08,1.69,4.24
p00072_A,00072,A,what is this the crofts have arrived in bath the crofts who rent kellynch what have they brought you oh those letters are convenient passports they secure an introduction i should have visited admiral croft however at any rate i know what is due to my tenant,1,72.34,57.45,25.53,14.89,6.38,0,2.13,0,4.26,10.64,6.38,6.38,14.89,2.13,2.13,0,2.13
p00073_A,00073,A,how is mary and pray what brings the crofts to bath,1,72.73,54.55,9.09,0,0,0,0,0,0,9.09,9.09,9.09,9.09,9.09,9.09,0,0
p00074_A,00074,A,they come on the admiral s account he is thought to be gouty,1,69.23,53.85,15.38,15.38,0,0,0,7.69,7.69,0,7.69,15.38,15.38,0,0,0,0
p00075_A,00075,A,gout and decrepitude poor old gentleman,1,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0
p00076_A,00076,A,have they any acquaintance here,1,80,80,20,20,0,0,0,0,20,0,0,0,20,20,0,0,0
p00077_A,00077,A,i do not know but i can hardly suppose that at admiral croft s time of life and in his profession he should not have many acquaintance in such a place as this,1,75.76,69.7,18.18,12.12,6.06,0,0,6.06,0,6.06,3.03,15.15,12.12,3.03,9.09,6.06,3.03
p00078_A,00078,A,oh no i think not situated as we are with lady dalrymple cousins we ought to be very careful not to embarrass her with acquaintance she might not approve if we were not related it would not signify but as cousins she would feel scrupulous as to any proposal of ours we had better leave the crofts to find their own level there are several odd looking men walking about here who i am told are sailors the crofts will associate with them,1,78.31,63.86,16.87,15.66,2.41,6.02,0,3.61,2.41,1.2,2.41,14.46,14.46,4.82,6.02,7.23,1.2
p00079_A,00079,A,you will wonder what has been fixing my eye so long but i was looking after some window curtains which lady alicia and mrs frankland were telling me of last night they described the drawing room window curtains of one of the houses on this side of the way and this part of the street as being the handsomest and best hung of any in bath but could not recollect the exact number and i have been trying to find out which it could be but i confess i can see no curtains hereabouts that answer their description,1,70.41,60.2,16.33,9.18,6.12,0,1.02,0,2.04,7.14,6.12,11.22,13.27,1.02,10.2,2.04,5.1
p00080_A,00080,A,indeed i should not have supposed that you could have found anything in lyme to inspire such a feeling the horror and distress you were involved in the stretch of mind the wear of spirits i should have thought your last impressions of lyme must have been strong disgust,1,71.43,61.22,14.29,10.2,4.08,0,6.12,0,0,4.08,8.16,12.24,18.37,2.04,2.04,2.04,0
p00081_A,00081,A,a very fine young man indeed more air than one often sees in bath irish i dare say,1,72.22,50,5.56,5.56,5.56,0,0,0,0,0,5.56,11.11,0,16.67,5.56,0,11.11
p00082_A,00082,A,my dear miss elliot,1,50,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
p00083_A,00083,A,and mine kindest regards and you may say that i mean to call upon her soon make a civil message but i shall only leave my card morning visits are never fair by women at her time of life who make themselves up so little if she would only wear rouge she would not be afraid of being seen but last time i called i observed the blinds were let down immediately,1,79.17,61.11,19.44,18.06,8.33,0,1.39,5.56,1.39,1.39,2.78,11.11,11.11,8.33,8.33,2.78,1.39
p00084_A,00084,A,to be sure he is nobody doubts it and i hope you do not think i am so illiberal as to want every man to have the same objects and pleasures as myself i have a great value for benwick and when one can but get him to talk he has plenty to say his reading has done him no harm for he has fought as well as read he is a brave fellow i got more acquainted with him last monday than ever i did before we had a famous set to at rat hunting all the morning in my father s great barns and he played his part so well that i have liked him the better ever since,1,85.12,66.94,19.83,17.36,6.61,0.83,0.83,9.09,0,2.48,4.96,14.88,12.4,5.79,12.4,2.48,4.96
p00085_A,00085,A,do come anne come and look yourself you will be too late if you do not make haste they are parting they are shaking hands he is turning away not know mr elliot indeed you seem to have forgot all about lyme,1,80.95,59.52,16.67,16.67,0,0,9.52,2.38,4.76,0,0,7.14,19.05,7.14,4.76,4.76,2.38
p00086_A,00086,A,yes it is mr elliot certainly he has changed his hour of going i suppose that is all or i may be mistaken i might not attend,1,88.89,66.67,25.93,18.52,11.11,0,0,7.41,0,7.41,0,3.7,22.22,3.7,3.7,3.7,7.41
p00087_A,00087,A,but you must go charles it would be unpardonable to fail we were asked on purpose to be introduced there was always such a great connexion between the dalrymples and ourselves nothing ever happened on either side that was not announced immediately we are quite near relations you know and mr elliot too whom you ought so particularly to be acquainted with every attention is due to mr elliot consider my father s heir the future representative of the family,1,71.25,63.75,12.5,10,1.25,3.75,3.75,0,0,2.5,5,12.5,13.75,10,6.25,2.5,1.25
p00088_A,00088,A,don t talk to me about heirs and representatives i am not one of those who neglect the reigning power to bow to the rising sun if i would not go for the sake of your father i should think it scandalous to go for the sake of his heir what is mr elliot to me,1,67.86,60.71,19.64,14.29,8.93,0,1.79,1.79,0,5.36,7.14,19.64,7.14,1.79,3.57,3.57,1.79
p00089_A,00089,A,we will write the letter we were talking of harville now if you will give me materials,1,82.35,64.71,23.53,23.53,5.88,11.76,5.88,0,0,0,5.88,5.88,17.65,5.88,5.88,0,0
p00090_A,00090,A,your feelings may be the strongest but the same spirit of analogy will authorise me to assert that ours are the most tender man is more robust than woman but he is not longer lived which exactly explains my view of the nature of their attachments nay it would be too hard upon you if it were otherwise you have difficulties and privations and dangers enough to struggle with you are always labouring and toiling exposed to every risk and hardship your home country friends all quitted neither time nor health nor life to be called your own it would be hard indeed if woman s feelings were to be added to all this,1,71.93,62.28,14.91,9.65,1.75,0.88,5.26,0.88,0.88,5.26,3.51,10.53,14.04,2.63,10.53,3.51,7.02
p00091_A,00091,A,not quite a few lines more i shall have done in five minutes,1,84.62,76.92,7.69,7.69,7.69,0,0,0,0,0,7.69,7.69,23.08,0,0,7.69,30.77
p00092_A,00092,A,you are a good soul there is no quarrelling with you and when i think of benwick my tongue is tied,1,71.43,66.67,19.05,19.05,9.52,0,9.52,0,0,0,4.76,9.52,14.29,9.52,9.52,4.76,0
p00093_A,00093,A,here frederick you and i part company i believe i am going home and you have an engagement with your friend to night we may have the pleasure of all meeting again at your party we had your sister s card yesterday and i understood frederick had a card too though i did not see it and you are disengaged frederick are you not as well as ourselves,1,75,67.65,23.53,22.06,7.35,4.41,10.29,0,0,1.47,4.41,8.82,13.24,7.35,10.29,2.94,2.94
p00094_A,00094,A,yes very true here we separate but harville and i shall soon be after you that is harville if you are ready i am in half a minute i know you will not be sorry to be off i shall be at your service in half a minute,1,91.67,72.92,20.83,18.75,8.33,2.08,8.33,0,0,2.08,4.17,12.5,20.83,6.25,8.33,2.08,8.33
p00095_A,00095,A,good morning god bless you,1,20,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0
p00096_A,00096,A,do you think so but i am afraid and i should be so very sorry will you promise me to mention it when you see them again you will see them both this morning i dare say do promise me,1,87.5,72.5,32.5,27.5,12.5,0,10,0,5,5,0,2.5,17.5,12.5,12.5,0,2.5
p00097_A,00097,A,are you going as high as belmont are you going near camden place because if you are i shall have no scruple in asking you to take my place and give anne your arm to her father s door she is rather done for this morning and must not go so far without help and i ought to be at that fellow s in the market place he promised me the sight of a capital gun he is just going to send off said he would keep it unpacked to the last possible moment that i might see it and if i do not turn back now i have no chance by his description a good deal like the second size double barrel of mine which you shot with one day round winthrop,1,75.94,62.41,19.55,15.04,6.02,0,4.51,4.51,0,4.51,4.51,14.29,11.28,3.76,7.52,3.01,3.01
p00000_B,00000,B,he would be a very lucky man shepherd that s all i have to remark a prize indeed would kellynch hall be to him rather the greatest prize of all let him have taken ever so many before hey shepherd,1,75,62.5,12.5,10,2.5,0,0,7.5,0,2.5,7.5,10,15,12.5,5,0,7.5
