A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Mr. Allen,Catherine Morland,well miss morland i hope you have had an agreeable ball,very agreeable indeed,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,11,3,12,13,Catherine Morland; Mrs. Allen,M,minor,F,major
Catherine Morland,Mrs. Allen,very agreeable indeed,i wish she had been able to dance i wish we could have got a partner for her i have been saying how glad i should be if the skinners were here this winter instead of last or if the parrys had come as they talked of once she might have danced with george parry i am so sorry she has not had a partner,0,4,0,1,0,14,0,1,0,6,0,1,2,3,1,1,0,5,0,1,0,1,0,1,0,11,0,1,0,4,0,1,0,0,0,0,3,65,13,14,Mr. Allen; Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Mr. Allen,i wish she had been able to dance i wish we could have got a partner for her i have been saying how glad i should be if the skinners were here this winter instead of last or if the parrys had come as they talked of once she might have danced with george parry i am so sorry she has not had a partner,we shall do better another evening i hope,4,0,1,0,14,1,1,1,6,0,1,0,3,1,1,1,5,0,1,0,1,0,1,0,11,2,1,1,4,0,1,0,0,0,0,0,65,8,14,15,Catherine Morland; Mr. Allen,F,intermediate,M,minor
Henry Tilney,Catherine Morland,i have hitherto been very remiss madam in the proper attentions of a partner here i have not yet asked you how long you have been in bath whether you were ever here before whether you have been at the upper rooms the theatre and the concert and how you like the place altogether i have been very negligent but are you now at leisure to satisfy me in these particulars if you are i will begin directly,you need not give yourself that trouble sir,6,0,1,0,13,1,1,1,8,1,1,1,10,0,1,0,1,0,1,0,1,1,1,1,12,2,1,1,7,0,1,0,0,0,0,0,78,8,16,17,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,you need not give yourself that trouble sir,no trouble i assure you madam have you been long in bath madam,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,1,0,1,0,1,0,0,0,0,8,13,17,18,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,no trouble i assure you madam have you been long in bath madam,about a week sir,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,13,4,18,19,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,about a week sir,really,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,19,20,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,really,why should you be surprised sir,0,0,0,0,0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,20,21,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,why should you be surprised sir,why indeed but some emotion must appear to be raised by your reply and surprise is more easily assumed and not less reasonable than any other now let us go on were you never here before madam,0,0,0,0,2,4,1,1,1,4,1,1,0,8,0,1,0,0,0,0,0,2,0,1,1,3,1,1,0,3,0,1,0,0,0,0,6,37,21,22,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,why indeed but some emotion must appear to be raised by your reply and surprise is more easily assumed and not less reasonable than any other now let us go on were you never here before madam,never sir,0,0,0,0,4,0,1,0,4,0,1,0,8,1,1,1,0,0,0,0,2,1,1,1,3,0,1,0,3,0,1,0,0,0,0,0,37,2,22,23,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,never sir,indeed have you yet honoured the upper rooms,0,1,0,1,0,1,0,1,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,8,23,24,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,indeed have you yet honoured the upper rooms,yes sir i was there last monday,1,0,1,0,1,1,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,7,24,25,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,yes sir i was there last monday,have you been to the theatre,0,1,0,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,7,6,25,26,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,have you been to the theatre,yes sir i was at the play on tuesday,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,0,0,0,0,6,9,26,27,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,yes sir i was at the play on tuesday,to the concert,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,9,3,27,28,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,to the concert,yes sir on wednesday,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,4,28,29,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,yes sir on wednesday,and are you altogether pleased with bath,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4,7,29,30,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,and are you altogether pleased with bath,yes i like it very well,0,0,0,0,1,0,1,0,1,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,7,6,30,31,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,yes i like it very well,now i must give one smirk and then we may be rational again i see what you think of me i shall make but a poor figure in your journal tomorrow,0,1,0,1,0,4,0,1,0,2,0,1,2,3,1,1,1,0,1,0,0,0,0,0,2,7,1,1,0,2,0,1,0,0,0,0,6,31,31,32,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,now i must give one smirk and then we may be rational again i see what you think of me i shall make but a poor figure in your journal tomorrow,my journal,1,0,1,0,4,0,1,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,7,1,1,1,2,0,1,0,0,0,0,0,31,2,32,33,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,my journal,yes i know exactly what you will say friday went to the lower rooms wore my sprigged muslin robe with blue trimmings plain black shoes appeared to much advantage but was strangely harassed by a queer half witted man who would make me dance with him and distressed me by his nonsense,0,2,0,1,0,3,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,0,0,0,1,7,1,1,0,6,0,1,0,0,0,0,2,52,33,34,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,yes i know exactly what you will say friday went to the lower rooms wore my sprigged muslin robe with blue trimmings plain black shoes appeared to much advantage but was strangely harassed by a queer half witted man who would make me dance with him and distressed me by his nonsense,indeed i shall say no such thing,2,0,1,0,3,1,1,1,2,0,1,0,2,1,1,1,2,0,1,0,0,0,0,0,7,1,1,1,6,0,1,0,0,0,0,0,52,7,34,35,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,indeed i shall say no such thing,shall i tell you what you ought to say,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,7,9,35,36,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,shall i tell you what you ought to say,if you please,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,9,3,36,37,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,if you please,i danced with a very agreeable young man introduced by mr king had a great deal of conversation with him seems a most extraordinary genius hope i may know more of him that madam is what i wish you to say,0,3,0,1,0,2,0,1,1,1,1,1,0,2,0,1,0,2,0,1,0,0,0,0,1,6,1,1,0,5,0,1,0,0,0,0,3,41,37,38,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,i danced with a very agreeable young man introduced by mr king had a great deal of conversation with him seems a most extraordinary genius hope i may know more of him that madam is what i wish you to say,but perhaps i keep no journal,3,0,1,0,2,0,1,0,1,1,1,1,2,1,1,1,2,0,1,0,0,0,0,0,6,1,1,1,5,0,1,0,0,0,0,0,41,6,38,39,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,but perhaps i keep no journal,perhaps you are not sitting in this room and i am not sitting by you these are points in which a doubt is equally possible not keep a journal how are your absent cousins to understand the tenour of your life in bath without one how are the civilities and compliments of every day to be related as they ought to be unless noted down every evening in a journal how are your various dresses to be remembered and the particular state of your complexion and curl of your hair to be described in all their diversities without having constant recourse to a journal my dear madam i am not so ignorant of young ladies ways as you wish to believe me it is this delightful habit of journaling which largely contributes to form the easy style of writing for which ladies are so generally celebrated everybody allows that the talent of writing agreeable letters is peculiarly female nature may have done something but i am sure it must be essentially assisted by the practice of keeping a journal,0,11,0,1,0,21,0,1,1,12,1,1,1,8,1,1,0,7,0,1,0,4,0,1,1,17,1,1,0,21,0,1,0,2,0,1,6,179,39,40,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,perhaps you are not sitting in this room and i am not sitting by you these are points in which a doubt is equally possible not keep a journal how are your absent cousins to understand the tenour of your life in bath without one how are the civilities and compliments of every day to be related as they ought to be unless noted down every evening in a journal how are your various dresses to be remembered and the particular state of your complexion and curl of your hair to be described in all their diversities without having constant recourse to a journal my dear madam i am not so ignorant of young ladies ways as you wish to believe me it is this delightful habit of journaling which largely contributes to form the easy style of writing for which ladies are so generally celebrated everybody allows that the talent of writing agreeable letters is peculiarly female nature may have done something but i am sure it must be essentially assisted by the practice of keeping a journal,i have sometimes thought whether ladies do write so much better letters than gentlemen that is i should not think the superiority was always on our side,11,1,1,1,21,5,1,1,12,1,1,1,8,4,1,1,7,1,1,1,4,1,1,1,17,3,1,1,21,2,1,1,2,0,1,0,179,27,40,41,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,i have sometimes thought whether ladies do write so much better letters than gentlemen that is i should not think the superiority was always on our side,as far as i have had opportunity of judging it appears to me that the usual style of letter writing among women is faultless except in three particulars,1,1,1,1,5,2,1,1,1,3,1,1,4,2,1,1,1,1,1,1,1,0,1,0,3,3,1,1,2,5,1,1,0,0,0,0,27,28,41,42,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,as far as i have had opportunity of judging it appears to me that the usual style of letter writing among women is faultless except in three particulars,and what are they,1,0,1,0,2,1,1,1,3,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,3,1,1,1,5,0,1,0,0,0,0,0,28,4,42,43,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,and what are they,a general deficiency of subject a total inattention to stops and a very frequent ignorance of grammar,0,3,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,4,17,43,44,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,a general deficiency of subject a total inattention to stops and a very frequent ignorance of grammar,upon my word i need not have been afraid of disclaiming the compliment you do not think too highly of us in that way,3,1,1,1,0,4,0,1,1,1,1,1,1,2,1,1,0,1,0,1,0,2,0,1,0,4,0,1,2,3,1,1,0,0,0,0,17,24,44,45,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,upon my word i need not have been afraid of disclaiming the compliment you do not think too highly of us in that way,i should no more lay it down as a general rule that women write better letters than men than that they sing better duets or draw better landscapes in every power of which taste is the foundation excellence is pretty fairly divided between the sexes,1,3,1,1,4,3,1,1,1,4,1,1,2,4,1,1,1,1,1,1,2,1,1,1,4,3,1,1,3,6,1,1,0,0,0,0,24,45,45,46,Henry Tilney,F,major,M,major
Mrs. Allen,Henry Tilney,my dear catherine do take this pin out of my sleeve i am afraid it has torn a hole already i shall be quite sorry if it has for this is a favourite gown though it cost but nine shillings a yard,that is exactly what i should have guessed it madam,3,0,1,0,7,3,1,1,3,0,1,0,2,1,1,1,5,2,1,1,0,0,0,0,7,2,1,1,3,0,1,0,0,0,0,0,42,10,47,48,Catherine Morland; Henry Tilney,F,intermediate,M,major
Henry Tilney,Mrs. Allen,that is exactly what i should have guessed it madam,do you understand muslins sir,0,0,0,0,3,1,1,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,10,5,48,49,Catherine Morland; Mrs. Allen,M,major,F,intermediate
Mrs. Allen,Henry Tilney,do you understand muslins sir,particularly well i always buy my own cravats and am allowed to be an excellent judge and my sister has often trusted me in the choice of a gown i bought one for her the other day and it was pronounced to be a prodigious bargain by every lady who saw it i gave but five shillings a yard for it and a true indian muslin,0,7,0,1,1,5,1,1,0,5,0,1,0,3,0,1,0,4,0,1,0,0,0,0,1,10,1,1,0,5,0,1,0,0,0,0,5,66,49,50,Catherine Morland; Henry Tilney,F,intermediate,M,major
Henry Tilney,Mrs. Allen,particularly well i always buy my own cravats and am allowed to be an excellent judge and my sister has often trusted me in the choice of a gown i bought one for her the other day and it was pronounced to be a prodigious bargain by every lady who saw it i gave but five shillings a yard for it and a true indian muslin,men commonly take so little notice of those things i can never get mr allen to know one of my gowns from another you must be a great comfort to your sister sir,7,1,1,1,5,3,1,1,5,0,1,0,3,3,1,1,4,1,1,1,0,1,0,1,10,4,1,1,5,4,1,1,0,0,0,0,66,33,50,51,Catherine Morland; Mrs. Allen,M,major,F,intermediate
Mrs. Allen,Henry Tilney,men commonly take so little notice of those things i can never get mr allen to know one of my gowns from another you must be a great comfort to your sister sir,i hope i am madam,1,0,1,0,3,1,1,1,0,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0,4,2,1,1,4,0,1,0,0,0,0,0,33,5,51,52,Catherine Morland; Henry Tilney,F,intermediate,M,major
Henry Tilney,Mrs. Allen,i hope i am madam,and pray sir what do you think of miss morland s gown,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,0,5,12,52,53,Catherine Morland; Mrs. Allen,M,major,F,intermediate
Mrs. Allen,Henry Tilney,and pray sir what do you think of miss morland s gown,it is very pretty madam but i do not think it will wash well i am afraid it will fray,0,0,0,0,1,5,1,1,1,1,1,1,0,2,0,1,0,3,0,1,0,1,0,1,1,5,1,1,1,0,1,0,0,0,0,0,12,20,53,54,Catherine Morland; Henry Tilney,F,intermediate,M,major
Henry Tilney,Catherine Morland,it is very pretty madam but i do not think it will wash well i am afraid it will fray,how can you be so,0,0,0,0,5,2,1,1,1,1,1,1,2,1,1,1,3,0,1,0,1,0,1,0,5,1,1,1,0,0,0,0,0,0,0,0,20,5,54,55,Catherine Morland; Mrs. Allen,M,major,F,major
Catherine Morland,Mrs. Allen,how can you be so,i am quite of your opinion sir and so i told miss morland when she bought it,0,0,0,0,2,1,1,1,1,2,1,1,1,2,1,1,0,2,0,1,0,0,0,0,1,5,1,1,0,1,0,1,0,0,0,0,5,17,55,56,Henry Tilney; Mrs. Allen,F,major,F,intermediate
Mrs. Allen,Henry Tilney,i am quite of your opinion sir and so i told miss morland when she bought it,but then you know madam muslin always turns to some account or other miss morland will get enough out of it for a handkerchief or a cap or a cloak muslin can never be said to be wasted i have heard my sister say so forty times when she has been extravagant in buying more than she wanted or careless in cutting it to pieces,0,3,0,1,1,7,1,1,2,7,1,1,2,4,1,1,2,4,1,1,0,1,0,1,5,7,1,1,1,7,1,1,0,0,0,0,17,65,56,57,Catherine Morland; Henry Tilney,F,intermediate,M,major
Henry Tilney,Mrs. Allen,but then you know madam muslin always turns to some account or other miss morland will get enough out of it for a handkerchief or a cap or a cloak muslin can never be said to be wasted i have heard my sister say so forty times when she has been extravagant in buying more than she wanted or careless in cutting it to pieces,bath is a charming place sir there are so many good shops here we are sadly off in the country not but what we have very good shops in salisbury but it is so far to go eight miles is a long way mr allen says it is nine measured nine but i am sure it cannot be more than eight and it is such a fag i come back tired to death now here one can step out of doors and get a thing in five minutes,3,5,1,1,7,10,1,1,7,5,1,1,4,10,1,1,4,4,1,1,1,2,1,1,7,9,1,1,7,7,1,1,0,0,0,0,65,89,57,58,Catherine Morland; Mrs. Allen,M,major,F,intermediate
Mrs. Allen,Henry Tilney,bath is a charming place sir there are so many good shops here we are sadly off in the country not but what we have very good shops in salisbury but it is so far to go eight miles is a long way mr allen says it is nine measured nine but i am sure it cannot be more than eight and it is such a fag i come back tired to death now here one can step out of doors and get a thing in five minutes,what are you thinking of so earnestly not of your partner i hope for by that shake of the head your meditations are not satisfactory,5,1,1,1,10,2,1,1,5,0,1,0,10,2,1,1,4,1,1,1,2,2,1,1,9,4,1,1,7,5,1,1,0,0,0,0,89,25,58,59,Catherine Morland; Henry Tilney,F,intermediate,M,major
Henry Tilney,Catherine Morland,what are you thinking of so earnestly not of your partner i hope for by that shake of the head your meditations are not satisfactory,i was not thinking of anything,1,0,1,0,2,1,1,1,0,0,0,0,2,0,1,0,1,1,1,1,2,1,1,1,4,1,1,1,5,1,1,1,0,1,0,1,25,6,59,60,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,i was not thinking of anything,that is artful and deep to be sure but i had rather be told at once that you will not tell me,0,0,0,0,1,5,1,1,0,3,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,0,6,22,60,61,Henry Tilney,F,major,M,major
Henry Tilney,Catherine Morland,that is artful and deep to be sure but i had rather be told at once that you will not tell me,well then i will not,0,0,0,0,5,1,1,1,3,0,1,0,2,1,1,1,1,0,1,0,1,1,1,1,3,1,1,1,1,0,1,0,0,0,0,0,22,5,61,62,Catherine Morland,M,major,F,major
Catherine Morland,Henry Tilney,well then i will not,thank you for now we shall soon be acquainted as i am authorized to tease you on this subject whenever we meet and nothing in the world advances intimacy so much,0,1,0,1,1,3,1,1,0,3,0,1,1,4,1,1,0,2,0,1,1,0,1,0,1,5,1,1,0,3,0,1,0,1,0,1,5,31,62,63,Henry Tilney,F,major,M,major
Isabella Thorpe,Mrs. Thorpe,how excessively like her brother miss morland is,the very picture of him indeed i should have known her anywhere for his sister,0,1,0,1,1,2,1,1,2,0,1,0,1,2,1,1,1,3,1,1,0,0,0,0,1,4,1,1,0,2,0,1,0,0,0,0,8,15,66,67,Catherine Morland; Mrs. Allen; Mrs. Thorpe,F,major,F,minor
Mrs. Thorpe,Mrs. Allen,the very picture of him indeed i should have known her anywhere for his sister,how glad i am we have met with mrs thorpe,1,0,1,0,2,2,1,1,0,1,0,1,2,0,1,0,3,0,1,0,0,0,0,0,4,2,1,1,2,1,1,1,0,0,0,0,15,10,67,68,Catherine Morland; Isabella Thorpe; Mrs. Allen,F,minor,F,intermediate
Isabella Thorpe,Catherine Morland,my dearest creature what can have made you so late i have been waiting for you at least this age,have you indeed i am very sorry for it but really i thought i was in very good time it is but just one i hope you have not been here long,0,0,0,0,4,5,1,1,0,2,0,1,2,7,1,1,1,2,1,1,0,1,0,1,4,8,1,1,2,2,1,1,0,0,0,0,20,32,69,70,Catherine Morland,F,major,F,major
Catherine Morland,Isabella Thorpe,have you indeed i am very sorry for it but really i thought i was in very good time it is but just one i hope you have not been here long,oh these ten ages at least i am sure i have been here this half hour but now let us go and sit down at the other end of the room and enjoy ourselves i have an hundred things to say to you in the first place i was so afraid it would rain this morning just as i wanted to set off it looked very showery and that would have thrown me into agonies do you know i saw the prettiest hat you can imagine in a shop window in milsom street just now very like yours only with coquelicot ribbons instead of green i quite longed for it but my dearest catherine what have you been doing with yourself all this morning have you gone on with udolpho,0,6,0,1,5,12,1,1,2,6,1,1,7,12,1,1,2,8,1,1,1,0,1,0,8,21,1,1,2,17,1,1,0,0,0,0,32,130,70,71,Isabella Thorpe,F,major,F,major
Isabella Thorpe,Catherine Morland,oh these ten ages at least i am sure i have been here this half hour but now let us go and sit down at the other end of the room and enjoy ourselves i have an hundred things to say to you in the first place i was so afraid it would rain this morning just as i wanted to set off it looked very showery and that would have thrown me into agonies do you know i saw the prettiest hat you can imagine in a shop window in milsom street just now very like yours only with coquelicot ribbons instead of green i quite longed for it but my dearest catherine what have you been doing with yourself all this morning have you gone on with udolpho,yes i have been reading it ever since i woke and i am got to the black veil,6,1,1,1,12,3,1,1,6,2,1,1,12,1,1,1,8,1,1,1,0,0,0,0,21,4,1,1,17,1,1,1,0,0,0,0,130,18,71,72,Catherine Morland,F,major,F,major
Catherine Morland,Isabella Thorpe,yes i have been reading it ever since i woke and i am got to the black veil,are you indeed how delightful oh i would not tell you what is behind the black veil for the world are not you wild to know,1,2,1,1,3,4,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0,2,0,1,4,4,1,1,1,2,1,1,0,0,0,0,18,26,72,73,Isabella Thorpe,F,major,F,major
Isabella Thorpe,Catherine Morland,are you indeed how delightful oh i would not tell you what is behind the black veil for the world are not you wild to know,oh yes quite what can it be but do not tell me i would not be told upon any account i know it must be a skeleton i am sure it is laurentina s skeleton oh i am delighted with the book i should like to spend my whole life in reading it i assure you if it had not been to meet you i would not have come away from it for all the world,2,3,1,1,4,15,1,1,1,3,1,1,1,2,1,1,0,6,0,1,2,4,1,1,4,17,1,1,2,4,1,1,0,0,0,0,26,76,73,74,Catherine Morland,F,major,F,major
Catherine Morland,Isabella Thorpe,oh yes quite what can it be but do not tell me i would not be told upon any account i know it must be a skeleton i am sure it is laurentina s skeleton oh i am delighted with the book i should like to spend my whole life in reading it i assure you if it had not been to meet you i would not have come away from it for all the world,dear creature how much i am obliged to you and when you have finished udolpho we will read the italian together and i have made out a list of ten or twelve more of the same kind for you,3,3,1,1,15,4,1,1,3,5,1,1,2,2,1,1,6,0,1,0,4,0,1,0,17,6,1,1,4,5,1,1,0,0,0,0,76,39,74,75,Isabella Thorpe,F,major,F,major
Isabella Thorpe,Catherine Morland,dear creature how much i am obliged to you and when you have finished udolpho we will read the italian together and i have made out a list of ten or twelve more of the same kind for you,have you indeed how glad i am what are they all,3,0,1,0,4,2,1,1,5,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,6,3,1,1,5,0,1,0,0,0,0,0,39,11,75,76,Catherine Morland,F,major,F,major
Catherine Morland,Isabella Thorpe,have you indeed how glad i am what are they all,i will read you their names directly here they are in my pocketbook castle of wolfenbach clermont mysterious warnings necromancer of the black forest midnight bell orphan of the rhine and horrid mysteries those will last us some time,0,2,0,1,2,3,1,1,1,1,1,1,1,2,1,1,0,1,0,1,0,0,0,0,3,6,1,1,0,4,0,1,0,0,0,0,11,39,76,77,Isabella Thorpe,F,major,F,major
