quoteID,quoteText,quoteBy,quoteTo
Q21,they have none of them much to recommend them they are all silly and ignorant like other girls but lizzy has something more of quickness than her sisters,Mr. Bennet,['Mrs. Bennet']
Q22,mr bennet how can you abuse your own children in such a way you take delight in vexing me you have no compassion on my poor nerves,Mrs. Bennet,['Mr. Bennet']
Q23,you mistake me my dear i have a high respect for your nerves they are my old friends i have heard you mention them with consideration these twenty years at least,Mr. Bennet,['Mrs. Bennet']
Q24,ah you do not know what i suffer,Mrs. Bennet,['Mr. Bennet']
Q25,but i hope you will get over it and live to see many young men of four thousand a year come into the neighbourhood,Mr. Bennet,['Mrs. Bennet']
Q26,it will be no use to us if twenty such should come since you will not visit them,Mrs. Bennet,['Mr. Bennet']
Q27,depend upon it my dear that when there are twenty i will visit them all,Mr. Bennet,['Mrs. Bennet']
Q28,i hope mr bingley will like it lizzy,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q29,we are not in a way to know what mr bingley likes since we are not to visit,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q30,but you forget mama that we shall meet him at the assemblies and that mrs long has promised to introduce him,Elizabeth,"['Mary', 'Mrs. Bennet', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q31,i do not believe mrs long will do any such thing she has two nieces of her own she is a selfish hypocritical woman and i have no opinion of her,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q32,no more have i and i am glad to find that you do not depend on her serving you,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q33,don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q34,kitty has no discretion in her coughs she times them ill,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q35,i do not cough for my own amusement,Kitty,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Mr. Bennet']"
Q36,to morrow fortnight,Elizabeth,"['Mary', 'Mrs. Bennet', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q37,aye so it is and mrs long does not come back till the day before so it will be impossible for her to introduce him for she will not know him herself,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q38,then my dear you may have the advantage of your friend and introduce mr bingley to her,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q39,impossible mr bennet impossible when i am not acquainted with him myself how can you be so teazing,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q40,i honour your circumspection a fortnight s acquaintance is certainly very little one cannot know what a man really is by the end of a fortnight but if we do not venture somebody else will and after all mrs long and her nieces must stand their chance and therefore as she will think it an act of kindness if you decline the office i will take it on myself,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q41,nonsense nonsense,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q42,what can be the meaning of that emphatic exclamation do you consider the forms of introduction and the stress that is laid on them as nonsense i cannot quite agree with you there what say you mary for you are a young lady of deep reflection i know and read great books and make extracts,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q43,while mary is adjusting her ideas let us return to mr bingley,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q44,i am sick of mr bingley,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q45,i am sorry to hear that but why did not you tell me so before if i had known as much this morning i certainly would not have called on him it is very unlucky but as i have actually paid the visit we cannot escape the acquaintance now,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet']"
Q46,how good it was in you my dear mr bennet but i knew i should persuade you at last i was sure you loved your girls too well to neglect such an acquaintance well how pleased i am and it is such a good joke too that you should have gone this morning and never said a word about it till now,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mr. Bennet']"
Q47,now kitty you may cough as much as you chuse,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q48,what an excellent father you have girls i do not know how you will ever make him amends for his kindness or me either for that matter at our time of life it is not so pleasant i can tell you to be making new acquaintance every day but for your sakes we would do any thing lydia my love though you are the youngest i dare say mr bingley will dance with you at the next ball,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty']"
Q49,oh i am not afraid for though i am the youngest i m the tallest,Lydia,"['Mary', 'Elizabeth', 'Mrs. Bennet', 'Kitty']"
Q50,if i can but see one of my daughters happily settled at netherfield and all the others equally well married i shall have nothing to wish for,Mrs. Bennet,['Mr. Bennet']
Q51,come darcy i must have you dance i hate to see you standing about by yourself in this stupid manner you had much better dance,Mr. Bingley,['Mr. Darcy']
Q52,i certainly shall not you know how i detest it unless i am particularly acquainted with my partner at such an assembly as this it would be insupportable your sisters are engaged and there is not another woman in the room whom it would not be a punishment to me to stand up with,Mr. Darcy,['Mr. Bingley']
Q53,i would not be so fastidious as you are for a kingdom upon my honour i never met with so many pleasant girls in my life as i have this evening and there are several of them you see uncommonly pretty,Mr. Bingley,['Mr. Darcy']
Q54,you are dancing with the only handsome girl in the room,Mr. Darcy,['Mr. Bingley']
Q55,oh she is the most beautiful creature i ever beheld but there is one of her sisters sitting down just behind you who is very pretty and i dare say very agreeable do let me ask my partner to introduce you,Mr. Bingley,['Mr. Darcy']
Q56,which do you mean she is tolerable but not handsome enough to tempt me and i am in no humour at present to give consequence to young ladies who are slighted by other men you had better return to your partner and enjoy her smiles for you are wasting your time with me,Mr. Darcy,['Mr. Bingley']
Q57,oh my dear mr bennet,Mrs. Bennet,['Mr. Bennet']
Q58,we have had a most delightful evening a most excellent ball i wish you had been there jane was so admired nothing could be like it every body said how well she looked and mr bingley thought her quite beautiful and danced with her twice only think of that my dear he actually danced with her twice and she was the only creature in the room that he asked a second time first of all he asked miss lucas i was so vexed to see him stand up with her but however he did not admire her at all indeed nobody can you know and he seemed quite struck with jane as she was going down the dance so he enquired who she was and got introduced and asked her for the two next then the two third he danced with miss king and the two fourth with maria lucas and the two fifth with jane again and the two sixth with lizzy and the boulanger,Mrs. Bennet,['Mr. Bennet']
Q59,if he had had any compassion for me he would not have danced half so much for god s sake say no more of his partners oh that he had sprained his ancle in the first dance,Mr. Bennet,['Mrs. Bennet']
Q60,oh my dear i am quite delighted with him he is so excessively handsome and his sisters are charming women i never in my life saw any thing more elegant than their dresses i dare say the lace upon mrs hurst s gown,Mrs. Bennet,['Mr. Bennet']
Q61,but i can assure you that lizzy does not lose much by not suiting his fancy for he is a most disagreeable horrid man not at all worth pleasing so high and so conceited that there was no enduring him he walked here and he walked there fancying himself so very great not handsome enough to dance with i wish you had been there my dear to have given him one of your set downs i quite detest the man,Mrs. Bennet,['Mr. Bennet']
Q62,he is just what a young man ought to be sensible good humoured lively and i never saw such happy manners so much ease with such perfect good breeding,Jane,['Elizabeth']
Q63,he is also handsome which a young man ought likewise to be if he possibly can his character is thereby complete,Elizabeth,['Jane']
Q64,i was very much flattered by his asking me to dance a second time i did not expect such a compliment,Jane,['Elizabeth']
Q65,did not you i did for you but that is one great difference between us compliments always take you by surprise and me never what could be more natural than his asking you again he could not help seeing that you were about five times as pretty as every other woman in the room no thanks to his gallantry for that well he certainly is very agreeable and i give you leave to like him you have liked many a stupider person,Elizabeth,['Jane']
Q66,dear lizzy,Jane,['Elizabeth']
Q67,oh you are a great deal too apt you know to like people in general you never see a fault in any body all the world are good and agreeable in your eyes i never heard you speak ill of a human being in my life,Elizabeth,['Jane']
Q68,i would wish not to be hasty in censuring any one but i always speak what i think,Jane,['Elizabeth']
Q69,i know you do and it is that which makes the wonder with your good sense to be so honestly blind to the follies and nonsense of others affectation of candour is common enough one meets it every where but to be candid without ostentation or design to take the good of every body s character and make it still better and say nothing of the bad belongs to you alone and so you like this man s sisters too do you their manners are not equal to his,Elizabeth,['Jane']
Q70,certainly not at first but they are very pleasing women when you converse with them miss bingley is to live with her brother and keep his house and i am much mistaken if we shall not find a very charming neighbour in her,Jane,['Elizabeth']
Q71,you began the evening well charlotte you were mr bingley s first choice,Mrs. Bennet,"['Mary', 'Elizabeth', 'A Young Lucas', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q72,yes but he seemed to like his second better,Charlotte Lucas,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'A Young Lucas', 'Kitty', 'Jane', 'Maria']"
Q73,oh you mean jane i suppose because he danced with her twice to be sure that did seem as if he admired her indeed i rather believe he did i heard something about it but i hardly know what something about mr robinson,Mrs. Bennet,"['Mary', 'Elizabeth', 'A Young Lucas', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q74,perhaps you mean what i overheard between him and mr robinson did not i mention it to you mr robinson s asking him how he liked our meryton assemblies and whether he did not think there were a great many pretty women in the room and which he thought the prettiest and his answering immediately to the last question oh the eldest miss bennet beyond a doubt there cannot be two opinions on that point,Charlotte Lucas,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'A Young Lucas', 'Kitty', 'Jane', 'Maria']"
Q75,upon my word well that was very decided indeed that does seem as if but however it may all come to nothing you know,Mrs. Bennet,"['Mary', 'Elizabeth', 'A Young Lucas', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q76,my overhearings were more to the purpose than yours eliza mr darcy is not so well worth listening to as his friend is he poor eliza to be only just tolerable,Charlotte Lucas,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'A Young Lucas', 'Kitty', 'Jane', 'Maria']"
Q77,i beg you would not put it into lizzy s head to be vexed by his ill treatment for he is such a disagreeable man that it would be quite a misfortune to be liked by him mrs long told me last night that he sat close to her for half an hour without once opening his lips,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q78,are you quite sure ma am is not there a little mistake i certainly saw mr darcy speaking to her,Jane,"['Mary', 'Elizabeth', 'A Young Lucas', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Maria']"
Q79,aye because she asked him at last how he liked netherfield and he could not help answering her but she said he seemed very angry at being spoke to,Mrs. Bennet,"['Mary', 'Elizabeth', 'A Young Lucas', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q80,miss bingley told me,Jane,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Charlotte Lucas', 'Kitty', 'A Young Lucas', 'Jane', 'Maria']"
Q81,that he never speaks much unless among his intimate acquaintance with them he is remarkably agreeable,Jane,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Charlotte Lucas', 'Kitty', 'A Young Lucas', 'Maria']"
Q82,i do not believe a word of it my dear if he had been so very agreeable he would have talked to mrs long but i can guess how it was every body says that he is ate up with pride and i dare say he had heard somehow that mrs long does not keep a carriage and had come to the ball in a hack chaise,Mrs. Bennet,"['Mary', 'Elizabeth', 'A Young Lucas', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q83,i do not mind his not talking to mrs long but i wish he had danced with eliza,Charlotte Lucas,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'A Young Lucas', 'Kitty', 'Jane', 'Maria']"
Q84,another time lizzy i would not dance with him if i were you,Mrs. Bennet,"['Mary', 'Elizabeth', 'A Young Lucas', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q85,i believe ma am i may safely promise you never to dance with him,Elizabeth,"['Mary', 'Mrs. Bennet', 'Lydia', 'Charlotte Lucas', 'A Young Lucas', 'Kitty', 'Jane', 'Maria']"
Q86,his pride does not offend me so much as pride often does because there is an excuse for it one cannot wonder that so very fine a young man with family fortune every thing in his favour should think highly of himself if i may so express it he has a right to be proud,Charlotte Lucas,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'A Young Lucas', 'Kitty', 'Jane', 'Maria']"
Q87,that is very true and i could easily forgive his pride if he had not mortified mine,Elizabeth,"['Mary', 'Mrs. Bennet', 'Lydia', 'Charlotte Lucas', 'A Young Lucas', 'Kitty', 'Jane', 'Maria']"
Q88,pride is a very common failing i believe by all that i have ever read i am convinced that it is very common indeed that human nature is particularly prone to it and that there are very few of us who do not cherish a feeling of self complacency on the score of some quality or other real or imaginary vanity and pride are different things though the words are often used synonimously a person may be proud without being vain pride relates more to our opinion of ourselves vanity to what we would have others think of us,Mary,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Charlotte Lucas', 'Kitty', 'A Young Lucas', 'Jane', 'Maria']"
Q89,if i were as rich as mr darcy i should not care how proud i was i would keep a pack of foxhounds and drink a bottle of wine every day,A Young Lucas,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q90,then you would drink a great deal more than you ought and if i were to see you at it i should take away your bottle directly,Mrs. Bennet,"['Mary', 'Elizabeth', 'A Young Lucas', 'Lydia', 'Charlotte Lucas', 'Kitty', 'Jane', 'Maria']"
Q91,it may perhaps be pleasant to be able to impose on the public in such a case but it is sometimes a disadvantage to be so very guarded if a woman conceals her affection with the same skill from the object of it she may lose the opportunity of fixing him and it will then be but poor consolation to believe the world equally in the dark there is so much of gratitude or vanity in almost every attachment that it is not safe to leave any to itself we can all begin freely a slight preference is natural enough but there are very few of us who have heart enough to be really in love without encouragement in nine cases out of ten a woman had better shew more affection than she feels bingley likes your sister undoubtedly but he may never do more than like her if she does not help him on,Charlotte Lucas,['Elizabeth']
Q92,but she does help him on as much as her nature will allow if i can perceive her regard for him he must be a simpleton indeed not to discover it too,Elizabeth,['Charlotte Lucas']
Q93,remember eliza that he does not know jane s disposition as you do,Charlotte Lucas,['Elizabeth']
Q94,but if a woman is partial to a man and does not endeavour to conceal it he must find it out,Elizabeth,['Charlotte Lucas']
Q95,perhaps he must if he sees enough of her but though bingley and jane meet tolerably often it is never for many hours together and as they always see each other in large mixed parties it is impossible that every moment should be employed in conversing together jane should therefore make the most of every half hour in which she can command his attention when she is secure of him there will be leisure for falling in love as much as she chuses,Charlotte Lucas,['Elizabeth']
Q96,your plan is a good one where nothing is in question but the desire of being well married and if i were determined to get a rich husband or any husband i dare say i should adopt it but these are not jane s feelings she is not acting by design as yet she cannot even be certain of the degree of her own regard nor of its reasonableness she has known him only a fortnight she danced four dances with him at meryton she saw him one morning at his own house and has since dined in company with him four times this is not quite enough to make her understand his character,Elizabeth,['Charlotte Lucas']
Q97,not as you represent it had she merely dined with him she might only have discovered whether he had a good appetite but you must remember that four evenings have been also spent together and four evenings may do a great deal,Charlotte Lucas,['Elizabeth']
Q98,yes these four evenings have enabled them to ascertain that they both like vingt un better than commerce but with respect to any other leading characteristic i do not imagine that much has been unfolded,Elizabeth,['Charlotte Lucas']
Q99,well i wish jane success with all my heart and if she were married to him to morrow i should think she had as good a chance of happiness as if she were to be studying his character for a twelvemonth happiness in marriage is entirely a matter of chance if the dispositions of the parties are ever so well known to each other or ever so similar before hand it does not advance their felicity in the least they always continue to grow sufficiently unlike afterwards to have their share of vexation and it is better to know as little as possible of the defects of the person with whom you are to pass your life,Charlotte Lucas,['Elizabeth']
Q100,you make me laugh charlotte but it is not sound you know it is not sound and that you would never act in this way yourself,Elizabeth,['Charlotte Lucas']
Q101,what does mr darcy mean by listening to my conversation with colonel forster,Elizabeth,['Charlotte Lucas']
Q102,that is a question which mr darcy only can answer,Charlotte Lucas,['Elizabeth']
Q103,but if he does it any more i shall certainly let him know that i see what he is about he has a very satirical eye and if i do not begin by being impertinent myself i shall soon grow afraid of him,Elizabeth,['Charlotte Lucas']
Q104,did not you think mr darcy that i expressed myself uncommonly well just now when i was teazing colonel forster to give us a ball at meryton,Elizabeth,"['Mr. Darcy', 'Charlotte Lucas']"
Q105,with great energy but it is a subject which always makes a lady energetic,Mr. Darcy,"['Elizabeth', 'Charlotte Lucas']"
Q106,you are severe on us,Elizabeth,"['Mr. Darcy', 'Charlotte Lucas']"
Q107,it will be her turn soon to be teazed i am going to open the instrument eliza and you know what follows,Charlotte Lucas,"['Mr. Darcy', 'Elizabeth']"
Q108,you are a very strange creature by way of a friend always wanting me to play and sing before any body and every body if my vanity had taken a musical turn you would have been invaluable but as it is i would really rather not sit down before those who must be in the habit of hearing the very best performers very well if it must be so it must there is a fine old saying which every body here is of course familiar with keep your breath to cool your porridge and i shall keep mine to swell my song,Elizabeth,"['Mr. Darcy', 'Charlotte Lucas']"
Q109,what a charming amusement for young people this is mr darcy there is nothing like dancing after all i consider it as one of the first refinements of polished societies,Sir William Lucas,['Mr. Darcy']
Q110,certainly sir and it has the advantage also of being in vogue amongst the less polished societies of the world every savage can dance,Mr. Darcy,['Sir William Lucas']
Q111,your friend performs delightfully and i doubt not that you are an adept in the science yourself mr darcy,Sir William Lucas,['Mr. Darcy']
Q112,you saw me dance at meryton i believe sir,Mr. Darcy,['Sir William Lucas']
Q113,yes indeed and received no inconsiderable pleasure from the sight do you often dance at st james s,Sir William Lucas,['Mr. Darcy']
Q114,never sir,Mr. Darcy,['Sir William Lucas']
Q115,do you not think it would be a proper compliment to the place,Sir William Lucas,['Mr. Darcy']
Q116,it is a compliment which i never pay to any place if i can avoid it,Mr. Darcy,['Sir William Lucas']
Q117,you have a house in town i conclude,Sir William Lucas,['Mr. Darcy']
Q118,i had once some thoughts of fixing in town myself for i am fond of superior society but i did not feel quite certain that the air of london would agree with lady lucas,Sir William Lucas,['Mr. Darcy']
Q119,my dear miss eliza why are not you dancing mr darcy you must allow me to present this young lady to you as a very desirable partner you cannot refuse to dance i am sure when so much beauty is before you,Sir William Lucas,"['Mr. Darcy', 'Elizabeth']"
Q120,indeed sir i have not the least intention of dancing i entreat you not to suppose that i moved this way in order to beg for a partner,Elizabeth,"['Sir William Lucas', 'Mr. Darcy']"
Q121,you excel so much in the dance miss eliza that it is cruel to deny me the happiness of seeing you and though this gentleman dislikes the amusement in general he can have no objection i am sure to oblige us for one half hour,Sir William Lucas,"['Mr. Darcy', 'Elizabeth']"
Q122,mr darcy is all politeness,Elizabeth,"['Sir William Lucas', 'Mr. Darcy']"
Q123,he is indeed but considering the inducement my dear miss eliza we cannot wonder at his complaisance for who would object to such a partner,Sir William Lucas,"['Mr. Darcy', 'Elizabeth']"
Q124,i can guess the subject of your reverie,Miss Bingley,['Mr. Darcy']
Q125,i should imagine not,Mr. Darcy,['Miss Bingley']
Q126,you are considering how insupportable it would be to pass many evenings in this manner in such society and indeed i am quite of your opinion i was never more annoyed the insipidity and yet the noise the nothingness and yet the self importance of all these people what would i give to hear your strictures on them,Miss Bingley,['Mr. Darcy']
Q127,your conjecture is totally wrong i assure you my mind was more agreeably engaged i have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow,Mr. Darcy,['Miss Bingley']
Q128,miss elizabeth bennet,Mr. Darcy,['Miss Bingley']
Q129,miss elizabeth bennet i am all astonishment how long has she been such a favourite and pray when am i to wish you joy,Miss Bingley,['Mr. Darcy']
Q130,that is exactly the question which i expected you to ask a lady s imagination is very rapid it jumps from admiration to love from love to matrimony in a moment i knew you would be wishing me joy,Mr. Darcy,['Miss Bingley']
Q131,nay if you are so serious about it i shall consider the matter as absolutely settled you will have a charming mother in law indeed and of course she will be always at pemberley with you,Miss Bingley,['Mr. Darcy']
Q132,from all that i can collect by your manner of talking you must be two of the silliest girls in the country i have suspected it some time but i am now convinced,Mr. Bennet,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Jane']"
Q133,i am astonished my dear that you should be so ready to think your own children silly if i wished to think slightingly of any body s children it should not be of my own however,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Kitty', 'Jane', 'Mr. Bennet']"
Q134,if my children are silly i must hope to be always sensible of it,Mr. Bennet,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Jane']"
Q135,yes but as it happens they are all of them very clever,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Kitty', 'Jane', 'Mr. Bennet']"
Q136,this is the only point i flatter myself on which we do not agree i had hoped that our sentiments coincided in every particular but i must so far differ from you as to think our two youngest daughters uncommonly foolish,Mr. Bennet,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Jane']"
Q137,my dear mr bennet you must not expect such girls to have the sense of their father and mother when they get to our age i dare say they will not think about officers any more than we do i remember the time when i liked a red coat myself very well and indeed so i do still at my heart and if a smart young colonel with five or six thousand a year should want one of my girls i shall not say nay to him and i thought colonel forster looked very becoming the other night at sir william s in his regimentals,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Kitty', 'Jane', 'Mr. Bennet']"
Q138,mama my aunt says that colonel forster and captain carter do not go so often to miss watson s as they did when they first came she sees them now very often standing in clarke s library,Lydia,"['Elizabeth', 'Mrs. Bennet', 'Kitty', 'Jane', 'Mr. Bennet']"
Q139,well jane who is it from what is it about what does he say well jane make haste and tell us make haste my love,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Kitty', 'Jane', 'Mr. Bennet']"
Q140,it is from miss bingley,Jane,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Mr. Bennet']"
Q141,with the officers i wonder my aunt did not tell us of that,Lydia,"['Elizabeth', 'Mrs. Bennet', 'Kitty', 'Jane', 'Mr. Bennet']"
Q142,dining out that is very unlucky,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Kitty', 'Jane', 'Mr. Bennet']"
Q143,can i have the carriage,Jane,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Mr. Bennet']"
Q144,no my dear you had better go on horseback because it seems likely to rain and then you must stay all night,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Kitty', 'Jane', 'Mr. Bennet']"
Q145,that would be a good scheme if you were sure that they would not offer to send her home,Elizabeth,"['Lydia', 'Mrs. Bennet', 'Kitty', 'Jane', 'Mr. Bennet']"
Q146,oh but the gentlemen will have mr bingley s chaise to go to meryton and the hursts have no horses to theirs,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Kitty', 'Jane', 'Mr. Bennet']"
Q147,i had much rather go in the coach,Jane,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Mr. Bennet']"
Q148,but my dear your father cannot spare the horses i am sure they are wanted in the farm mr bennet are not they,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Kitty', 'Jane', 'Mr. Bennet']"
Q149,they are wanted in the farm much oftener than i can get them,Mr. Bennet,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Jane']"
Q150,but if you have got them to day my mother s purpose will be answered,Elizabeth,"['Lydia', 'Mrs. Bennet', 'Kitty', 'Jane', 'Mr. Bennet']"
Q151,this was a lucky idea of mine indeed,Mrs. Bennet,[]
Q152,well my dear if your daughter should have a dangerous fit of illness if she should die it would be a comfort to know that it was all in pursuit of mr bingley and under your orders,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q153,oh i am not at all afraid of her dying people do not die of little trifling colds she will be taken good care of as long as she stays there it is all very well i would go and see her if i could have the carriage,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q154,how can you be so silly as to think of such a thing in all this dirt you will not be fit to be seen when you get there,Mrs. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Kitty', 'Mr. Bennet']"
Q155,i shall be very fit to see jane which is all i want,Elizabeth,"['Mary', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Mr. Bennet']"
Q156,is this a hint to me lizzy to send for the horses,Mr. Bennet,"['Mary', 'Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty']"
Q157,no indeed i do not wish to avoid the walk the distance is nothing when one has a motive only three miles i shall be back by dinner,Elizabeth,"['Mary', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Mr. Bennet']"
Q158,i admire the activity of your benevolence but every impulse of feeling should be guided by reason and in my opinion exertion should always be in proportion to what is required,Mary,"['Elizabeth', 'Lydia', 'Mrs. Bennet', 'Kitty', 'Mr. Bennet']"
Q159,if we make haste perhaps we may see something of captain carter before he goes,Lydia,"['Elizabeth', 'Kitty']"
Q160,she has nothing in short to recommend her but being an excellent walker i shall never forget her appearance this morning she really looked almost wild,Mrs. Hurst,"['Mr. Darcy', 'Mr. Bingley', 'Mr. Hurst', 'Miss Bingley']"
Q161,she did indeed louisa i could hardly keep my countenance very nonsensical to come at all why must she be scampering about the country because her sister had a cold her hair so untidy so blowsy,Miss Bingley,"['Mr. Darcy', 'Mrs. Hurst', 'Mr. Bingley', 'Mr. Hurst']"
