merge_id,speaker,addressees,text_merged,first_turn_index,last_turn_index,source_quoteIDs
63,Henry Tilney,['Catherine Morland'],thank you for now we shall soon be acquainted as i am authorized to tease you on this subject whenever we meet and nothing in the world advances intimacy so much,65,65,Q65
64,Mrs. Allen,['Catherine Morland'],what a delightful place bath is and how pleasant it would be if we had any acquaintance here,66,66,Q66
65,Mrs. Thorpe,"['Catherine Morland', 'Mrs. Allen']",i think madam i cannot be mistaken it is a long time since i had the pleasure of seeing you but is not your name allen here come my dear girls my dear mrs allen i long to introduce them they will be so delighted to see you the tallest is isabella my eldest is not she a fine young woman the others are very much admired too but i believe isabella is the handsomest,67,68,"Q67,Q68"
66,Isabella Thorpe,"['Catherine Morland', 'Mrs. Allen', 'Mrs. Thorpe']",how excessively like her brother miss morland is,69,69,Q69
67,Mrs. Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'Mrs. Allen']",the very picture of him indeed i should have known her anywhere for his sister,70,70,Q70
68,Mrs. Allen,['Catherine Morland'],how glad i am we have met with mrs thorpe,71,71,Q71
69,Isabella Thorpe,['Catherine Morland'],my dearest creature what can have made you so late i have been waiting for you at least this age,72,72,Q72
70,Catherine Morland,['Isabella Thorpe'],have you indeed i am very sorry for it but really i thought i was in very good time it is but just one i hope you have not been here long,73,73,Q73
71,Isabella Thorpe,['Catherine Morland'],oh these ten ages at least i am sure i have been here this half hour but now let us go and sit down at the other end of the room and enjoy ourselves i have an hundred things to say to you in the first place i was so afraid it would rain this morning just as i wanted to set off it looked very showery and that would have thrown me into agonies do you know i saw the prettiest hat you can imagine in a shop window in milsom street just now very like yours only with coquelicot ribbons instead of green i quite longed for it but my dearest catherine what have you been doing with yourself all this morning have you gone on with udolpho,74,74,Q74
72,Catherine Morland,['Isabella Thorpe'],yes i have been reading it ever since i woke and i am got to the black veil,75,75,Q75
73,Isabella Thorpe,['Catherine Morland'],are you indeed how delightful oh i would not tell you what is behind the black veil for the world are not you wild to know,76,76,Q76
74,Catherine Morland,['Isabella Thorpe'],oh yes quite what can it be but do not tell me i would not be told upon any account i know it must be a skeleton i am sure it is laurentina s skeleton oh i am delighted with the book i should like to spend my whole life in reading it i assure you if it had not been to meet you i would not have come away from it for all the world,77,77,Q77
75,Isabella Thorpe,['Catherine Morland'],dear creature how much i am obliged to you and when you have finished udolpho we will read the italian together and i have made out a list of ten or twelve more of the same kind for you,78,78,Q78
76,Catherine Morland,['Isabella Thorpe'],have you indeed how glad i am what are they all,79,79,Q79
77,Isabella Thorpe,['Catherine Morland'],i will read you their names directly here they are in my pocketbook castle of wolfenbach clermont mysterious warnings necromancer of the black forest midnight bell orphan of the rhine and horrid mysteries those will last us some time,80,80,Q80
78,Catherine Morland,['Isabella Thorpe'],yes pretty well but are they all horrid are you sure they are all horrid,81,81,Q81
79,Isabella Thorpe,['Catherine Morland'],yes quite sure for a particular friend of mine a miss andrews a sweet girl one of the sweetest creatures in the world has read every one of them i wish you knew miss andrews you would be delighted with her she is netting herself the sweetest cloak you can conceive i think her as beautiful as an angel and i am so vexed with the men for not admiring her i scold them all amazingly about it,82,82,Q82
80,Catherine Morland,['Isabella Thorpe'],scold them do you scold them for not admiring her,83,83,Q83
81,Isabella Thorpe,['Catherine Morland'],yes that i do there is nothing i would not do for those who are really my friends i have no notion of loving people by halves it is not my nature my attachments are always excessively strong i told captain hunt at one of our assemblies this winter that if he was to tease me all night i would not dance with him unless he would allow miss andrews to be as beautiful as an angel the men think us incapable of real friendship you know and i am determined to show them the difference now if i were to hear anybody speak slightingly of you i should fire up in a moment but that is not at all likely for you are just the kind of girl to be a great favourite with the men,84,84,Q84
82,Catherine Morland,['Isabella Thorpe'],oh dear how can you say so,85,85,Q85
83,Isabella Thorpe,['Catherine Morland'],i know you very well you have so much animation which is exactly what miss andrews wants for i must confess there is something amazingly insipid about her oh i must tell you that just after we parted yesterday i saw a young man looking at you so earnestly i am sure he is in love with you it is very true upon my honour but i see how it is you are indifferent to everybody s admiration except that of one gentleman who shall be nameless nay i cannot blame you your feelings are easily understood where the heart is really attached i know very well how little one can be pleased with the attention of anybody else everything is so insipid so uninteresting that does not relate to the beloved object i can perfectly comprehend your feelings,86,88,"Q86,Q87,Q88"
84,Catherine Morland,['Isabella Thorpe'],but you should not persuade me that i think so very much about mr tilney for perhaps i may never see him again,89,89,Q89
85,Isabella Thorpe,['Catherine Morland'],not see him again my dearest creature do not talk of it i am sure you would be miserable if you thought so,90,90,Q90
86,Catherine Morland,['Isabella Thorpe'],no indeed i should not i do not pretend to say that i was not very much pleased with him but while i have udolpho to read i feel as if nobody could make me miserable oh the dreadful black veil my dear isabella i am sure there must be laurentina s skeleton behind it,91,91,Q91
87,Isabella Thorpe,['Catherine Morland'],it is so odd to me that you should never have read udolpho before but i suppose mrs morland objects to novels,92,92,Q92
88,Catherine Morland,['Isabella Thorpe'],no she does not she very often reads sir charles grandison herself but new books do not fall in our way,93,93,Q93
89,Isabella Thorpe,['Catherine Morland'],sir charles grandison that is an amazing horrid book is it not i remember miss andrews could not get through the first volume,94,94,Q94
90,Catherine Morland,['Isabella Thorpe'],it is not like udolpho at all but yet i think it is very entertaining,95,95,Q95
91,Isabella Thorpe,['Catherine Morland'],do you indeed you surprise me i thought it had not been readable but my dearest catherine have you settled what to wear on your head tonight i am determined at all events to be dressed exactly like you the men take notice of that sometimes you know,96,96,Q96
92,Catherine Morland,['Isabella Thorpe'],but it does not signify if they do,97,97,Q97
93,Isabella Thorpe,['Catherine Morland'],signify oh heavens i make it a rule never to mind what they say they are very often amazingly impertinent if you do not treat them with spirit and make them keep their distance,98,98,Q98
94,Catherine Morland,['Isabella Thorpe'],are they well i never observed that they always behave very well to me,99,99,Q99
95,Isabella Thorpe,['Catherine Morland'],oh they give themselves such airs they are the most conceited creatures in the world and think themselves of so much importance by the by though i have thought of it a hundred times i have always forgot to ask you what is your favourite complexion in a man do you like them best dark or fair,100,100,Q100
96,Catherine Morland,['Isabella Thorpe'],i hardly know i never much thought about it something between both i think brown not fair and and not very dark,101,101,Q101
97,Isabella Thorpe,['Catherine Morland'],very well catherine that is exactly he i have not forgot your description of mr tilney a brown skin with dark eyes and rather dark hair well my taste is different i prefer light eyes and as to complexion do you know i like a sallow better than any other you must not betray me if you should ever meet with one of your acquaintance answering that description,102,102,Q102
98,Catherine Morland,['Isabella Thorpe'],betray you what do you mean,103,103,Q103
99,Isabella Thorpe,['Catherine Morland'],nay do not distress me i believe i have said too much let us drop the subject for heaven s sake let us move away from this end of the room do you know there are two odious young men who have been staring at me this half hour they really put me quite out of countenance let us go and look at the arrivals they will hardly follow us there they are not coming this way are they i hope they are not so impertinent as to follow us pray let me know if they are coming i am determined i will not look up and which way are they gone one was a very good looking young man,104,107,"Q104,Q105,Q106,Q107"
100,Catherine Morland,['Isabella Thorpe'],they went towards the church yard,108,108,Q108
101,Isabella Thorpe,['Catherine Morland'],well i am amazingly glad i have got rid of them and now what say you to going to edgar s buildings with me and looking at my new hat you said you should like to see it,109,109,Q109
102,Catherine Morland,['Isabella Thorpe'],only perhaps we may overtake the two young men,110,110,Q110
103,Isabella Thorpe,['Catherine Morland'],oh never mind that if we make haste we shall pass by them presently and i am dying to show you my hat,111,111,Q111
104,Catherine Morland,['Isabella Thorpe'],but if we only wait a few minutes there will be no danger of our seeing them at all,112,112,Q112
105,Isabella Thorpe,['Catherine Morland'],i shall not pay them any such compliment i assure you i have no notion of treating men with such respect that is the way to spoil them oh these odious gigs how i detest them delightful mr morland and my brother,113,115,"Q113,Q114,Q115"
106,Catherine Morland,['Isabella Thorpe'],good heaven tis james,116,116,Q116
107,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",how long do you think we have been running it from tetbury miss morland,117,117,Q117
108,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",i do not know the distance,118,118,Q118
109,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",three and twenty,119,119,Q119
110,John Thorpe,"['Catherine Morland', 'Isabella Thorpe']",five and twenty if it is an inch,120,120,Q120
111,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",i know it must be five and twenty by the time we have been doing it it is now half after one we drove out of the inn yard at tetbury as the town clock struck eleven and i defy any man in england to make my horse go less than ten miles an hour in harness that makes it exactly twenty five,121,121,Q121
112,James Morland,"['Catherine Morland', 'Isabella Thorpe', 'John Thorpe']",you have lost an hour it was only ten o clock when we came from tetbury,122,122,Q122
113,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",ten o clock it was eleven upon my soul i counted every stroke this brother of yours would persuade me out of my senses miss morland do but look at my horse did you ever see an animal so made for speed in your life such true blood three hours and and a half indeed coming only three and twenty miles look at that creature and suppose it possible if you can,123,124,"Q123,Q124"
114,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",he does look very hot to be sure,125,125,Q125
115,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",hot he had not turned a hair till we came to walcot church but look at his forehand look at his loins only see how he moves that horse cannot go less than ten miles an hour tie his legs and he will get on what do you think of my gig miss morland a neat one is not it well hung town built i have not had it a month it was built for a christchurch man a friend of mine a very good sort of fellow he ran it a few weeks till i believe it was convenient to have done with it i happened just then to be looking out for some light thing of the kind though i had pretty well determined on a curricle too but i chanced to meet him on magdalen bridge as he was driving into oxford last term ah thorpe said he do you happen to want such a little thing as this it is a capital one of the kind but i am cursed tired of it oh d said i i am your man what do you ask and how much do you think he did miss morland,126,126,Q126
116,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",i am sure i cannot guess at all,127,127,Q127
117,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",curricle hung you see seat trunk sword case splashing board lamps silver moulding all you see complete the iron work as good as new or better he asked fifty guineas i closed with him directly threw down the money and the carriage was mine,128,128,Q128
118,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",and i am sure i know so little of such things that i cannot judge whether it was cheap or dear,129,129,Q129
119,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",neither one nor t other i might have got it for less i dare say but i hate haggling and poor freeman wanted cash,130,130,Q130
120,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",that was very good natured of you,131,131,Q131
121,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",oh d it when one has the means of doing a kind thing by a friend i hate to be pitiful,132,132,Q132
122,John Thorpe,['Catherine Morland'],you will find however miss morland it would be reckoned a cheap thing by some people for i might have sold it for ten guineas more the next day jackson of oriel bid me sixty at once morland was with me at the time,133,133,Q133
123,James Morland,"['Catherine Morland', 'Isabella Thorpe', 'John Thorpe']",yes but you forget that your horse was included,134,134,Q134
124,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",my horse oh d it i would not sell my horse for a hundred are you fond of an open carriage miss morland,135,135,Q135
125,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",yes very i have hardly ever an opportunity of being in one but i am particularly fond of it,136,136,Q136
126,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",i am glad of it i will drive you out in mine every day,137,137,Q137
127,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",thank you,138,138,Q138
128,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",i will drive you up lansdown hill tomorrow,139,139,Q139
129,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",thank you but will not your horse want rest,140,140,Q140
130,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",rest he has only come three and twenty miles today all nonsense nothing ruins horses so much as rest nothing knocks them up so soon no no i shall exercise mine at the average of four hours every day while i am here,141,141,Q141
131,Catherine Morland,"['Isabella Thorpe', 'James Morland', 'John Thorpe']",shall you indeed that will be forty miles a day,142,142,Q142
132,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",forty aye fifty for what i care well i will drive you up lansdown tomorrow mind i am engaged,143,143,Q143
133,Isabella Thorpe,"['Catherine Morland', 'James Morland', 'John Thorpe']",how delightful that will be my dearest catherine i quite envy you but i am afraid brother you will not have room for a third,144,144,Q144
134,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland']",a third indeed no no i did not come to bath to drive my sisters about that would be a good joke faith morland must take care of you,145,145,Q145
135,Catherine Morland,['John Thorpe'],have you ever read udolpho mr thorpe,146,146,Q146
136,John Thorpe,['Catherine Morland'],udolpho oh lord not i i never read novels i have something else to do novels are all so full of nonsense and stuff there has not been a tolerably decent one come out since tom jones except the monk i read that t other day but as for all the others they are the stupidest things in creation,147,148,"Q147,Q148"
137,Catherine Morland,['John Thorpe'],i think you must like udolpho if you were to read it it is so very interesting,149,149,Q149
138,John Thorpe,['Catherine Morland'],not i faith no if i read any it shall be mrs radcliffe s her novels are amusing enough they are worth reading some fun and nature in them,150,150,Q150
139,Catherine Morland,['John Thorpe'],udolpho was written by mrs radcliffe,151,151,Q151
140,John Thorpe,['Catherine Morland'],no sure was it aye i remember so it was i was thinking of that other stupid book written by that woman they make such a fuss about she who married the french emigrant,152,152,Q152
141,Catherine Morland,['John Thorpe'],i suppose you mean camilla,153,153,Q153
142,John Thorpe,['Catherine Morland'],yes that s the book such unnatural stuff an old man playing at see saw i took up the first volume once and looked it over but i soon found it would not do indeed i guessed what sort of stuff it must be before i saw it as soon as i heard she had married an emigrant i was sure i should never be able to get through it,154,154,Q154
143,Catherine Morland,['John Thorpe'],i have never read it,155,155,Q155
144,John Thorpe,['Catherine Morland'],you had no loss i assure you it is the horridest nonsense you can imagine there is nothing in the world in it but an old man s playing at see saw and learning latin upon my soul there is not,156,156,Q156
145,John Thorpe,"['Catherine Morland', 'Isabella Thorpe', 'James Morland', 'Mrs. Thorpe']",ah mother how do you do where did you get that quiz of a hat it makes you look like an old witch here is morland and i come to stay a few days with you so you must look out for a couple of good beds somewhere near,157,157,Q157
146,James Morland,['Catherine Morland'],well catherine how do you like my friend thorpe,158,158,Q158
147,Catherine Morland,['James Morland'],i like him very much he seems very agreeable,159,159,Q159
148,James Morland,['Catherine Morland'],he is as good natured a fellow as ever lived a little of a rattle but that will recommend him to your sex i believe and how do you like the rest of the family,160,160,Q160
149,Catherine Morland,['James Morland'],very very much indeed isabella particularly,161,161,Q161
150,James Morland,['Catherine Morland'],i am very glad to hear you say so she is just the kind of young woman i could wish to see you attached to she has so much good sense and is so thoroughly unaffected and amiable i always wanted you to know her and she seems very fond of you she said the highest things in your praise that could possibly be and the praise of such a girl as miss thorpe even you catherine may be proud of,162,163,"Q162,Q163"
151,Catherine Morland,['James Morland'],indeed i am i love her exceedingly and am delighted to find that you like her too you hardly mentioned anything of her when you wrote to me after your visit there,164,164,Q164
152,James Morland,['Catherine Morland'],because i thought i should soon see you myself i hope you will be a great deal together while you are in bath she is a most amiable girl such a superior understanding how fond all the family are of her she is evidently the general favourite and how much she must be admired in such a place as this is not she,165,165,Q165
153,Catherine Morland,['James Morland'],yes very much indeed i fancy mr allen thinks her the prettiest girl in bath,166,166,Q166
154,James Morland,['Catherine Morland'],i dare say he does and i do not know any man who is a better judge of beauty than mr allen i need not ask you whether you are happy here my dear catherine with such a companion and friend as isabella thorpe it would be impossible for you to be otherwise and the allens i am sure are very kind to you,167,167,Q167
155,Catherine Morland,['James Morland'],yes very kind i never was so happy before and now you are come it will be more delightful than ever how good it is of you to come so far on purpose to see me,168,168,Q168
156,James Morland,['Catherine Morland'],indeed catherine i love you dearly,169,169,Q169
157,Isabella Thorpe,"['Catherine Morland', 'James Morland']",i assure you i would not stand up without your dear sister for all the world for if i did we should certainly be separated the whole evening,170,170,Q170
158,Isabella Thorpe,['Catherine Morland'],my dear creature i am afraid i must leave you your brother is so amazingly impatient to begin i know you will not mind my going away and i dare say john will be back in a moment and then you may easily find me out good bye my dear love,171,172,"Q171,Q172"
159,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",i am very happy to see you again sir indeed i was afraid you had left bath,173,173,Q173
160,Mrs. Allen,"['Catherine Morland', 'Henry Tilney']",well sir and i dare say you are not sorry to be back again for it is just the place for young people and indeed for everybody else too i tell mr allen when he talks of being sick of it that i am sure he should not complain for it is so very agreeable a place that it is much better to be here than at home at this dull time of year i tell him he is quite in luck to be sent here for his health,174,174,Q174
161,Henry Tilney,"['Catherine Morland', 'Mrs. Allen']",and i hope madam that mr allen will be obliged to like the place from finding it of service to him,175,175,Q175
162,Mrs. Allen,"['Catherine Morland', 'Henry Tilney']",thank you sir i have no doubt that he will a neighbour of ours dr skinner was here for his health last winter and came away quite stout,176,176,Q176
163,Henry Tilney,"['Catherine Morland', 'Mrs. Allen']",that circumstance must give great encouragement,177,177,Q177
164,Mrs. Allen,"['Catherine Morland', 'Henry Tilney']",yes sir and dr skinner and his family were here three months so i tell mr allen he must not be in a hurry to get away,178,178,Q178
165,Mrs. Hughes,"['Catherine Morland', 'Eleanor Tilney']",i beg your pardon miss morland for this liberty but i cannot anyhow get to miss thorpe and mrs thorpe said she was sure you would not have the least objection to letting in this young lady by you,179,179,Q179
166,Isabella Thorpe,"['Catherine Morland', 'James Morland']",at last i have got you my dearest creature i have been looking for you this hour what could induce you to come into this set when you knew i was in the other i have been quite wretched without you,180,180,Q180
167,Catherine Morland,"['Isabella Thorpe', 'James Morland']",my dear isabella how was it possible for me to get at you i could not even see where you were,181,181,Q181
168,Isabella Thorpe,"['Catherine Morland', 'James Morland']",so i told your brother all the time but he would not believe me do go and see for her mr morland said i but all in vain he would not stir an inch was not it so mr morland but you men are all so immoderately lazy i have been scolding him to such a degree my dear catherine you would be quite amazed you know i never stand upon ceremony with such people,182,182,Q182
169,Catherine Morland,['Isabella Thorpe'],look at that young lady with the white beads round her head it is mr tilney s sister,183,183,Q183
170,Isabella Thorpe,"['Catherine Morland', 'James Morland']",oh heavens you don t say so let me look at her this moment what a delightful girl i never saw anything half so beautiful but where is her all conquering brother is he in the room point him out to me this instant if he is i die to see him mr morland you are not to listen we are not talking about you,184,184,Q184
171,James Morland,"['Catherine Morland', 'Isabella Thorpe']",but what is all this whispering about what is going on,185,185,Q185
172,Isabella Thorpe,"['Catherine Morland', 'James Morland']",there now i knew how it would be you men have such restless curiosity talk of the curiosity of women indeed tis nothing but be satisfied for you are not to know anything at all of the matter,186,186,Q186
173,James Morland,"['Catherine Morland', 'Isabella Thorpe']",and is that likely to satisfy me do you think,187,187,Q187
174,Isabella Thorpe,"['Catherine Morland', 'James Morland']",well i declare i never knew anything like you what can it signify to you what we are talking of perhaps we are talking about you therefore i would advise you not to listen or you may happen to hear something not very agreeable i tell you mr morland i would not do such a thing for all the world how can you be so teasing only conceive my dear catherine what your brother wants me to do he wants me to dance with him again though i tell him that it is a most improper thing and entirely against the rules it would make us the talk of the place if we were not to change partners,188,189,"Q188,Q189"
175,James Morland,"['Catherine Morland', 'Isabella Thorpe']",upon my honour in these public assemblies it is as often done as not,190,190,Q190
