A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Mr. Knightley,Emma,a straightforward open hearted man like weston and a rational unaffected woman like miss taylor may be safely left to manage their own concerns you are more likely to have done harm to yourself than good to them by interference,only one more papa only for mr elton poor mr elton you like mr elton papa i must look about for a wife for him there is nobody in highbury who deserves him and he has been here a whole year and has fitted up his house so comfortably that it would be a shame to have him single any longer and i thought when he was joining their hands to day he looked so very much as if he would like to have the same kind office done for him i think very well of mr elton and this is the only way i have of doing him a service,2,6,1,1,4,9,1,1,1,8,1,1,2,12,1,1,0,13,0,1,0,0,0,0,4,17,1,1,6,11,1,1,0,1,0,1,40,111,29,31,Emma; Mr. Woodhouse,M,major,F,major
Emma,Mr. Knightley,only one more papa only for mr elton poor mr elton you like mr elton papa i must look about for a wife for him there is nobody in highbury who deserves him and he has been here a whole year and has fitted up his house so comfortably that it would be a shame to have him single any longer and i thought when he was joining their hands to day he looked so very much as if he would like to have the same kind office done for him i think very well of mr elton and this is the only way i have of doing him a service,with a great deal of pleasure sir at any time and i agree with you entirely that it will be a much better thing invite him to dinner emma and help him to the best of the fish and the chicken but leave him to chuse his own wife depend upon it a man of six or seven and twenty can take care of himself,6,6,1,1,9,3,1,1,8,8,1,1,12,2,1,1,13,7,1,1,0,0,0,0,17,9,1,1,11,9,1,1,1,0,1,0,111,65,31,33,Mr. Knightley; Mr. Woodhouse,F,major,M,major
Mr. Knightley,Mr. Woodhouse,with a great deal of pleasure sir at any time and i agree with you entirely that it will be a much better thing invite him to dinner emma and help him to the best of the fish and the chicken but leave him to chuse his own wife depend upon it a man of six or seven and twenty can take care of himself,mrs bates let me propose your venturing on one of these eggs an egg boiled very soft is not unwholesome serle understands boiling an egg better than any body i would not recommend an egg boiled by any body else but you need not be afraid they are very small you see one of our small eggs will not hurt you miss bates let emma help you to a little bit of tart a very little bit ours are all apple tarts you need not be afraid of unwholesome preserves here i do not advise the custard mrs goddard what say you to half a glass of wine a small half glass put into a tumbler of water i do not think it could disagree with you,6,9,1,1,3,12,1,1,8,1,1,1,2,5,1,1,7,2,1,1,0,7,0,1,9,16,1,1,9,13,1,1,0,0,0,0,65,127,33,35,Emma; Mr. Woodhouse,M,major,M,intermediate
Mr. Woodhouse,Emma,mrs bates let me propose your venturing on one of these eggs an egg boiled very soft is not unwholesome serle understands boiling an egg better than any body i would not recommend an egg boiled by any body else but you need not be afraid they are very small you see one of our small eggs will not hurt you miss bates let emma help you to a little bit of tart a very little bit ours are all apple tarts you need not be afraid of unwholesome preserves here i do not advise the custard mrs goddard what say you to half a glass of wine a small half glass put into a tumbler of water i do not think it could disagree with you,well done mrs martin you know what you are about,9,0,1,0,12,1,1,1,1,0,1,0,5,2,1,1,2,0,1,0,7,0,1,0,16,2,1,1,13,0,1,0,0,0,0,0,127,10,35,37,Emma; Harriet Smith; Miss Bates; Mrs. Bates,M,intermediate,F,major
Harriet Smith,Mr. Elton,oh dear no never,let me entreat you it would indeed be a delight let me entreat you miss woodhouse to exercise so charming a talent in favour of your friend i know what your drawings are how could you suppose me ignorant is not this room rich in specimens of your landscapes and flowers and has not mrs weston some inimitable figure pieces in her drawing room at randalls,0,2,0,1,0,6,0,1,0,3,0,1,1,2,1,1,0,3,0,1,0,2,0,1,0,12,0,1,0,6,0,1,0,0,0,0,4,66,107,109,Emma; Mr. Elton,F,major,M,intermediate
Emma,Mr. Elton,by all means we shall be most happy to consider you as one of the party,do you think so i cannot agree with you it appears to me a most perfect resemblance in every feature i never saw such a likeness in my life we must allow for the effect of shade you know,1,3,1,1,2,3,1,1,0,0,0,0,1,3,1,1,0,1,0,1,0,2,0,1,2,9,1,1,3,6,1,1,0,0,0,0,16,40,116,118,Harriet Smith; Mr. Elton,F,major,M,intermediate
Mrs. Weston,Mr. Knightley,miss woodhouse has given her friend the only beauty she wanted the expression of the eye is most correct but miss smith has not those eyebrows and eyelashes it is the fault of her face that she has them not,you have made her too tall emma,4,0,1,0,3,1,1,1,3,0,1,0,1,1,1,1,6,1,1,1,2,0,1,0,6,2,1,1,2,0,1,0,0,0,0,0,40,7,117,119,Emma; Harriet Smith; Mr. Elton; Mr. Knightley; Mr. Woodhouse,F,intermediate,M,major
Mr. Knightley,Mr. Woodhouse,you have made her too tall emma,it is very pretty so prettily done just as your drawings always are my dear i do not know any body who draws so well as you do the only thing i do not thoroughly like is that she seems to be sitting out of doors with only a little shawl over her shoulders and it makes one think she must catch cold,0,2,0,1,1,7,1,1,0,4,0,1,1,10,1,1,1,5,1,1,0,2,0,1,2,10,1,1,0,5,0,1,0,0,0,0,7,63,119,121,Emma; Harriet Smith; Mr. Elton; Mr. Woodhouse; Mrs. Weston,M,major,M,intermediate
Mr. Elton,Emma,oh no certainly not too tall not in the least too tall consider she is sitting down which naturally presents a different which in short gives exactly the idea and the proportions must be preserved you know proportions fore shortening oh no it gives one exactly the idea of such a height as miss smith s exactly so indeed,but my dear papa it is supposed to be summer a warm day in summer look at the tree,6,2,1,1,3,2,1,1,2,1,1,1,10,0,1,0,2,1,1,1,2,0,1,0,3,2,1,1,4,2,1,1,0,0,0,0,59,19,120,122,Emma; Harriet Smith; Mr. Knightley; Mr. Woodhouse; Mrs. Weston,M,intermediate,F,major
Emma,Mr. Elton,but my dear papa it is supposed to be summer a warm day in summer look at the tree,you sir may say any thing but i must confess that i regard it as a most happy thought the placing of miss smith out of doors and the tree is touched with such inimitable spirit any other situation would have been much less in character the naivete of miss smith s manners and altogether oh it is most admirable i cannot keep my eyes from it i never saw such a likeness,2,5,1,1,2,8,1,1,1,4,1,1,0,5,0,1,1,3,1,1,0,2,0,1,2,9,1,1,2,8,1,1,0,0,0,0,19,74,122,124,Harriet Smith; Mr. Elton; Mr. Knightley; Mr. Woodhouse; Mrs. Weston,F,major,M,intermediate
Mr. Woodhouse,Mr. Elton,but it is never safe to sit out of doors my dear,what a precious deposit,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,12,4,123,125,Emma; Harriet Smith; Mr. Elton; Mr. Knightley; Mrs. Weston,M,intermediate,M,intermediate
Mr. Elton,Emma,you sir may say any thing but i must confess that i regard it as a most happy thought the placing of miss smith out of doors and the tree is touched with such inimitable spirit any other situation would have been much less in character the naivete of miss smith s manners and altogether oh it is most admirable i cannot keep my eyes from it i never saw such a likeness,upon my word the young man is determined not to lose any thing for want of asking he will connect himself well if he can,5,1,1,1,8,3,1,1,4,2,1,1,5,0,1,0,3,3,1,1,2,1,1,1,9,4,1,1,8,2,1,1,0,0,0,0,74,25,124,126,Emma; Harriet Smith; Mr. Knightley; Mr. Woodhouse; Mrs. Weston,M,intermediate,F,major
Mr. Woodhouse,Mr. Knightley,i would ask for the pleasure of your company mr knightley but i am a very slow walker and my pace would be tedious to you and besides you have another long walk before you to donwell abbey,i cannot rate her beauty as you do but she is a pretty little creature and i am inclined to think very well of her disposition her character depends upon those she is with but in good hands she will turn out a valuable woman,2,2,1,1,4,5,1,1,5,5,1,1,1,3,1,1,0,7,0,1,0,1,0,1,7,9,1,1,3,4,1,1,0,0,0,0,38,46,163,165,Emma; Mr. Knightley,M,intermediate,M,major
Mr. Knightley,Emma,thank you sir thank you i am going this moment myself and i think the sooner you go the better i will fetch your greatcoat and open the garden door for you,i am glad you think so and the good hands i hope may not be wanting,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,9,3,1,1,1,0,1,0,0,0,0,0,32,16,164,166,Emma; Mr. Woodhouse,M,major,F,major
Mr. Elton,Emma,i do not offer it for miss smith s collection being my friend s i have no right to expose it in any degree to the public eye but perhaps you may not dislike looking at it,very well mr elton very well indeed i have read worse charades courtship a very good hint i give you credit for it this is feeling your way this is saying very plainly pray miss smith give me leave to pay my addresses to you approve my charade and my intentions in the same glance harriet exactly soft is the very word for her eye of all epithets the justest that could be given humph harriet s ready wit all the better a man must be very much in love indeed to describe her so ah mr knightley i wish you had the benefit of this i think this would convince you for once in your life you would be obliged to own yourself mistaken an excellent charade indeed and very much to the purpose things must come to a crisis soon now,1,9,1,1,3,12,1,1,1,2,1,1,1,19,1,1,3,8,1,1,2,0,1,0,7,19,1,1,4,11,1,1,0,0,0,0,37,143,203,205,Emma; Harriet Smith,M,intermediate,F,major
Emma,Harriet Smith,take it it is for you take your own,what can it be miss woodhouse what can it be i have not an idea i cannot guess it in the least what can it possibly be do try to find it out miss woodhouse do help me i never saw any thing so hard is it kingdom i wonder who the friend was and who could be the young lady do you think it is a good one can it be woman can it be neptune or a trident or a mermaid or a shark oh no shark is only one syllable it must be very clever or he would not have brought it oh miss woodhouse do you think we shall ever find it out,0,8,0,1,1,26,1,1,1,5,1,1,0,7,0,1,2,13,1,1,0,4,0,1,4,21,1,1,0,3,0,1,0,0,0,0,9,118,204,206,Harriet Smith,F,major,F,major
Harriet Smith,Emma,oh no i hope i shall not be ridiculous about it do as you please,yes papa we have something to read you something quite fresh a piece of paper was found on the table this morning dropt we suppose by a fairy containing a very pretty charade and we have just copied it in,0,4,0,1,2,2,1,1,1,1,1,1,0,3,0,1,1,4,1,1,1,0,1,0,4,5,1,1,1,4,1,1,0,2,0,1,15,40,228,230,Emma,F,major,F,major
Emma,Harriet Smith,ah papa that is what you never have been able to accomplish and i do not think you ever will isabella cannot bear to stay behind her husband harriet must give us as much of her company as she can while my brother and sister are here i am sure she will be pleased with the children we are very proud of the children are not we papa i wonder which she will think the handsomest henry or john,i dare say they are sir i am sure i do not know who is not,3,0,1,0,15,4,1,1,5,0,1,0,5,0,1,0,6,0,1,0,4,2,1,1,14,4,1,1,4,0,1,0,0,0,0,0,80,16,242,244,Harriet Smith; Mr. Woodhouse,F,major,F,major
Harriet Smith,Emma,i dare say they are sir i am sure i do not know who is not,he appears rough to you because you are so very gentle yourself but if you could compare him with other papas you would not think him rough he wishes his boys to be active and hardy and if they misbehave can give them a sharp word now and then but he is an affectionate father certainly mr john knightley is an affectionate father the children are all fond of him,0,4,0,1,4,8,1,1,0,8,0,1,0,6,0,1,0,7,0,1,2,1,1,1,4,14,1,1,0,3,0,1,0,0,0,0,16,70,244,246,Emma; Mr. Woodhouse,F,major,F,major
Mr. Woodhouse,Emma,well i cannot understand it,oh here is the charade you were so obliging as to leave with us thank you for the sight of it we admired it so much that i have ventured to write it into miss smith s collection your friend will not take it amiss i hope of course i have not transcribed beyond the first eight lines you must make my apologies to your friend but so good a charade must not be confined to one or two he may be sure of every woman s approbation while he writes with such gallantry,0,4,0,1,1,10,1,1,0,5,0,1,0,5,0,1,1,6,1,1,1,3,1,1,2,17,1,1,0,10,0,1,0,0,0,0,6,94,249,251,Emma; Harriet Smith,M,intermediate,F,major
Mr. Elton,Harriet Smith,i have no hesitation in saying i have no hesitation in saying at least if my friend feels at all as i do i have not the smallest doubt that could he see his little effusion honoured as i see it he would consider it as the proudest moment of his life,oh what a sweet house how very beautiful there are the yellow curtains that miss nash admires so much,2,2,1,1,2,0,1,0,3,1,1,1,2,3,1,1,7,1,1,1,1,0,1,0,12,0,1,0,5,0,1,0,0,0,0,0,52,19,252,254,Emma; Harriet Smith,M,intermediate,F,major
Harriet Smith,Emma,oh dear yes,part of my lace is gone and i do not know how i am to contrive i really am a most troublesome companion to you both but i hope i am not often so ill equipped mr elton i must beg leave to stop at your house and ask your housekeeper for a bit of ribband or string or any thing just to keep my boot on,0,2,0,1,0,6,0,1,0,6,0,1,0,5,0,1,0,0,0,0,0,2,0,1,0,11,0,1,0,6,0,1,0,0,0,0,3,67,274,276,Emma,F,major,F,major
Isabella,Emma,oh yes sir how you must miss her and dear emma too what a dreadful loss to you both i have been so grieved for you i could not imagine how you could possibly do without her it is a sad change indeed but i hope she is pretty well sir,oh no none in the least i never saw mrs weston better in my life never looking so well papa is only speaking his own regret,2,1,1,1,7,1,1,1,4,0,1,0,6,6,1,1,4,1,1,1,1,2,1,1,11,3,1,1,3,2,1,1,0,0,0,0,51,26,279,281,Emma; Mr. John Knightley; Mr. Woodhouse,F,intermediate,F,major
Mr. Woodhouse,Mr. John Knightley,pretty well my dear i hope pretty well i do not know but that the place agrees with her tolerably,very much to the honour of both,1,1,1,1,1,0,1,0,2,0,1,0,3,2,1,1,1,0,1,0,1,0,1,0,4,0,1,0,1,2,1,1,0,0,0,0,20,7,280,282,Emma; Isabella; Mr. John Knightley,M,intermediate,M,intermediate
Emma,Isabella,oh no none in the least i never saw mrs weston better in my life never looking so well papa is only speaking his own regret,and do you see her sir tolerably often,1,0,1,0,1,1,1,1,0,1,0,1,6,2,1,1,1,1,1,1,2,0,1,0,3,2,1,1,2,0,1,0,0,0,0,0,26,8,281,283,Isabella; Mr. John Knightley; Mr. Woodhouse,F,major,F,intermediate
Mr. John Knightley,Mr. Woodhouse,very much to the honour of both,not near so often my dear as i could wish,1,0,1,0,0,1,0,1,0,1,0,1,2,3,1,1,0,0,0,0,0,1,0,1,0,2,0,1,2,0,1,0,0,0,0,0,7,10,282,284,Emma; Isabella; Mr. Woodhouse,M,intermediate,M,intermediate
Isabella,Emma,and do you see her sir tolerably often,oh papa we have missed seeing them but one entire day since they married either in the morning or evening of every day excepting one have we seen either mr weston or mrs weston and generally both either at randalls or here and as you may suppose isabella most frequently here they are very very kind in their visits mr weston is really as kind as herself papa if you speak in that melancholy way you will be giving isabella a false idea of us all every body must be aware that miss taylor must be missed but every body ought also to be assured that mr and mrs weston do really prevent our missing her by any means to the extent we ourselves anticipated which is the exact truth,0,4,0,1,1,15,1,1,1,18,1,1,2,12,1,1,1,3,1,1,0,0,0,0,2,15,1,1,0,8,0,1,0,0,0,0,8,130,283,285,Emma; Mr. John Knightley; Mr. Woodhouse,F,intermediate,F,major
Mr. Woodhouse,Mr. John Knightley,not near so often my dear as i could wish,just as it should be and just as i hoped it was from your letters her wish of shewing you attention could not be doubted and his being a disengaged and social man makes it all easy i have been always telling you my love that i had no idea of the change being so very material to hartfield as you apprehended and now you have emma s account i hope you will be satisfied,0,2,0,1,1,11,1,1,1,7,1,1,3,7,1,1,0,6,0,1,1,1,1,1,2,16,1,1,0,3,0,1,0,0,0,0,10,75,284,286,Emma; Isabella; Mr. John Knightley,M,intermediate,M,intermediate
Emma,Mr. Woodhouse,oh papa we have missed seeing them but one entire day since they married either in the morning or evening of every day excepting one have we seen either mr weston or mrs weston and generally both either at randalls or here and as you may suppose isabella most frequently here they are very very kind in their visits mr weston is really as kind as herself papa if you speak in that melancholy way you will be giving isabella a false idea of us all every body must be aware that miss taylor must be missed but every body ought also to be assured that mr and mrs weston do really prevent our missing her by any means to the extent we ourselves anticipated which is the exact truth,why to be sure yes certainly i cannot deny that mrs weston poor mrs weston does come and see us pretty often but then she is always obliged to go away again,4,0,1,0,15,4,1,1,18,4,1,1,12,7,1,1,3,1,1,1,0,1,0,1,15,3,1,1,8,0,1,0,0,0,0,0,130,33,285,287,Isabella; Mr. John Knightley; Mr. Woodhouse,F,major,M,intermediate
Mr. John Knightley,Emma,just as it should be and just as i hoped it was from your letters her wish of shewing you attention could not be doubted and his being a disengaged and social man makes it all easy i have been always telling you my love that i had no idea of the change being so very material to hartfield as you apprehended and now you have emma s account i hope you will be satisfied,it would be very hard upon mr weston if she did not papa you quite forget poor mr weston,2,0,1,0,11,3,1,1,7,2,1,1,7,2,1,1,6,2,1,1,1,1,1,1,16,3,1,1,3,0,1,0,0,0,0,0,75,19,286,288,Emma; Isabella; Mr. Woodhouse,M,intermediate,F,major
Mr. Woodhouse,Mr. John Knightley,why to be sure yes certainly i cannot deny that mrs weston poor mrs weston does come and see us pretty often but then she is always obliged to go away again,i think indeed that mr weston has some little claim you and i emma will venture to take the part of the poor husband i being a husband and you not being a wife the claims of the man may very likely strike us with equal force as for isabella she has been married long enough to see the convenience of putting all the mr westons aside as much as she can,0,8,0,1,4,7,1,1,4,4,1,1,7,8,1,1,1,2,1,1,1,1,1,1,3,8,1,1,0,6,0,1,0,0,0,0,33,72,287,289,Emma; Isabella; Mr. John Knightley,M,intermediate,M,intermediate
Emma,Isabella,it would be very hard upon mr weston if she did not papa you quite forget poor mr weston,me my love are you talking about me i am sure nobody ought to be or can be a greater advocate for matrimony than i am and if it had not been for the misery of her leaving hartfield i should never have thought of miss taylor but as the most fortunate woman in the world and as to slighting mr weston that excellent mr weston i think there is nothing he does not deserve i believe he is one of the very best tempered men that ever existed excepting yourself and your brother i do not know his equal for temper i shall never forget his flying henry s kite for him that very windy day last easter and ever since his particular kindness last september twelvemonth in writing that note at twelve o clock at night on purpose to assure me that there was no scarlet fever at cobham i have been convinced there could not be a more feeling heart nor a better man in existence if any body can deserve him it must be miss taylor,0,7,0,1,3,22,1,1,2,12,1,1,2,9,1,1,2,16,1,1,1,6,1,1,3,25,1,1,0,18,0,1,0,2,0,1,19,180,288,290,Isabella; Mr. John Knightley; Mr. Woodhouse,F,major,F,intermediate
Isabella,Emma,me my love are you talking about me i am sure nobody ought to be or can be a greater advocate for matrimony than i am and if it had not been for the misery of her leaving hartfield i should never have thought of miss taylor but as the most fortunate woman in the world and as to slighting mr weston that excellent mr weston i think there is nothing he does not deserve i believe he is one of the very best tempered men that ever existed excepting yourself and your brother i do not know his equal for temper i shall never forget his flying henry s kite for him that very windy day last easter and ever since his particular kindness last september twelvemonth in writing that note at twelve o clock at night on purpose to assure me that there was no scarlet fever at cobham i have been convinced there could not be a more feeling heart nor a better man in existence if any body can deserve him it must be miss taylor,he has not been here yet there was a strong expectation of his coming soon after the marriage but it ended in nothing and i have not heard him mentioned lately,7,2,1,1,22,3,1,1,12,2,1,1,9,4,1,1,16,5,1,1,6,2,1,1,25,5,1,1,18,3,1,1,2,1,1,1,180,31,290,292,Emma; Mr. John Knightley; Mr. Woodhouse,F,intermediate,F,major
Mr. John Knightley,Mr. Woodhouse,where is the young man has he been here on this occasion or has he not,but you should tell them of the letter my dear he wrote a letter to poor mrs weston to congratulate her and a very proper handsome letter it was she shewed it to me i thought it very well done of him indeed whether it was his own idea you know one cannot tell he is but young and his uncle perhaps,1,3,1,1,3,5,1,1,2,5,1,1,1,5,1,1,3,11,1,1,1,1,1,1,2,18,1,1,1,4,1,1,0,0,0,0,16,63,291,293,Emma; Isabella; Mr. Woodhouse,M,intermediate,M,intermediate
Emma,Isabella,my dear papa he is three and twenty you forget how time passes,how very pleasing and proper of him i have no doubt of his being a most amiable young man but how sad it is that he should not live at home with his father there is something so shocking in a child s being taken away from his parents and natural home i never could comprehend how mr weston could part with him to give up one s child i really never could think well of any body who proposed such a thing to any body else,0,3,0,1,1,8,1,1,2,7,1,1,0,9,0,1,1,8,1,1,0,3,0,1,3,10,1,1,0,10,0,1,0,1,0,1,13,87,294,296,Isabella; Mr. John Knightley; Mr. Woodhouse,F,major,F,intermediate
Mr. Woodhouse,Mr. John Knightley,three and twenty is he indeed well i could not have thought it and he was but two years old when he lost his poor mother well time does fly indeed and my memory is very bad however it was an exceeding good pretty letter and gave mr and mrs weston a great deal of pleasure i remember it was written from weymouth and dated sept 28th and began but i forget how it went on and it was signed f c weston churchill i remember that perfectly,nobody ever did think well of the churchills i fancy but you need not imagine mr weston to have felt what you would feel in giving up henry or john mr weston is rather an easy cheerful tempered man than a man of strong feelings he takes things as he finds them and makes enjoyment of them somehow or other depending i suspect much more upon what is called society for his comforts that is upon the power of eating and drinking and playing whist with his neighbours five times a week than upon family affection or any thing that home affords,2,5,1,1,9,7,1,1,13,11,1,1,5,5,1,1,9,7,1,1,1,1,1,1,14,10,1,1,3,10,1,1,0,1,0,1,88,102,295,297,Emma; Isabella; Mr. John Knightley,M,intermediate,M,intermediate
Isabella,Emma,how very pleasing and proper of him i have no doubt of his being a most amiable young man but how sad it is that he should not live at home with his father there is something so shocking in a child s being taken away from his parents and natural home i never could comprehend how mr weston could part with him to give up one s child i really never could think well of any body who proposed such a thing to any body else,what a comfort it is that we think alike about our nephews and nieces as to men and women our opinions are sometimes very different but with regard to these children i observe we never disagree,3,1,1,1,8,2,1,1,7,4,1,1,9,4,1,1,8,2,1,1,3,1,1,1,10,6,1,1,10,5,1,1,1,0,1,0,87,36,296,298,Emma; Mr. John Knightley; Mr. Woodhouse,F,intermediate,F,major
Emma,Mr. Knightley,ah indeed i am very sorry come shake hands with me,john how are you,0,0,0,0,1,1,1,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,11,4,308,310,Mr. Knightley,F,major,M,major
Isabella,Emma,mr wingfield most strenuously recommended it sir or we should not have gone he recommended it for all the children but particularly for the weakness in little bella s throat both sea air and bathing,come come i must beg you not to talk of the sea it makes me envious and miserable i who have never seen it south end is prohibited if you please my dear isabella i have not heard you make one inquiry about mr perry yet and he never forgets you,2,1,1,1,2,4,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,4,1,1,4,12,1,1,3,2,1,1,0,0,0,0,35,51,312,314,Emma; Mr. Woodhouse,F,intermediate,F,major
