quoteID,quoteText,quoteBy,quoteTo
Q21,no no you could not you are a humane woman mrs mann i shall take a early opportunity of mentioning it to the board mrs mann you feel as a mother mrs mann i i drink your health with cheerfulness mrs mann,Mr. Bumble,['Mrs. Mann']
Q22,and now about business the child that was half baptized oliver twist is nine year old to day,Mr. Bumble,['Mrs. Mann']
Q23,bless him,Mrs. Mann,['Mr. Bumble']
Q24,and notwithstanding a offered reward of ten pound which was afterwards increased to twenty pound notwithstanding the most superlative and i may say supernat ral exertions on the part of this parish we have never been able to discover who is his father or what was his mother s settlement name or condition,Mr. Bumble,['Mrs. Mann']
Q25,how comes he to have any name at all then,Mrs. Mann,['Mr. Bumble']
Q26,i inwented it,Mr. Bumble,['Mrs. Mann']
Q27,you mr bumble,Mrs. Mann,['Mr. Bumble']
Q28,i mrs mann we name our fondlings in alphabetical order the last was a s swubble i named him this was a t twist i named him the next one comes will be unwin and the next vilkins i have got names ready made to the end of the alphabet and all the way through it again when we come to z,Mr. Bumble,['Mrs. Mann']
Q29,why you re quite a literary character sir,Mrs. Mann,['Mr. Bumble']
Q30,well well perhaps i may be perhaps i may be mrs mann,Mr. Bumble,['Mrs. Mann']
Q31,oliver being now too old to remain here the board have determined to have him back into the house i have come out myself to take him there so let me see him at once,Mr. Bumble,['Mrs. Mann']
Q32,i ll fetch him directly,Mrs. Mann,['Mr. Bumble']
Q33,make a bow to the gentleman oliver,Mrs. Mann,"['Oliver Twist', 'Mr. Bumble']"
Q34,will you go along with me oliver,Mr. Bumble,"['Oliver Twist', 'Mrs. Mann']"
Q35,will she go with me,Oliver Twist,"['Mrs. Mann', 'Mr. Bumble']"
Q36,no she can t but she ll come and see you sometimes,Mr. Bumble,"['Oliver Twist', 'Mrs. Mann']"
Q37,bow to the board,Mr. Bumble,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat', 'Oliver Twist']"
Q38,what s your name boy boy listen to me you know you re an orphan i suppose,Mr. Limbkins,"['The Gentleman In The White Waistcoat', 'Oliver Twist', 'Mr. Bumble']"
Q39,what s that sir,Oliver Twist,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat', 'Mr. Bumble']"
Q40,the boy is a fool i thought he was,The Gentleman In The White Waistcoat,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Bumble']"
Q41,hush you know you ve got no father or mother and that you were brought up by the parish don t you,Mr. Limbkins,"['The Gentleman In The White Waistcoat', 'Oliver Twist', 'Mr. Bumble']"
Q42,yes sir,Oliver Twist,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat', 'Mr. Bumble']"
Q43,what are you crying for,The Gentleman In The White Waistcoat,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Bumble']"
Q44,i hope you say your prayers every night and pray for the people who feed you and take care of you like a christian,_unknowable,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat', 'Oliver Twist', 'Mr. Bumble']"
Q45,yes sir,Oliver Twist,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat', 'Mr. Bumble']"
Q46,well you have come here to be educated and taught a useful trade,Mr. Limbkins,"['The Gentleman In The White Waistcoat', 'Oliver Twist', 'Mr. Bumble']"
Q47,so you ll begin to pick oakum to morrow morning at six o clock,The Gentleman In The White Waistcoat,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Bumble']"
Q48,oho we are the fellows to set this to rights we ll stop it all in no time,_group,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q49,please sir i want some more,Oliver Twist,['The Master']
Q50,what,The Master,['Oliver Twist']
Q51,please sir i want some more,Oliver Twist,['The Master']
Q52,mr limbkins i beg your pardon sir oliver twist has asked for more,Mr. Bumble,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q53,for more compose yourself bumble and answer me distinctly do i understand that he asked for more after he had eaten the supper allotted by the dietary,Mr. Limbkins,"['Mr. Bumble', 'The Gentleman In The White Waistcoat']"
Q54,he did sir,Mr. Bumble,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q55,that boy will be hung i know that boy will be hung,The Gentleman In The White Waistcoat,"['Mr. Limbkins', 'Mr. Bumble']"
Q56,i never was more convinced of anything in my life i never was more convinced of anything in my life than i am that that boy will come to be hung,The Gentleman In The White Waistcoat,[]
Q57,wo o,Mr. Gamfield,[]
Q58,this here boy sir wot the parish wants to prentis,Mr. Gamfield,['The Gentleman In The White Waistcoat']
Q59,ay my man what of him,The Gentleman In The White Waistcoat,['Mr. Gamfield']
Q60,if the parish vould like him to learn a right pleasant trade in a good spectable chimbley sweepin bisness i wants a prentis and i am ready to take him,Mr. Gamfield,['The Gentleman In The White Waistcoat']
Q61,walk in,The Gentleman In The White Waistcoat,['Mr. Gamfield']
Q62,it s a nasty trade,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']"
Q63,young boys have been smothered in chimneys before now,_unknowable,"['Mr. Limbkins', 'Mr. Gamfield', 'The Gentleman In The White Waistcoat']"
Q64,that s acause they damped the straw afore they lit it in the chimbley to make em come down again that s all smoke and no blaze vereas smoke ain t o no use at all in making a boy come down for it only sinds him to sleep and that s wot he likes boys is wery obstinit and wery lazy gen l men and there s nothink like a good hot blaze to make em come down vith a run it s humane too gen l men acause even if they ve stuck in the chimbley roasting their feet makes em struggle to hextricate theirselves,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q65,we have considered your proposition and we don t approve of it,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']"
Q66,not at all,The Gentleman In The White Waistcoat,"['Mr. Limbkins', 'Mr. Gamfield']"
Q67,decidedly not,_group,"['Mr. Limbkins', 'Mr. Gamfield', 'The Gentleman In The White Waistcoat']"
Q68,so you won t let me have him gen l men,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q69,no at least as it s a nasty business we think you ought to take something less than the premium we offered,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']"
Q70,what ll you give gen l men come don t be too hard on a poor man what ll you give,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q71,i should say three pound ten was plenty,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']"
Q72,ten shillings too much,The Gentleman In The White Waistcoat,"['Mr. Limbkins', 'Mr. Gamfield']"
Q73,come say four pound gen l men say four pound and you ve got rid of him for good and all there,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q74,three pound ten,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']"
Q75,come i ll split the diff erence gen l men three pound fifteen,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q76,not a farthing more,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']"
Q77,you re desperate hard upon me gen l men,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']"
Q78,pooh pooh nonsense he d be cheap with nothing at all as a premium take him you silly fellow he s just the boy for you he wants the stick now and then it ll do him good and his board needn t come very expensive for he hasn t been overfed since he was born ha ha ha,The Gentleman In The White Waistcoat,"['Mr. Limbkins', 'Mr. Gamfield']"
Q79,don t make your eyes red oliver but eat your food and be thankful you re a going to be made a prentice of oliver,Mr. Bumble,['Oliver Twist']
Q80,a prentice sir,Oliver Twist,['Mr. Bumble']
Q81,yes oliver come come oliver wipe your eyes with the cuffs of your jacket and don t cry into your gruel that s a very foolish action oliver,Mr. Bumble,['Oliver Twist']
Q82,the kind and blessed gentleman which is so many parents to you oliver when you have none of your own are a going to prentice you and to set you up in life and make a man of you although the expense to the parish is three pound ten three pound ten oliver seventy shillins one hundred and forty sixpences and all for a naughty orphan which nobody can t love,Mr. Bumble,['Oliver Twist']
Q83,now oliver my dear come to the gentleman,Mr. Bumble,['Oliver Twist']
Q84,mind what i told you you young rascal,Mr. Bumble,['Oliver Twist']
Q85,this is the boy your worship,Mr. Bumble,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q86,oh is this the boy,The Magistrate With Spectacles,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With The Newspaper']"
Q87,this is him sir bow to the magistrate my dear,Mr. Bumble,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q88,well i suppose he s fond of chimney sweeping,The Magistrate With Spectacles,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With The Newspaper']"
Q89,he doats on it your worship,Mr. Bumble,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q90,and he will be a sweep will he,The Magistrate With Spectacles,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With The Newspaper']"
Q91,if we was to bind him to any other trade to morrow he d run away simultaneous your worship,Mr. Bumble,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q92,and this man that s to be his master you sir you ll treat him well and feed him and do all that sort of thing will you,The Magistrate With Spectacles,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With The Newspaper']"
Q93,when i says i will i means i will,Mr. Gamfield,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Bumble', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q94,you re a rough speaker my friend but you look an honest open hearted man,The Magistrate With Spectacles,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With The Newspaper']"
Q95,i hope i am sir,Mr. Gamfield,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Bumble', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q96,i have no doubt you are my friend,The Magistrate With Spectacles,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With The Newspaper']"
Q97,my boy you look pale and alarmed what is the matter,The Magistrate With Spectacles,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With The Newspaper']"
Q98,stand a little away from him beadle now boy tell us what s the matter don t be afraid,The Magistrate With The Newspaper,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With Spectacles']"
Q99,well well of all the artful and designing orphans that ever i see oliver you are one of the most bare facedest,Mr. Bumble,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q100,hold your tongue beadle,The Magistrate With The Newspaper,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With Spectacles']"
Q101,i beg your worship s pardon did your worship speak to me,Mr. Bumble,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q102,yes hold your tongue,The Magistrate With The Newspaper,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With Spectacles']"
Q103,we refuse to sanction these indentures,The Magistrate With Spectacles,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With The Newspaper']"
Q104,i hope i hope the magistrates will not form the opinion that the authorities have been guilty of any improper conduct on the unsupported testimony of a child,Mr. Limbkins,"['Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']"
Q105,the magistrates are not called upon to pronounce any opinion on the matter take the boy back to the workhouse and treat him kindly he seems to want it,The Magistrate With The Newspaper,"['Mr. Limbkins', 'Oliver Twist', 'Mr. Gamfield', 'Mr. Bumble', 'The Magistrate With Spectacles']"
Q106,i have taken the measure of the two women that died last night mr bumble,Mr. Sowerberry,['Mr. Bumble']
Q107,you ll make your fortune mr sowerberry,Mr. Bumble,['Mr. Sowerberry']
Q108,i say you ll make your fortune mr sowerberry,Mr. Bumble,['Mr. Sowerberry']
Q109,think so the prices allowed by the board are very small mr bumble,Mr. Sowerberry,['Mr. Bumble']
Q110,so are the coffins,Mr. Bumble,['Mr. Sowerberry']
Q111,well well mr bumble there s no denying that since the new system of feeding has come in the coffins are something narrower and more shallow than they used to be but we must have some profit mr bumble well seasoned timber is an expensive article sir and all the iron handles come by canal from birmingham,Mr. Sowerberry,['Mr. Bumble']
Q112,well well every trade has its drawbacks a fair profit is of course allowable,Mr. Bumble,['Mr. Sowerberry']
Q113,of course of course and if i don t get a profit upon this or that particular article why i make it up in the long run you see he he he,Mr. Sowerberry,['Mr. Bumble']
Q114,just so,Mr. Bumble,['Mr. Sowerberry']
Q115,though i must say though i must say mr bumble that i have to contend against one very great disadvantage which is that all the stout people go off the quickest the people who have been better off and have paid rates for many years are the first to sink when they come into the house and let me tell you mr bumble that three or four inches over one s calculation makes a great hole in one s profits especially when one has a family to provide for sir,Mr. Sowerberry,['Mr. Bumble']
Q116,by the bye you don t know anybody who wants a boy do you a porochial prentis who is at present a dead weight a millstone as i may say round the porochial throat liberal terms mr sowerberry liberal terms,Mr. Bumble,['Mr. Sowerberry']
Q117,gadso that s just the very thing i wanted to speak to you about you know dear me what a very elegant button this is mr bumble i never noticed it before,Mr. Sowerberry,['Mr. Bumble']
Q118,yes i think it rather pretty the die is the same as the porochial seal the good samaritan healing the sick and bruised man the board presented it to me on newyear s morning mr sowerberry i put it on i remember for the first time to attend the inquest on that reduced tradesman who died in a doorway at midnight,Mr. Bumble,['Mr. Sowerberry']
Q119,i recollect the jury brought it in died from exposure to the cold and want of the common necessaries of life didn t they and they made it a special verdict i think by adding some words to the effect that if the relieving officer had,Mr. Sowerberry,['Mr. Bumble']
Q120,tush foolery if the board attended to all the nonsense that ignorant jurymen talk they d have enough to do,Mr. Bumble,['Mr. Sowerberry']
Q121,very true they would indeed,Mr. Sowerberry,['Mr. Bumble']
Q122,juries juries is ineddicated vulgar grovelling wretches,Mr. Bumble,['Mr. Sowerberry']
Q123,so they are,Mr. Sowerberry,['Mr. Bumble']
Q124,they haven t no more philosophy nor political economy about em than that,Mr. Bumble,['Mr. Sowerberry']
Q125,no more they have,Mr. Sowerberry,['Mr. Bumble']
Q126,i despise em,Mr. Bumble,['Mr. Sowerberry']
Q127,so do i,Mr. Sowerberry,['Mr. Bumble']
Q128,and i only wish we d a jury of the independent sort in the house for a week or two the rules and regulations of the board would soon bring their spirit down for em,Mr. Bumble,['Mr. Sowerberry']
Q129,let em alone for that,Mr. Sowerberry,['Mr. Bumble']
Q130,well what about the boy,Mr. Bumble,['Mr. Sowerberry']
Q131,oh why you know mr bumble i pay a good deal towards the poor s rates,Mr. Sowerberry,['Mr. Bumble']
Q132,hem well,Mr. Bumble,['Mr. Sowerberry']
Q133,well i was thinking that if i pay so much towards em i ve a right to get as much out of em as i can mr bumble and so i think i ll take the boy myself,Mr. Sowerberry,['Mr. Bumble']
Q134,oliver,Mr. Bumble,['Oliver Twist']
Q135,yes sir,Oliver Twist,['Mr. Bumble']
Q136,pull that cap off your eyes and hold up your head sir,Mr. Bumble,['Oliver Twist']
Q137,well well of all the ungratefullest and worst disposed boys as ever i see oliver you are the,Mr. Bumble,['Oliver Twist']
Q138,no no sir no no sir i will be good indeed indeed indeed i will sir i am a very little boy sir and it is so so,Oliver Twist,['Mr. Bumble']
Q139,so what,Mr. Bumble,['Oliver Twist']
Q140,so lonely sir so very lonely everybody hates me oh sir don t don t pray be cross to me,Oliver Twist,['Mr. Bumble']
Q141,aha is that you bumble,Mr. Sowerberry,['Mr. Bumble']
Q142,no one else mr sowerberry here i ve brought the boy,Mr. Bumble,"['Mr. Sowerberry', 'Oliver Twist']"
Q143,oh that s the boy is it mrs sowerberry will you have the goodness to come here a moment my dear,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble', 'Mrs. Sowerberry']"
Q144,my dear this is the boy from the workhouse that i told you of,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble', 'Mrs. Sowerberry']"
Q145,dear me he s very small,Mrs. Sowerberry,"['Mr. Sowerberry', 'Oliver Twist', 'Mr. Bumble']"
Q146,why he is rather small he is small there s no denying it but he ll grow mrs sowerberry he ll grow,Mr. Bumble,"['Mr. Sowerberry', 'Oliver Twist', 'Mrs. Sowerberry']"
Q147,ah i dare say he will on our victuals and our drink i see no saving in parish children not i for they always cost more to keep than they re worth however men always think they know best there get downstairs little bag o bones,Mrs. Sowerberry,"['Mr. Sowerberry', 'Oliver Twist', 'Mr. Bumble']"
Q148,here charlotte give this boy some of the cold bits that were put by for trip he hasn t come home since the morning so he may go without em i dare say the boy isn t too dainty to eat em are you boy,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble', 'Mrs. Bolter', 'Mrs. Sowerberry']"
Q149,well have you done,Mrs. Sowerberry,['Oliver Twist']
Q150,then come with me your bed s under the counter you don t mind sleeping among the coffins i suppose but it doesn t much matter whether you do or don t for you can t sleep anywhere else come don t keep me here all night,Mrs. Sowerberry,['Oliver Twist']
Q151,open the door will yer,Noah Claypole,['Oliver Twist']
Q152,i will directly sir,Oliver Twist,['Noah Claypole']
Q153,i suppose yer the new boy ain t yer,Noah Claypole,['Oliver Twist']
Q154,yes sir,Oliver Twist,['Noah Claypole']
Q155,how old are yer,Noah Claypole,['Oliver Twist']
Q156,ten sir,Oliver Twist,['Noah Claypole']
Q157,then i ll whop yer when i get in you just see if i don t that s all my work us brat,Noah Claypole,['Oliver Twist']
Q158,i beg your pardon sir did you knock,Oliver Twist,['Noah Claypole']
Q159,i kicked,Noah Claypole,['Oliver Twist']
Q160,did you want a coffin sir,Oliver Twist,['Noah Claypole']
Q161,yer don t know who i am i suppose work us,Noah Claypole,['Oliver Twist']
Q162,no sir,Oliver Twist,['Noah Claypole']
Q163,i m mister noah claypole and you re under me take down the shutters yer idle young ruffian,Noah Claypole,['Oliver Twist']
Q164,come near the fire noah i saved a nice little bit of bacon for you from master s breakfast oliver shut that door at mister noah s back and take them bits that i ve put out on the cover of the bread pan there s your tea take it away to that box and drink it there and make haste for they ll want you to mind the shop d ye hear,Mrs. Bolter,"['Oliver Twist', 'Noah Claypole']"
Q165,d ye hear work us,Noah Claypole,"['Mrs. Bolter', 'Oliver Twist']"
Q166,lor noah what a rum creature you are why don t you let the boy alone,Mrs. Bolter,"['Oliver Twist', 'Noah Claypole']"
Q167,let him alone why everybody lets him alone enough for the matter of that neither his father nor his mother will ever interfere with him all his relations let him have his own way pretty well eh charlotte he he he,Noah Claypole,"['Mrs. Bolter', 'Oliver Twist']"
Q168,oh you queer soul,Mrs. Bolter,"['Oliver Twist', 'Noah Claypole']"
Q169,my dear,Mr. Sowerberry,['Mrs. Sowerberry']
Q170,well,Mrs. Sowerberry,['Mr. Sowerberry']
Q171,nothing my dear nothing,Mr. Sowerberry,['Mrs. Sowerberry']
Q172,ugh you brute,Mrs. Sowerberry,['Mr. Sowerberry']
Q173,not at all my dear i thought you didn t want to hear my dear i was only going to say,Mr. Sowerberry,['Mrs. Sowerberry']
Q174,oh don t tell me what you were going to say i am nobody don t consult me pray i don t want to intrude upon your secrets,Mrs. Sowerberry,['Mr. Sowerberry']
Q175,but my dear i want to ask your advice,Mr. Sowerberry,['Mrs. Sowerberry']
Q176,no no don t ask mine ask somebody else s,Mrs. Sowerberry,['Mr. Sowerberry']
Q177,it s only about young twist my dear a very good looking boy that my dear,Mr. Sowerberry,['Mrs. Sowerberry']
Q178,he need be for he eats enough,Mrs. Sowerberry,['Mr. Sowerberry']
Q179,there s an expression of melancholy in his face my dear which is very interesting he would make a delightful mute my love,Mr. Sowerberry,['Mrs. Sowerberry']
Q180,i don t mean a regular mute to attend grown up people my dear but only for children s practice it would be very new to have a mute in proportion my dear you may depend upon it it would have a superb effect,Mr. Sowerberry,['Mrs. Sowerberry']
Q181,aha an order for a coffin eh,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble']"
Q182,for a coffin first and a porochial funeral afterwards,Mr. Bumble,['Mr. Sowerberry']
Q183,bayton i never heard the name before,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble']"
Q184,obstinate people mr sowerberry very obstinate proud too i m afraid sir,Mr. Bumble,['Mr. Sowerberry']
Q185,proud eh come that s too much,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble']"
Q186,oh it s sickening antimonial mr sowerberry,Mr. Bumble,['Mr. Sowerberry']
Q187,so it is,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble']"
Q188,we only heard of the family the night before last and we shouldn t have known anything about them then only a woman who lodges in the same house made an application to the porochial committee for them to send the porochial surgeon to see a woman as was very bad he had gone out to dinner but his prentice which is a very clever lad sent em some medicine in a blacking bottle offhand,Mr. Bumble,['Mr. Sowerberry']
Q189,ah there s promptness,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble']"
Q190,promptness indeed but what s the consequence what s the ungrateful behaviour of these rebels sir why the husband sends back word that the medicine won t suit his wife s complaint and so she shan t take it says she shan t take it sir good strong wholesome medicine as was given with great success to two irish labourers and a coal heaver only a week before sent em for nothing with a blackin bottle in and he sends back word that she shan t take it sir,Mr. Bumble,['Mr. Sowerberry']
Q191,well i ne ver did,Mr. Sowerberry,"['Oliver Twist', 'Mr. Bumble']"
Q192,never did sir no nor nobody never did but now she s dead we ve got to bury her and that s the direction and the sooner it s done the better,Mr. Bumble,['Mr. Sowerberry']
Q193,why he was so angry oliver that he forgot even to ask after you,Mr. Sowerberry,['Oliver Twist']
Q194,yes sir,Oliver Twist,['Mr. Sowerberry']
Q195,well the sooner this job is done the better noah look after the shop oliver put on your cap and come with me,Mr. Sowerberry,"['Oliver Twist', 'Noah Claypole']"
Q196,nobody shall go near her keep back damn you keep back if you ve a life to lose,Mr. Bayton,"['The Old Woman', 'Mr. Sowerberry', 'Oliver Twist']"
Q197,nonsense my good man nonsense,Mr. Sowerberry,"['The Old Woman', 'Mr. Bayton', 'Oliver Twist']"
Q198,i tell you i tell you i won t have her put into the ground she couldn t rest there the worms would worry her not eat her she is so worn away ah kneel down kneel down kneel round her every one of you and mark my words i say she was starved to death i never knew how bad she was till the fever came upon her and then her bones were starting through the skin there was neither fire nor candle she died in the dark in the dark she couldn t even see her children s faces though we heard her gasping out their names i begged for her in the streets and they sent me to prison when i came back she was dying and all the blood in my heart has dried up for they starved her to death i swear it before the god that saw it they starved her,Mr. Bayton,"['The Old Woman', 'Mr. Sowerberry', 'Oliver Twist']"
Q199,she was my daughter lord lord well it is strange that i who gave birth to her and was a woman then should be alive and merry now and she lying there so cold and stiff lord lord to think of it it s as good as a play as good as a play stop stop will she be buried to morrow or next day or to night i laid her out and i must walk you know send me a large cloak a good warm one for it is bitter cold we should have cake and wine too before we go never mind send some bread only a loaf of bread and a cup of water shall we have some bread dear,The Old Woman,"['Mr. Sowerberry', 'Oliver Twist', 'Mr. Bayton']"
Q200,yes yes of course anything you like,Mr. Sowerberry,"['The Old Woman', 'Mr. Bayton', 'Oliver Twist']"
Q201,now you must put your best leg foremost old lady we are rather late and it won t do to keep the clergyman waiting move on my men as quick as you like,Mr. Sowerberry,['The Old Woman']
Q202,now bill fill up,Mr. Sowerberry,"['The Old Woman', 'Oliver Twist', 'Mr. Bumble', 'Mr. Bayton']"
Q203,come my good fellow they want to shut up the yard,Mr. Bumble,"['The Old Woman', 'Mr. Sowerberry', 'Oliver Twist', 'Mr. Bayton']"
Q204,well oliver how do you like it,Mr. Sowerberry,['Oliver Twist']
Q205,pretty well thank you sir not very much sir,Oliver Twist,['Mr. Sowerberry']
Q206,ah you ll get used to it in time oliver nothing when you are used to it my boy,Mr. Sowerberry,['Oliver Twist']
Q207,work us how s your mother,Noah Claypole,['Oliver Twist']
Q208,she s dead don t you say anything about her to me,Oliver Twist,['Noah Claypole']
Q209,what did she die of work us,Noah Claypole,['Oliver Twist']
Q210,of a broken heart some of our old nurses told me i think i know what it must be to die of that,Oliver Twist,['Noah Claypole']
Q211,tol de rol lol lol right fol lairy work us what s set you a snivelling now,Noah Claypole,['Oliver Twist']
Q212,not you there that s enough don t say anything more to me about her you d better not,Oliver Twist,['Noah Claypole']
Q213,better not well better not work us don t be impudent your mother too she was a nice un she was oh lor,Noah Claypole,['Oliver Twist']
Q214,yer know work us yer know work us it can t be helped now and of course yer couldn t help it then and i am very sorry for it and i m sure we all are and pity yer very much but yer must know work us yer mother was a regular right down bad un,Noah Claypole,['Oliver Twist']
Q215,what did you say,Oliver Twist,['Noah Claypole']
Q216,a regular right down bad un work us and it s a great deal better work us that she died when she did or else she d have been hard labouring in bridewell or transported or hung which is more likely than either isn t it,Noah Claypole,['Oliver Twist']
