merge_id,speaker,addressees,text_merged,first_turn_index,last_turn_index,source_quoteIDs
16,Mrs. Mann,['Mr. Bumble'],why it s what i m obliged to keep a little of in the house to put into the blessed infants daffy when they ain t well mr bumble it s gin i ll not deceive you mr b it s gin,18,18,Q18
17,Mr. Bumble,['Mrs. Mann'],do you give the children daffy mrs mann,19,19,Q19
18,Mrs. Mann,['Mr. Bumble'],ah bless em that i do dear as it is i couldn t see em suffer before my very eyes you know sir,20,20,Q20
19,Mr. Bumble,['Mrs. Mann'],no no you could not you are a humane woman mrs mann i shall take a early opportunity of mentioning it to the board mrs mann you feel as a mother mrs mann i i drink your health with cheerfulness mrs mann and now about business the child that was half baptized oliver twist is nine year old to day,21,22,"Q21,Q22"
20,Mrs. Mann,['Mr. Bumble'],bless him,23,23,Q23
21,Mr. Bumble,['Mrs. Mann'],and notwithstanding a offered reward of ten pound which was afterwards increased to twenty pound notwithstanding the most superlative and i may say supernat ral exertions on the part of this parish we have never been able to discover who is his father or what was his mother s settlement name or condition,24,24,Q24
22,Mrs. Mann,['Mr. Bumble'],how comes he to have any name at all then,25,25,Q25
23,Mr. Bumble,['Mrs. Mann'],i inwented it,26,26,Q26
24,Mrs. Mann,['Mr. Bumble'],you mr bumble,27,27,Q27
25,Mr. Bumble,['Mrs. Mann'],i mrs mann we name our fondlings in alphabetical order the last was a s swubble i named him this was a t twist i named him the next one comes will be unwin and the next vilkins i have got names ready made to the end of the alphabet and all the way through it again when we come to z,28,28,Q28
26,Mrs. Mann,['Mr. Bumble'],why you re quite a literary character sir,29,29,Q29
27,Mr. Bumble,['Mrs. Mann'],well well perhaps i may be perhaps i may be mrs mann oliver being now too old to remain here the board have determined to have him back into the house i have come out myself to take him there so let me see him at once,30,31,"Q30,Q31"
28,Mrs. Mann,['Mr. Bumble'],i ll fetch him directly,32,32,Q32
29,Mrs. Mann,"['Mr. Bumble', 'Oliver Twist']",make a bow to the gentleman oliver,33,33,Q33
30,Mr. Bumble,"['Mrs. Mann', 'Oliver Twist']",will you go along with me oliver,34,34,Q34
31,Oliver Twist,"['Mr. Bumble', 'Mrs. Mann']",will she go with me,35,35,Q35
32,Mr. Bumble,"['Mrs. Mann', 'Oliver Twist']",no she can t but she ll come and see you sometimes,36,36,Q36
33,Mr. Bumble,"['Mr. Limbkins', 'Oliver Twist', 'The Gentleman In The White Waistcoat']",bow to the board,37,37,Q37
34,Mr. Limbkins,"['Mr. Bumble', 'Oliver Twist', 'The Gentleman In The White Waistcoat']",what s your name boy boy listen to me you know you re an orphan i suppose,38,38,Q38
35,Oliver Twist,"['Mr. Bumble', 'Mr. Limbkins', 'The Gentleman In The White Waistcoat']",what s that sir,39,39,Q39
36,The Gentleman In The White Waistcoat,"['Mr. Bumble', 'Mr. Limbkins', 'Oliver Twist']",the boy is a fool i thought he was,40,40,Q40
37,Mr. Limbkins,"['Mr. Bumble', 'Oliver Twist', 'The Gentleman In The White Waistcoat']",hush you know you ve got no father or mother and that you were brought up by the parish don t you,41,41,Q41
38,Oliver Twist,"['Mr. Bumble', 'Mr. Limbkins', 'The Gentleman In The White Waistcoat']",yes sir,42,42,Q42
39,The Gentleman In The White Waistcoat,"['Mr. Bumble', 'Mr. Limbkins', 'Oliver Twist']",what are you crying for,43,43,Q43
40,_unknowable,"['Mr. Bumble', 'Mr. Limbkins', 'Oliver Twist', 'The Gentleman In The White Waistcoat']",i hope you say your prayers every night and pray for the people who feed you and take care of you like a christian,44,44,Q44
41,Oliver Twist,"['Mr. Bumble', 'Mr. Limbkins', 'The Gentleman In The White Waistcoat']",yes sir,45,45,Q45
42,Mr. Limbkins,"['Mr. Bumble', 'Oliver Twist', 'The Gentleman In The White Waistcoat']",well you have come here to be educated and taught a useful trade,46,46,Q46
43,The Gentleman In The White Waistcoat,"['Mr. Bumble', 'Mr. Limbkins', 'Oliver Twist']",so you ll begin to pick oakum to morrow morning at six o clock,47,47,Q47
44,_group,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",oho we are the fellows to set this to rights we ll stop it all in no time,48,48,Q48
45,Oliver Twist,['The Master'],please sir i want some more,49,49,Q49
46,The Master,['Oliver Twist'],what,50,50,Q50
47,Oliver Twist,['The Master'],please sir i want some more,51,51,Q51
48,Mr. Bumble,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",mr limbkins i beg your pardon sir oliver twist has asked for more,52,52,Q52
49,Mr. Limbkins,"['Mr. Bumble', 'The Gentleman In The White Waistcoat']",for more compose yourself bumble and answer me distinctly do i understand that he asked for more after he had eaten the supper allotted by the dietary,53,53,Q53
50,Mr. Bumble,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",he did sir,54,54,Q54
51,The Gentleman In The White Waistcoat,"['Mr. Bumble', 'Mr. Limbkins']",that boy will be hung i know that boy will be hung,55,55,Q55
52,The Gentleman In The White Waistcoat,[],i never was more convinced of anything in my life i never was more convinced of anything in my life than i am that that boy will come to be hung,56,56,Q56
53,Mr. Gamfield,[],wo o,57,57,Q57
54,Mr. Gamfield,['The Gentleman In The White Waistcoat'],this here boy sir wot the parish wants to prentis,58,58,Q58
55,The Gentleman In The White Waistcoat,['Mr. Gamfield'],ay my man what of him,59,59,Q59
56,Mr. Gamfield,['The Gentleman In The White Waistcoat'],if the parish vould like him to learn a right pleasant trade in a good spectable chimbley sweepin bisness i wants a prentis and i am ready to take him,60,60,Q60
57,The Gentleman In The White Waistcoat,['Mr. Gamfield'],walk in,61,61,Q61
58,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']",it s a nasty trade,62,62,Q62
59,_unknowable,"['Mr. Gamfield', 'Mr. Limbkins', 'The Gentleman In The White Waistcoat']",young boys have been smothered in chimneys before now,63,63,Q63
60,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",that s acause they damped the straw afore they lit it in the chimbley to make em come down again that s all smoke and no blaze vereas smoke ain t o no use at all in making a boy come down for it only sinds him to sleep and that s wot he likes boys is wery obstinit and wery lazy gen l men and there s nothink like a good hot blaze to make em come down vith a run it s humane too gen l men acause even if they ve stuck in the chimbley roasting their feet makes em struggle to hextricate theirselves,64,64,Q64
61,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']",we have considered your proposition and we don t approve of it,65,65,Q65
62,The Gentleman In The White Waistcoat,"['Mr. Gamfield', 'Mr. Limbkins']",not at all,66,66,Q66
63,_group,"['Mr. Gamfield', 'Mr. Limbkins', 'The Gentleman In The White Waistcoat']",decidedly not,67,67,Q67
64,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",so you won t let me have him gen l men,68,68,Q68
65,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']",no at least as it s a nasty business we think you ought to take something less than the premium we offered,69,69,Q69
66,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",what ll you give gen l men come don t be too hard on a poor man what ll you give,70,70,Q70
67,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']",i should say three pound ten was plenty,71,71,Q71
68,The Gentleman In The White Waistcoat,"['Mr. Gamfield', 'Mr. Limbkins']",ten shillings too much,72,72,Q72
69,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",come say four pound gen l men say four pound and you ve got rid of him for good and all there,73,73,Q73
70,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']",three pound ten,74,74,Q74
71,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",come i ll split the diff erence gen l men three pound fifteen,75,75,Q75
72,Mr. Limbkins,"['Mr. Gamfield', 'The Gentleman In The White Waistcoat']",not a farthing more,76,76,Q76
73,Mr. Gamfield,"['Mr. Limbkins', 'The Gentleman In The White Waistcoat']",you re desperate hard upon me gen l men,77,77,Q77
74,The Gentleman In The White Waistcoat,"['Mr. Gamfield', 'Mr. Limbkins']",pooh pooh nonsense he d be cheap with nothing at all as a premium take him you silly fellow he s just the boy for you he wants the stick now and then it ll do him good and his board needn t come very expensive for he hasn t been overfed since he was born ha ha ha,78,78,Q78
75,Mr. Bumble,['Oliver Twist'],don t make your eyes red oliver but eat your food and be thankful you re a going to be made a prentice of oliver,79,79,Q79
76,Oliver Twist,['Mr. Bumble'],a prentice sir,80,80,Q80
77,Mr. Bumble,['Oliver Twist'],yes oliver come come oliver wipe your eyes with the cuffs of your jacket and don t cry into your gruel that s a very foolish action oliver the kind and blessed gentleman which is so many parents to you oliver when you have none of your own are a going to prentice you and to set you up in life and make a man of you although the expense to the parish is three pound ten three pound ten oliver seventy shillins one hundred and forty sixpences and all for a naughty orphan which nobody can t love now oliver my dear come to the gentleman mind what i told you you young rascal,81,84,"Q81,Q82,Q83,Q84"
78,Mr. Bumble,"['Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",this is the boy your worship,85,85,Q85
79,The Magistrate With Spectacles,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With The Newspaper']",oh is this the boy,86,86,Q86
80,Mr. Bumble,"['Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",this is him sir bow to the magistrate my dear,87,87,Q87
81,The Magistrate With Spectacles,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With The Newspaper']",well i suppose he s fond of chimney sweeping,88,88,Q88
82,Mr. Bumble,"['Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",he doats on it your worship,89,89,Q89
83,The Magistrate With Spectacles,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With The Newspaper']",and he will be a sweep will he,90,90,Q90
84,Mr. Bumble,"['Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",if we was to bind him to any other trade to morrow he d run away simultaneous your worship,91,91,Q91
85,The Magistrate With Spectacles,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With The Newspaper']",and this man that s to be his master you sir you ll treat him well and feed him and do all that sort of thing will you,92,92,Q92
86,Mr. Gamfield,"['Mr. Bumble', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",when i says i will i means i will,93,93,Q93
87,The Magistrate With Spectacles,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With The Newspaper']",you re a rough speaker my friend but you look an honest open hearted man,94,94,Q94
88,Mr. Gamfield,"['Mr. Bumble', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",i hope i am sir,95,95,Q95
89,The Magistrate With Spectacles,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With The Newspaper']",i have no doubt you are my friend my boy you look pale and alarmed what is the matter,96,97,"Q96,Q97"
90,The Magistrate With The Newspaper,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles']",stand a little away from him beadle now boy tell us what s the matter don t be afraid,98,98,Q98
91,Mr. Bumble,"['Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",well well of all the artful and designing orphans that ever i see oliver you are one of the most bare facedest,99,99,Q99
92,The Magistrate With The Newspaper,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles']",hold your tongue beadle,100,100,Q100
93,Mr. Bumble,"['Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",i beg your worship s pardon did your worship speak to me,101,101,Q101
94,The Magistrate With The Newspaper,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles']",yes hold your tongue,102,102,Q102
95,The Magistrate With Spectacles,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With The Newspaper']",we refuse to sanction these indentures,103,103,Q103
96,Mr. Limbkins,"['Mr. Bumble', 'Mr. Gamfield', 'Oliver Twist', 'The Magistrate With Spectacles', 'The Magistrate With The Newspaper']",i hope i hope the magistrates will not form the opinion that the authorities have been guilty of any improper conduct on the unsupported testimony of a child,104,104,Q104
97,The Magistrate With The Newspaper,"['Mr. Bumble', 'Mr. Gamfield', 'Mr. Limbkins', 'Oliver Twist', 'The Magistrate With Spectacles']",the magistrates are not called upon to pronounce any opinion on the matter take the boy back to the workhouse and treat him kindly he seems to want it,105,105,Q105
98,Mr. Sowerberry,['Mr. Bumble'],i have taken the measure of the two women that died last night mr bumble,106,106,Q106
99,Mr. Bumble,['Mr. Sowerberry'],you ll make your fortune mr sowerberry i say you ll make your fortune mr sowerberry,107,108,"Q107,Q108"
100,Mr. Sowerberry,['Mr. Bumble'],think so the prices allowed by the board are very small mr bumble,109,109,Q109
101,Mr. Bumble,['Mr. Sowerberry'],so are the coffins,110,110,Q110
102,Mr. Sowerberry,['Mr. Bumble'],well well mr bumble there s no denying that since the new system of feeding has come in the coffins are something narrower and more shallow than they used to be but we must have some profit mr bumble well seasoned timber is an expensive article sir and all the iron handles come by canal from birmingham,111,111,Q111
103,Mr. Bumble,['Mr. Sowerberry'],well well every trade has its drawbacks a fair profit is of course allowable,112,112,Q112
104,Mr. Sowerberry,['Mr. Bumble'],of course of course and if i don t get a profit upon this or that particular article why i make it up in the long run you see he he he,113,113,Q113
105,Mr. Bumble,['Mr. Sowerberry'],just so,114,114,Q114
106,Mr. Sowerberry,['Mr. Bumble'],though i must say though i must say mr bumble that i have to contend against one very great disadvantage which is that all the stout people go off the quickest the people who have been better off and have paid rates for many years are the first to sink when they come into the house and let me tell you mr bumble that three or four inches over one s calculation makes a great hole in one s profits especially when one has a family to provide for sir,115,115,Q115
107,Mr. Bumble,['Mr. Sowerberry'],by the bye you don t know anybody who wants a boy do you a porochial prentis who is at present a dead weight a millstone as i may say round the porochial throat liberal terms mr sowerberry liberal terms,116,116,Q116
108,Mr. Sowerberry,['Mr. Bumble'],gadso that s just the very thing i wanted to speak to you about you know dear me what a very elegant button this is mr bumble i never noticed it before,117,117,Q117
109,Mr. Bumble,['Mr. Sowerberry'],yes i think it rather pretty the die is the same as the porochial seal the good samaritan healing the sick and bruised man the board presented it to me on newyear s morning mr sowerberry i put it on i remember for the first time to attend the inquest on that reduced tradesman who died in a doorway at midnight,118,118,Q118
110,Mr. Sowerberry,['Mr. Bumble'],i recollect the jury brought it in died from exposure to the cold and want of the common necessaries of life didn t they and they made it a special verdict i think by adding some words to the effect that if the relieving officer had,119,119,Q119
111,Mr. Bumble,['Mr. Sowerberry'],tush foolery if the board attended to all the nonsense that ignorant jurymen talk they d have enough to do,120,120,Q120
112,Mr. Sowerberry,['Mr. Bumble'],very true they would indeed,121,121,Q121
113,Mr. Bumble,['Mr. Sowerberry'],juries juries is ineddicated vulgar grovelling wretches,122,122,Q122
114,Mr. Sowerberry,['Mr. Bumble'],so they are,123,123,Q123
115,Mr. Bumble,['Mr. Sowerberry'],they haven t no more philosophy nor political economy about em than that,124,124,Q124
116,Mr. Sowerberry,['Mr. Bumble'],no more they have,125,125,Q125
117,Mr. Bumble,['Mr. Sowerberry'],i despise em,126,126,Q126
118,Mr. Sowerberry,['Mr. Bumble'],so do i,127,127,Q127
119,Mr. Bumble,['Mr. Sowerberry'],and i only wish we d a jury of the independent sort in the house for a week or two the rules and regulations of the board would soon bring their spirit down for em,128,128,Q128
120,Mr. Sowerberry,['Mr. Bumble'],let em alone for that,129,129,Q129
121,Mr. Bumble,['Mr. Sowerberry'],well what about the boy,130,130,Q130
122,Mr. Sowerberry,['Mr. Bumble'],oh why you know mr bumble i pay a good deal towards the poor s rates,131,131,Q131
123,Mr. Bumble,['Mr. Sowerberry'],hem well,132,132,Q132
124,Mr. Sowerberry,['Mr. Bumble'],well i was thinking that if i pay so much towards em i ve a right to get as much out of em as i can mr bumble and so i think i ll take the boy myself,133,133,Q133
125,Mr. Bumble,['Oliver Twist'],oliver,134,134,Q134
126,Oliver Twist,['Mr. Bumble'],yes sir,135,135,Q135
127,Mr. Bumble,['Oliver Twist'],pull that cap off your eyes and hold up your head sir well well of all the ungratefullest and worst disposed boys as ever i see oliver you are the,136,137,"Q136,Q137"
128,Oliver Twist,['Mr. Bumble'],no no sir no no sir i will be good indeed indeed indeed i will sir i am a very little boy sir and it is so so,138,138,Q138
129,Mr. Bumble,['Oliver Twist'],so what,139,139,Q139
130,Oliver Twist,['Mr. Bumble'],so lonely sir so very lonely everybody hates me oh sir don t don t pray be cross to me,140,140,Q140
131,Mr. Sowerberry,['Mr. Bumble'],aha is that you bumble,141,141,Q141
132,Mr. Bumble,"['Mr. Sowerberry', 'Oliver Twist']",no one else mr sowerberry here i ve brought the boy,142,142,Q142
133,Mr. Sowerberry,"['Mr. Bumble', 'Mrs. Sowerberry', 'Oliver Twist']",oh that s the boy is it mrs sowerberry will you have the goodness to come here a moment my dear my dear this is the boy from the workhouse that i told you of,143,144,"Q143,Q144"
134,Mrs. Sowerberry,"['Mr. Bumble', 'Mr. Sowerberry', 'Oliver Twist']",dear me he s very small,145,145,Q145
135,Mr. Bumble,"['Mr. Sowerberry', 'Mrs. Sowerberry', 'Oliver Twist']",why he is rather small he is small there s no denying it but he ll grow mrs sowerberry he ll grow,146,146,Q146
136,Mrs. Sowerberry,"['Mr. Bumble', 'Mr. Sowerberry', 'Oliver Twist']",ah i dare say he will on our victuals and our drink i see no saving in parish children not i for they always cost more to keep than they re worth however men always think they know best there get downstairs little bag o bones,147,147,Q147
137,Mr. Sowerberry,"['Mr. Bumble', 'Mrs. Bolter', 'Mrs. Sowerberry', 'Oliver Twist']",here charlotte give this boy some of the cold bits that were put by for trip he hasn t come home since the morning so he may go without em i dare say the boy isn t too dainty to eat em are you boy,148,148,Q148
138,Mrs. Sowerberry,['Oliver Twist'],well have you done then come with me your bed s under the counter you don t mind sleeping among the coffins i suppose but it doesn t much matter whether you do or don t for you can t sleep anywhere else come don t keep me here all night,149,150,"Q149,Q150"
139,Noah Claypole,['Oliver Twist'],open the door will yer,151,151,Q151
140,Oliver Twist,['Noah Claypole'],i will directly sir,152,152,Q152
141,Noah Claypole,['Oliver Twist'],i suppose yer the new boy ain t yer,153,153,Q153
142,Oliver Twist,['Noah Claypole'],yes sir,154,154,Q154
143,Noah Claypole,['Oliver Twist'],how old are yer,155,155,Q155
144,Oliver Twist,['Noah Claypole'],ten sir,156,156,Q156
145,Noah Claypole,['Oliver Twist'],then i ll whop yer when i get in you just see if i don t that s all my work us brat,157,157,Q157
146,Oliver Twist,['Noah Claypole'],i beg your pardon sir did you knock,158,158,Q158
147,Noah Claypole,['Oliver Twist'],i kicked,159,159,Q159
148,Oliver Twist,['Noah Claypole'],did you want a coffin sir,160,160,Q160
149,Noah Claypole,['Oliver Twist'],yer don t know who i am i suppose work us,161,161,Q161
150,Oliver Twist,['Noah Claypole'],no sir,162,162,Q162
151,Noah Claypole,['Oliver Twist'],i m mister noah claypole and you re under me take down the shutters yer idle young ruffian,163,163,Q163
152,Mrs. Bolter,"['Noah Claypole', 'Oliver Twist']",come near the fire noah i saved a nice little bit of bacon for you from master s breakfast oliver shut that door at mister noah s back and take them bits that i ve put out on the cover of the bread pan there s your tea take it away to that box and drink it there and make haste for they ll want you to mind the shop d ye hear,164,164,Q164
153,Noah Claypole,"['Mrs. Bolter', 'Oliver Twist']",d ye hear work us,165,165,Q165
154,Mrs. Bolter,"['Noah Claypole', 'Oliver Twist']",lor noah what a rum creature you are why don t you let the boy alone,166,166,Q166
155,Noah Claypole,"['Mrs. Bolter', 'Oliver Twist']",let him alone why everybody lets him alone enough for the matter of that neither his father nor his mother will ever interfere with him all his relations let him have his own way pretty well eh charlotte he he he,167,167,Q167
156,Mrs. Bolter,"['Noah Claypole', 'Oliver Twist']",oh you queer soul,168,168,Q168
157,Mr. Sowerberry,['Mrs. Sowerberry'],my dear,169,169,Q169
158,Mrs. Sowerberry,['Mr. Sowerberry'],well,170,170,Q170
159,Mr. Sowerberry,['Mrs. Sowerberry'],nothing my dear nothing,171,171,Q171
160,Mrs. Sowerberry,['Mr. Sowerberry'],ugh you brute,172,172,Q172
161,Mr. Sowerberry,['Mrs. Sowerberry'],not at all my dear i thought you didn t want to hear my dear i was only going to say,173,173,Q173
162,Mrs. Sowerberry,['Mr. Sowerberry'],oh don t tell me what you were going to say i am nobody don t consult me pray i don t want to intrude upon your secrets,174,174,Q174
163,Mr. Sowerberry,['Mrs. Sowerberry'],but my dear i want to ask your advice,175,175,Q175
164,Mrs. Sowerberry,['Mr. Sowerberry'],no no don t ask mine ask somebody else s,176,176,Q176
165,Mr. Sowerberry,['Mrs. Sowerberry'],it s only about young twist my dear a very good looking boy that my dear,177,177,Q177
166,Mrs. Sowerberry,['Mr. Sowerberry'],he need be for he eats enough,178,178,Q178
167,Mr. Sowerberry,['Mrs. Sowerberry'],there s an expression of melancholy in his face my dear which is very interesting he would make a delightful mute my love i don t mean a regular mute to attend grown up people my dear but only for children s practice it would be very new to have a mute in proportion my dear you may depend upon it it would have a superb effect,179,180,"Q179,Q180"
168,Mr. Sowerberry,"['Mr. Bumble', 'Oliver Twist']",aha an order for a coffin eh,181,181,Q181
169,Mr. Bumble,['Mr. Sowerberry'],for a coffin first and a porochial funeral afterwards,182,182,Q182
170,Mr. Sowerberry,"['Mr. Bumble', 'Oliver Twist']",bayton i never heard the name before,183,183,Q183
171,Mr. Bumble,['Mr. Sowerberry'],obstinate people mr sowerberry very obstinate proud too i m afraid sir,184,184,Q184
172,Mr. Sowerberry,"['Mr. Bumble', 'Oliver Twist']",proud eh come that s too much,185,185,Q185
173,Mr. Bumble,['Mr. Sowerberry'],oh it s sickening antimonial mr sowerberry,186,186,Q186
174,Mr. Sowerberry,"['Mr. Bumble', 'Oliver Twist']",so it is,187,187,Q187
175,Mr. Bumble,['Mr. Sowerberry'],we only heard of the family the night before last and we shouldn t have known anything about them then only a woman who lodges in the same house made an application to the porochial committee for them to send the porochial surgeon to see a woman as was very bad he had gone out to dinner but his prentice which is a very clever lad sent em some medicine in a blacking bottle offhand,188,188,Q188
176,Mr. Sowerberry,"['Mr. Bumble', 'Oliver Twist']",ah there s promptness,189,189,Q189
177,Mr. Bumble,['Mr. Sowerberry'],promptness indeed but what s the consequence what s the ungrateful behaviour of these rebels sir why the husband sends back word that the medicine won t suit his wife s complaint and so she shan t take it says she shan t take it sir good strong wholesome medicine as was given with great success to two irish labourers and a coal heaver only a week before sent em for nothing with a blackin bottle in and he sends back word that she shan t take it sir,190,190,Q190
178,Mr. Sowerberry,"['Mr. Bumble', 'Oliver Twist']",well i ne ver did,191,191,Q191
179,Mr. Bumble,['Mr. Sowerberry'],never did sir no nor nobody never did but now she s dead we ve got to bury her and that s the direction and the sooner it s done the better,192,192,Q192
180,Mr. Sowerberry,['Oliver Twist'],why he was so angry oliver that he forgot even to ask after you,193,193,Q193
181,Oliver Twist,['Mr. Sowerberry'],yes sir,194,194,Q194
182,Mr. Sowerberry,"['Noah Claypole', 'Oliver Twist']",well the sooner this job is done the better noah look after the shop oliver put on your cap and come with me,195,195,Q195
183,Mr. Bayton,"['Mr. Sowerberry', 'Oliver Twist', 'The Old Woman']",nobody shall go near her keep back damn you keep back if you ve a life to lose,196,196,Q196
184,Mr. Sowerberry,"['Mr. Bayton', 'Oliver Twist', 'The Old Woman']",nonsense my good man nonsense,197,197,Q197
185,Mr. Bayton,"['Mr. Sowerberry', 'Oliver Twist', 'The Old Woman']",i tell you i tell you i won t have her put into the ground she couldn t rest there the worms would worry her not eat her she is so worn away ah kneel down kneel down kneel round her every one of you and mark my words i say she was starved to death i never knew how bad she was till the fever came upon her and then her bones were starting through the skin there was neither fire nor candle she died in the dark in the dark she couldn t even see her children s faces though we heard her gasping out their names i begged for her in the streets and they sent me to prison when i came back she was dying and all the blood in my heart has dried up for they starved her to death i swear it before the god that saw it they starved her,198,198,Q198
186,The Old Woman,"['Mr. Bayton', 'Mr. Sowerberry', 'Oliver Twist']",she was my daughter lord lord well it is strange that i who gave birth to her and was a woman then should be alive and merry now and she lying there so cold and stiff lord lord to think of it it s as good as a play as good as a play stop stop will she be buried to morrow or next day or to night i laid her out and i must walk you know send me a large cloak a good warm one for it is bitter cold we should have cake and wine too before we go never mind send some bread only a loaf of bread and a cup of water shall we have some bread dear,199,199,Q199
187,Mr. Sowerberry,"['Mr. Bayton', 'Oliver Twist', 'The Old Woman']",yes yes of course anything you like,200,200,Q200
188,Mr. Sowerberry,['The Old Woman'],now you must put your best leg foremost old lady we are rather late and it won t do to keep the clergyman waiting move on my men as quick as you like,201,201,Q201
189,Mr. Sowerberry,"['Mr. Bayton', 'Mr. Bumble', 'Oliver Twist', 'The Old Woman']",now bill fill up,202,202,Q202
