character,out_degree,in_degree,adaptability_out_strength,adaptability_in_strength,betweenness,betweenness_weighted,gender,category
Miss Bingley,4,5,0.08740381482316958,0.0611031278182913,0.010677538342069502,0.010677538342069502,F,intermediate
Isabella Thorpe,4,5,0.0845493981876432,0.1537052131091865,0.003057658707047175,0.0030091244418559504,F,major
Charlotte Lucas,2,2,0.08373626373626371,0.002932551319648106,0.0,0.0,F,intermediate
Margaret,3,3,0.0833333333333333,0.1111111111111111,0.0,0.0,F,minor
Lydia,4,3,0.0796081111870585,0.1130897317298796,2.4267132595612502e-05,0.0025237817899437004,F,intermediate
Thomas,1,1,0.0759803921568627,0.0267857142857142,0.0,0.0,,
Mr. Darcy,4,4,0.0728878365432985,0.11281943255389609,0.000339739856338575,0.007183071248301301,M,major
Miss Bates,5,4,0.0697877301146929,0.1132941048272855,0.00014479389115382125,0.0011648223645894002,F,intermediate
Maria,1,2,0.0648648648648648,0.037037037037037,0.0,0.0,F,minor
William Price,2,2,0.0647058823529411,0.0568181818181818,0.0,0.0,M,minor
Kitty,2,1,0.0624999999999999,0.0833333333333333,0.0,0.00339739856338575,F,minor
James Morland,3,3,0.062096731189676305,0.1193240721542607,9.706853038245001e-05,0.0,M,minor
Charles Musgrove,5,4,0.0618794326241134,0.11106060606060579,0.0077169481654047745,0.0102892642205397,M,intermediate
Mr. Willoughby,3,3,0.0616754166495766,0.022621297603908318,0.0,0.0,M,intermediate
Mr. Weston,5,5,0.06137986409725531,0.0790411734833389,0.00023631564837155983,0.00019413706076490002,M,intermediate
Mrs. Grant,3,3,0.057990086980829705,0.028466148364107498,0.00012133566297806251,0.00019413706076490002,F,intermediate
Mr. Gardiner,3,3,0.056818181818181705,0.0,4.8534265191225004e-05,0.0,M,minor
Mr. Price,1,0,0.0555555555555555,0.0,0.0,0.0,M,minor
Mrs. Elton,5,6,0.0550169694194499,0.12985134600899897,0.00042710153368278,0.00067947971267715,F,intermediate
Captain Harville,1,2,0.0499999999999999,0.0111111111111111,0.0,0.0,M,intermediate
Jane,4,4,0.0495904624842314,0.0804932075093365,8.0890441985375e-05,0.0,F,intermediate
John Thorpe,3,2,0.047121588089329994,0.1023065718819974,0.0,0.00029120559114735004,M,intermediate
Mr. Woodhouse,7,6,0.0469193027556989,0.1700865795625455,0.0011749914487247043,0.0015530964861192001,M,intermediate
Mrs Croft,2,1,0.0466666666666666,0.0157894736842105,0.0,0.0,,
Mary Crawford,5,7,0.046653827971671606,0.1246098849457691,0.0011599689380702776,0.00106775383420695,F,major
Mrs. Reynolds,2,3,0.0457142857142857,0.025,0.0,0.00339739856338575,F,minor
Mrs. Rushworth,2,1,0.0454545454545454,0.0416666666666666,6.47123535883e-05,0.0,F,minor
Mr. Rushworth,5,3,0.0444444444444444,0.024,0.0007061735585323238,0.0,M,intermediate
Louisa Musgrove,1,1,0.0427350427350427,0.089655172413793,0.0,0.0,F,minor
Maria Bertram,4,6,0.0419631454114212,0.13122042971417403,0.00023296447291788004,0.0005824111822947001,F,intermediate
Mr. Collins,4,4,0.0396689376197571,0.0872132550745903,0.00024267132595612501,0.0,M,intermediate
Charlotte,3,3,0.0366778149386843,0.023404255319148918,0.000287969973467935,0.0015530964861192001,F,intermediate
Colonel Fitzwilliam,1,1,0.0361370716510903,0.0026936026936026,0.0,0.0,M,intermediate
Mary,3,3,0.034092409240924,0.0210843373493975,0.004157768718048275,0.0,F,minor
Julia Bertram,5,4,0.0311624649859942,0.0256410256410256,3.8827412152980005e-05,0.0,F,intermediate
Isabella,2,3,0.03099173553719,0.0703762842298526,4.8534265191225004e-05,0.00048534265191225003,F,intermediate
Mrs. Morland,1,2,0.0266666666666666,0.0,0.00106775383420695,0.00106775383420695,F,minor
Mrs Musgrove,3,3,0.0266666666666666,0.0227272727272727,0.00268556267391445,0.0035915356241506503,F,intermediate
Mrs. Hurst,1,1,0.0266666666666666,0.0256410256410256,0.0,0.0,F,minor
Eleanor Tilney,2,3,0.0261057632871415,0.2105804826616681,4.8534265191225004e-05,0.0,F,intermediate
John Dashwood,3,3,0.0253316263025,0.017821865588340507,0.0030091244418559504,0.0030091244418559504,M,intermediate
Lady Middleton,1,1,0.0222222222222222,0.0151515151515151,0.0,0.0,F,minor
Anne Steele,3,3,0.021763430826504702,0.0450374812593703,6.47123535883e-05,0.0,F,intermediate
Sir William Lucas,2,2,0.0210526315789473,0.0277777777777777,0.0,0.0,M,minor
William Walter Elliot,1,1,0.0205128205128205,0.0148809523809523,0.0,0.0,M,minor
Mrs. Thorpe,3,1,0.0196078431372549,0.0384615384615384,9.706853038245001e-05,0.0005824111822947001,F,minor
George Wickham,1,1,0.0188124632569076,0.0268221574344023,0.0,0.0,M,intermediate
Mrs. Gardiner,3,2,0.0186011904761904,0.0310961968680088,0.0,0.0,F,intermediate
Mrs Smith,1,1,0.0165158371040723,0.044014808720691,0.0,0.0,F,intermediate
_unknowable,1,0,0.0133333333333333,0.0,0.0,0.0,M,minor
Admiral Croft,2,2,0.0084388185654008,0.0049019607843137,0.004982851226299101,0.0034944670937682005,M,intermediate
Fanny,1,1,0.0070175438596491,0.0029873039581777,0.0,0.0,F,minor
Harriet Smith,1,3,0.0054311649016641,0.0034809910586308,0.0011648223645894002,0.0011648223645894002,F,major
Mr. Palmer,2,2,1.8503717077085938e-17,0.0289855072463767,6.47123535883e-05,0.0,M,minor
Sophia Croft,1,2,0.0,0.0,4.8534265191225004e-05,0.0,F,minor
Admiral,1,2,0.0,0.0,0.0,0.0,,
Mrs Clay,2,2,0.0,0.0138888888888888,0.0,0.0,F,minor
Mr. Hurst,1,0,0.0,0.0,0.0,0.0,M,minor
Mrs. Ferrars,1,0,0.0,0.0,0.0,0.0,F,minor
Dr. Grant,0,1,0.0,0.0,0.0,0.0,M,minor
Mrs. Ford,1,0,0.0,0.0,0.0,0.0,F,minor
Sarah,1,0,0.0,0.0,0.0,0.0,F,minor
The Waiter,1,0,0.0,0.0,0.0,0.0,M,minor
