a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Mr. Brownlow,Mr. Grimwig,5,4,20,0.0,0.0,M,major,M,intermediate
Mr. Brownlow,Oliver Twist,6,5,22,0.09166666666666666,0.0818181818181818,M,major,M,major
Mr. Brownlow,Rose Maylie,8,5,34,-0.002083333333333333,0.0,M,major,F,major
Mr. Bumble,Monks,1,3,3,0.0,0.0,M,major,M,major
Mr. Bumble,Mrs. Corney,2,3,6,0.0,0.0,M,major,F,major
Mr. Bumble,Mrs. Mann,3,4,10,0.027777777777777752,0.024999999999999977,M,major,F,intermediate
Mr. Chitling,Fagin,6,3,18,0.0,0.0,M,intermediate,M,major
Mr. Chitling,Kags,8,3,24,0.0,0.0,M,intermediate,M,minor
Mr. E. W. B. Childers,Josiah Bounderby,8,4,26,-0.010416666666666678,-0.009615384615384625,M,intermediate,M,major
Mr. Giles,Mr. Brittles,3,4,10,-0.11111111111111112,-0.1,M,intermediate,M,minor
Mr. Grimwig,Mr. Brownlow,5,7,24,0.09333333333333335,0.0773809523809524,M,intermediate,M,major
Mr. Limbkins,The Gentleman In The White Waistcoat,4,4,13,-0.06250000000000001,-0.0576923076923077,M,minor,M,minor
Mr. Losberne,Mr. Blathers,5,4,17,-0.08333333333333334,-0.0735294117647059,M,major,M,intermediate
Mr. Losberne,Mrs. Maylie,8,4,28,0.031249999999999986,0.026785714285714277,M,major,F,intermediate
Mrs. Bedwin,Oliver Twist,3,3,9,0.0,0.0,F,intermediate,M,major
Mrs. Corney,Mr. Bumble,8,5,34,-0.10416666666666669,-0.08235294117647061,F,major,M,major
Mrs. Mann,Dick,2,3,6,0.0,0.0,F,intermediate,M,minor
Mrs. Mann,Mr. Bumble,1,3,3,0.0,0.0,F,intermediate,M,major
Mrs. Sparsit,Josiah Bounderby,8,6,35,-0.04375,-0.04285714285714286,F,major,M,major
Mrs. Sparsit,Stephen Blackpool,4,3,12,0.0,0.0,F,major,M,major
Nance,Bill Sikes,8,8,49,0.045982142857142846,0.045918367346938764,F,major,M,major
Nance,Fagin,2,5,7,0.04166666666666663,0.028571428571428532,F,major,M,major
Noah Claypole,Fagin,5,3,15,0.0,0.0,M,major,M,major
Oliver Twist,Bill Sikes,2,3,6,0.0,0.0,M,major,M,major
Oliver Twist,Charley Bates,1,3,3,0.0,0.0,M,major,M,intermediate
Oliver Twist,Mr. Brownlow,2,4,6,-0.041666666666666685,-0.041666666666666685,M,major,M,major
Oliver Twist,Mrs. Bedwin,1,3,3,0.0,0.0,M,major,F,intermediate
Rachel Gradgrind,Josiah Bounderby,6,4,19,-0.06944444444444446,-0.06578947368421055,F,intermediate,M,major
Rachel Gradgrind,Louisa Bounderby,5,3,15,0.0,0.0,F,intermediate,F,major
Rose Maylie,Mr. Brownlow,4,4,13,-0.125,-0.11538461538461539,F,major,M,major
Rose Maylie,Mr. Losberne,4,4,12,-0.12500000000000003,-0.12500000000000003,F,major,M,major
The Artful Dodger,Fagin,7,6,29,-0.06904761904761905,-0.0632183908045977,M,intermediate,M,major
The Gentleman In The White Waistcoat,Oliver Twist,1,3,3,0.0,0.0,M,minor,M,major
The Old Woman,Rachel Gradgrind,2,3,6,0.0,0.0,F,intermediate,F,intermediate
The Tinker,Mr. Giles,2,3,6,0.0,0.0,M,minor,M,intermediate
Thomas Gradgrind,Cecilia Jupe,4,3,12,0.0,0.0,M,major,F,major
Thomas Gradgrind,Josiah Bounderby,4,5,14,0.0333333333333333,0.028571428571428543,M,major,M,major
Thomas Gradgrind,Louisa Bounderby,9,7,37,-0.05740740740740738,-0.05791505791505789,M,major,F,major
Toby Crackit,Mr. Chitling,9,4,32,-6.1679056923619804e-18,-3.469446951953614e-18,M,intermediate,M,intermediate
