A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
John Dashwood,Fanny,upon my word i believe you are perfectly right my father certainly could mean nothing more by his request to me than what you say i clearly understand it now and i will strictly fulfil my engagement by such acts of assistance and kindness to them as you have described when my mother removes into another house my services shall be readily given to accommodate her as far as i can some little present of furniture too may be acceptable then,to be sure it is better than parting with fifteen hundred pounds at once but then if mrs dashwood should live fifteen years we shall be completely taken in,0,0,0,0,9,5,1,1,6,2,1,1,10,3,1,1,4,1,1,1,0,0,0,0,17,2,1,1,8,4,1,1,1,0,1,0,81,29,20,13,Fanny,M,intermediate,F,minor
John Dashwood,Fanny,that is a material consideration undoubtedly a valuable legacy indeed and yet some of the plate would have been a very pleasant addition to our own stock here,my love i would ask them with all my heart if it was in my power but i had just settled within myself to ask the miss steeles to spend a few days with us they are very well behaved good kind of girls and i think the attention is due to them as their uncle did so very well by edward we can ask your sisters some other year you know but the miss steeles may not be in town any more i am sure you will like them indeed you do like them you know very much already and so does my mother and they are such favourites with harry,4,4,1,1,4,12,1,1,1,7,1,1,5,13,1,1,1,1,1,1,0,1,0,1,1,24,1,1,2,9,1,1,0,0,0,0,28,112,22,697,Fanny,M,intermediate,F,minor
John Dashwood,Fanny,they had already spent a week in this manner in conduit street and lady middleton could not be displeased at their giving the same number of days to such near relations,to be sure it would,2,0,1,0,3,2,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,2,1,1,1,5,0,1,0,0,0,0,0,31,5,696,5,Fanny,M,intermediate,F,minor
Fanny,John Dashwood,he did not know what he was talking of i dare say ten to one but he was light headed at the time had he been in his right senses he could not have thought of such a thing as begging you to give away half your fortune from your own child,that is very true and therefore i do not know whether upon the whole it would not be more advisable to do something for their mother while she lives rather than for them something of the annuity kind i mean my sisters would feel the good effects of it as well as herself a hundred a year would make them all perfectly comfortable,2,5,1,1,7,6,1,1,1,4,1,1,1,7,1,1,6,7,1,1,2,2,1,1,10,10,1,1,7,6,1,1,0,2,0,1,52,63,1,12,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,well then let something be done for them but that something need not be three thousand pounds consider that when the money is once parted with it never can return your sisters will marry and it will be gone for ever if indeed it could be restored to our poor little boy,he did not stipulate for any particular sum my dear fanny he only requested me in general terms to assist them and make their situation more comfortable than it was in his power to do perhaps it would have been as well if he had left it wholly to myself he could hardly suppose i should neglect them but as he required the promise i could not do less than give it at least i thought so at the time the promise therefore was given and must be performed something must be done for them whenever they leave norland and settle in a new home,1,4,1,1,10,15,1,1,6,9,1,1,5,11,1,1,5,11,1,1,2,2,1,1,6,21,1,1,4,8,1,1,2,1,1,1,52,105,3,2,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,to be sure it would,certainly and i think i may afford to give them five hundred pounds a piece as it is without any addition of mine they will each have about three thousand pounds on their mother s death a very comfortable fortune for any young woman,0,2,0,1,2,3,1,1,0,2,0,1,0,3,0,1,1,1,1,1,0,0,0,0,1,6,1,1,0,4,0,1,0,0,0,0,5,44,5,10,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,oh beyond anything great what brother on earth would do half so much for his sisters even if really his sisters and as it is only half blood but you have such a generous spirit,upon my word i believe you are perfectly right my father certainly could mean nothing more by his request to me than what you say i clearly understand it now and i will strictly fulfil my engagement by such acts of assistance and kindness to them as you have described when my mother removes into another house my services shall be readily given to accommodate her as far as i can some little present of furniture too may be acceptable then,1,0,1,0,2,9,1,1,4,6,1,1,5,10,1,1,4,4,1,1,0,0,0,0,4,17,1,1,3,8,1,1,1,1,1,1,35,81,7,20,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,there is no knowing what they may expect but we are not to think of their expectations the question is what you can afford to do,i believe you are right my love it will be better that there should be no annuity in the case whatever i may give them occasionally will be of far greater assistance than a yearly allowance because they would only enlarge their style of living if they felt sure of a larger income and would not be sixpence the richer for it at the end of the year it will certainly be much the best way a present of fifty pounds now and then will prevent their ever being distressed for money and will i think be amply discharging my promise to my father,1,8,1,1,4,17,1,1,1,6,1,1,0,9,0,1,0,3,0,1,1,1,1,1,4,15,1,1,1,11,1,1,0,0,0,0,26,104,9,18,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,to be sure it is and indeed it strikes me that they can want no addition at all they will have ten thousand pounds divided amongst them if they marry they will be sure of doing well and if they do not they may all live very comfortably together on the interest of ten thousand pounds,it is certainly an unpleasant thing to have those kind of yearly drains on one s income one s fortune as your mother justly says is not one s own to be tied down to the regular payment of such a sum on every rent day is by no means desirable it takes away one s independence,1,3,1,1,7,4,1,1,5,1,1,1,7,3,1,1,2,3,1,1,1,1,1,1,10,3,1,1,5,7,1,1,0,0,0,0,56,57,11,16,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,to be sure it is better than parting with fifteen hundred pounds at once but then if mrs dashwood should live fifteen years we shall be completely taken in,that is a material consideration undoubtedly a valuable legacy indeed and yet some of the plate would have been a very pleasant addition to our own stock here,0,4,0,1,5,4,1,1,2,1,1,1,3,5,1,1,1,1,1,1,0,0,0,0,2,1,1,1,4,2,1,1,0,0,0,0,29,28,13,22,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,certainly not but if you observe people always live for ever when there is an annuity to be paid them and she is very stout and healthy and hardly forty an annuity is a very serious business it comes over and over every year and there is no getting rid of it you are not aware of what you are doing i have known a great deal of the trouble of annuities for my mother was clogged with the payment of three to old superannuated servants by my father s will and it is amazing how disagreeable she found it twice every year these annuities were to be paid and then there was the trouble of getting it to them and then one of them was said to have died and afterwards it turned out to be no such thing my mother was quite sick of it her income was not her own she said with such perpetual claims on it and it was the more unkind in my father because otherwise the money would have been entirely at my mother s disposal without any restriction whatever it has given me such an abhorrence of annuities that i am sure i would not pin myself down to the payment of one for all the world,i would not wish to do any thing mean one had rather on such occasions do too much than too little no one at least can think i have not done enough for them even themselves they can hardly expect more,12,0,1,0,22,5,1,1,15,0,1,0,15,6,1,1,17,0,1,0,3,2,1,1,31,6,1,1,26,4,1,1,0,0,0,0,215,41,15,8,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,undoubtedly and after all you have no thanks for it they think themselves secure you do no more than what is expected and it raises no gratitude at all if i were you whatever i did should be done at my own discretion entirely i would not bind myself to allow them any thing yearly it may be very inconvenient some years to spare a hundred or even fifty pounds from our own expenses,why to be sure that would make great difference the time may come when harry will regret that so large a sum was parted with if he should have a numerous family for instance it would be a very convenient addition,1,4,1,1,7,9,1,1,4,3,1,1,8,2,1,1,3,4,1,1,2,0,1,0,15,2,1,1,5,2,1,1,0,0,0,0,74,41,17,4,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,to be sure it will indeed to say the truth i am convinced within myself that your father had no idea of your giving them any money at all the assistance he thought of i dare say was only such as might be reasonably expected of you for instance such as looking out for a comfortable small house for them helping them to move their things and sending them presents of fish and game and so forth whenever they are in season i ll lay my life that he meant nothing farther indeed it would be very strange and unreasonable if he did do but consider my dear mr dashwood how excessively comfortable your mother in law and her daughters may live on the interest of seven thousand pounds besides the thousand pounds belonging to each of the girls which brings them in fifty pounds a year a piece and of course they will pay their mother for their board out of it altogether they will have five hundred a year amongst them and what on earth can four women want for more than that they will live so cheap their housekeeping will be nothing at all they will have no carriage no horses and hardly any servants they will keep no company and can have no expenses of any kind only conceive how comfortable they will be five hundred a year i am sure i cannot imagine how they will spend half of it and as to your giving them more it is quite absurd to think of it they will be much more able to give you something,fifteen years my dear fanny her life cannot be worth half that purchase,10,0,1,0,29,2,1,1,21,0,1,0,18,0,1,0,14,2,1,1,1,1,1,1,44,2,1,1,30,0,1,0,3,0,1,0,271,14,19,14,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,certainly but however one thing must be considered when your father and mother moved to norland though the furniture of stanhill was sold all the china plate and linen was saved and is now left to your mother her house will therefore be almost completely fitted up as soon as she takes it,they had already spent a week in this manner in conduit street and lady middleton could not be displeased at their giving the same number of days to such near relations,2,2,1,1,7,3,1,1,7,1,1,1,8,1,1,1,3,1,1,1,0,1,0,1,5,2,1,1,3,5,1,1,0,0,0,0,53,31,21,696,John Dashwood,F,minor,M,intermediate
Fanny,John Dashwood,i do not see how it can be done without affronting lady middleton for they spend every day with her otherwise i should be exceedingly glad to do it you know i am always ready to pay them any attention in my power as my taking them out this evening shows but they are lady middleton s visitors how can i ask them away from her,perhaps then it would be better for all parties if the sum were diminished one half five hundred pounds would be a prodigious increase to their fortunes,0,2,0,1,8,5,1,1,4,1,1,1,4,2,1,1,5,1,1,1,1,0,1,0,16,2,1,1,6,2,1,1,0,0,0,0,66,27,695,6,John Dashwood,F,minor,M,intermediate
Mrs. Dashwood,Elinor,it is enough to say that he is unlike fanny is enough it implies everything amiable i love him already,i can hardly tell myself but suspicion of something unpleasant is the inevitable consequence of such an alteration as we just witnessed in him there is great truth however in what you have now urged of the allowances which ought to be made for him and it is my wish to be candid in my judgment of every body willoughby may undoubtedly have very sufficient reasons for his conduct and i will hope that he has but it would have been more like willoughby to acknowledge them at once secrecy may be advisable but still i cannot help wondering at its being practiced by him,0,3,0,1,3,16,1,1,1,7,1,1,1,9,1,1,5,9,1,1,0,1,0,1,5,17,1,1,1,13,1,1,1,1,1,1,20,106,24,210,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,like him i feel no sentiment of approbation inferior to love,his character however does not rest on one act of kindness to which his affection for marianne were humanity out of the case would have prompted him to mrs jennings to the middletons he has been long and intimately known they equally love and respect him and even my own knowledge of him though lately acquired is very considerable and so highly do i value and esteem him that if marianne can be happy with him i shall be as ready as yourself to think our connection the greatest blessing to us in the world what answer did you give him did you allow him to hope,0,4,0,1,0,14,0,1,0,8,0,1,0,10,0,1,1,10,1,1,0,1,0,1,2,19,1,1,2,11,1,1,0,0,0,0,11,107,26,873,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,our dear willoughby is now some miles from barton elinor and with how heavy a heart does he travel,to judge from the colonel s spirits however you have not yet made him equally sanguine,1,1,1,1,2,1,1,1,2,0,1,0,1,3,1,1,1,1,1,1,0,1,0,1,2,2,1,1,2,1,1,1,0,0,0,0,19,16,203,875,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,it was not inclination that he wanted elinor i could plainly see that he had not the power of accepting it i have thought it all over i assure you and i can perfectly account for every thing that at first seemed strange to me as well as to you,colonel brandon s character as an excellent man is well established,1,1,1,1,4,1,1,1,3,0,1,0,7,1,1,1,6,0,1,0,2,0,1,0,12,0,1,0,6,1,1,1,0,0,0,0,50,11,205,871,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,yes i have explained it to myself in the most satisfactory way but you elinor who love to doubt where you can it will not satisfy you i know but you shall not talk me out of my trust in it i am persuaded that mrs smith suspects his regard for marianne disapproves of it perhaps because she has other views for him and on that account is eager to get him away and that the business which she sends him off to transact is invented as an excuse to dismiss him this is what i believe to have happened he is moreover aware that she does disapprove the connection he dares not therefore at present confess to her his engagement with marianne and he feels himself obliged from his dependent situation to give into her schemes and absent himself from devonshire for a while you will tell me i know that this may or may not have happened but i will listen to no cavil unless you can point out any other method of understanding the affair as satisfactory at this and now elinor what have you to say,you must begin your improvements on this house and your difficulties will soon vanish,6,0,1,0,19,2,1,1,16,1,1,1,6,1,1,1,25,1,1,1,4,0,1,0,38,3,1,1,23,1,1,1,0,0,0,0,190,14,207,269,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,then you would have told me that it might or might not have happened oh elinor how incomprehensible are your feelings you had rather take evil upon credit than good you had rather look out for misery for marianne and guilt for poor willoughby than an apology for the latter you are resolved to think him blameable because he took leave of us with less affection than his usual behaviour has shown and is no allowance to be made for inadvertence or for spirits depressed by recent disappointment are no probabilities to be accepted merely because they are not certainties is nothing due to the man whom we have all such reason to love and no reason in the world to think ill of to the possibility of motives unanswerable in themselves though unavoidably secret for a while and after all what is it you suspect him of,yet not a syllable has been said to you on the subject by either of them,6,2,1,1,17,2,1,1,11,0,1,0,7,1,1,1,7,0,1,0,2,1,1,1,17,2,1,1,23,4,1,1,1,0,1,0,148,16,209,216,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,do not blame him however for departing from his character where the deviation is necessary but you really do admit the justice of what i have said in his defence i am happy and he is acquitted,i want no proof of their affection but of their engagement i do,2,0,1,0,6,0,1,0,3,1,1,1,2,0,1,0,4,0,1,0,1,0,1,0,7,4,1,1,4,2,1,1,0,0,0,0,37,13,211,214,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,concealing it from us my dear child do you accuse willoughby and marianne of concealment this is strange indeed when your eyes have been reproaching them every day for incautiousness,you must remember my dear mother that i have never considered this matter as certain i have had my doubts i confess but they are fainter than they were and they may soon be entirely done away if we find they correspond every fear of mine will be removed,0,0,0,0,4,9,1,1,2,5,1,1,1,4,1,1,2,2,1,1,0,1,0,1,6,12,1,1,3,1,1,1,0,0,0,0,30,49,213,222,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,i am perfectly satisfied of both,nothing for you have anticipated my answer,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,1,1,0,1,0,1,6,7,215,208,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,i have not wanted syllables where actions have spoken so plainly has not his behaviour to marianne and to all of us for at least the last fortnight declared that he loved and considered her as his future wife and that he felt for us the attachment of the nearest relation have we not perfectly understood each other has not my consent been daily asked by his looks his manner his attentive and affectionate respect my elinor is it possible to doubt their engagement how could such a thought occur to you how is it to be supposed that willoughby persuaded as he must be of your sister s love should leave her and leave her perhaps for months without telling her of his affection that they should part without a mutual exchange of confidence,can you indeed,5,0,1,0,13,1,1,1,12,0,1,0,5,1,1,1,16,0,1,0,4,0,1,0,25,1,1,1,16,0,1,0,0,0,0,0,135,3,217,206,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,how strange this is you must think wretchedly indeed of willoughby if after all that has openly passed between them you can doubt the nature of the terms on which they are together has he been acting a part in his behaviour to your sister all this time do you suppose him really indifferent to her,he comes from mr pratt s purposely to see us i will be calm i will be mistress of myself,3,0,1,0,8,4,1,1,2,0,1,0,6,1,1,1,7,1,1,1,0,0,0,0,10,5,1,1,7,2,1,1,0,0,0,0,56,20,219,916,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,but with a strange kind of tenderness if he can leave her with such indifference such carelessness of the future as you attribute to him,i hope not i believe not i love willoughby sincerely love him and suspicion of his integrity cannot be more painful to yourself than to me it has been involuntary and i will not encourage it i was startled i confess by the alteration in his manners this morning he did not speak like himself and did not return your kindness with any cordiality but all this may be explained by such a situation of his affairs as you have supposed he had just parted from my sister had seen her leave him in the greatest affliction and if he felt obliged from a fear of offending mrs smith to resist the temptation of returning here soon and yet aware that by declining your invitation by saying that he was going away for some time he should seem to act an ungenerous a suspicious part by our family he might well be embarrassed and disturbed in such a case a plain and open avowal of his difficulties would have been more to his honour i think as well as more consistent with his general character but i will not raise objections against any one s conduct on so illiberal a foundation as a difference in judgment from myself or a deviation from what i may think right and consistent,2,12,1,1,1,22,1,1,3,15,1,1,0,12,0,1,3,20,1,1,0,7,0,1,4,35,1,1,5,30,1,1,0,0,0,0,25,220,221,224,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,a mighty concession indeed if you were to see them at the altar you would suppose they were going to be married ungracious girl but i require no such proof nothing in my opinion has ever passed to justify doubt no secrecy has been attempted all has been uniformly open and unreserved you cannot doubt your sister s wishes it must be willoughby therefore whom you suspect but why is he not a man of honour and feeling has there been any inconsistency on his side to create alarm can he be deceitful,though with your usual anxiety for our happiness you have been obviating every impediment to the present scheme which occurred to you there is still one objection which in my opinion cannot be so easily removed,3,1,1,1,17,4,1,1,6,1,1,1,4,3,1,1,5,0,1,0,2,1,1,1,13,5,1,1,4,5,1,1,1,0,1,0,94,37,223,479,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,you speak very properly willoughby certainly does not deserve to be suspected though we have not known him long he is no stranger in this part of the world and who has ever spoken to his disadvantage had he been in a situation to act independently and marry immediately it might have been odd that he should leave us without acknowledging everything to me at once but this is not the case it is an engagement in some respects not prosperously begun for their marriage must be at a very uncertain distance and even secrecy as far as it can be observed may now be very advisable remember elinor how very often sir john fetches our letters himself from the post and carries them to it we have already agreed that secrecy may be necessary and we must acknowledge that it could not be maintained if their correspondence were to pass through sir john s hands,i confess that every circumstance except one is in favour of their engagement but that one is the total silence of both on the subject and with me it almost outweighs every other,6,2,1,1,26,2,1,1,13,4,1,1,18,1,1,1,14,2,1,1,5,0,1,0,21,4,1,1,13,5,1,1,1,0,1,0,156,33,225,218,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,i should be puzzled to spend so large a fortune myself if my children were all to be rich without my help,my objection is this though i think very well of mrs jennings s heart she is not a woman whose society can afford us pleasure or whose protection will give us consequence,1,1,1,1,4,4,1,1,1,2,1,1,1,2,1,1,0,2,0,1,0,1,0,1,4,5,1,1,1,1,1,1,0,0,0,0,22,32,268,481,Edward Ferrars; Elinor; Margaret; Marianne,F,intermediate,F,major
Mrs. Dashwood,Elinor,i am delighted with the plan it is exactly what i could wish margaret and i shall be as much benefited by it as yourselves when you and the middletons are gone we shall go on so quietly and happily together with our books and our music you will find margaret so improved when you come back again i have a little plan of alteration for your bedrooms too which may now be performed without any inconvenience to any one it is very right that you should go to town i would have every young woman of your condition in life acquainted with the manners and amusements of london you will be under the care of a motherly good sort of woman of whose kindness to you i can have no doubt and in all probability you will see your brother and whatever may be his faults or the faults of his wife when i consider whose son he is i cannot bear to have you so wholly estranged from each other,i think you will like him when you know more of him,7,0,1,0,21,1,1,1,12,1,1,1,15,0,1,0,6,2,1,1,1,0,1,0,28,5,1,1,22,1,1,1,0,0,0,0,173,12,478,25,Elinor; Marianne,F,intermediate,F,major
Mrs. Dashwood,Elinor,and what is my dear prudent elinor going to suggest what formidable obstacle is she now to bring forward do not let me hear a word about the expense of it,you may esteem him,2,0,1,0,3,1,1,1,1,0,1,0,2,0,1,0,2,1,1,1,1,0,1,0,4,2,1,1,2,0,1,0,0,0,0,0,31,4,480,27,Elinor; Marianne,F,intermediate,F,major
Mrs. Dashwood,Elinor,i will have you both go these objections are nonsensical you will have much pleasure in being in london and especially in being together and if elinor would ever condescend to anticipate enjoyment she would foresee it there from a variety of sources she would perhaps expect some from improving her acquaintance with her sister in law s family,no i cannot think that he must and does love her i am sure,1,0,1,0,8,4,1,1,3,2,1,1,5,0,1,0,6,2,1,1,0,1,0,1,8,4,1,1,8,0,1,0,0,0,0,0,59,15,484,220,Elinor; Marianne,F,intermediate,F,major
Mrs. Dashwood,Elinor,at last we are alone my elinor you do not yet know all my happiness colonel brandon loves marianne he has told me so himself you are never like me dear elinor or i should wonder at your composure now had i sat down to wish for any possible good to my family i should have fixed on colonel brandon s marrying one of you as the object most desirable and i believe marianne will be the most happy with him of the two he opened his whole heart to me yesterday as we travelled it came out quite unawares quite undesignedly i you may well believe could talk of nothing but my child he could not conceal his distress i saw that it equalled my own and he perhaps thinking that mere friendship as the world now goes would not justify so warm a sympathy or rather not thinking at all i suppose giving way to irresistible feelings made me acquainted with his earnest tender constant affection for marianne he has loved her my elinor ever since the first moment of seeing her his regard for her infinitely surpassing anything that willoughby ever felt or feigned as much more warm as more sincere or constant which ever we are to call it has subsisted through all the knowledge of dear marianne s unhappy prepossession for that worthless young man and without selfishness without encouraging a hope could he have seen her happy with another such a noble mind such openness such sincerity no one can be deceived in him,i like edward ferrars very much and shall always be glad to see him but as to the rest of the family it is a matter of perfect indifference to me whether i am ever known to them or not,9,3,1,1,21,4,1,1,13,4,1,1,26,4,1,1,24,2,1,1,5,1,1,1,45,6,1,1,27,6,1,1,2,0,1,0,260,40,870,485,Elinor,F,intermediate,F,major
Mrs. Dashwood,Elinor,i know it is or after such a warning i should be the last to encourage such affection or even to be pleased by it but his coming for me as he did with such active such ready friendship is enough to prove him one of the worthiest of men,not entirely it may be proper to conceal their engagement if they are engaged from mrs smith and if that is the case it must be highly expedient for willoughby to be but little in devonshire at present but this is no excuse for their concealing it from us,3,1,1,1,5,8,1,1,4,5,1,1,1,3,1,1,5,5,1,1,0,1,0,1,8,7,1,1,6,5,1,1,0,0,0,0,50,49,872,212,Elinor,F,intermediate,F,major
