A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
John Middleton,Marianne,ay you will make conquests enough i dare say one way or other poor brandon he is quite smitten already and he is very well worth setting your cap at i can tell you in spite of all this tumbling about and spraining of ankles,elinor is this fair is this just are my ideas so scanty but i see what you mean i have been too much at my ease too happy too frank i have erred against every common place notion of decorum i have been open and sincere where i ought to have been reserved spiritless dull and deceitful had i talked only of the weather and the roads and had i spoken only once in ten minutes this reproach would have been spared,0,2,0,1,5,16,1,1,3,6,1,1,4,9,1,1,3,3,1,1,0,0,0,0,7,10,1,1,5,5,1,1,0,0,0,0,45,82,81,83,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major
Elinor,Mrs. Dashwood,well marianne for one morning i think you have done pretty well you have already ascertained mr willoughby s opinion in almost every matter of importance you know what he thinks of cowper and scott you are certain of his estimating their beauties as he ought and you have received every assurance of his admiring pope no more than is proper but how is your acquaintance to be long supported under such extraordinary despatch of every subject for discourse you will soon have exhausted each favourite topic another meeting will suffice to explain his sentiments on picturesque beauty and second marriages and then you can have nothing farther to ask,my love you must not be offended with elinor she was only in jest i should scold her myself if she were capable of wishing to check the delight of your conversation with our new friend,0,1,0,1,12,5,1,1,8,1,1,1,9,1,1,1,6,3,1,1,1,1,1,1,15,9,1,1,10,5,1,1,1,0,1,0,110,36,82,84,Marianne; Mrs. Dashwood,F,major,F,intermediate
Mrs. Dashwood,Marianne,my love you must not be offended with elinor she was only in jest i should scold her myself if she were capable of wishing to check the delight of your conversation with our new friend,that is exactly what i think of him,1,0,1,0,5,1,1,1,1,0,1,0,1,1,1,1,3,2,1,1,1,0,1,0,9,2,1,1,5,1,1,1,0,0,0,0,36,8,84,86,Elinor; Marianne,F,intermediate,F,major
Mr. Willoughby,Elinor,brandon is just the kind of man whom every body speaks well of and nobody cares about whom all are delighted to see and nobody remembers to talk to,do not boast of it however for it is injustice in both of you he is highly esteemed by all the family at the park and i never see him myself without taking pains to converse with him,1,2,1,1,2,3,1,1,2,2,1,1,2,3,1,1,2,5,1,1,0,2,0,1,0,8,0,1,4,7,1,1,2,0,1,0,29,38,85,87,Elinor; Marianne,M,intermediate,F,major
Marianne,Mr. Willoughby,that is exactly what i think of him,that he is patronised by you is certainly in his favour but as for the esteem of the others it is a reproach in itself who would submit to the indignity of being approved by such a woman as lady middleton and mrs jennings that could command the indifference of any body else,0,6,0,1,1,6,1,1,0,3,0,1,1,2,1,1,2,5,1,1,0,0,0,0,2,5,1,1,1,11,1,1,0,0,0,0,8,53,86,88,Elinor; Mr. Willoughby,F,major,M,intermediate
Mr. Willoughby,Marianne,in defence of your prot g you can even be saucy,that is to say he has told you that in the east indies the climate is hot and the mosquitoes are troublesome,0,3,0,1,2,4,1,1,0,2,0,1,1,0,1,0,0,2,0,1,0,0,0,0,2,2,1,1,2,1,1,1,0,0,0,0,11,22,90,92,Elinor; Marianne,M,intermediate,F,major
Marianne,Mr. Willoughby,that is to say he has told you that in the east indies the climate is hot and the mosquitoes are troublesome,perhaps his observations may have extended to the existence of nabobs gold mohrs and palanquins,3,1,1,1,4,2,1,1,2,1,1,1,0,1,0,1,2,1,1,1,0,0,0,0,2,1,1,1,1,2,1,1,0,0,0,0,22,15,92,94,Elinor; Mr. Willoughby,F,major,M,intermediate
Elinor,Marianne,i may venture to say that his observations have stretched much further than your candour but why should you dislike him,add to which that he has neither genius taste nor spirit that his understanding has no brilliancy his feelings no ardour and his voice no expression,0,0,0,0,3,0,1,0,3,5,1,1,2,0,1,0,2,4,1,1,0,0,0,0,5,4,1,1,1,1,1,1,0,0,0,0,21,26,95,97,Marianne; Mr. Willoughby,F,major,F,major
Mr. Willoughby,Elinor,i do not dislike him i consider him on the contrary as a very respectable man who has every body s good word and nobody s notice who has more money than he can spend more time than he knows how to employ and two new coats every year,you decide on his imperfections so much in the mass and so much on the strength of your own imagination that the commendation i am able to give of him is comparatively cold and insipid i can only pronounce him to be a sensible man well bred well informed of gentle address and i believe possessing an amiable heart,2,5,1,1,2,4,1,1,5,4,1,1,1,7,1,1,5,3,1,1,1,0,1,0,6,8,1,1,2,6,1,1,1,0,1,0,49,59,96,98,Elinor; Marianne,M,intermediate,F,major
Marianne,Mr. Willoughby,add to which that he has neither genius taste nor spirit that his understanding has no brilliancy his feelings no ardour and his voice no expression,miss dashwood you are now using me unkindly you are endeavouring to disarm me by reason and to convince me against my will but it will not do you shall find me as stubborn as you can be artful i have three unanswerable reasons for disliking colonel brandon he threatened me with rain when i wanted it to be fine he has found fault with the hanging of my curricle and i cannot persuade him to buy my brown mare if it will be any satisfaction to you however to be told that i believe his character to be in other respects irreproachable i am ready to confess it and in return for an acknowledgment which must give me some pain you cannot deny me the privilege of disliking him as much as ever,0,3,0,1,0,17,0,1,5,8,1,1,0,7,0,1,4,9,1,1,0,3,0,1,4,30,1,1,1,12,1,1,0,0,0,0,26,136,97,99,Elinor; Mr. Willoughby,F,major,M,intermediate
Mr. Willoughby,Elinor,miss dashwood you are now using me unkindly you are endeavouring to disarm me by reason and to convince me against my will but it will not do you shall find me as stubborn as you can be artful i have three unanswerable reasons for disliking colonel brandon he threatened me with rain when i wanted it to be fine he has found fault with the hanging of my curricle and i cannot persuade him to buy my brown mare if it will be any satisfaction to you however to be told that i believe his character to be in other respects irreproachable i am ready to confess it and in return for an acknowledgment which must give me some pain you cannot deny me the privilege of disliking him as much as ever,no her opinions are all romantic,3,0,1,0,17,1,1,1,8,0,1,0,7,0,1,0,9,1,1,1,3,0,1,0,30,1,1,1,12,0,1,0,0,0,0,0,136,6,99,101,Elinor; Marianne,M,intermediate,F,major
Elinor,Margaret,take care margaret it may be only the hair of some great uncle of his,i must not tell may i elinor,1,0,1,0,2,2,1,1,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,1,2,2,1,1,2,0,1,0,0,0,0,0,15,7,114,116,Margaret,F,major,F,minor
Marianne,Mrs. Jennings,remember that whatever your conjectures may be you have no right to repeat them,oh pray miss margaret let us know all about it what is the gentleman s name,0,1,0,1,2,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,3,2,1,1,0,1,0,1,0,0,0,0,14,16,117,119,Colonel Brandon; Elinor; Lady Middleton; Margaret; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate
Mrs. Jennings,Marianne,yes yes we can guess where he is at his own house at norland to be sure he is the curate of the parish i dare say,margaret you know that all this is an invention of your own and that there is no such person in existence,2,1,1,1,4,1,1,1,1,3,1,1,0,0,0,0,3,1,1,1,0,0,0,0,5,2,1,1,3,2,1,1,0,0,0,0,27,21,121,123,Colonel Brandon; Elinor; Lady Middleton; Margaret; Marianne; Mr. Willoughby,F,intermediate,F,major
Margaret,Lady Middleton,well then he is lately dead marianne for i am sure there was such a man once and his name begins with an f,i hope he has had no bad news it must be something extraordinary that could make colonel brandon leave my breakfast table so suddenly,2,0,1,0,2,4,1,1,1,0,1,0,3,2,1,1,2,4,1,1,0,0,0,0,3,4,1,1,2,0,1,0,0,1,0,1,24,24,124,126,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,F,minor
John Middleton,Mrs. Jennings,what is the matter with brandon,no bad news colonel i hope,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,6,6,125,127,Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate
Colonel Brandon,Lady Middleton,no ma am it came from town and is merely a letter of business,my dear madam recollect what you are saying,1,0,1,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,1,1,2,0,1,0,0,0,0,0,14,8,130,132,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,minor
Lady Middleton,Colonel Brandon,my dear madam recollect what you are saying,no indeed it is not,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,8,5,132,134,Colonel Brandon; Elinor; John Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,M,intermediate
Mrs. Jennings,Marianne,in town what can you have to do in town at this time of year,but if you write a note to the housekeeper mr brandon will it not be sufficient,0,2,0,1,1,2,1,1,0,2,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,2,1,1,4,1,1,1,0,0,0,0,15,16,139,141,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,F,major
Colonel Brandon,John Middleton,my own loss is great in being obliged to leave so agreeable a party but i am the more concerned as i fear my presence is necessary to gain your admittance at whitwell,we must go it shall not be put off when we are so near it you cannot go to town till tomorrow brandon that is all,1,0,1,0,4,6,1,1,2,2,1,1,2,1,1,1,0,3,0,1,0,2,0,1,5,5,1,1,2,3,1,1,0,0,0,0,33,27,140,142,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate
Marianne,Colonel Brandon,but if you write a note to the housekeeper mr brandon will it not be sufficient,i wish it could be so easily settled but it is not in my power to delay my journey for one day,2,0,1,0,2,3,1,1,2,1,1,1,0,2,0,1,1,2,1,1,1,1,1,1,2,5,1,1,1,2,1,1,0,0,0,0,16,22,141,143,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Mr. Willoughby; Mrs. Jennings,F,major,M,intermediate
John Middleton,Mrs. Jennings,we must go it shall not be put off when we are so near it you cannot go to town till tomorrow brandon that is all,if you would but let us know what your business is we might see whether it could be put off or not,0,0,0,0,6,5,1,1,2,4,1,1,1,0,1,0,3,1,1,1,2,1,1,1,5,5,1,1,3,1,1,1,0,0,0,0,27,22,142,144,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate
Colonel Brandon,Mr. Willoughby,i wish it could be so easily settled but it is not in my power to delay my journey for one day,you would not be six hours later if you were to defer your journey till our return,0,0,0,0,3,3,1,1,1,2,1,1,2,1,1,1,2,0,1,0,1,1,1,1,5,4,1,1,2,0,1,0,0,0,0,0,22,17,143,145,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate
Mrs. Jennings,Colonel Brandon,if you would but let us know what your business is we might see whether it could be put off or not,i cannot afford to lose one hour,0,0,0,0,5,1,1,1,4,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,5,1,1,1,1,0,1,0,0,0,0,0,22,8,144,146,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate
Colonel Brandon,Marianne,i cannot afford to lose one hour,i have no doubt of it,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,8,6,146,148,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,major
John Middleton,Colonel Brandon,there is no persuading you to change your mind brandon i know of old when once you are determined on anything but however i hope you will think better of it consider here are the two miss careys come over from newton the three miss dashwoods walked up from the cottage and mr willoughby got up two hours before his usual time on purpose to go to whitwell well then when will you come back again,you are very obliging but it is so uncertain when i may have it in my power to return that i dare not engage for it at all,3,0,1,0,4,4,1,1,5,3,1,1,8,4,1,1,3,3,1,1,0,1,0,1,9,7,1,1,9,2,1,1,1,0,1,0,76,28,149,151,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate
Lady Middleton,John Middleton,i hope we shall see you at barton as soon as you can conveniently leave town and we must put off the party to whitwell till you return,oh he must and shall come back if he is not here by the end of the week i shall go after him,1,2,1,1,3,4,1,1,3,2,1,1,3,2,1,1,0,3,0,1,0,1,0,1,6,4,1,1,2,3,1,1,0,0,0,0,28,23,150,152,Colonel Brandon; Elinor; John Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,M,intermediate
Colonel Brandon,Mrs. Jennings,you are very obliging but it is so uncertain when i may have it in my power to return that i dare not engage for it at all,ay so do sir john and then perhaps you may find out what his business is,0,0,0,0,4,2,1,1,3,1,1,1,4,3,1,1,3,1,1,1,1,0,1,0,7,2,1,1,2,1,1,1,0,0,0,0,28,16,151,153,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate
Mrs. Jennings,Colonel Brandon,ay so do sir john and then perhaps you may find out what his business is,no only to honiton i shall then go post,0,0,0,0,2,1,1,1,1,0,1,0,3,2,1,1,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,16,9,153,155,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate
John Middleton,Elinor,well as you are resolved to go i wish you a good journey but you had better change your mind,i am afraid none at all,1,0,1,0,2,1,1,1,2,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,20,6,156,158,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,major
Elinor,Mrs. Jennings,i am afraid none at all,come colonel before you go do let us know what you are going about,0,0,0,0,1,2,1,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,6,14,158,160,Colonel Brandon; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate
Colonel Brandon,Mrs. Jennings,then i must bid you farewell for a longer time than i should wish to do,i can guess what his business is however yes it is about miss williams i am sure,1,0,1,0,2,4,1,1,1,0,1,0,1,1,1,1,0,2,0,1,0,0,0,0,3,4,1,1,1,1,1,1,0,0,0,0,16,17,159,161,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate
Mrs. Jennings,Marianne,come colonel before you go do let us know what you are going about,and who is miss williams,0,0,0,0,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,14,5,160,162,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,F,major
Marianne,Mrs. Jennings,and who is miss williams,she is his natural daughter,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,5,162,164,Elinor; Lady Middleton; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate
Mrs. Jennings,Elinor,what do not you know who miss williams is i am sure you must have heard of her before she is a relation of the colonel s my dear a very near relation we will not say how near for fear of shocking the young ladies,indeed,4,0,1,0,7,0,1,0,2,0,1,0,1,1,1,1,2,0,1,0,2,0,1,0,7,0,1,0,4,0,1,0,0,0,0,0,46,1,163,165,Elinor; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,F,major
Elinor,Mrs. Jennings,indeed,i have found you out in spite of all your tricks i know where you spent the morning,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0,0,0,0,1,18,165,167,Mrs. Jennings,F,major,F,intermediate
Mrs. Jennings,Mr. Willoughby,i have found you out in spite of all your tricks i know where you spent the morning,did not you know that we had been out in my curricle,1,0,1,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,5,3,1,1,3,2,1,1,0,0,0,0,18,12,167,169,Elinor; Marianne; Mr. Willoughby,F,intermediate,M,intermediate
Marianne,Mrs. Jennings,where pray,yes yes mr impudence i know that very well and i was determined to find out where you had been to i hope you like your house miss marianne it is a very large one i know and when i come to see you i hope you will have new furnished it for it wanted it very much when i was there six years ago,0,1,0,1,0,6,0,1,1,5,1,1,0,7,0,1,0,5,0,1,0,0,0,0,0,16,0,1,0,2,0,1,0,0,0,0,2,65,168,170,Elinor; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate
Mr. Willoughby,Marianne,did not you know that we had been out in my curricle,why should you imagine elinor that we did not go there or that we did not see the house is not it what you have often wished to do yourself,0,1,0,1,3,5,1,1,1,4,1,1,0,2,0,1,0,1,0,1,1,3,1,1,3,6,1,1,2,0,1,0,0,0,0,0,12,30,169,171,Elinor; Marianne; Mrs. Jennings,M,intermediate,F,major
Mrs. Jennings,Elinor,yes yes mr impudence i know that very well and i was determined to find out where you had been to i hope you like your house miss marianne it is a very large one i know and when i come to see you i hope you will have new furnished it for it wanted it very much when i was there six years ago,yes marianne but i would not go while mrs smith was there and with no other companion than mr willoughby,1,0,1,0,6,2,1,1,5,3,1,1,7,1,1,1,5,0,1,0,0,1,0,1,16,1,1,1,2,2,1,1,0,0,0,0,65,20,170,172,Elinor; Marianne; Mr. Willoughby,F,intermediate,F,major
Elinor,Mrs. Dashwood,i flatter myself that even under the disadvantage of better rooms and a broader staircase you will hereafter find your own house as faultless as you now do this,shall we see you tomorrow to dinner i do not ask you to come in the morning for we must walk to the park to call on lady middleton,2,2,1,1,1,3,1,1,3,1,1,1,4,0,1,0,1,0,1,0,0,1,0,1,5,5,1,1,2,4,1,1,0,0,0,0,29,29,188,190,Marianne; Mr. Willoughby; Mrs. Dashwood,F,major,F,intermediate
Mr. Willoughby,Mrs. Dashwood,there certainly are circumstances which might greatly endear it to me but this place will always have one claim of my affection which no other can possibly share how often did i wish when i was at allenham this time twelvemonth that barton cottage were inhabited i never passed within view of it without admiring its situation and grieving that no one should live in it how little did i then think that the very first news i should hear from mrs smith when i next came into the country would be that barton cottage was taken and i felt an immediate satisfaction and interest in the event which nothing but a kind of prescience of what happiness i should experience from it can account for must it not have been so marianne and yet this house you would spoil mrs dashwood you would rob it of its simplicity by imaginary improvement and this dear parlour in which our acquaintance first began and in which so many happy hours have been since spent by us together you would degrade to the condition of a common entrance and every body would be eager to pass through the room which has hitherto contained within itself more real accommodation and comfort than any other apartment of the handsomest dimensions in the world could possibly afford you are a good woman your promise makes me easy extend it a little farther and it will make me happy tell me that not only your house will remain the same but that i shall ever find you and yours as unchanged as your dwelling and that you will always consider me with the kindness which has made everything belonging to you so dear to me,is anything the matter with her is she ill,14,1,1,1,33,2,1,1,25,0,1,0,23,0,1,0,18,3,1,1,2,0,1,0,39,2,1,1,30,1,1,1,2,1,1,1,289,9,189,191,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,intermediate
Mrs. Dashwood,Mr. Willoughby,shall we see you tomorrow to dinner i do not ask you to come in the morning for we must walk to the park to call on lady middleton,i hope not it is i who may rather expect to be ill for i am now suffering under a very heavy disappointment,2,1,1,1,3,4,1,1,1,1,1,1,0,3,0,1,0,1,0,1,1,1,1,1,5,4,1,1,4,1,1,1,0,0,0,0,29,23,190,192,Elinor; Marianne; Mr. Willoughby,F,intermediate,M,intermediate
Mr. Willoughby,Elinor,my engagements at present are of such a nature that i dare not flatter myself it is folly to linger in this manner i will not torment myself any longer by remaining among friends whose society it is impossible for me now to enjoy,it is all very strange so suddenly to be gone it seems but the work of a moment and last night he was with us so happy so cheerful so affectionate and now after only ten minutes notice gone too without intending to return something more than what he owned to us must have happened he did not speak he did not behave like himself you must have seen the difference as well as i what can it be can they have quarrelled why else should he have shown such unwillingness to accept your invitation here,1,3,1,1,5,15,1,1,0,5,0,1,3,14,1,1,4,10,1,1,2,2,1,1,8,15,1,1,6,7,1,1,0,1,0,1,44,96,202,204,Elinor; Mrs. Dashwood,M,intermediate,F,major
Elinor,Mrs. Dashwood,why do you not ask marianne at once whether she is or she is not engaged to willoughby from you her mother and so kind so indulgent a mother the question could not give offence it would be the natural result of your affection for her she used to be all unreserve and to you more especially,we have never finished hamlet marianne our dear willoughby went away before we could get through it we will put it by that when he comes again but it may be months perhaps before that happens,3,0,1,0,7,5,1,1,5,4,1,1,6,4,1,1,6,6,1,1,3,1,1,1,10,8,1,1,5,2,1,1,0,0,0,0,57,36,226,228,Mrs. Dashwood,F,major,F,intermediate
Mrs. Dashwood,Marianne,we have never finished hamlet marianne our dear willoughby went away before we could get through it we will put it by that when he comes again but it may be months perhaps before that happens,it is he it is indeed i know it is,0,0,0,0,5,3,1,1,4,0,1,0,4,1,1,1,6,4,1,1,1,0,1,0,8,5,1,1,2,0,1,0,0,0,0,0,36,10,228,230,Elinor; Marianne,F,intermediate,F,major
Marianne,Elinor,months no nor many weeks,indeed marianne i think you are mistaken it is not willoughby the person is not tall enough for him and has not his air,0,1,0,1,0,3,0,1,1,1,1,1,0,2,0,1,0,3,0,1,0,3,0,1,0,5,0,1,0,1,0,1,0,0,0,0,5,24,229,231,Elinor; Mrs. Dashwood,F,major,F,major
