pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00024,Mrs. Bennet,Elizabeth,27,28,we are not in a way to know what mr bingley likes since we are not to visit,but you forget mama that we shall meet him at the assemblies and that mrs long has promised to introduce him,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,F,major,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1
00025,Elizabeth,Mrs. Bennet,28,29,but you forget mama that we shall meet him at the assemblies and that mrs long has promised to introduce him,i do not believe mrs long will do any such thing she has two nieces of her own she is a selfish hypocritical woman and i have no opinion of her,Kitty; Lydia; Mary; Mr. Bennet; Mrs. Bennet,F,major,F,major,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
00026,Mrs. Bennet,Mr. Bennet,29,30,i do not believe mrs long will do any such thing she has two nieces of her own she is a selfish hypocritical woman and i have no opinion of her,no more have i and i am glad to find that you do not depend on her serving you,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1
00027,Mr. Bennet,Mrs. Bennet,30,31,no more have i and i am glad to find that you do not depend on her serving you,don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
00028,Mrs. Bennet,Mr. Bennet,31,32,don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,kitty has no discretion in her coughs she times them ill,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0
00029,Mr. Bennet,Kitty,32,33,kitty has no discretion in her coughs she times them ill,i do not cough for my own amusement,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,minor,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0
00030,Kitty,Elizabeth,33,34,i do not cough for my own amusement,to morrow fortnight,Elizabeth; Lydia; Mary; Mr. Bennet; Mrs. Bennet,F,minor,F,major,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
00031,Elizabeth,Mrs. Bennet,34,35,to morrow fortnight,aye so it is and mrs long does not come back till the day before so it will be impossible for her to introduce him for she will not know him herself,Kitty; Lydia; Mary; Mr. Bennet; Mrs. Bennet,F,major,F,major,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
00032,Mrs. Bennet,Mr. Bennet,35,36,aye so it is and mrs long does not come back till the day before so it will be impossible for her to introduce him for she will not know him herself,then my dear you may have the advantage of your friend and introduce mr bingley to her,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
00033,Mr. Bennet,Mrs. Bennet,36,37,then my dear you may have the advantage of your friend and introduce mr bingley to her,impossible mr bennet impossible when i am not acquainted with him myself how can you be so teazing,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0
00034,Mrs. Bennet,Mr. Bennet,37,38,impossible mr bennet impossible when i am not acquainted with him myself how can you be so teazing,i honour your circumspection a fortnight s acquaintance is certainly very little one cannot know what a man really is by the end of a fortnight but if we do not venture somebody else will and after all mrs long and her nieces must stand their chance and therefore as she will think it an act of kindness if you decline the office i will take it on myself,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00035,Mr. Bennet,Mrs. Bennet,38,39,i honour your circumspection a fortnight s acquaintance is certainly very little one cannot know what a man really is by the end of a fortnight but if we do not venture somebody else will and after all mrs long and her nieces must stand their chance and therefore as she will think it an act of kindness if you decline the office i will take it on myself,nonsense nonsense,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
00036,Mrs. Bennet,Mr. Bennet,39,40,nonsense nonsense,what can be the meaning of that emphatic exclamation do you consider the forms of introduction and the stress that is laid on them as nonsense i cannot quite agree with you there what say you mary for you are a young lady of deep reflection i know and read great books and make extracts while mary is adjusting her ideas let us return to mr bingley,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
00037,Mr. Bennet,Mrs. Bennet,40,41,what can be the meaning of that emphatic exclamation do you consider the forms of introduction and the stress that is laid on them as nonsense i cannot quite agree with you there what say you mary for you are a young lady of deep reflection i know and read great books and make extracts while mary is adjusting her ideas let us return to mr bingley,i am sick of mr bingley,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
00038,Mrs. Bennet,Mr. Bennet,41,42,i am sick of mr bingley,i am sorry to hear that but why did not you tell me so before if i had known as much this morning i certainly would not have called on him it is very unlucky but as i have actually paid the visit we cannot escape the acquaintance now,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00039,Mr. Bennet,Mrs. Bennet,42,43,i am sorry to hear that but why did not you tell me so before if i had known as much this morning i certainly would not have called on him it is very unlucky but as i have actually paid the visit we cannot escape the acquaintance now,how good it was in you my dear mr bennet but i knew i should persuade you at last i was sure you loved your girls too well to neglect such an acquaintance well how pleased i am and it is such a good joke too that you should have gone this morning and never said a word about it till now,Elizabeth; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
00040,Mrs. Bennet,Mr. Bennet,43,44,how good it was in you my dear mr bennet but i knew i should persuade you at last i was sure you loved your girls too well to neglect such an acquaintance well how pleased i am and it is such a good joke too that you should have gone this morning and never said a word about it till now,now kitty you may cough as much as you chuse,Elizabeth; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
00041,Mr. Bennet,Mrs. Bennet,44,45,now kitty you may cough as much as you chuse,what an excellent father you have girls i do not know how you will ever make him amends for his kindness or me either for that matter at our time of life it is not so pleasant i can tell you to be making new acquaintance every day but for your sakes we would do any thing lydia my love though you are the youngest i dare say mr bingley will dance with you at the next ball,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
00042,Mrs. Bennet,Lydia,45,46,what an excellent father you have girls i do not know how you will ever make him amends for his kindness or me either for that matter at our time of life it is not so pleasant i can tell you to be making new acquaintance every day but for your sakes we would do any thing lydia my love though you are the youngest i dare say mr bingley will dance with you at the next ball,oh i am not afraid for though i am the youngest i m the tallest,Elizabeth; Kitty; Lydia; Mary,F,major,F,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
00043,Lydia,Mrs. Bennet,46,47,oh i am not afraid for though i am the youngest i m the tallest,if i can but see one of my daughters happily settled at netherfield and all the others equally well married i shall have nothing to wish for,Elizabeth; Kitty; Mary; Mrs. Bennet,F,intermediate,F,major,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
00044,Mr. Bingley,Mr. Darcy,48,49,come darcy i must have you dance i hate to see you standing about by yourself in this stupid manner you had much better dance,i certainly shall not you know how i detest it unless i am particularly acquainted with my partner at such an assembly as this it would be insupportable your sisters are engaged and there is not another woman in the room whom it would not be a punishment to me to stand up with,Mr. Darcy,M,intermediate,M,major,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00045,Mr. Darcy,Mr. Bingley,49,50,i certainly shall not you know how i detest it unless i am particularly acquainted with my partner at such an assembly as this it would be insupportable your sisters are engaged and there is not another woman in the room whom it would not be a punishment to me to stand up with,i would not be so fastidious as you are for a kingdom upon my honour i never met with so many pleasant girls in my life as i have this evening and there are several of them you see uncommonly pretty,Mr. Bingley,M,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00046,Mr. Bingley,Mr. Darcy,50,51,i would not be so fastidious as you are for a kingdom upon my honour i never met with so many pleasant girls in my life as i have this evening and there are several of them you see uncommonly pretty,you are dancing with the only handsome girl in the room,Mr. Darcy,M,intermediate,M,major,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
00047,Mr. Darcy,Mr. Bingley,51,52,you are dancing with the only handsome girl in the room,oh she is the most beautiful creature i ever beheld but there is one of her sisters sitting down just behind you who is very pretty and i dare say very agreeable do let me ask my partner to introduce you,Mr. Bingley,M,major,M,intermediate,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1
00048,Mr. Bingley,Mr. Darcy,52,53,oh she is the most beautiful creature i ever beheld but there is one of her sisters sitting down just behind you who is very pretty and i dare say very agreeable do let me ask my partner to introduce you,which do you mean she is tolerable but not handsome enough to tempt me and i am in no humour at present to give consequence to young ladies who are slighted by other men you had better return to your partner and enjoy her smiles for you are wasting your time with me,Mr. Darcy,M,intermediate,M,major,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1
00049,Mrs. Bennet,Mr. Bennet,54,55,oh my dear mr bennet we have had a most delightful evening a most excellent ball i wish you had been there jane was so admired nothing could be like it every body said how well she looked and mr bingley thought her quite beautiful and danced with her twice only think of that my dear he actually danced with her twice and she was the only creature in the room that he asked a second time first of all he asked miss lucas i was so vexed to see him stand up with her but however he did not admire her at all indeed nobody can you know and he seemed quite struck with jane as she was going down the dance so he enquired who she was and got introduced and asked her for the two next then the two third he danced with miss king and the two fourth with maria lucas and the two fifth with jane again and the two sixth with lizzy and the boulanger,if he had had any compassion for me he would not have danced half so much for god s sake say no more of his partners oh that he had sprained his ancle in the first dance,Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00050,Mr. Bennet,Mrs. Bennet,55,56,if he had had any compassion for me he would not have danced half so much for god s sake say no more of his partners oh that he had sprained his ancle in the first dance,oh my dear i am quite delighted with him he is so excessively handsome and his sisters are charming women i never in my life saw any thing more elegant than their dresses i dare say the lace upon mrs hurst s gown but i can assure you that lizzy does not lose much by not suiting his fancy for he is a most disagreeable horrid man not at all worth pleasing so high and so conceited that there was no enduring him he walked here and he walked there fancying himself so very great not handsome enough to dance with i wish you had been there my dear to have given him one of your set downs i quite detest the man,Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00051,Jane,Elizabeth,57,58,he is just what a young man ought to be sensible good humoured lively and i never saw such happy manners so much ease with such perfect good breeding,he is also handsome which a young man ought likewise to be if he possibly can his character is thereby complete,Elizabeth,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00052,Elizabeth,Jane,58,59,he is also handsome which a young man ought likewise to be if he possibly can his character is thereby complete,i was very much flattered by his asking me to dance a second time i did not expect such a compliment,Jane,F,major,F,intermediate,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1
00053,Jane,Elizabeth,59,60,i was very much flattered by his asking me to dance a second time i did not expect such a compliment,did not you i did for you but that is one great difference between us compliments always take you by surprise and me never what could be more natural than his asking you again he could not help seeing that you were about five times as pretty as every other woman in the room no thanks to his gallantry for that well he certainly is very agreeable and i give you leave to like him you have liked many a stupider person,Elizabeth,F,intermediate,F,major,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
00054,Elizabeth,Jane,60,61,did not you i did for you but that is one great difference between us compliments always take you by surprise and me never what could be more natural than his asking you again he could not help seeing that you were about five times as pretty as every other woman in the room no thanks to his gallantry for that well he certainly is very agreeable and i give you leave to like him you have liked many a stupider person,dear lizzy,Jane,F,major,F,intermediate,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
00055,Jane,Elizabeth,61,62,dear lizzy,oh you are a great deal too apt you know to like people in general you never see a fault in any body all the world are good and agreeable in your eyes i never heard you speak ill of a human being in my life,Elizabeth,F,intermediate,F,major,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
00056,Elizabeth,Jane,62,63,oh you are a great deal too apt you know to like people in general you never see a fault in any body all the world are good and agreeable in your eyes i never heard you speak ill of a human being in my life,i would wish not to be hasty in censuring any one but i always speak what i think,Jane,F,major,F,intermediate,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
00057,Jane,Elizabeth,63,64,i would wish not to be hasty in censuring any one but i always speak what i think,i know you do and it is that which makes the wonder with your good sense to be so honestly blind to the follies and nonsense of others affectation of candour is common enough one meets it every where but to be candid without ostentation or design to take the good of every body s character and make it still better and say nothing of the bad belongs to you alone and so you like this man s sisters too do you their manners are not equal to his,Elizabeth,F,intermediate,F,major,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00058,Elizabeth,Jane,64,65,i know you do and it is that which makes the wonder with your good sense to be so honestly blind to the follies and nonsense of others affectation of candour is common enough one meets it every where but to be candid without ostentation or design to take the good of every body s character and make it still better and say nothing of the bad belongs to you alone and so you like this man s sisters too do you their manners are not equal to his,certainly not at first but they are very pleasing women when you converse with them miss bingley is to live with her brother and keep his house and i am much mistaken if we shall not find a very charming neighbour in her,Jane,F,major,F,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
00059,Mrs. Bennet,Charlotte Lucas,66,67,you began the evening well charlotte you were mr bingley s first choice,yes but he seemed to like his second better,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
00060,Charlotte Lucas,Mrs. Bennet,67,68,yes but he seemed to like his second better,oh you mean jane i suppose because he danced with her twice to be sure that did seem as if he admired her indeed i rather believe he did i heard something about it but i hardly know what something about mr robinson,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00061,Mrs. Bennet,Charlotte Lucas,68,69,oh you mean jane i suppose because he danced with her twice to be sure that did seem as if he admired her indeed i rather believe he did i heard something about it but i hardly know what something about mr robinson,perhaps you mean what i overheard between him and mr robinson did not i mention it to you mr robinson s asking him how he liked our meryton assemblies and whether he did not think there were a great many pretty women in the room and which he thought the prettiest and his answering immediately to the last question oh the eldest miss bennet beyond a doubt there cannot be two opinions on that point,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00062,Charlotte Lucas,Mrs. Bennet,69,70,perhaps you mean what i overheard between him and mr robinson did not i mention it to you mr robinson s asking him how he liked our meryton assemblies and whether he did not think there were a great many pretty women in the room and which he thought the prettiest and his answering immediately to the last question oh the eldest miss bennet beyond a doubt there cannot be two opinions on that point,upon my word well that was very decided indeed that does seem as if but however it may all come to nothing you know,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00063,Mrs. Bennet,Charlotte Lucas,70,71,upon my word well that was very decided indeed that does seem as if but however it may all come to nothing you know,my overhearings were more to the purpose than yours eliza mr darcy is not so well worth listening to as his friend is he poor eliza to be only just tolerable,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
00064,Charlotte Lucas,Mrs. Bennet,71,72,my overhearings were more to the purpose than yours eliza mr darcy is not so well worth listening to as his friend is he poor eliza to be only just tolerable,i beg you would not put it into lizzy s head to be vexed by his ill treatment for he is such a disagreeable man that it would be quite a misfortune to be liked by him mrs long told me last night that he sat close to her for half an hour without once opening his lips,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
00065,Mrs. Bennet,Jane,72,73,i beg you would not put it into lizzy s head to be vexed by his ill treatment for he is such a disagreeable man that it would be quite a misfortune to be liked by him mrs long told me last night that he sat close to her for half an hour without once opening his lips,are you quite sure ma am is not there a little mistake i certainly saw mr darcy speaking to her,Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
00066,Mrs. Bennet,Jane,74,75,aye because she asked him at last how he liked netherfield and he could not help answering her but she said he seemed very angry at being spoke to,miss bingley told me,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
00067,Jane,Mrs. Bennet,76,77,that he never speaks much unless among his intimate acquaintance with them he is remarkably agreeable,i do not believe a word of it my dear if he had been so very agreeable he would have talked to mrs long but i can guess how it was every body says that he is ate up with pride and i dare say he had heard somehow that mrs long does not keep a carriage and had come to the ball in a hack chaise,A Young Lucas; Charlotte Lucas; Elizabeth; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00068,Mrs. Bennet,Charlotte Lucas,77,78,i do not believe a word of it my dear if he had been so very agreeable he would have talked to mrs long but i can guess how it was every body says that he is ate up with pride and i dare say he had heard somehow that mrs long does not keep a carriage and had come to the ball in a hack chaise,i do not mind his not talking to mrs long but i wish he had danced with eliza,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
00069,Charlotte Lucas,Mrs. Bennet,78,79,i do not mind his not talking to mrs long but i wish he had danced with eliza,another time lizzy i would not dance with him if i were you,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
00070,Mrs. Bennet,Elizabeth,79,80,another time lizzy i would not dance with him if i were you,i believe ma am i may safely promise you never to dance with him,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,major,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
00071,Elizabeth,Charlotte Lucas,80,81,i believe ma am i may safely promise you never to dance with him,his pride does not offend me so much as pride often does because there is an excuse for it one cannot wonder that so very fine a young man with family fortune every thing in his favour should think highly of himself if i may so express it he has a right to be proud,A Young Lucas; Charlotte Lucas; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,major,F,intermediate,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
