pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00010,Mrs. Bennet,Mr. Bennet,22,19,ah you do not know what i suffer,they have none of them much to recommend them they are all silly and ignorant like other girls but lizzy has something more of quickness than her sisters,Mr. Bennet,F,major,M,intermediate,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1
00011,Mrs. Bennet,Mr. Bennet,24,128,it will be no use to us if twenty such should come since you will not visit them,this is the only point i flatter myself on which we do not agree i had hoped that our sentiments coincided in every particular but i must so far differ from you as to think our two youngest daughters uncommonly foolish,Mr. Bennet,F,major,M,intermediate,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00012,Mrs. Bennet,Mr. Bennet,29,299,i do not believe mrs long will do any such thing she has two nieces of her own she is a selfish hypocritical woman and i have no opinion of her,the person of whom i speak is a gentleman and a stranger,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
00013,Mrs. Bennet,Mr. Bennet,31,17,don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,you are over scrupulous surely i dare say mr bingley will be very glad to see you and i will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls though i must throw in a good word for my little lizzy,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
00014,Mrs. Bennet,Mr. Bennet,35,451,aye so it is and mrs long does not come back till the day before so it will be impossible for her to introduce him for she will not know him herself,let her be called down she shall hear my opinion,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
00015,Mrs. Bennet,Mr. Bennet,37,961,impossible mr bennet impossible when i am not acquainted with him myself how can you be so teazing,no no you forced me into visiting him last year and promised if i went to see him he should marry one of my daughters but it ended in nothing and i will not be sent on a fool s errand again tis an etiquette i despise if he wants our society let him seek it he knows where we live i will not spend my hours in running after my neighbours every time they go away and come back again,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00016,Mrs. Bennet,Mr. Bennet,39,9,nonsense nonsense,is that his design in settling here,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
00017,Mrs. Bennet,Mr. Bennet,41,126,i am sick of mr bingley,if my children are silly i must hope to be always sensible of it,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
00018,Mrs. Bennet,Mr. Bennet,43,40,how good it was in you my dear mr bennet but i knew i should persuade you at last i was sure you loved your girls too well to neglect such an acquaintance well how pleased i am and it is such a good joke too that you should have gone this morning and never said a word about it till now,what can be the meaning of that emphatic exclamation do you consider the forms of introduction and the stress that is laid on them as nonsense i cannot quite agree with you there what say you mary for you are a young lady of deep reflection i know and read great books and make extracts while mary is adjusting her ideas let us return to mr bingley,Elizabeth; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
00019,Mrs. Bennet,Mr. Bennet,54,301,oh my dear mr bennet we have had a most delightful evening a most excellent ball i wish you had been there jane was so admired nothing could be like it every body said how well she looked and mr bingley thought her quite beautiful and danced with her twice only think of that my dear he actually danced with her twice and she was the only creature in the room that he asked a second time first of all he asked miss lucas i was so vexed to see him stand up with her but however he did not admire her at all indeed nobody can you know and he seemed quite struck with jane as she was going down the dance so he enquired who she was and got introduced and asked her for the two next then the two third he danced with miss king and the two fourth with maria lucas and the two fifth with jane again and the two sixth with lizzy and the boulanger,it is not mr bingley it is a person whom i never saw in the whole course of my life about a month ago i received this letter and about a fortnight ago i answered it for i thought it a case of some delicacy and requiring early attention it is from my cousin mr collins who when i am dead may turn you all out of this house as soon as he pleases,Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00020,Mrs. Bennet,Mr. Bennet,125,11,i am astonished my dear that you should be so ready to think your own children silly if i wished to think slightingly of any body s children it should not be of my own however,i see no occasion for that you and the girls may go or you may send them by themselves which perhaps will be still better for as you are as handsome as any of them mr bingley might like you the best of the party,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,M,intermediate,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
00021,Mrs. Bennet,Mr. Bennet,127,303,yes but as it happens they are all of them very clever,it certainly is a most iniquitous affair and nothing can clear mr collins from the guilt of inheriting longbourn but if you will listen to his letter you may perhaps be a little softened by his manner of expressing himself,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,M,intermediate,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00022,Mrs. Bennet,Mr. Bennet,140,494,but my dear your father cannot spare the horses i am sure they are wanted in the farm mr bennet are not they,what should not you mind,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,M,intermediate,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0
00023,Mrs. Bennet,Mr. Bennet,298,905,who do you mean my dear i know of nobody that is coming i am sure unless charlotte lucas should happen to call in and i hope my dinners are good enough for her i do not believe she often sees such at home,mrs bennet before you take any or all of these houses for your son and daughter let us come to a right understanding into one house in this neighbourhood they shall never have admittance i will not encourage the impudence of either by receiving them at longbourn,Elizabeth; Jane; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00024,Mrs. Bennet,Mr. Bennet,300,305,a gentleman and a stranger it is mr bingley i am sure why jane you never dropt a word of this you sly thing well i am sure i shall be extremely glad to see mr bingley but good lord how unlucky there is not a bit of fish to be got to day lydia my love ring the bell i must speak to hill this moment,why indeed he does seem to have had some filial scruples on that head as you will hear there mrs bennet at four o clock therefore we may expect this peace making gentleman he seems to be a most conscientious and polite young man upon my word and i doubt not will prove a valuable acquaintance especially if lady catherine should be so indulgent as to let him come to us again,Elizabeth; Jane; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00025,Mrs. Bennet,Mr. Bennet,302,36,oh my dear i cannot bear to hear that mentioned pray do not talk of that odious man i do think it is the hardest thing in the world that your estate should be entailed away from your own children and i am sure if i had been you i should have tried long ago to do something or other about it,then my dear you may have the advantage of your friend and introduce mr bingley to her,Elizabeth; Jane; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
00026,Mrs. Bennet,Mr. Bennet,304,456,no that i am sure i shall not and i think it was very impertinent of him to write to you at all and very hypocritical i hate such false friends why could not he keep on quarrelling with you as his father did before him,an unhappy alternative is before you elizabeth from this day you must be a stranger to one of your parents your mother will never see you again if you do not marry mr collins and i will never see you again if you do,Elizabeth; Jane; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00027,Mrs. Bennet,Mr. Bennet,446,21,oh mr bennet you are wanted immediately we are all in an uproar you must come and make lizzy marry mr collins for she vows she will not have him and if you do not make haste he will change his mind and not have her,you mistake me my dear i have a high respect for your nerves they are my old friends i have heard you mention them with consideration these twenty years at least,Mr. Bennet,F,major,M,intermediate,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
00028,Mrs. Bennet,Mr. Bennet,448,38,of mr collins and lizzy lizzy declares she will not have mr collins and mr collins begins to say that he will not have lizzy,i honour your circumspection a fortnight s acquaintance is certainly very little one cannot know what a man really is by the end of a fortnight but if we do not venture somebody else will and after all mrs long and her nieces must stand their chance and therefore as she will think it an act of kindness if you decline the office i will take it on myself,Mr. Bennet,F,major,M,intermediate,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00029,Mrs. Bennet,Mr. Bennet,450,498,speak to lizzy about it yourself tell her that you insist upon her marrying him,i leave it to yourself to determine,Mr. Bennet,F,major,M,intermediate,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0
00030,Mrs. Bennet,Mr. Bennet,455,1,yes or i will never see her again,you want to tell me and i have no objection to hearing it,Elizabeth; Mr. Bennet,F,major,M,intermediate,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0
00031,Mrs. Bennet,Mr. Bennet,457,3,what do you mean mr bennet by talking in this way you promised me to insist upon her marrying him,what is his name,Elizabeth; Mr. Bennet,F,major,M,intermediate,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
00032,Mrs. Bennet,Mr. Bennet,491,141,indeed mr bennet it is very hard to think that charlotte lucas should ever be mistress of this house that i should be forced to make way for her and live to see her take my place in it,they are wanted in the farm much oftener than i can get them,Mr. Bennet,F,major,M,intermediate,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
00033,Mrs. Bennet,Mr. Bennet,493,55,i cannot bear to think that they should have all this estate if it was not for the entail i should not mind it,if he had had any compassion for me he would not have danced half so much for god s sake say no more of his partners oh that he had sprained his ancle in the first dance,Mr. Bennet,F,major,M,intermediate,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00034,Mrs. Bennet,Mr. Bennet,495,42,i should not mind any thing at all,i am sorry to hear that but why did not you tell me so before if i had known as much this morning i certainly would not have called on him it is very unlucky but as i have actually paid the visit we cannot escape the acquaintance now,Mr. Bennet,F,major,M,intermediate,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00035,Mrs. Bennet,Mr. Bennet,497,496,i never can be thankful mr bennet for any thing about the entail how any one could have the conscience to entail away an estate from one s own daughters i cannot understand and all for the sake of mr collins too why should he have it more than anybody else,let us be thankful that you are preserved from a state of such insensibility,Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
00036,Mrs. Bennet,Mr. Bennet,904,449,haye park might do if the gouldings would quit it or the great house at stoke if the drawing room were larger but ashworth is too far off i could not bear to have her ten miles from me and as for purvis lodge the attics are dreadful,and what am i to do on the occasion it seems an hopeless business,Mr. Bennet,F,major,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
00037,Mrs. Bennet,Mr. Bennet,960,7,as soon as ever mr bingley comes my dear you will wait on him of course,how so how can it affect them,Mr. Bennet,F,major,M,intermediate,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0
00038,Mr. Bennet,Mrs. Bennet,1,16,you want to tell me and i have no objection to hearing it,but consider your daughters only think what an establishment it would be for one of them sir william and lady lucas are determined to go merely on that account for in general you know they visit no new comers indeed you must go for it will be impossible for us to visit him if you do not,Mrs. Bennet,M,intermediate,F,major,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00039,Mr. Bennet,Mrs. Bennet,5,24,is he married or single,it will be no use to us if twenty such should come since you will not visit them,Mrs. Bennet,M,intermediate,F,major,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1
00040,Mr. Bennet,Mrs. Bennet,7,31,how so how can it affect them,don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,Mrs. Bennet,M,intermediate,F,major,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1
00041,Mr. Bennet,Mrs. Bennet,9,306,is that his design in settling here,there is some sense in what he says about the girls however and if he is disposed to make them any amends i shall not be the person to discourage him,Mrs. Bennet,M,intermediate,F,major,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00042,Mr. Bennet,Mrs. Bennet,11,14,i see no occasion for that you and the girls may go or you may send them by themselves which perhaps will be still better for as you are as handsome as any of them mr bingley might like you the best of the party,but my dear you must indeed go and see mr bingley when he comes into the neighbourhood,Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
00043,Mr. Bennet,Mrs. Bennet,13,27,in such cases a woman has not often much beauty to think of,we are not in a way to know what mr bingley likes since we are not to visit,Mrs. Bennet,M,intermediate,F,major,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0
00044,Mr. Bennet,Mrs. Bennet,15,56,it is more than i engage for i assure you,oh my dear i am quite delighted with him he is so excessively handsome and his sisters are charming women i never in my life saw any thing more elegant than their dresses i dare say the lace upon mrs hurst s gown but i can assure you that lizzy does not lose much by not suiting his fancy for he is a most disagreeable horrid man not at all worth pleasing so high and so conceited that there was no enduring him he walked here and he walked there fancying himself so very great not handsome enough to dance with i wish you had been there my dear to have given him one of your set downs i quite detest the man,Mrs. Bennet,M,intermediate,F,major,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00045,Mr. Bennet,Mrs. Bennet,17,457,you are over scrupulous surely i dare say mr bingley will be very glad to see you and i will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls though i must throw in a good word for my little lizzy,what do you mean mr bennet by talking in this way you promised me to insist upon her marrying him,Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0
00046,Mr. Bennet,Mrs. Bennet,19,37,they have none of them much to recommend them they are all silly and ignorant like other girls but lizzy has something more of quickness than her sisters,impossible mr bennet impossible when i am not acquainted with him myself how can you be so teazing,Mrs. Bennet,M,intermediate,F,major,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0
00047,Mr. Bennet,Mrs. Bennet,21,493,you mistake me my dear i have a high respect for your nerves they are my old friends i have heard you mention them with consideration these twenty years at least,i cannot bear to think that they should have all this estate if it was not for the entail i should not mind it,Mrs. Bennet,M,intermediate,F,major,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
00048,Mr. Bennet,Mrs. Bennet,23,20,but i hope you will get over it and live to see many young men of four thousand a year come into the neighbourhood,mr bennet how can you abuse your own children in such a way you take delight in vexing me you have no compassion on my poor nerves,Mrs. Bennet,M,intermediate,F,major,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
00049,Mr. Bennet,Mrs. Bennet,26,129,i hope mr bingley will like it lizzy,my dear mr bennet you must not expect such girls to have the sense of their father and mother when they get to our age i dare say they will not think about officers any more than we do i remember the time when i liked a red coat myself very well and indeed so i do still at my heart and if a smart young colonel with five or six thousand a year should want one of my girls i shall not say nay to him and i thought colonel forster looked very becoming the other night at sir william s in his regimentals,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
00050,Mr. Bennet,Mrs. Bennet,30,298,no more have i and i am glad to find that you do not depend on her serving you,who do you mean my dear i know of nobody that is coming i am sure unless charlotte lucas should happen to call in and i hope my dinners are good enough for her i do not believe she often sees such at home,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00051,Mr. Bennet,Mrs. Bennet,36,18,then my dear you may have the advantage of your friend and introduce mr bingley to her,i desire you will do no such thing lizzy is not a bit better than the others and i am sure she is not half so handsome as jane nor half so good humoured as lydia but you are always giving her the preference,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00052,Mr. Bennet,Mrs. Bennet,38,450,i honour your circumspection a fortnight s acquaintance is certainly very little one cannot know what a man really is by the end of a fortnight but if we do not venture somebody else will and after all mrs long and her nieces must stand their chance and therefore as she will think it an act of kindness if you decline the office i will take it on myself,speak to lizzy about it yourself tell her that you insist upon her marrying him,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
00053,Mr. Bennet,Mrs. Bennet,40,962,what can be the meaning of that emphatic exclamation do you consider the forms of introduction and the stress that is laid on them as nonsense i cannot quite agree with you there what say you mary for you are a young lady of deep reflection i know and read great books and make extracts while mary is adjusting her ideas let us return to mr bingley,well all i know is that it will be abominably rude if you do not wait on him but however that shan t prevent my asking him to dine here i am determined we must have mrs long and the gouldings soon that will make thirteen with ourselves so there will be just room at table for him,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00054,Mr. Bennet,Mrs. Bennet,42,10,i am sorry to hear that but why did not you tell me so before if i had known as much this morning i certainly would not have called on him it is very unlucky but as i have actually paid the visit we cannot escape the acquaintance now,design nonsense how can you talk so but it is very likely that he may fall in love with one of them and therefore you must visit him as soon as he comes,Elizabeth; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
00055,Mr. Bennet,Mrs. Bennet,44,127,now kitty you may cough as much as you chuse,yes but as it happens they are all of them very clever,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00056,Mr. Bennet,Mrs. Bennet,55,43,if he had had any compassion for me he would not have danced half so much for god s sake say no more of his partners oh that he had sprained his ancle in the first dance,how good it was in you my dear mr bennet but i knew i should persuade you at last i was sure you loved your girls too well to neglect such an acquaintance well how pleased i am and it is such a good joke too that you should have gone this morning and never said a word about it till now,Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
00057,Mr. Bennet,Mrs. Bennet,124,300,from all that i can collect by your manner of talking you must be two of the silliest girls in the country i have suspected it some time but i am now convinced,a gentleman and a stranger it is mr bingley i am sure why jane you never dropt a word of this you sly thing well i am sure i shall be extremely glad to see mr bingley but good lord how unlucky there is not a bit of fish to be got to day lydia my love ring the bell i must speak to hill this moment,Elizabeth; Jane; Kitty; Lydia; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00058,Mr. Bennet,Mrs. Bennet,126,12,if my children are silly i must hope to be always sensible of it,my dear you flatter me i certainly have had my share of beauty but i do not pretend to be any thing extraordinary now when a woman has five grown up daughters she ought to give over thinking of her own beauty,Elizabeth; Jane; Kitty; Lydia; Mrs. Bennet,M,intermediate,F,major,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00059,Mr. Bennet,Mrs. Bennet,128,302,this is the only point i flatter myself on which we do not agree i had hoped that our sentiments coincided in every particular but i must so far differ from you as to think our two youngest daughters uncommonly foolish,oh my dear i cannot bear to hear that mentioned pray do not talk of that odious man i do think it is the hardest thing in the world that your estate should be entailed away from your own children and i am sure if i had been you i should have tried long ago to do something or other about it,Elizabeth; Jane; Kitty; Lydia; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00060,Mr. Bennet,Mrs. Bennet,144,495,well my dear if your daughter should have a dangerous fit of illness if she should die it would be a comfort to know that it was all in pursuit of mr bingley and under your orders,i should not mind any thing at all,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1
00061,Mr. Bennet,Mrs. Bennet,297,953,i hope my dear that you have ordered a good dinner to day because i have reason to expect an addition to our family party,i often think that there is nothing so bad as parting with one s friends one seems so forlorn without them,Elizabeth; Jane; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
00062,Mr. Bennet,Mrs. Bennet,299,304,the person of whom i speak is a gentleman and a stranger,no that i am sure i shall not and i think it was very impertinent of him to write to you at all and very hypocritical i hate such false friends why could not he keep on quarrelling with you as his father did before him,Elizabeth; Jane; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
00063,Mr. Bennet,Mrs. Bennet,301,39,it is not mr bingley it is a person whom i never saw in the whole course of my life about a month ago i received this letter and about a fortnight ago i answered it for i thought it a case of some delicacy and requiring early attention it is from my cousin mr collins who when i am dead may turn you all out of this house as soon as he pleases,nonsense nonsense,Elizabeth; Jane; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
00064,Mr. Bennet,Mrs. Bennet,303,455,it certainly is a most iniquitous affair and nothing can clear mr collins from the guilt of inheriting longbourn but if you will listen to his letter you may perhaps be a little softened by his manner of expressing himself,yes or i will never see her again,Elizabeth; Jane; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
00065,Mr. Bennet,Mrs. Bennet,305,22,why indeed he does seem to have had some filial scruples on that head as you will hear there mrs bennet at four o clock therefore we may expect this peace making gentleman he seems to be a most conscientious and polite young man upon my word and i doubt not will prove a valuable acquaintance especially if lady catherine should be so indulgent as to let him come to us again,ah you do not know what i suffer,Elizabeth; Jane; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
00066,Mr. Bennet,Mrs. Bennet,447,41,i have not the pleasure of understanding you of what are you talking,i am sick of mr bingley,Mrs. Bennet,M,intermediate,F,major,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
00067,Mr. Bennet,Mrs. Bennet,449,906,and what am i to do on the occasion it seems an hopeless business,she is so fond of mrs forster it will be quite shocking to send her away and there are several of the young men too that she likes very much the officers may not be so pleasant in general s regiment,Mrs. Bennet,M,intermediate,F,major,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00068,Mr. Bennet,Mrs. Bennet,454,2,very well we now come to the point your mother insists upon your accepting it is not it so mrs bennet,why my dear you must know mrs long says that netherfield is taken by a young man of large fortune from the north of england that he came down on monday in a chaise and four to see the place and was so much delighted with it that he agreed with mr morris immediately that he is to take possession before michaelmas and some of his servants are to be in the house by the end of next week,Elizabeth; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
00069,Mr. Bennet,Mrs. Bennet,456,6,an unhappy alternative is before you elizabeth from this day you must be a stranger to one of your parents your mother will never see you again if you do not marry mr collins and i will never see you again if you do,oh single my dear to be sure a single man of large fortune four or five thousand a year what a fine thing for our girls,Elizabeth; Mrs. Bennet,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
00070,Mr. Bennet,Mrs. Bennet,492,145,my dear do not give way to such gloomy thoughts let us hope for better things let us flatter ourselves that i may be the survivor,oh i am not at all afraid of her dying people do not die of little trifling colds she will be taken good care of as long as she stays there it is all very well i would go and see her if i could have the carriage how can you be so silly as to think of such a thing in all this dirt you will not be fit to be seen when you get there,Mrs. Bennet,M,intermediate,F,major,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00071,Mr. Bennet,Mrs. Bennet,494,125,what should not you mind,i am astonished my dear that you should be so ready to think your own children silly if i wished to think slightingly of any body s children it should not be of my own however,Mrs. Bennet,M,intermediate,F,major,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0
