A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Mrs. Grant,Mary Crawford,my dear brother i will not believe this of you,there mrs grant you see how he dwells on one word and only look at his smile i assure you he is very detestable the admiral s lessons have quite spoiled him,0,1,0,1,1,2,1,1,0,2,0,1,0,4,0,1,1,4,1,1,1,0,1,0,3,7,1,1,1,2,1,1,0,0,0,0,10,32,85,87,Dr. Grant; Henry Crawford; Mary Crawford,F,intermediate,F,major
Henry Crawford,Mrs. Grant,no i am sure you are too good you will be kinder than mary you will allow for the doubts of youth and inexperience i am of a cautious temper and unwilling to risk my happiness in a hurry nobody can think more highly of the matrimonial state than myself i consider the blessing of a wife as most justly described in those discreet lines of the poet heaven s last best gift,i pay very little regard to what any young person says on the subject of marriage if they profess a disinclination for it i only set it down that they have not yet seen the right person,7,3,1,1,7,1,1,1,3,2,1,1,5,3,1,1,2,2,1,1,0,1,0,1,8,6,1,1,10,5,1,1,1,0,1,0,73,37,86,88,Dr. Grant; Mary Crawford; Mrs. Grant,M,major,F,intermediate
Mrs. Grant,Henry Crawford,i pay very little regard to what any young person says on the subject of marriage if they profess a disinclination for it i only set it down that they have not yet seen the right person,i like your miss bertrams exceedingly sister they are very elegant agreeable girls,3,0,1,0,1,1,1,1,2,0,1,0,3,2,1,1,2,0,1,0,1,0,1,0,6,3,1,1,5,0,1,0,0,0,0,0,37,13,88,90,Dr. Grant; Henry Crawford; Mary Crawford,F,intermediate,M,major
Mary Crawford,Mrs. Grant,oh yes i am not at all ashamed of it i would have everybody marry if they can do it properly i do not like to have people throw themselves away but everybody should marry as soon as they can do it to advantage,so they are indeed and i am delighted to hear you say it but you like julia best,0,0,0,0,6,2,1,1,3,2,1,1,6,3,1,1,5,1,1,1,2,0,1,0,9,5,1,1,1,0,1,0,2,0,1,0,44,18,89,91,Dr. Grant; Henry Crawford; Mrs. Grant,F,major,F,intermediate
Henry Crawford,Mary Crawford,but miss bertram does not care three straws for him that is your opinion of your intimate friend i do not subscribe to it i am sure miss bertram is very much attached to mr rushworth i could see it in her eyes when he was mentioned i think too well of miss bertram to suppose she would ever give her hand without her heart,we must leave him to himself i believe talking does no good he will be taken in at last,0,0,0,0,8,3,1,1,2,0,1,0,5,0,1,0,9,3,1,1,2,0,1,0,14,5,1,1,7,3,1,1,0,0,0,0,65,19,100,102,Mary Crawford; Mrs. Grant,M,major,F,major
Edmund,Tom Bertram,i believe i know what you mean but i will not undertake to answer the question my cousin is grown up she has the age and sense of a woman but the outs and not outs are beyond me,i believe i have but this is hardly fair i see what you are at you are quizzing me and miss anderson,4,0,1,0,3,3,1,1,4,2,1,1,0,1,0,1,1,1,1,1,2,0,1,0,7,6,1,1,3,1,1,1,0,0,0,0,39,22,113,115,Mary Crawford; Tom Bertram,M,major,M,intermediate
Mary Crawford,Edmund,and a very pretty story it is and with more truth in it i dare say than does credit to miss anderson it is too common a fault mothers certainly have not yet got quite the right way of managing their daughters i do not know where the error lies i do not pretend to set people right but i do see that they are often wrong,the error is plain enough such girls are ill brought up they are given wrong notions from the beginning they are always acting upon motives of vanity and there is no more real modesty in their behaviour before they appear in public than afterwards,4,2,1,1,8,4,1,1,6,3,1,1,5,4,1,1,3,0,1,0,3,0,1,0,9,4,1,1,3,6,1,1,0,0,0,0,67,44,118,120,Edmund; Tom Bertram,F,major,M,major
Tom Bertram,Mary Crawford,those who are showing the world what female manners should be are doing a great deal to set them right,i do not know yes i cannot agree with you there it is certainly the modestest part of the business it is much worse to have girls not out give themselves the same airs and take the same liberties as if they were which i have seen done that is worse than anything quite disgusting,2,4,1,1,4,7,1,1,0,3,0,1,1,5,1,1,1,4,1,1,0,3,0,1,1,8,1,1,0,3,0,1,0,1,0,1,20,56,119,121,Edmund; Mary Crawford,M,intermediate,F,major
Edmund,Tom Bertram,the error is plain enough such girls are ill brought up they are given wrong notions from the beginning they are always acting upon motives of vanity and there is no more real modesty in their behaviour before they appear in public than afterwards,yes that is very inconvenient indeed it leads one astray one does not know what to do the close bonnet and demure air you describe so well and nothing was ever juster tell one what is expected but i got into a dreadful scrape last year from the want of them i went down to ramsgate for a week with a friend last september just after my return from the west indies my friend sneyd you have heard me speak of sneyd edmund his father and mother and sisters were there all new to me when we reached albion place they were out we went after them and found them on the pier mrs and the two miss sneyds with others of their acquaintance i made my bow in form and as mrs sneyd was surrounded by men attached myself to one of her daughters walked by her side all the way home and made myself as agreeable as i could the young lady perfectly easy in her manners and as ready to talk as to listen i had not a suspicion that i could be doing anything wrong they looked just the same both well dressed with veils and parasols like other girls but i afterwards found that i had been giving all my attention to the youngest who was not out and had most excessively offended the eldest miss augusta ought not to have been noticed for the next six months and miss sneyd i believe has never forgiven me,2,15,1,1,4,19,1,1,3,21,1,1,4,18,1,1,0,8,0,1,0,5,0,1,4,33,1,1,6,25,1,1,0,2,0,1,44,252,120,122,Mary Crawford; Tom Bertram,M,major,M,intermediate
Tom Bertram,Edmund,yes that is very inconvenient indeed it leads one astray one does not know what to do the close bonnet and demure air you describe so well and nothing was ever juster tell one what is expected but i got into a dreadful scrape last year from the want of them i went down to ramsgate for a week with a friend last september just after my return from the west indies my friend sneyd you have heard me speak of sneyd edmund his father and mother and sisters were there all new to me when we reached albion place they were out we went after them and found them on the pier mrs and the two miss sneyds with others of their acquaintance i made my bow in form and as mrs sneyd was surrounded by men attached myself to one of her daughters walked by her side all the way home and made myself as agreeable as i could the young lady perfectly easy in her manners and as ready to talk as to listen i had not a suspicion that i could be doing anything wrong they looked just the same both well dressed with veils and parasols like other girls but i afterwards found that i had been giving all my attention to the youngest who was not out and had most excessively offended the eldest miss augusta ought not to have been noticed for the next six months and miss sneyd i believe has never forgiven me,no i do not think she has ever been to a ball my mother seldom goes into company herself and dines nowhere but with mrs grant and fanny stays at home with her,15,1,1,1,19,3,1,1,21,3,1,1,18,3,1,1,8,3,1,1,5,1,1,1,33,5,1,1,25,5,1,1,2,0,1,0,252,33,122,124,Edmund; Mary Crawford,M,intermediate,M,major
Mrs. Norris,Mrs. Grant,oh for shame a prison indeed sotherton court is the noblest old place in the world,no wonder that mr rushworth should think so at present but depend upon it sotherton will have every improvement in time which his heart can desire,3,0,1,0,1,3,1,1,0,3,0,1,1,1,1,1,0,2,0,1,0,0,0,0,0,2,0,1,2,2,1,1,0,0,0,0,16,26,127,129,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant,F,intermediate,F,intermediate
Mrs. Grant,Maria Bertram,no wonder that mr rushworth should think so at present but depend upon it sotherton will have every improvement in time which his heart can desire,your best friend upon such an occasion would be mr repton i imagine,0,1,0,1,3,2,1,1,3,1,1,1,1,0,1,0,2,0,1,0,0,0,0,0,2,2,1,1,2,0,1,0,0,0,0,0,26,13,129,131,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Norris,F,intermediate,F,intermediate
Maria Bertram,Mrs. Norris,your best friend upon such an occasion would be mr repton i imagine,well and if they were ten i am sure you need not regard it the expense need not be any impediment if i were you i should not think of the expense i would have everything done in the best style and made as nice as possible such a place as sotherton court deserves everything that taste and money can do you have space to work upon there and grounds that will well reward you for my own part if i had anything within the fiftieth part of the size of sotherton i should be always planting and improving for naturally i am excessively fond of it it would be too ridiculous for me to attempt anything where i am now with my little half acre it would be quite a burlesque but if i had more room i should take a prodigious delight in improving and planting we did a vast deal in that way at the parsonage we made it quite a different place from what it was when we first had it you young ones do not remember much about it perhaps but if dear sir thomas were here he could tell you what improvements we made and a great deal more would have been done but for poor mr norris s sad state of health he could hardly ever get out poor man to enjoy anything and that disheartened me from doing several things that sir thomas and i used to talk of if it had not been for that we should have carried on the garden wall and made the plantation to shut out the churchyard just as dr grant has done we were always doing something as it was it was only the spring twelvemonth before mr norris s death that we put in the apricot against the stable wall which is now grown such a noble tree and getting to such perfection sir,1,19,1,1,2,37,1,1,1,28,1,1,0,18,0,1,0,25,0,1,0,5,0,1,2,42,1,1,0,27,0,1,0,6,0,1,13,320,131,133,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant; Mrs. Norris,F,intermediate,F,intermediate
Mr. Rushworth,Dr. Grant,that is what i was thinking of as he has done so well by smith i think i had better have him at once his terms are five guineas a day,the tree thrives well beyond a doubt madam the soil is good and i never pass it without regretting that the fruit should be so little worth the trouble of gathering,1,5,1,1,5,3,1,1,1,2,1,1,4,3,1,1,4,1,1,1,0,1,0,1,6,2,1,1,3,3,1,1,0,0,0,0,31,31,132,134,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mrs. Grant; Mrs. Norris,M,intermediate,M,minor
Mrs. Norris,Mrs. Grant,sir it is a moor park we bought it as a moor park and it cost us that is it was a present from sir thomas but i saw the bill and i know it cost seven shillings and was charged as a moor park,the truth is ma am that dr grant hardly knows what the natural taste of our apricot is he is scarcely ever indulged with one for it is so valuable a fruit with a little assistance and ours is such a remarkably large fair sort that what with early tarts and preserves my cook contrives to get them all,5,5,1,1,4,6,1,1,4,4,1,1,0,5,0,1,6,2,1,1,0,0,0,0,9,5,1,1,3,5,1,1,0,0,0,0,45,59,135,137,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant,F,intermediate,F,intermediate
Dr. Grant,Mr. Rushworth,you were imposed on ma am these potatoes have as much the flavour of a moor park apricot as the fruit from that tree it is an insipid fruit at the best but a good apricot is eatable which none from my garden are,smith s place is the admiration of all the country and it was a mere nothing before repton took it in hand i think i shall have repton,6,3,1,1,5,3,1,1,1,2,1,1,1,0,1,0,3,3,1,1,0,0,0,0,3,4,1,1,6,2,1,1,0,1,0,1,44,28,136,138,Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant; Mrs. Norris,M,minor,M,intermediate
Mrs. Grant,Lady Bertram,the truth is ma am that dr grant hardly knows what the natural taste of our apricot is he is scarcely ever indulged with one for it is so valuable a fruit with a little assistance and ours is such a remarkably large fair sort that what with early tarts and preserves my cook contrives to get them all,mr rushworth if i were you i would have a very pretty shrubbery one likes to get out into a shrubbery in fine weather,5,2,1,1,6,2,1,1,4,1,1,1,5,1,1,1,2,0,1,0,0,0,0,0,5,3,1,1,5,3,1,1,0,0,0,0,59,24,137,139,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Norris,F,intermediate,F,intermediate
Lady Bertram,Maria Bertram,mr rushworth if i were you i would have a very pretty shrubbery one likes to get out into a shrubbery in fine weather,the avenue oh i do not recollect it i really know very little of sotherton,2,1,1,1,2,1,1,1,1,0,1,0,1,2,1,1,0,1,0,1,0,1,0,1,3,3,1,1,3,1,1,1,0,0,0,0,24,15,139,141,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant; Mrs. Norris,F,intermediate,F,intermediate
Mr. Rushworth,Fanny Price,smith has not much above a hundred acres altogether in his grounds which is little enough and makes it more surprising that the place can have been so improved now at sotherton we have a good seven hundred without reckoning the water meadows so that i think if so much could be done at compton we need not despair there have been two or three fine old trees cut down that grew too near the house and it opens the prospect amazingly which makes me think that repton or anybody of that sort would certainly have the avenue at sotherton down the avenue that leads from the west front to the top of the hill you know,cut down an avenue what a pity does it not make you think of cowper ye fallen avenues once more i mourn your fate unmerited,11,2,1,1,9,1,1,1,9,0,1,0,11,2,1,1,7,1,1,1,2,1,1,1,8,4,1,1,13,2,1,1,1,0,1,0,117,25,140,142,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mrs. Grant; Mrs. Norris,M,intermediate,F,major
Maria Bertram,Edmund,the avenue oh i do not recollect it i really know very little of sotherton,i am afraid the avenue stands a bad chance fanny,1,2,1,1,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,3,1,1,1,1,0,1,0,0,0,0,0,15,10,141,143,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant; Mrs. Norris,F,intermediate,M,major
Fanny Price,Edmund,oh it does not signify whenever i do see it you will tell me how it has been altered,the house was built in elizabeth s time and is a large regular brick building heavy but respectable looking and has many good rooms it is ill placed it stands in one of the lowest spots of the park in that respect unfavourable for improvement but the woods are fine and there is a stream which i dare say might be made a good deal of mr rushworth is quite right i think in meaning to give it a modern dress and i have no doubt that it will be all done extremely well,0,8,0,1,5,9,1,1,2,7,1,1,0,5,0,1,3,5,1,1,1,0,1,0,6,7,1,1,0,8,0,1,0,0,0,0,19,94,146,148,Edmund,F,major,M,major
Edmund,Fanny Price,i do not wish to influence mr rushworth but had i a place to new fashion i should not put myself into the hands of an improver i would rather have an inferior degree of beauty of my own choice and acquired progressively i would rather abide by my own blunders than by his,it would be delightful to me to see the progress of it all,4,1,1,1,4,2,1,1,2,0,1,0,3,0,1,0,1,2,1,1,2,0,1,0,9,3,1,1,8,2,1,1,0,0,0,0,54,13,150,152,Fanny Price; Mary Crawford,M,major,F,major
Fanny Price,Edmund,it would be delightful to me to see the progress of it all,i am very glad that you have heard of it by whatever means and hope there will be no further delay,1,0,1,0,2,4,1,1,0,2,0,1,0,1,0,1,2,1,1,1,0,0,0,0,3,3,1,1,2,2,1,1,0,0,0,0,13,21,152,154,Edmund; Mary Crawford,F,major,M,major
Edmund,Fanny Price,if i write i will say whatever you wish me but i do not at present foresee any occasion for writing,when they are at a distance from all their family they can write long letters,0,1,0,1,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,5,3,1,1,2,2,1,1,0,0,0,0,21,15,160,162,Fanny Price; Mary Crawford,M,major,F,major
Mary Crawford,Edmund,no i dare say nor if he were to be gone a twelvemonth would you ever write to him nor he to you if it could be helped the occasion would never be foreseen what strange creatures brothers are you would not write to each other but upon the most urgent necessity in the world and when obliged to take up the pen to say that such a horse is ill or such a relation dead it is done in the fewest possible words you have but one style among you i know it perfectly henry who is in every other respect exactly what a brother should be who loves me consults me confides in me and will talk to me by the hour together has never yet turned the page in a letter and very often it is nothing more than dear mary i am just arrived bath seems full and everything as usual yours sincerely that is the true manly style that is a complete brother s letter,miss price has a brother at sea whose excellence as a correspondent makes her think you too severe upon us,14,2,1,1,20,0,1,0,14,1,1,1,12,1,1,1,11,1,1,1,3,0,1,0,20,3,1,1,14,2,1,1,2,0,1,0,170,20,161,163,Edmund; Fanny Price,F,major,M,major
Fanny Price,Mary Crawford,when they are at a distance from all their family they can write long letters,at sea has she in the king s service of course,1,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,2,3,1,1,0,0,0,0,15,11,162,164,Edmund; Mary Crawford,F,major,F,major
Mrs. Grant,Julia Bertram,my dear henry have you nothing to say you have been an improver yourself and from what i hear of everingham it may vie with any place in england its natural beauties i am sure are great everingham as it used to be was perfect in my estimation such a happy fall of ground and such timber what would i not give to see it again,you are fond of the sort of thing,2,1,1,1,7,1,1,1,3,0,1,0,1,0,1,0,5,0,1,0,1,0,1,0,12,1,1,1,6,2,1,1,1,0,1,0,66,8,169,171,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Norris,F,intermediate,F,intermediate
Henry Crawford,Mrs. Norris,excessively but what with the natural advantages of the ground which pointed out even to a very young eye what little remained to be done and my own consequent resolutions i had not been of age three months before everingham was all that it is now my plan was laid at westminster a little altered perhaps at cambridge and at one and twenty executed i am inclined to envy mr rushworth for having so much happiness yet before him i have been a devourer of my own,there can be no doubt of mr crawford s willingness but why should not more of us go why should not we make a little party here are many that would be interested in your improvements my dear mr rushworth and that would like to hear mr crawford s opinion on the spot and that might be of some small use to you with their opinions and for my own part i have been long wishing to wait upon your good mother again nothing but having no horses of my own could have made me so remiss but now i could go and sit a few hours with mrs rushworth while the rest of you walked about and settled things and then we could all return to a late dinner here or dine at sotherton just as might be most agreeable to your mother and have a pleasant drive home by moonlight i dare say mr crawford would take my two nieces and me in his barouche and edmund can go on horseback you know sister and fanny will stay at home with you,5,6,1,1,9,21,1,1,5,19,1,1,7,12,1,1,3,5,1,1,1,2,1,1,8,21,1,1,11,19,1,1,0,1,0,1,87,184,172,174,Dr. Grant; Edmund; Fanny Price; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant; Mrs. Norris,M,major,F,intermediate
Julia Bertram,Edmund,those who see quickly will resolve quickly and act quickly you can never want employment instead of envying mr rushworth you should assist him with your opinion,well fanny and how do you like miss crawford now how did you like her yesterday,0,0,0,0,3,2,1,1,1,3,1,1,5,1,1,1,2,1,1,1,1,0,1,0,4,3,1,1,2,0,1,0,0,0,0,0,27,16,173,175,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant; Mrs. Norris,F,intermediate,M,major
Mrs. Norris,Fanny Price,there can be no doubt of mr crawford s willingness but why should not more of us go why should not we make a little party here are many that would be interested in your improvements my dear mr rushworth and that would like to hear mr crawford s opinion on the spot and that might be of some small use to you with their opinions and for my own part i have been long wishing to wait upon your good mother again nothing but having no horses of my own could have made me so remiss but now i could go and sit a few hours with mrs rushworth while the rest of you walked about and settled things and then we could all return to a late dinner here or dine at sotherton just as might be most agreeable to your mother and have a pleasant drive home by moonlight i dare say mr crawford would take my two nieces and me in his barouche and edmund can go on horseback you know sister and fanny will stay at home with you,very well very much i like to hear her talk she entertains me and she is so extremely pretty that i have great pleasure in looking at her,6,0,1,0,21,1,1,1,19,2,1,1,12,6,1,1,5,4,1,1,2,0,1,0,21,7,1,1,19,2,1,1,1,0,1,0,184,28,174,176,Dr. Grant; Edmund; Fanny Price; Henry Crawford; Julia Bertram; Lady Bertram; Maria Bertram; Mary Crawford; Mr. Rushworth; Mrs. Grant,F,intermediate,F,major
Edmund,Mrs. Norris,but where is fanny is she gone to bed,that is a very foolish trick fanny to be idling away all the evening upon a sofa why cannot you come and sit here and employ yourself as we do if you have no work of your own i can supply you from the poor basket there is all the new calico that was bought last week not touched yet i am sure i almost broke my back by cutting it out you should learn to think of other people and take my word for it it is a shocking trick for a young person to be always lolling upon a sofa,0,8,0,1,2,9,1,1,2,10,1,1,0,5,0,1,1,5,1,1,0,2,0,1,1,15,1,1,1,6,1,1,0,0,0,0,9,103,195,197,Julia Bertram; Lady Bertram; Maria Bertram; Mrs. Norris,M,major,F,intermediate
Mrs. Norris,Julia Bertram,no not that i know of she was here a moment ago,i must say ma am that fanny is as little upon the sofa as anybody in the house,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,0,2,1,1,1,1,2,1,1,0,1,0,1,12,18,196,198,Edmund; Julia Bertram; Lady Bertram; Maria Bertram,F,intermediate,F,intermediate
