quoteID,quoteText,quoteBy,quoteTo
Q51,it has everything else in its favour my aunt is acting like a sensible woman in wishing for you she is choosing a friend and companion exactly where she ought and i am glad her love of money does not interfere you will be what you ought to be to her i hope it does not distress you very much fanny,Edmund,['Fanny Price']
Q52,indeed it does i cannot like it i love this house and everything in it i shall love nothing there you know how uncomfortable i feel with her,Fanny Price,['Edmund']
Q53,i can say nothing for her manner to you as a child but it was the same with us all or nearly so she never knew how to be pleasant to children but you are now of an age to be treated better i think she is behaving better already and when you are her only companion you must be important to her,Edmund,['Fanny Price']
Q54,i can never be important to any one,Fanny Price,['Edmund']
Q55,what is to prevent you,Edmund,['Fanny Price']
Q56,everything my situation my foolishness and awkwardness,Fanny Price,['Edmund']
Q57,as to your foolishness and awkwardness my dear fanny believe me you never have a shadow of either but in using the words so improperly there is no reason in the world why you should not be important where you are known you have good sense and a sweet temper and i am sure you have a grateful heart that could never receive kindness without wishing to return it i do not know any better qualifications for a friend and companion,Edmund,['Fanny Price']
Q58,you are too kind how shall i ever thank you as i ought for thinking so well of me oh cousin if i am to go away i shall remember your goodness to the last moment of my life,Fanny Price,['Edmund']
Q59,why indeed fanny i should hope to be remembered at such a distance as the white house you speak as if you were going two hundred miles off instead of only across the park but you will belong to us almost as much as ever the two families will be meeting every day in the year the only difference will be that living with your aunt you will necessarily be brought forward as you ought to be here there are too many whom you can hide behind but with her you will be forced to speak for yourself,Edmund,['Fanny Price']
Q60,oh do not say so,Fanny Price,['Edmund']
Q61,i must say it and say it with pleasure mrs norris is much better fitted than my mother for having the charge of you now she is of a temper to do a great deal for anybody she really interests herself about and she will force you to do justice to your natural powers,Edmund,['Fanny Price']
Q62,i cannot see things as you do but i ought to believe you to be right rather than myself and i am very much obliged to you for trying to reconcile me to what must be if i could suppose my aunt really to care for me it would be delightful to feel myself of consequence to anybody here i know i am of none and yet i love the place so well,Fanny Price,['Edmund']
Q63,the place fanny is what you will not quit though you quit the house you will have as free a command of the park and gardens as ever even your constant little heart need not take fright at such a nominal change you will have the same walks to frequent the same library to choose from the same people to look at the same horse to ride,Edmund,['Fanny Price']
Q64,very true yes dear old grey pony ah cousin when i remember how much i used to dread riding what terrors it gave me to hear it talked of as likely to do me good oh how i have trembled at my uncle s opening his lips if horses were talked of and then think of the kind pains you took to reason and persuade me out of my fears and convince me that i should like it after a little while and feel how right you proved to be i am inclined to hope you may always prophesy as well,Fanny Price,['Edmund']
Q65,and i am quite convinced that your being with mrs norris will be as good for your mind as riding has been for your health and as much for your ultimate happiness too,Edmund,['Fanny Price']
Q66,i think sister we need not keep miss lee any longer when fanny goes to live with you,Lady Bertram,['Mrs. Norris']
Q67,live with me dear lady bertram what do you mean,Mrs. Norris,['Lady Bertram']
Q68,is she not to live with you i thought you had settled it with sir thomas,Lady Bertram,['Mrs. Norris']
Q69,me never i never spoke a syllable about it to sir thomas nor he to me fanny live with me the last thing in the world for me to think of or for anybody to wish that really knows us both good heaven what could i do with fanny me a poor helpless forlorn widow unfit for anything my spirits quite broke down what could i do with a girl at her time of life a girl of fifteen the very age of all others to need most attention and care and put the cheerfullest spirits to the test sure sir thomas could not seriously expect such a thing sir thomas is too much my friend nobody that wishes me well i am sure would propose it how came sir thomas to speak to you about it,Mrs. Norris,['Lady Bertram']
Q70,indeed i do not know i suppose he thought it best,Lady Bertram,['Mrs. Norris']
Q71,but what did he say he could not say he wished me to take fanny i am sure in his heart he could not wish me to do it,Mrs. Norris,['Lady Bertram']
Q72,no he only said he thought it very likely and i thought so too we both thought it would be a comfort to you but if you do not like it there is no more to be said she is no encumbrance here,Lady Bertram,['Mrs. Norris']
Q73,dear sister if you consider my unhappy state how can she be any comfort to me here am i a poor desolate widow deprived of the best of husbands my health gone in attending and nursing him my spirits still worse all my peace in this world destroyed with hardly enough to support me in the rank of a gentlewoman and enable me to live so as not to disgrace the memory of the dear departed what possible comfort could i have in taking such a charge upon me as fanny if i could wish it for my own sake i would not do so unjust a thing by the poor girl she is in good hands and sure of doing well i must struggle through my sorrows and difficulties as i can,Mrs. Norris,['Lady Bertram']
Q74,then you will not mind living by yourself quite alone,Lady Bertram,['Mrs. Norris']
Q75,lady bertram i do not complain i know i cannot live as i have done but i must retrench where i can and learn to be a better manager i have been a liberal housekeeper enough but i shall not be ashamed to practise economy now my situation is as much altered as my income a great many things were due from poor mr norris as clergyman of the parish that cannot be expected from me it is unknown how much was consumed in our kitchen by odd comers and goers at the white house matters must be better looked after i must live within my income or i shall be miserable and i own it would give me great satisfaction to be able to do rather more to lay by a little at the end of the year,Mrs. Norris,['Lady Bertram']
Q76,i dare say you will you always do don t you,Lady Bertram,['Mrs. Norris']
Q77,my object lady bertram is to be of use to those that come after me it is for your children s good that i wish to be richer i have nobody else to care for but i should be very glad to think i could leave a little trifle among them worth their having,Mrs. Norris,['Lady Bertram']
Q78,you are very good but do not trouble yourself about them they are sure of being well provided for sir thomas will take care of that,Lady Bertram,['Mrs. Norris']
Q79,why you know sir thomas s means will be rather straitened if the antigua estate is to make such poor returns,Mrs. Norris,['Lady Bertram']
Q80,oh that will soon be settled sir thomas has been writing about it i know,Lady Bertram,['Mrs. Norris']
Q81,well lady bertram i can only say that my sole desire is to be of use to your family and so if sir thomas should ever speak again about my taking fanny you will be able to say that my health and spirits put it quite out of the question besides that i really should not have a bed to give her for i must keep a spare room for a friend,Mrs. Norris,['Lady Bertram']
Q82,if william does come to mansfield i hope you may be able to convince him that the many years which have passed since you parted have not been spent on your side entirely without improvement though i fear he must find his sister at sixteen in some respects too much like his sister at ten,Sir Thomas,['Fanny Price']
Q83,because she might ride one of her cousin s horses at any time when they did not want them,_unknowable,[]
Q84,fanny must have a horse,Edmund,"['Lady Bertram', 'Mrs. Norris']"
Q85,fanny must have a horse,Edmund,"['Lady Bertram', 'Mrs. Norris']"
Q86,if poor sir thomas were fated never to return it would be peculiarly consoling to see their dear maria well married,Mrs. Norris,[]
Q87,if this man had not twelve thousand a year he would be a very stupid fellow,Edmund,[]
Q88,and now i have thought of something to make it complete i should dearly love to settle you both in this country and therefore henry you shall marry the youngest miss bertram a nice handsome good humoured accomplished girl who will make you very happy,Mrs. Grant,"['Henry Crawford', 'Dr. Grant', 'Mary Crawford']"
Q89,my dear sister if you can persuade him into anything of the sort it will be a fresh matter of delight to me to find myself allied to anybody so clever and i shall only regret that you have not half a dozen daughters to dispose of if you can persuade henry to marry you must have the address of a frenchwoman all that english abilities can do has been tried already i have three very particular friends who have been all dying for him in their turn and the pains which they their mothers very clever women as well as my dear aunt and myself have taken to reason coax or trick him into marrying is inconceivable he is the most horrible flirt that can be imagined if your miss bertrams do not like to have their hearts broke let them avoid henry,Mary Crawford,"['Henry Crawford', 'Dr. Grant', 'Mrs. Grant']"
Q90,my dear brother i will not believe this of you,Mrs. Grant,"['Henry Crawford', 'Dr. Grant', 'Mary Crawford']"
Q91,no i am sure you are too good you will be kinder than mary you will allow for the doubts of youth and inexperience i am of a cautious temper and unwilling to risk my happiness in a hurry nobody can think more highly of the matrimonial state than myself i consider the blessing of a wife as most justly described in those discreet lines of the poet heaven s last best gift,Henry Crawford,"['Dr. Grant', 'Mrs. Grant', 'Mary Crawford']"
Q92,there mrs grant you see how he dwells on one word and only look at his smile i assure you he is very detestable the admiral s lessons have quite spoiled him,Mary Crawford,"['Henry Crawford', 'Dr. Grant', 'Mrs. Grant']"
Q93,i pay very little regard to what any young person says on the subject of marriage if they profess a disinclination for it i only set it down that they have not yet seen the right person,Mrs. Grant,"['Henry Crawford', 'Dr. Grant', 'Mary Crawford']"
Q94,oh yes i am not at all ashamed of it i would have everybody marry if they can do it properly i do not like to have people throw themselves away but everybody should marry as soon as they can do it to advantage,Mary Crawford,"['Henry Crawford', 'Dr. Grant', 'Mrs. Grant']"
Q95,i like your miss bertrams exceedingly sister they are very elegant agreeable girls,Henry Crawford,"['Mary Crawford', 'Mrs. Grant']"
Q96,so they are indeed and i am delighted to hear you say it but you like julia best,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q97,oh yes i like julia best,Henry Crawford,"['Mary Crawford', 'Mrs. Grant']"
Q98,but do you really for miss bertram is in general thought the handsomest,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q99,so i should suppose she has the advantage in every feature and i prefer her countenance but i like julia best miss bertram is certainly the handsomest and i have found her the most agreeable but i shall always like julia best because you order me,Henry Crawford,"['Mary Crawford', 'Mrs. Grant']"
Q100,i shall not talk to you henry but i know you will like her best at last,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q101,do not i tell you that i like her best at first,Henry Crawford,"['Mary Crawford', 'Mrs. Grant']"
Q102,and besides miss bertram is engaged remember that my dear brother her choice is made,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q103,yes and i like her the better for it an engaged woman is always more agreeable than a disengaged she is satisfied with herself her cares are over and she feels that she may exert all her powers of pleasing without suspicion all is safe with a lady engaged no harm can be done,Henry Crawford,"['Mary Crawford', 'Mrs. Grant']"
Q104,why as to that mr rushworth is a very good sort of young man and it is a great match for her,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q105,but miss bertram does not care three straws for him that is your opinion of your intimate friend i do not subscribe to it i am sure miss bertram is very much attached to mr rushworth i could see it in her eyes when he was mentioned i think too well of miss bertram to suppose she would ever give her hand without her heart,Henry Crawford,"['Mary Crawford', 'Mrs. Grant']"
Q106,mary how shall we manage him,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q107,we must leave him to himself i believe talking does no good he will be taken in at last,Mary Crawford,"['Henry Crawford', 'Mrs. Grant']"
Q108,but i would not have him taken in i would not have him duped i would have it all fair and honourable,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q109,oh dear let him stand his chance and be taken in it will do just as well everybody is taken in at some period or other,Mary Crawford,"['Henry Crawford', 'Mrs. Grant']"
Q110,not always in marriage dear mary,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q111,in marriage especially with all due respect to such of the present company as chance to be married my dear mrs grant there is not one in a hundred of either sex who is not taken in when they marry look where i will i see that it is so and i feel that it must be so when i consider that it is of all transactions the one in which people expect most from others and are least honest themselves,Mary Crawford,"['Henry Crawford', 'Mrs. Grant']"
Q112,ah you have been in a bad school for matrimony in hill street,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q113,my poor aunt had certainly little cause to love the state but however speaking from my own observation it is a manoeuvring business i know so many who have married in the full expectation and confidence of some one particular advantage in the connexion or accomplishment or good quality in the person who have found themselves entirely deceived and been obliged to put up with exactly the reverse what is this but a take in,Mary Crawford,"['Henry Crawford', 'Mrs. Grant']"
Q114,my dear child there must be a little imagination here i beg your pardon but i cannot quite believe you depend upon it you see but half you see the evil but you do not see the consolation there will be little rubs and disappointments everywhere and we are all apt to expect too much but then if one scheme of happiness fails human nature turns to another if the first calculation is wrong we make a second better we find comfort somewhere and those evil minded observers dearest mary who make much of a little are more taken in and deceived than the parties themselves,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q115,well done sister i honour your esprit du corps when i am a wife i mean to be just as staunch myself and i wish my friends in general would be so too it would save me many a heartache,Mary Crawford,"['Henry Crawford', 'Mrs. Grant']"
Q116,you are as bad as your brother mary but we will cure you both mansfield shall cure you both and without any taking in stay with us and we will cure you,Mrs. Grant,"['Henry Crawford', 'Mary Crawford']"
Q117,i begin now to understand you all except miss price pray is she out or is she not i am puzzled she dined at the parsonage with the rest of you which seemed like being out and yet she says so little that i can hardly suppose she is,Mary Crawford,"['Tom Bertram', 'Edmund']"
Q118,i believe i know what you mean but i will not undertake to answer the question my cousin is grown up she has the age and sense of a woman but the outs and not outs are beyond me,Edmund,"['Mary Crawford', 'Tom Bertram']"
Q119,and yet in general nothing can be more easily ascertained the distinction is so broad manners as well as appearance are generally speaking so totally different till now i could not have supposed it possible to be mistaken as to a girl s being out or not a girl not out has always the same sort of dress a close bonnet for instance looks very demure and never says a word you may smile but it is so i assure you and except that it is sometimes carried a little too far it is all very proper girls should be quiet and modest the most objectionable part is that the alteration of manners on being introduced into company is frequently too sudden they sometimes pass in such very little time from reserve to quite the opposite to confidence that is the faulty part of the present system one does not like to see a girl of eighteen or nineteen so immediately up to every thing and perhaps when one has seen her hardly able to speak the year before mr bertram i dare say you have sometimes met with such changes,Mary Crawford,"['Tom Bertram', 'Edmund']"
Q120,i believe i have but this is hardly fair i see what you are at you are quizzing me and miss anderson,Tom Bertram,"['Mary Crawford', 'Edmund']"
Q121,no indeed miss anderson i do not know who or what you mean i am quite in the dark but i will quiz you with a great deal of pleasure if you will tell me what about,Mary Crawford,"['Tom Bertram', 'Edmund']"
Q122,ah you carry it off very well but i cannot be quite so far imposed on you must have had miss anderson in your eye in describing an altered young lady you paint too accurately for mistake it was exactly so the andersons of baker street we were speaking of them the other day you know edmund you have heard me mention charles anderson the circumstance was precisely as this lady has represented it when anderson first introduced me to his family about two years ago his sister was not out and i could not get her to speak to me i sat there an hour one morning waiting for anderson with only her and a little girl or two in the room the governess being sick or run away and the mother in and out every moment with letters of business and i could hardly get a word or a look from the young lady nothing like a civil answer she screwed up her mouth and turned from me with such an air i did not see her again for a twelvemonth she was then out i met her at mrs holford s and did not recollect her she came up to me claimed me as an acquaintance stared me out of countenance and talked and laughed till i did not know which way to look i felt that i must be the jest of the room at the time and miss crawford it is plain has heard the story,Tom Bertram,"['Mary Crawford', 'Edmund']"
Q123,and a very pretty story it is and with more truth in it i dare say than does credit to miss anderson it is too common a fault mothers certainly have not yet got quite the right way of managing their daughters i do not know where the error lies i do not pretend to set people right but i do see that they are often wrong,Mary Crawford,"['Tom Bertram', 'Edmund']"
Q124,those who are showing the world what female manners should be are doing a great deal to set them right,Tom Bertram,"['Mary Crawford', 'Edmund']"
Q125,the error is plain enough such girls are ill brought up they are given wrong notions from the beginning they are always acting upon motives of vanity and there is no more real modesty in their behaviour before they appear in public than afterwards,Edmund,"['Mary Crawford', 'Tom Bertram']"
Q126,i do not know yes i cannot agree with you there it is certainly the modestest part of the business it is much worse to have girls not out give themselves the same airs and take the same liberties as if they were which i have seen done that is worse than anything quite disgusting,Mary Crawford,"['Tom Bertram', 'Edmund']"
Q127,yes that is very inconvenient indeed it leads one astray one does not know what to do the close bonnet and demure air you describe so well and nothing was ever juster tell one what is expected but i got into a dreadful scrape last year from the want of them i went down to ramsgate for a week with a friend last september just after my return from the west indies my friend sneyd you have heard me speak of sneyd edmund his father and mother and sisters were there all new to me when we reached albion place they were out we went after them and found them on the pier mrs and the two miss sneyds with others of their acquaintance i made my bow in form and as mrs sneyd was surrounded by men attached myself to one of her daughters walked by her side all the way home and made myself as agreeable as i could the young lady perfectly easy in her manners and as ready to talk as to listen i had not a suspicion that i could be doing anything wrong they looked just the same both well dressed with veils and parasols like other girls but i afterwards found that i had been giving all my attention to the youngest who was not out and had most excessively offended the eldest miss augusta ought not to have been noticed for the next six months and miss sneyd i believe has never forgiven me,Tom Bertram,"['Mary Crawford', 'Edmund']"
Q128,that was bad indeed poor miss sneyd though i have no younger sister i feel for her to be neglected before one s time must be very vexatious but it was entirely the mother s fault miss augusta should have been with her governess such half and half doings never prosper but now i must be satisfied about miss price does she go to balls does she dine out every where as well as at my sister s,Mary Crawford,"['Tom Bertram', 'Edmund']"
Q129,no i do not think she has ever been to a ball my mother seldom goes into company herself and dines nowhere but with mrs grant and fanny stays at home with her,Edmund,"['Mary Crawford', 'Tom Bertram']"
Q130,oh then the point is clear miss price is not out,Mary Crawford,"['Tom Bertram', 'Edmund']"
Q131,i wish you could see compton it is the most complete thing i never saw a place so altered in my life i told smith i did not know where i was the approach now is one of the finest things in the country you see the house in the most surprising manner i declare when i got back to sotherton yesterday it looked like a prison quite a dismal old prison,Mr. Rushworth,"['Lady Bertram', 'Henry Crawford', 'Dr. Grant', 'Mrs. Grant', 'Mary Crawford', 'Fanny Price', 'Julia Bertram', 'Maria Bertram', 'Edmund', 'Mrs. Norris']"
Q132,oh for shame a prison indeed sotherton court is the noblest old place in the world,Mrs. Norris,"['Lady Bertram', 'Mr. Rushworth', 'Henry Crawford', 'Dr. Grant', 'Mrs. Grant', 'Mary Crawford', 'Fanny Price', 'Julia Bertram', 'Maria Bertram', 'Edmund']"
Q133,it wants improvement ma am beyond anything i never saw a place that wanted so much improvement in my life and it is so forlorn that i do not know what can be done with it,Mr. Rushworth,"['Lady Bertram', 'Henry Crawford', 'Dr. Grant', 'Mrs. Grant', 'Mary Crawford', 'Fanny Price', 'Julia Bertram', 'Maria Bertram', 'Edmund', 'Mrs. Norris']"
Q134,no wonder that mr rushworth should think so at present but depend upon it sotherton will have every improvement in time which his heart can desire,Mrs. Grant,"['Lady Bertram', 'Mr. Rushworth', 'Henry Crawford', 'Dr. Grant', 'Mary Crawford', 'Fanny Price', 'Julia Bertram', 'Maria Bertram', 'Edmund', 'Mrs. Norris']"
Q135,i must try to do something with it but i do not know what i hope i shall have some good friend to help me,Mr. Rushworth,"['Lady Bertram', 'Henry Crawford', 'Dr. Grant', 'Mrs. Grant', 'Mary Crawford', 'Fanny Price', 'Julia Bertram', 'Maria Bertram', 'Edmund', 'Mrs. Norris']"
Q136,your best friend upon such an occasion would be mr repton i imagine,Maria Bertram,"['Lady Bertram', 'Mr. Rushworth', 'Henry Crawford', 'Dr. Grant', 'Mrs. Grant', 'Mary Crawford', 'Fanny Price', 'Julia Bertram', 'Edmund', 'Mrs. Norris']"
Q137,that is what i was thinking of as he has done so well by smith i think i had better have him at once his terms are five guineas a day,Mr. Rushworth,"['Lady Bertram', 'Henry Crawford', 'Dr. Grant', 'Mrs. Grant', 'Mary Crawford', 'Fanny Price', 'Julia Bertram', 'Maria Bertram', 'Edmund', 'Mrs. Norris']"
