uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00010_A,00010,A,i am afraid it was indeed i am very much afraid she caught the headache there for the heat was enough to kill anybody it was as much as i could bear myself sitting and calling to pug and trying to keep him from the flower beds was almost too much for me,1,83.02,71.7,18.87,13.21,9.43,0,0,3.77,0,5.66,5.66,15.09,13.21,9.43,7.55,0,7.55
p00011_A,00011,A,oh yes very glad if your aunt sees no objection,1,80,40,10,10,0,0,10,0,0,0,0,0,0,10,10,10,0
p00012_A,00012,A,one cannot wonder sister that fanny should be delighted it is all new to her you know you and i used to be very fond of a play ourselves and so am i still and as soon as i am a little more at leisure i mean to look in at their rehearsals too what is the play about fanny you have never told me,1,86.15,73.85,21.54,16.92,7.69,1.54,4.62,1.54,1.54,4.62,4.62,15.38,13.85,10.77,9.23,3.08,6.15
p00013_A,00013,A,yes she looks very well i sent chapman to her,1,90,60,30,30,10,0,0,20,0,0,0,10,0,20,0,0,0
p00014_A,00014,A,i am glad you gave him something considerable for i gave him only 10,1,92.86,64.29,42.86,35.71,14.29,0,7.14,14.29,0,7.14,0,7.14,7.14,7.14,0,0,7.14
p00015_A,00015,A,sir thomas told me 10 would be enough,1,62.5,50,12.5,12.5,12.5,0,0,0,0,0,0,0,25,0,0,0,12.5
p00016_A,00016,A,my dear sir thomas i perfectly comprehend you and do justice to the generosity and delicacy of your notions which indeed are quite of a piece with your general conduct and i entirely agree with you in the main as to the propriety of doing everything one could by way of providing for a child one had in a manner taken into one s own hands and i am sure i should be the last person in the world to withhold my mite upon such an occasion having no children of my own who should i look to in any little matter i may ever have to bestow but the children of my sisters and i am sure mr norris is too just but you know i am a woman of few words and professions do not let us be frightened from a good deed by a trifle give a girl an education and introduce her properly into the world and ten to one but she has the means of settling well without farther expense to anybody a niece of ours sir thomas i may say or at least of yours would not grow up in this neighbourhood without many advantages i don t say she would be so handsome as her cousins i dare say she would not but she would be introduced into the society of this country under such very favourable circumstances as in all human probability would get her a creditable establishment you are thinking of your sons but do not you know that of all things upon earth that is the least likely to happen brought up as they would be always together like brothers and sisters it is morally impossible i never knew an instance of it it is in fact the only sure way of providing against the connexion suppose her a pretty girl and seen by tom or edmund for the first time seven years hence and i dare say there would be mischief the very idea of her having been suffered to grow up at a distance from us all in poverty and neglect would be enough to make either of the dear sweet tempered boys in love with her but breed her up with them from this time and suppose her even to have the beauty of an angel and she will never be more to either than a sister,1,77.25,67,14.25,11.25,4.25,0.75,2.25,3.25,0.5,3,8,18,10.5,5,7.5,1.75,5.25
p00017_A,00017,A,very true which are both very important considerations and it will be just the same to miss lee whether she has three girls to teach or only two there can be no difference i only wish i could be more useful but you see i do all in my power i am not one of those that spare their own trouble and nanny shall fetch her however it may put me to inconvenience to have my chief counsellor away for three days i suppose sister you will put the child in the little white attic near the old nurseries it will be much the best place for her so near miss lee and not far from the girls and close by the housemaids who could either of them help to dress her you know and take care of her clothes for i suppose you would not think it fair to expect ellis to wait on her as well as the others indeed i do not see that you could possibly place her anywhere else i hope she will prove a well disposed girl and be sensible of her uncommon good fortune in having such friends,1,82.56,67.18,18.97,14.36,5.64,0,2.56,4.62,1.03,4.62,4.62,12.82,11.79,7.18,7.18,2.56,5.13
p00018_A,00018,A,sure my dear sir thomas a basin of soup would be a much better thing for you than tea do have a basin of soup,1,72,60,12,8,4,0,4,0,0,4,12,16,16,0,4,0,4
p00019_A,00019,A,if i had not been active and made a point of being introduced to his mother and then prevailed on my sister to pay the first visit i am as certain as i sit here that nothing would have come of it for mr rushworth is the sort of amiable modest young man who wants a great deal of encouragement and there were girls enough on the catch for him if we had been idle but i left no stone unturned i was ready to move heaven and earth to persuade my sister and at last i did persuade her you know the distance to sotherton it was in the middle of winter and the roads almost impassable but i did persuade her,1,73.98,63.41,15.45,13.01,7.32,0.81,0.81,3.25,0,2.44,6.5,14.63,11.38,2.44,10.57,2.44,1.63
p00020_A,00020,A,my dear sir thomas if you had seen the state of the roads that day i thought we should never have got through them though we had the four horses of course and poor old coachman would attend us out of his great love and kindness though he was hardly able to sit the box on account of the rheumatism which i had been doctoring him for ever since michaelmas i cured him at last but he was very bad all the winter and this was such a day i could not help going to him up in his room before we set off to advise him not to venture he was putting on his wig so i said coachman you had much better not go your lady and i shall be very safe you know how steady stephen is and charles has been upon the leaders so often now that i am sure there is no fear but however i soon found it would not do he was bent upon going and as i hate to be worrying and officious i said no more but my heart quite ached for him at every jolt and when we got into the rough lanes about stoke where what with frost and snow upon beds of stones it was worse than anything you can imagine i was quite in an agony about him and then the poor horses too to see them straining away you know how i always feel for the horses and when we got to the bottom of sandcroft hill what do you think i did you will laugh at me but i got out and walked up i did indeed it might not be saving them much but it was something and i could not bear to sit at my ease and be dragged up at the expense of those noble animals i caught a dreadful cold but that i did not regard my object was accomplished in the visit,1,82.23,69.28,20.18,15.96,6.93,1.81,2.41,3.92,0.9,4.22,4.82,14.16,11.45,7.83,9.94,3.01,2.41
p00021_A,00021,A,my dear sir thomas fanny can walk,1,57.14,28.57,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0
p00022_A,00022,A,come fanny fanny what are you about we are going do not you see your aunt is going quick quick i cannot bear to keep good old wilcox waiting you should always remember the coachman and horses my dear sir thomas we have settled it that the carriage should come back for you and edmund and william,1,75.44,52.63,21.05,15.79,3.51,3.51,8.77,0,0,5.26,3.51,5.26,14.04,3.51,5.26,3.51,0
p00023_A,00023,A,ah my dear sir thomas i knew what was coming i knew what you were going to say if dear julia were at home or dearest mrs rushworth at sotherton to afford a reason an occasion for such a thing you would be tempted to give the young people a dance at mansfield i know you would if they were at home to grace the ball a ball you would have this very christmas thank your uncle william thank your uncle,1,70.37,55.56,18.52,13.58,4.94,0,7.41,0,1.23,4.94,8.64,11.11,11.11,1.23,3.7,0,0
p00024_A,00024,A,if i had known you were going out i should have got you just to go as far as my house with some orders for nanny which i have since to my very great inconvenience been obliged to go and carry myself i could very ill spare the time and you might have saved me the trouble if you would only have been so good as to let us know you were going out it would have made no difference to you i suppose whether you had walked in the shrubbery or gone to my house,1,87.5,70.83,21.88,19.79,11.46,1.04,7.29,0,0,2.08,3.13,15.63,17.71,5.21,11.46,1.04,1.04
p00025_A,00025,A,there is a great deal of truth in what you say and far be it from me to throw any fanciful impediment in the way of a plan which would be so consistent with the relative situations of each i only meant to observe that it ought not to be lightly engaged in and that to make it really serviceable to mrs price and creditable to ourselves we must secure to the child or consider ourselves engaged to secure to her hereafter as circumstances may arise the provision of a gentlewoman if no such establishment should offer as you are so sanguine in expecting,1,77.88,67.31,14.42,7.69,1.92,2.88,1.92,0.96,0,6.73,6.73,21.15,9.62,5.77,8.65,1.92,1.92
p00026_A,00026,A,yes let her home be in this house we will endeavour to do our duty by her and she will at least have the advantage of companions of her own age and of a regular instructress,1,75,66.67,19.44,16.67,0,5.56,0,11.11,0,2.78,5.56,19.44,13.89,0,5.56,0,2.78
p00027_A,00027,A,should her disposition be really bad we must not for our own children s sake continue her in the family but there is no reason to expect so great an evil we shall probably see much to wish altered in her and must prepare ourselves for gross ignorance some meanness of opinions and very distressing vulgarity of manner but these are not incurable faults nor i trust can they be dangerous for her associates had my daughters been younger than herself i should have considered the introduction of such a companion as a matter of very serious moment but as it is i hope there can be nothing to fear for them and everything to hope for her from the association,1,76.03,66.94,15.7,13.22,3.31,3.31,0,4.96,1.65,2.48,4.96,15.7,13.22,5.79,9.09,4.13,1.65
p00028_A,00028,A,there will be some difficulty in our way mrs norris as to the distinction proper to be made between the girls as they grow up how to preserve in the minds of my daughters the consciousness of what they are without making them think too lowly of their cousin and how without depressing her spirits too far to make her remember that she is not a miss bertram i should wish to see them very good friends and would on no account authorise in my girls the smallest degree of arrogance towards their relation but still they cannot be equals their rank fortune rights and expectations will always be different it is a point of great delicacy and you must assist us in our endeavours to choose exactly the right line of conduct,1,75.19,61.65,15.79,13.53,2.26,2.26,0.75,2.26,6.02,2.26,6.02,18.05,9.77,7.52,5.26,2.26,2.26
p00029_A,00029,A,but where is fanny why do not i see my little fanny,1,83.33,66.67,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,16.67,8.33,8.33,8.33
p00030_A,00030,A,still the same anxiety for everybody s comfort my dear mrs norris but indeed i would rather have nothing but tea,1,71.43,61.9,14.29,9.52,9.52,0,0,0,0,4.76,4.76,4.76,9.52,14.29,9.52,4.76,0
p00031_A,00031,A,i know how great how justly great your influence is with lady bertram and her children and am the more concerned that it should not have been,1,81.48,66.67,18.52,11.11,3.7,0,3.7,3.7,0,7.41,3.7,3.7,18.52,7.41,7.41,3.7,3.7
p00032_A,00032,A,i hope we shall always think the acquaintance worth any trouble that might be taken to establish it there is nothing very striking in mr rushworth s manners but i was pleased last night with what appeared to be his opinion on one subject his decided preference of a quiet family party to the bustle and confusion of acting he seemed to feel exactly as one could wish,1,70.59,55.88,13.24,8.82,2.94,1.47,0,4.41,0,4.41,4.41,14.71,10.29,4.41,4.41,1.47,2.94
p00033_A,00033,A,fanny at what time would you have the carriage come round,1,72.73,54.55,18.18,9.09,0,0,9.09,0,0,9.09,9.09,9.09,18.18,0,0,0,0
p00034_A,00034,A,i do not like william that you should leave northamptonshire without this indulgence it would give me pleasure to see you both dance you spoke of the balls at northampton your cousins have occasionally attended them but they would not altogether suit us now the fatigue would be too much for your aunt i believe we must not think of a northampton ball a dance at home would be more eligible and if,1,75.34,64.38,20.55,16.44,4.11,2.74,6.85,0,2.74,4.11,5.48,10.96,13.7,4.11,4.11,4.11,4.11
p00035_A,00035,A,i recommended the shrubbery to fanny as the driest place,1,60,50,10,10,10,0,0,0,0,0,20,20,0,0,10,0,0
p00036_A,00036,A,i thoroughly understand you you are everything that is generous and considerate and i am sure we shall never disagree on this point whatever i can do as you well know i am always ready enough to do for the good of those i love and though i could never feel for this little girl the hundredth part of the regard i bear your own dear children nor consider her in any respect so much my own i should hate myself if i were capable of neglecting her is not she a sister s child and could i bear to see her want while i had a bit of bread to give her my dear sir thomas with all my faults i have a warm heart and poor as i am would rather deny myself the necessaries of life than do an ungenerous thing so if you are not against it i will write to my poor sister tomorrow and make the proposal and as soon as matters are settled i will engage to get the child to mansfield you shall have no trouble about it my own trouble you know i never regard i will send nanny to london on purpose and she may have a bed at her cousin the saddler s and the child be appointed to meet her there they may easily get her from portsmouth to town by the coach under the care of any creditable person that may chance to be going i dare say there is always some reputable tradesman s wife or other going up,1,78.33,65.78,20.15,16.35,9.51,0.38,2.66,3.42,0.38,3.8,5.7,12.93,12.17,5.7,8.37,2.66,3.42
p00037_A,00037,A,that is exactly what i think and what i was saying to my husband this morning it will be an education for the child said i only being with her cousins if miss lee taught her nothing she would learn to be good and clever from them,1,80.85,68.09,27.66,17.02,8.51,0,0,6.38,2.13,10.64,4.26,10.64,14.89,2.13,6.38,2.13,0
p00038_A,00038,A,live with me dear lady bertram what do you mean,1,70,50,30,20,10,0,10,0,0,10,0,10,10,0,0,0,0
p00039_A,00039,A,me never i never spoke a syllable about it to sir thomas nor he to me fanny live with me the last thing in the world for me to think of or for anybody to wish that really knows us both good heaven what could i do with fanny me a poor helpless forlorn widow unfit for anything my spirits quite broke down what could i do with a girl at her time of life a girl of fifteen the very age of all others to need most attention and care and put the cheerfullest spirits to the test sure sir thomas could not seriously expect such a thing sir thomas is too much my friend nobody that wishes me well i am sure would propose it how came sir thomas to speak to you about it,1,77.37,64.96,21.17,11.68,8.76,0.73,0.73,1.46,0,9.49,7.3,16.79,5.84,8.03,2.92,3.65,3.65
p00040_A,00040,A,but what did he say he could not say he wished me to take fanny i am sure in his heart he could not wish me to do it,1,93.1,72.41,34.48,27.59,10.34,0,0,17.24,0,6.9,0,10.34,17.24,0,3.45,6.9,0
p00041_A,00041,A,dear sister if you consider my unhappy state how can she be any comfort to me here am i a poor desolate widow deprived of the best of husbands my health gone in attending and nursing him my spirits still worse all my peace in this world destroyed with hardly enough to support me in the rank of a gentlewoman and enable me to live so as not to disgrace the memory of the dear departed what possible comfort could i have in taking such a charge upon me as fanny if i could wish it for my own sake i would not do so unjust a thing by the poor girl she is in good hands and sure of doing well i must struggle through my sorrows and difficulties as i can,1,77.44,64.66,18.05,15.04,12.03,0,0.75,2.26,0,3.01,6.77,16.54,9.02,5.26,8.27,1.5,1.5
p00042_A,00042,A,lady bertram i do not complain i know i cannot live as i have done but i must retrench where i can and learn to be a better manager i have been a liberal housekeeper enough but i shall not be ashamed to practise economy now my situation is as much altered as my income a great many things were due from poor mr norris as clergyman of the parish that cannot be expected from me it is unknown how much was consumed in our kitchen by odd comers and goers at the white house matters must be better looked after i must live within my income or i shall be miserable and i own it would give me great satisfaction to be able to do rather more to lay by a little at the end of the year,1,77.7,64.75,15.11,12.23,11.51,0.72,0,0,0,2.88,5.76,14.39,17.27,2.88,7.91,2.88,5.04
p00043_A,00043,A,my object lady bertram is to be of use to those that come after me it is for your children s good that i wish to be richer i have nobody else to care for but i should be very glad to think i could leave a little trifle among them worth their having,1,85.19,68.52,25.93,16.67,11.11,0,1.85,0,3.7,9.26,1.85,18.52,16.67,3.7,3.7,1.85,1.85
p00044_A,00044,A,why you know sir thomas s means will be rather straitened if the antigua estate is to make such poor returns,1,66.67,47.62,4.76,4.76,0,0,4.76,0,0,0,4.76,4.76,14.29,9.52,4.76,0,0
p00045_A,00045,A,go out to be sure she did would you have her stay within such a fine day as this were not we all out even your mother was out to day for above an hour,1,97.14,77.14,17.14,14.29,0,2.86,5.71,5.71,0,2.86,5.71,25.71,17.14,2.86,2.86,2.86,11.43
p00046_A,00046,A,there was no help for it certainly but i question whether her headache might not be caught then sister there is nothing so likely to give it as standing and stooping in a hot sun but i dare say it will be well to morrow suppose you let her have your aromatic vinegar i always forget to have mine filled,1,80,66.67,18.33,13.33,6.67,0,3.33,3.33,0,5,1.67,10,13.33,10,11.67,5,0
p00047_A,00047,A,you are very kind you are all kindness my dear madam but as to fanny she will have opportunities in plenty of seeing sotherton she has time enough before her and her going now is quite out of the question lady bertram could not possibly spare her,1,78.72,68.09,17.02,17.02,2.13,0,4.26,10.64,0,0,2.13,14.89,14.89,8.51,8.51,2.13,6.38
p00048_A,00048,A,come fanny these are fine times for you but you must not be always walking from one room to the other and doing the lookings on at your ease in this way i want you here i have been slaving myself till i can hardly stand to contrive mr rushworth s cloak without sending for any more satin and now i think you may give me your help in putting it together there are but three seams you may do them in a trice it would be lucky for me if i had nothing but the executive part to do you are best off i can tell you but if nobody did more than you we should not get on very fast,1,82.79,72.13,21.31,17.21,7.38,0.82,8.2,0,0.82,4.1,3.28,13.93,15.57,5.74,8.2,3.28,4.1
p00049_A,00049,A,well then lady bertram suppose you speak for tea directly suppose you hurry baddeley a little he seems behindhand to night,1,61.9,38.1,14.29,14.29,0,0,9.52,4.76,0,0,4.76,9.52,0,4.76,4.76,0,4.76
p00050_A,00050,A,now william would be able to keep himself which would make a vast difference to his uncle for it was unknown how much he had cost his uncle and indeed it would make some difference in her presents too she was very glad that she had given william what she did at parting very glad indeed that it had been in her power without material inconvenience just at that time to give him something rather considerable that is for her with her limited means for now it would all be useful in helping to fit up his cabin she knew he must be at some expense that he would have many things to buy though to be sure his father and mother would be able to put him in the way of getting everything very cheap but she was very glad she had contributed her mite towards it,1,83.11,69.59,24.32,14.19,0,0,0,14.19,0,10.14,1.35,14.86,14.86,9.46,2.7,0,6.08
p00051_A,00051,A,indeed upon my word he must have gone off with his pockets well lined and at no expense for his journey to london either,1,70.83,66.67,16.67,16.67,4.17,0,0,12.5,0,0,0,25,4.17,8.33,8.33,4.17,0
p00052_A,00052,A,it is amazing how much young people cost their friends what with bringing them up and putting them out in the world they little think how much it comes to or what their parents or their uncles and aunts pay for them in the course of the year now here are my sister price s children take them all together i dare say nobody would believe what a sum they cost sir thomas every year to say nothing of what i do for them,1,79.76,61.9,23.81,15.48,3.57,0,0,0,11.9,8.33,4.76,13.1,4.76,4.76,4.76,2.38,13.1
p00053_A,00053,A,where shall the child come to first sister to you or to us then she had better come to us,1,90,75,20,20,0,10,5,5,0,0,5,20,10,5,10,0,5
p00054_A,00054,A,i hope she will not tease my poor pug i have but just got julia to leave it alone,1,89.47,63.16,26.32,21.05,15.79,0,0,5.26,0,5.26,0,5.26,10.53,10.53,5.26,5.26,0
p00055_A,00055,A,how do you think the young people have been amusing themselves lately sir thomas they have been acting we have been all alive with acting,1,76,64,16,16,0,4,4,0,8,0,4,4,28,8,0,0,4
p00056_A,00056,A,i have something to tell you that will surprise you mrs grant has asked fanny to dinner,1,70.59,58.82,29.41,17.65,5.88,0,11.76,0,0,11.76,0,11.76,17.65,0,0,0,0
p00057_A,00057,A,edmund wants her to go but how can i spare her,1,90.91,63.64,27.27,27.27,9.09,0,0,18.18,0,0,0,9.09,9.09,9.09,9.09,0,0
p00058_A,00058,A,but can i do without her sir thomas,1,75,75,25,25,12.5,0,0,12.5,0,0,0,12.5,25,12.5,12.5,0,0
p00059_A,00059,A,she always makes tea you know when my sister is not here,1,83.33,66.67,25,25,8.33,0,8.33,8.33,0,0,0,0,8.33,25,8.33,8.33,0
p00060_A,00060,A,yes but i wish he was not going away they are all going away i think i wish they would stay at home sir thomas i have been thinking and i am very glad we took fanny as we did for now the others are away we feel the good of it,1,90.38,69.23,25,21.15,9.62,5.77,0,1.92,3.85,3.85,3.85,13.46,15.38,3.85,5.77,1.92,1.92
p00061_A,00061,A,yes and it is a comfort to think that we shall always have her,1,92.86,78.57,28.57,14.29,0,7.14,0,7.14,0,14.29,7.14,7.14,21.43,7.14,7.14,0,0
p00062_A,00062,A,my dear little cousin what can be the matter you are sorry to leave mama my dear little fanny which shows you to be a very good girl but you must remember that you are with relations and friends who all love you and wish to make you happy let us walk out in the park and you shall tell me all about your brothers and sisters,1,80.6,61.19,23.88,19.4,4.48,1.49,11.94,0,0,4.48,4.48,10.45,10.45,2.99,7.46,0,5.97
p00063_A,00063,A,but william will write to you i dare say,1,77.78,55.56,22.22,22.22,11.11,0,11.11,0,0,0,0,11.11,11.11,0,11.11,0,0
p00064_A,00064,A,and when shall you do it,1,100,100,33.33,16.67,0,0,16.67,0,0,16.67,0,0,33.33,16.67,33.33,0,0
p00065_A,00065,A,if that be all your difficulty i will furnish you with paper and every other material and you may write your letter whenever you choose would it make you happy to write to william,1,82.35,67.65,26.47,20.59,2.94,0,17.65,0,0,5.88,0,8.82,11.76,2.94,11.76,0,5.88
p00066_A,00066,A,then let it be done now come with me into the breakfast room we shall find everything there and be sure of having the room to ourselves,1,88.89,74.07,18.52,11.11,3.7,7.41,0,0,0,7.41,7.41,14.81,18.52,7.41,7.41,0,0
p00067_A,00067,A,yes depend upon me it shall it shall go with the other letters and as your uncle will frank it it will cost william nothing,1,84,68,24,8,4,0,4,0,0,16,4,12,16,0,8,4,4
p00068_A,00068,A,indeed,1,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
p00069_A,00069,A,well fanny and if the plan were not unpleasant to you i should call it an excellent one,1,83.33,72.22,16.67,11.11,5.56,0,5.56,0,0,5.56,11.11,5.56,11.11,5.56,11.11,5.56,5.56
p00070_A,00070,A,it has everything else in its favour my aunt is acting like a sensible woman in wishing for you she is choosing a friend and companion exactly where she ought and i am glad her love of money does not interfere you will be what you ought to be to her i hope it does not distress you very much fanny,1,78.69,72.13,26.23,18.03,4.92,0,6.56,6.56,0,8.2,3.28,11.48,18.03,4.92,3.28,3.28,1.64
p00071_A,00071,A,i can say nothing for her manner to you as a child but it was the same with us all or nearly so she never knew how to be pleasant to children but you are now of an age to be treated better i think she is behaving better already and when you are her only companion you must be important to her,1,87.3,74.6,20.63,19.05,3.17,1.59,6.35,7.94,0,1.59,4.76,14.29,12.7,12.7,11.11,3.17,1.59
p00072_A,00072,A,what is to prevent you,1,80,80,40,20,0,0,20,0,0,20,0,20,20,0,0,0,0
p00073_A,00073,A,as to your foolishness and awkwardness my dear fanny believe me you never have a shadow of either but in using the words so improperly there is no reason in the world why you should not be important where you are known you have good sense and a sweet temper and i am sure you have a grateful heart that could never receive kindness without wishing to return it i do not know any better qualifications for a friend and companion,1,77.78,64.2,14.81,12.35,4.94,0,7.41,0,0,2.47,7.41,9.88,12.35,8.64,9.88,6.17,0
p00074_A,00074,A,why indeed fanny i should hope to be remembered at such a distance as the white house you speak as if you were going two hundred miles off instead of only across the park but you will belong to us almost as much as ever the two families will be meeting every day in the year the only difference will be that living with your aunt you will necessarily be brought forward as you ought to be here there are too many whom you can hide behind but with her you will be forced to speak for yourself,1,86.73,75.51,14.29,13.27,1.02,1.02,9.18,1.02,0,1.02,6.12,18.37,16.33,10.2,8.16,0,9.18
p00075_A,00075,A,i must say it and say it with pleasure mrs norris is much better fitted than my mother for having the charge of you now she is of a temper to do a great deal for anybody she really interests herself about and she will force you to do justice to your natural powers,1,77.78,68.52,22.22,16.67,3.7,0,5.56,7.41,0,5.56,5.56,18.52,12.96,5.56,5.56,0,1.85
p00076_A,00076,A,the place fanny is what you will not quit though you quit the house you will have as free a command of the park and gardens as ever even your constant little heart need not take fright at such a nominal change you will have the same walks to frequent the same library to choose from the same people to look at the same horse to ride,1,77.61,56.72,8.96,7.46,0,0,7.46,0,0,1.49,13.43,14.93,8.96,4.48,5.97,2.99,1.49
p00077_A,00077,A,i am afraid the avenue stands a bad chance fanny,1,60,40,10,10,10,0,0,0,0,0,20,0,10,0,0,0,0
p00078_A,00078,A,have you never been there no you never can and unluckily it is out of distance for a ride i wish we could contrive it,1,84,80,24,16,4,4,8,0,0,8,4,12,20,12,4,12,0
p00079_A,00079,A,well fanny and how do you like miss crawford now how did you like her yesterday,1,75,75,18.75,18.75,0,0,12.5,6.25,0,0,0,12.5,12.5,25,6.25,0,0
p00080_A,00080,A,it is her countenance that is so attractive she has a wonderful play of feature but was there nothing in her conversation that struck you fanny as not quite right,1,73.33,66.67,23.33,13.33,0,0,3.33,10,0,10,3.33,10,13.33,6.67,10,6.67,0
p00081_A,00081,A,i thought you would be struck it was very wrong very indecorous,1,83.33,66.67,25,16.67,8.33,0,8.33,0,0,8.33,0,0,25,16.67,0,0,0
p00082_A,00082,A,ungrateful is a strong word i do not know that her uncle has any claim to her gratitude his wife certainly had and it is the warmth of her respect for her aunt s memory which misleads her here she is awkwardly circumstanced with such warm feelings and lively spirits it must be difficult to do justice to her affection for mrs crawford without throwing a shade on the admiral i do not pretend to know which was most to blame in their disagreements though the admiral s present conduct might incline one to the side of his wife but it is natural and amiable that miss crawford should acquit her aunt entirely i do not censure her opinions but there certainly is impropriety in making them public,1,69.53,60.94,17.97,12.5,2.34,0,0,8.59,1.56,5.47,4.69,11.72,11.72,6.25,4.69,2.34,2.34
p00083_A,00083,A,that is a fair remark yes we must suppose the faults of the niece to have been those of the aunt and it makes one more sensible of the disadvantages she has been under but i think her present home must do her good mrs grant s manners are just what they ought to be she speaks of her brother with a very pleasing affection,1,78.46,66.15,18.46,12.31,1.54,1.54,0,7.69,1.54,6.15,9.23,12.31,16.92,3.08,3.08,0,3.08
p00084_A,00084,A,i do not want her at all for myself but whenever you are next inclined to stay at home i think miss crawford would be glad to have her a longer time for a whole morning in short she has a great desire to get as far as mansfield common mrs grant has been telling her of its fine views and i have no doubt of her being perfectly equal to it but any morning will do for this she would be extremely sorry to interfere with you it would be very wrong if she did she rides only for pleasure you for health,1,82.69,66.35,18.27,14.42,3.85,0,2.88,7.69,0,3.85,2.88,17.31,15.38,4.81,6.73,1.92,4.81
p00085_A,00085,A,fanny i am sure you have the headache i can hardly believe you i know your looks too well how long have you had it,1,92,72,32,28,12,0,16,0,0,4,4,0,20,16,0,0,4
p00086_A,00086,A,you forget fanny how lately all this has been built and for how confined a purpose compared with the old chapels of castles and monasteries it was only for the private use of the family they have been buried i suppose in the parish church there you must look for the banners and the achievements,1,72.73,63.64,10.91,7.27,1.82,0,3.64,0,1.82,3.64,12.73,12.73,10.91,9.09,5.45,0,1.82
p00087_A,00087,A,not i should hope of the proportion of virtue to vice throughout the kingdom we do not look in great cities for our best morality it is not there that respectable people of any denomination can do most good and it certainly is not there that the influence of the clergy can be most felt a fine preacher is followed and admired but it is not in fine preaching only that a good clergyman will be useful in his parish and his neighbourhood where the parish and neighbourhood are of a size capable of knowing his private character and observing his general conduct which in london can rarely be the case the clergy are lost there in the crowds of their parishioners they are known to the largest part only as preachers and with regard to their influencing public manners miss crawford must not misunderstand me or suppose i mean to call them the arbiters of good breeding the regulators of refinement and courtesy the masters of the ceremonies of life the manners i speak of might rather be called conduct perhaps the result of good principles the effect in short of those doctrines which it is their duty to teach and recommend and it will i believe be everywhere found that as the clergy are or are not what they ought to be so are the rest of the nation,1,74.46,63.2,12.99,7.36,2.16,0.87,0,1.73,2.6,5.63,9.52,13.85,12.12,5.19,6.49,3.03,2.6
p00088_A,00088,A,you need not hurry when the object is only to prevent my saying a bon mot for there is not the least wit in my nature i am a very matter of fact plain spoken being and may blunder on the borders of a repartee for half an hour together without striking it out,1,68.52,59.26,9.26,7.41,5.56,0,1.85,0,0,1.85,12.96,16.67,9.26,9.26,3.7,3.7,5.56
p00089_A,00089,A,which you suppose has biassed me,1,83.33,66.67,50,33.33,16.67,0,16.67,0,0,16.67,0,0,16.67,0,0,0,0
p00090_A,00090,A,thank you for your good word fanny but it is more than i would affirm myself on the contrary the knowing that there was such a provision for me probably did bias me nor can i think it wrong that it should there was no natural disinclination to be overcome and i see no reason why a man should make a worse clergyman for knowing that he will have a competence early in life i was in safe hands i hope i should not have been influenced myself in a wrong way and i am sure my father was too conscientious to have allowed it i have no doubt that i was biased but i think it was blamelessly,1,80.67,67.23,22.69,15.13,12.61,0,1.68,0.84,0,7.56,5.88,8.4,17.65,4.2,5.04,4.2,0.84
