uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00036_A,00036,A,my dear henry have you nothing to say you have been an improver yourself and from what i hear of everingham it may vie with any place in england its natural beauties i am sure are great everingham as it used to be was perfect in my estimation such a happy fall of ground and such timber what would i not give to see it again,1,83.33,65.15,21.21,12.12,7.58,0,4.55,0,0,9.09,3.03,15.15,13.64,1.52,4.55,3.03,1.52
p00037_A,00037,A,excessively but what with the natural advantages of the ground which pointed out even to a very young eye what little remained to be done and my own consequent resolutions i had not been of age three months before everingham was all that it is now my plan was laid at westminster a little altered perhaps at cambridge and at one and twenty executed i am inclined to envy mr rushworth for having so much happiness yet before him i have been a devourer of my own,1,77.01,66.67,13.79,8.05,6.9,0,0,1.15,0,5.75,5.75,16.09,12.64,6.9,8.05,1.15,10.34
p00038_A,00038,A,those who see quickly will resolve quickly and act quickly you can never want employment instead of envying mr rushworth you should assist him with your opinion,1,74.07,62.96,22.22,18.52,0,0,11.11,3.7,0,3.7,0,7.41,11.11,18.52,3.7,3.7,0
p00039_A,00039,A,there can be no doubt of mr crawford s willingness but why should not more of us go why should not we make a little party here are many that would be interested in your improvements my dear mr rushworth and that would like to hear mr crawford s opinion on the spot and that might be of some small use to you with their opinions and for my own part i have been long wishing to wait upon your good mother again nothing but having no horses of my own could have made me so remiss but now i could go and sit a few hours with mrs rushworth while the rest of you walked about and settled things and then we could all return to a late dinner here or dine at sotherton just as might be most agreeable to your mother and have a pleasant drive home by moonlight i dare say mr crawford would take my two nieces and me in his barouche and edmund can go on horseback you know sister and fanny will stay at home with you,1,76.63,62.5,13.59,11.41,4.89,1.63,3.8,0.54,0.54,2.17,3.26,13.04,12.5,5.43,9.78,2.72,7.07
p00040_A,00040,A,but where is fanny is she gone to bed,1,77.78,66.67,11.11,11.11,0,0,0,11.11,0,0,0,11.11,22.22,11.11,11.11,0,0
p00041_A,00041,A,no not that i know of she was here a moment ago,1,91.67,83.33,25,16.67,8.33,0,0,8.33,0,8.33,8.33,8.33,8.33,16.67,0,16.67,0
p00042_A,00042,A,that is a very foolish trick fanny to be idling away all the evening upon a sofa why cannot you come and sit here and employ yourself as we do if you have no work of your own i can supply you from the poor basket there is all the new calico that was bought last week not touched yet i am sure i almost broke my back by cutting it out you should learn to think of other people and take my word for it it is a shocking trick for a young person to be always lolling upon a sofa,1,79.41,65.69,16.67,11.76,4.9,0.98,5.88,0,0,4.9,7.84,13.73,11.76,6.86,4.9,2.94,2.94
p00043_A,00043,A,i must say ma am that fanny is as little upon the sofa as anybody in the house,1,77.78,66.67,16.67,5.56,5.56,0,0,0,0,11.11,11.11,22.22,16.67,0,11.11,0,5.56
p00044_A,00044,A,since a little before dinner it is nothing but the heat,1,81.82,72.73,9.09,0,0,0,0,0,0,9.09,18.18,18.18,9.09,0,27.27,9.09,9.09
p00045_A,00045,A,did you go out in the heat,1,85.71,71.43,14.29,14.29,0,0,14.29,0,0,0,14.29,28.57,14.29,0,0,0,0
p00046_A,00046,A,go out to be sure she did would you have her stay within such a fine day as this were not we all out even your mother was out to day for above an hour,1,97.14,77.14,17.14,14.29,0,2.86,5.71,5.71,0,2.86,5.71,25.71,17.14,2.86,2.86,2.86,11.43
p00047_A,00047,A,fanny has been cutting roses has she,1,57.14,57.14,14.29,14.29,0,0,0,14.29,0,0,0,0,42.86,0,0,0,0
p00048_A,00048,A,there was no help for it certainly but i question whether her headache might not be caught then sister there is nothing so likely to give it as standing and stooping in a hot sun but i dare say it will be well to morrow suppose you let her have your aromatic vinegar i always forget to have mine filled,1,80,66.67,18.33,13.33,6.67,0,3.33,3.33,0,5,1.67,10,13.33,10,11.67,5,0
p00049_A,00049,A,the loss of her ladyship s company would be a great drawback and she should have been extremely happy to have seen the young lady too miss price who had never been at sotherton yet and it was a pity she should not see the place,1,78.26,65.22,10.87,8.7,0,0,0,6.52,0,2.17,10.87,6.52,21.74,8.7,4.35,4.35,2.17
p00050_A,00050,A,but why is it necessary that crawford s carriage or his only should be employed why is no use to be made of my mother s chaise i could not when the scheme was first mentioned the other day understand why a visit from the family were not to be made in the carriage of the family,1,77.19,66.67,8.77,5.26,3.51,0,0,1.75,0,3.51,10.53,10.53,15.79,8.77,5.26,5.26,3.51
p00051_A,00051,A,what go boxed up three in a postchaise in this weather when we may have seats in a barouche no my dear edmund that will not quite do,1,75,67.86,17.86,7.14,3.57,3.57,0,0,0,10.71,7.14,14.29,14.29,3.57,3.57,7.14,3.57
p00052_A,00052,A,and my dear edmund taking out two carriages when one will do would be trouble for nothing and between ourselves coachman is not very fond of the roads between this and sotherton he always complains bitterly of the narrow lanes scratching his carriage and you know one should not like to have dear sir thomas when he comes home find all the varnish scratched off,1,75.38,63.08,10.77,9.23,1.54,1.54,1.54,4.62,0,1.54,4.62,13.85,9.23,7.69,9.23,4.62,6.15
p00053_A,00053,A,unpleasant oh dear i believe it would be generally thought the favourite seat there can be no comparison as to one s view of the country probably miss crawford will choose the barouche box herself,1,71.43,54.29,8.57,5.71,2.86,0,0,2.86,0,2.86,8.57,8.57,14.29,8.57,2.86,2.86,2.86
p00054_A,00054,A,fanny my dear edmund there is no idea of her going with us she stays with her aunt i told mrs rushworth so she is not expected,1,74.07,59.26,25.93,25.93,7.41,3.7,0,14.81,0,0,0,11.11,7.41,7.41,3.7,7.41,0
p00055_A,00055,A,you can if i stay at home with you as i mean to do yes there is no necessity for my going and i mean to stay at home fanny has a great desire to see sotherton i know she wishes it very much she has not often a gratification of the kind and i am sure ma am you would be glad to give her the pleasure now,1,82.61,66.67,18.84,17.39,8.7,0,4.35,4.35,0,1.45,5.8,14.49,13.04,5.8,5.8,2.9,1.45
p00056_A,00056,A,oh yes very glad if your aunt sees no objection,1,80,40,10,10,0,0,10,0,0,0,0,0,0,10,10,10,0
p00057_A,00057,A,very well very well just as you chuse settle it your own way i am sure i do not care about it,1,77.27,72.73,27.27,18.18,9.09,0,9.09,0,0,9.09,0,9.09,9.09,27.27,4.55,4.55,0
p00058_A,00058,A,it seems very odd that you should be staying at home instead of fanny,1,85.71,64.29,21.43,7.14,0,0,7.14,0,0,14.29,0,14.29,14.29,14.29,0,0,0
p00059_A,00059,A,as there are five of you it will be better that one should sit with henry and as you were saying lately that you wished you could drive julia i think this will be a good opportunity for you to take a lesson,1,86.05,72.09,23.26,13.95,2.33,0,11.63,0,0,9.3,4.65,13.95,18.6,4.65,6.98,0,4.65
p00060_A,00060,A,here is a fine burst of country i wish you had my seat but i dare say you will not take it let me press you ever so much,1,82.76,65.52,27.59,24.14,13.79,0,10.34,0,0,3.45,3.45,3.45,10.34,10.34,6.9,3.45,3.45
p00061_A,00061,A,yes it is exactly behind the house begins at a little distance and ascends for half a mile to the extremity of the grounds you may see something of it here something of the more distant trees it is oak entirely,1,80.49,63.41,14.63,2.44,0,0,2.44,0,0,12.2,14.63,17.07,7.32,4.88,2.44,0,12.2
p00062_A,00062,A,now we are coming to the chapel which properly we ought to enter from above and look down upon but as we are quite among friends i will take you in this way if you will excuse me,1,84.21,73.68,21.05,15.79,2.63,7.89,5.26,0,0,5.26,2.63,23.68,13.16,5.26,10.53,0,0
p00063_A,00063,A,this chapel was fitted up as you see it in james the second s time before that period as i understand the pews were only wainscot and there is some reason to think that the linings and cushions of the pulpit and family seat were only purple cloth but this is not quite certain it is a handsome chapel and was formerly in constant use both morning and evening prayers were always read in it by the domestic chaplain within the memory of many but the late mr rushworth left it off,1,72.83,60.87,10.87,2.17,1.09,0,1.09,0,0,8.7,8.7,14.13,8.7,5.43,10.87,1.09,4.35
p00064_A,00064,A,it is a pity that the custom should have been discontinued it was a valuable part of former times there is something in a chapel and chaplain so much in character with a great house with one s ideas of what such a household should be a whole family assembling regularly for the purpose of prayer is fine,1,74.14,63.79,8.62,0,0,0,0,0,0,8.62,13.79,13.79,15.52,5.17,3.45,0,6.9
p00065_A,00065,A,do look at mr rushworth and maria standing side by side exactly as if the ceremony were going to be performed have not they completely the air of it,1,65.52,58.62,6.9,3.45,0,0,0,0,3.45,3.45,6.9,17.24,13.79,3.45,10.34,3.45,0
p00066_A,00066,A,if edmund were but in orders,1,66.67,66.67,0,0,0,0,0,0,0,0,0,16.67,16.67,0,33.33,0,0
p00067_A,00067,A,my dear edmund if you were but in orders now you might perform the ceremony directly how unlucky that you are not ordained mr rushworth and maria are quite ready,1,73.33,60,16.67,13.33,3.33,0,10,0,0,3.33,3.33,3.33,13.33,10,10,3.33,0
p00068_A,00068,A,for if we are too long going over the house we shall not have time for what is to be done out of doors it is past two and we are to dine at five,1,91.43,80,14.29,8.57,0,8.57,0,0,0,5.71,2.86,22.86,22.86,2.86,5.71,2.86,8.57
p00069_A,00069,A,query whether we may not find something to employ us here before we go farther i see walls of great promise mr rushworth shall we summon a council on this lawn,1,70.97,54.84,22.58,16.13,3.23,12.9,0,0,0,6.45,3.23,12.9,6.45,3.23,6.45,3.23,0
p00070_A,00070,A,james i believe the wilderness will be new to all the party the miss bertrams have never seen the wilderness yet,1,71.43,57.14,4.76,4.76,4.76,0,0,0,0,0,19.05,4.76,14.29,9.52,0,4.76,4.76
p00071_A,00071,A,the metropolis i imagine is a pretty fair sample of the rest,1,75,58.33,8.33,8.33,8.33,0,0,0,0,0,25,8.33,8.33,8.33,0,0,8.33
p00072_A,00072,A,not i should hope of the proportion of virtue to vice throughout the kingdom we do not look in great cities for our best morality it is not there that respectable people of any denomination can do most good and it certainly is not there that the influence of the clergy can be most felt a fine preacher is followed and admired but it is not in fine preaching only that a good clergyman will be useful in his parish and his neighbourhood where the parish and neighbourhood are of a size capable of knowing his private character and observing his general conduct which in london can rarely be the case the clergy are lost there in the crowds of their parishioners they are known to the largest part only as preachers and with regard to their influencing public manners miss crawford must not misunderstand me or suppose i mean to call them the arbiters of good breeding the regulators of refinement and courtesy the masters of the ceremonies of life the manners i speak of might rather be called conduct perhaps the result of good principles the effect in short of those doctrines which it is their duty to teach and recommend and it will i believe be everywhere found that as the clergy are or are not what they ought to be so are the rest of the nation,1,74.46,63.2,12.99,7.36,2.16,0.87,0,1.73,2.6,5.63,9.52,13.85,12.12,5.19,6.49,3.03,2.6
p00073_A,00073,A,certainly,1,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
p00074_A,00074,A,now you are going to say something about law being the worst wilderness of the two but i forestall you remember i have forestalled you,1,80,68,24,20,8,0,12,0,0,4,8,12,12,8,4,0,4
p00075_A,00075,A,i wonder that i should be tired with only walking in this sweet wood but the next time we come to a seat if it is not disagreeable to you i should be glad to sit down for a little while,1,90.24,68.29,19.51,12.2,7.32,2.44,2.44,0,0,7.32,7.32,17.07,12.2,2.44,7.32,2.44,2.44
p00076_A,00076,A,your attentiveness and consideration makes me more sensible of my own neglect fanny s interest seems in safer hands with you than with me,1,70.83,50,20.83,20.83,12.5,0,8.33,0,0,0,0,20.83,0,0,8.33,0,4.17
p00077_A,00077,A,i shall soon be rested to sit in the shade on a fine day and look upon verdure is the most perfect refreshment,1,86.96,60.87,4.35,4.35,4.35,0,0,0,0,0,13.04,17.39,13.04,4.35,4.35,0,8.7
p00078_A,00078,A,miss price all alone my dear fanny how comes this,1,80,50,20,10,10,0,0,0,0,10,0,0,0,20,0,0,20
p00079_A,00079,A,prohibited nonsense i certainly can get out that way and i will mr rushworth will be here in a moment you know we shall not be out of sight,1,75.86,68.97,17.24,13.79,6.9,3.45,3.45,0,0,3.45,3.45,13.79,20.69,6.9,3.45,3.45,0
p00080_A,00080,A,or if we are miss price will be so good as to tell him that he will find us near that knoll the grove of oak on the knoll,1,79.31,68.97,20.69,13.79,0,6.9,0,6.9,0,6.9,6.9,17.24,13.79,3.45,13.79,0,3.45
p00081_A,00081,A,thank you my dear fanny but i and my gown are alive and well and so good bye,1,77.78,61.11,22.22,22.22,16.67,0,5.56,0,0,0,0,0,5.56,11.11,27.78,0,0
p00082_A,00082,A,it is fortunate that your inclination and your father s convenience should accord so well there is a very good living kept for you i understand hereabouts,1,74.07,59.26,22.22,14.81,3.7,0,11.11,0,0,7.41,3.7,3.7,11.11,14.81,7.41,0,0
p00083_A,00083,A,thank you for your good word fanny but it is more than i would affirm myself on the contrary the knowing that there was such a provision for me probably did bias me nor can i think it wrong that it should there was no natural disinclination to be overcome and i see no reason why a man should make a worse clergyman for knowing that he will have a competence early in life i was in safe hands i hope i should not have been influenced myself in a wrong way and i am sure my father was too conscientious to have allowed it i have no doubt that i was biased but i think it was blamelessly,1,80.67,67.23,22.69,15.13,12.61,0,1.68,0.84,0,7.56,5.88,8.4,17.65,4.2,5.04,4.2,0.84
p00084_A,00084,A,it is the same sort of thing as for the son of an admiral to go into the navy or the son of a general to be in the army and nobody sees anything wrong in that nobody wonders that they should prefer the line where their friends can serve them best or suspects them to be less in earnest in it than they appear,1,81.54,69.23,20,7.69,0,0,0,0,7.69,12.31,12.31,21.54,7.69,1.54,7.69,3.08,1.54
p00085_A,00085,A,i speak what appears to me the general opinion and where an opinion is general it is usually correct though i have not seen much of the domestic lives of clergymen it is seen by too many to leave any deficiency of information,1,90.7,65.12,13.95,6.98,6.98,0,0,0,0,6.98,6.98,13.95,9.3,9.3,4.65,2.33,6.98
p00086_A,00086,A,where any one body of educated men of whatever denomination are condemned indiscriminately there must be a deficiency of information or smiling of something else your uncle and his brother admirals perhaps knew little of clergymen beyond the chaplains whom good or bad they were always wishing away,1,70.83,58.33,12.5,8.33,0,0,2.08,2.08,2.08,4.17,4.17,14.58,6.25,12.5,6.25,0,6.25
p00087_A,00087,A,poor william he has met with great kindness from the chaplain of the antwerp,1,71.43,50,7.14,7.14,0,0,0,7.14,0,0,14.29,21.43,7.14,0,0,0,0
p00088_A,00088,A,i have been so little addicted to take my opinions from my uncle that i can hardly suppose and since you push me so hard i must observe that i am not entirely without the means of seeing what clergymen are being at this present time the guest of my own brother dr grant and though dr grant is most kind and obliging to me and though he is really a gentleman and i dare say a good scholar and clever and often preaches good sermons and is very respectable i see him to be an indolent selfish bon vivant who must have his palate consulted in everything who will not stir a finger for the convenience of any one and who moreover if the cook makes a blunder is out of humour with his excellent wife to own the truth henry and i were partly driven out this very evening by a disappointment about a green goose which he could not get the better of my poor sister was forced to stay and bear it,1,74.43,63.07,17.05,12.5,7.39,0,0.57,2.84,0,4.55,7.39,11.93,9.66,7.95,9.66,1.7,2.84
p00089_A,00089,A,i do not wonder at your disapprobation upon my word it is a great defect of temper made worse by a very faulty habit of self indulgence and to see your sister suffering from it must be exceedingly painful to such feelings as yours fanny it goes against us we cannot attempt to defend dr grant,1,71.43,57.14,17.86,12.5,3.57,3.57,5.36,0,0,5.36,3.57,19.64,7.14,3.57,3.57,3.57,0
p00090_A,00090,A,no but we need not give up his profession for all that because whatever profession dr grant had chosen he would have taken a not a good temper into it and as he must either in the navy or army have had a great many more people under his command than he has now i think more would have been made unhappy by him as a sailor or soldier than as a clergyman besides i cannot but suppose that whatever there may be to wish otherwise in dr grant would have been in a greater danger of becoming worse in a more active and worldly profession where he would have had less time and obligation where he might have escaped that knowledge of himself the frequency at least of that knowledge which it is impossible he should escape as he is now a man a sensible man like dr grant cannot be in the habit of teaching others their duty every week cannot go to church twice every sunday and preach such very good sermons in so good a manner as he does without being the better for it himself it must make him think and i have no doubt that he oftener endeavours to restrain himself than he would if he had been anything but a clergyman,1,78.44,69.72,16.97,10.55,1.38,0.46,0,8.26,0.46,6.42,6.88,13.76,15.6,5.05,10.55,3.21,5.05
p00091_A,00091,A,i fancy miss price has been more used to deserve praise than to hear it,1,80,53.33,13.33,6.67,6.67,0,0,0,0,6.67,0,20,13.33,0,6.67,0,13.33
p00092_A,00092,A,a strange business this in america dr grant what is your opinion i always come to you to know what i am to think of public matters,1,77.78,59.26,25.93,14.81,7.41,0,7.41,0,0,11.11,3.7,18.52,7.41,3.7,0,0,0
p00093_A,00093,A,my dear tom as you are not dancing i dare say you will have no objection to join us in a rubber shall you,1,83.33,66.67,25,25,8.33,4.17,12.5,0,0,0,4.17,12.5,16.67,0,4.17,8.33,0
p00094_A,00094,A,we want to make a table for mrs rushworth you know your mother is quite anxious about it but cannot very well spare time to sit down herself because of her fringe now you and i and dr grant will just do and though we play but half crowns you know you may bet half guineas with him,1,79.31,63.79,20.69,18.97,1.72,3.45,8.62,5.17,0,1.72,1.72,12.07,8.62,12.07,12.07,1.72,3.45
